"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"58","Nagaland","Patrolling Vehicles to government institution for Public Conveniences, Safety and Security","WS/MP233/2025-2026/225200","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","03-Sep-2025","M SUPDT OF POLICEMON","Payment Success","800000"
"59","Nagaland","Construction of community centers and community halls","WS/MP233/2024-2025/133815","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","18-Dec-2024","YIBOMO LOTHA","Payment Success","1500000"
"60","Nagaland","Construction of community centers and community halls","WS/MP233/2024-2025/133815","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","21-Feb-2025","YIBOMO LOTHA","Payment Success","1000000"
"61","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2024-2025/133821","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","18-Dec-2024","NZANO P KIKON","Payment Success","250000"
"62","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2024-2025/133821","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","21-Feb-2025","NZANO P KIKON","Payment Success","250000"
"63","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2024-2025/133825","KOHIMA(DEPUTY COMMISIONER_7)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","01-Mar-2025","VIPIHO RHETSO","Payment Success","750000"
"64","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2024-2025/133825","KOHIMA(DEPUTY COMMISIONER_7)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","28-Mar-2025","VIPIHO RHETSO","Payment Success","750000"
"65","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/231940","Tseminyu(Deputy Commissioner Tseminyu_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","16-Oct-2025","TENYEBINLO HIMB","Payment Success","500000"
"66","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/231940","Tseminyu(Deputy Commissioner Tseminyu_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","19-Dec-2025","TENYEBINLO HIMB","Payment Success","500000"
"67","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/249141","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Dec-2025","T Methna Konyak","Payment Success","180000"
"68","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2025-2026/249141","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","02-Mar-2026","T Methna Konyak","Payment Success","120000"
"69","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2026-2027/285822","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","01-Aug-2026","Zuben Ezung","Payment Success","500000"
"70","Nagaland","Construction of common work sheds/ common covered sitting area","WS/MP233/2026-2027/285822","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","19-Aug-2026","Zuben Ezung","Payment Success","200000"
"71","Nagaland","Construction of additional rooms and halls in the existing public and community building","WS/MP233/2025-2026/229712","Noklak(Deputy Commissioner Noklak_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","09-Dec-2025","LAMSONG","Payment Success","600000"
"72","Nagaland","Construction of additional rooms and halls in the existing public and community building","WS/MP233/2025-2026/229712","Noklak(Deputy Commissioner Noklak_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","18-Feb-2026","LAMSONG","Payment Success","400000"
"73","Nagaland","Construction of additional rooms and halls in the existing public and community building","WS/MP233/2023-2024/56789","Shamator(Deputy Commissioner Shamator_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","10-Jan-2024","Y RHEKHUM","Payment Success","10500000"
