"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"381","Normal/Others","WS/MP18304/2024-2025/146839-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","29-Nov-2024","200000","Work Completed"
"382","Normal/Others","WS/MP18304/2024-2025/146840-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Approach Road","13-Oct-2024","14-Jan-2025","300000","Work Completed"
"383","Normal/Others","WS/MP18304/2024-2025/146841-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Approach Road","13-Oct-2024","04-Dec-2024","500000","Work Completed"
"384","Normal/Others","WS/MP18304/2024-2025/146842-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road and pathways","13-Oct-2024","28-Feb-2025","300000","Vendor Identification"
"385","Normal/Others","WS/MP18304/2024-2025/146843-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road and pathways","13-Oct-2024","28-Feb-2025","150000","Vendor Identification"
"386","Normal/Others","WS/MP18304/2024-2025/146847-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","15-Jan-2025","150000","Sanction"
"387","Normal/Others","WS/MP18304/2024-2025/146848-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","15-Jan-2025","150000","Work Completed"
"388","Normal/Others","WS/MP18304/2024-2025/146849-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","15-Jan-2025","50000","Work Completed"
"389","Normal/Others","WS/MP18304/2024-2025/146850-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","15-Jan-2025","50000","Work Completed"
"390","Normal/Others","WS/MP18304/2024-2025/146852-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","15-Jan-2025","30000","Work Completed"
"391","Normal/Others","WS/MP18304/2024-2025/146855-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","16-Dec-2024","150000","Vendor Identification"
"392","Normal/Others","WS/MP18304/2024-2025/146856-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","16-Dec-2024","100000","Work partially Completed"
"393","Normal/Others","WS/MP18304/2024-2025/146858-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","UNA(DEPUTY COMMISSIOENR UNA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","16-Dec-2024","100000","Vendor Identification"
"394","Normal/Others","WS/MP18304/2024-2025/146870-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Roads And pathways","13-Oct-2024","06-Jan-2025","200000","Vendor Identification"
"395","Normal/Others","WS/MP18304/2024-2025/146871-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Roads And pathways","13-Oct-2024","06-Jan-2025","200000","Work Completed"
"396","Normal/Others","WS/MP18304/2025-2026/146873-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Roads And pathways","13-Oct-2024","30-May-2025","200000","Physical Inspection"
"397","Normal/Others","WS/MP18304/2024-2025/146876-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","construction work of Link Road","13-Oct-2024","20-Nov-2024","300000","Physical Inspection"
"398","Normal/Others","WS/MP078/2024-2025/147108-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from the land of Sh. Baldev to the land of Sh. Rajesh Thakur, Ward No. 5, G. P. Sukkad, Dev. Block Dharamsala, District Kangara. Executing agency, BDO, Dharamsala.","14-Oct-2024","03-Jan-2025","500000","Physical Inspection"
"399","Normal/Others","WS/MP18304/2025-2026/147624-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","CHAMBA(DEPUTY COMMISSIONER CHAMBA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","Construction Work of Link Road","17-Oct-2024","02-May-2025","200000","Work Completed"
"400","Normal/Others","WS/MP18304/2024-2025/147889-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Shri Harsh Mahajan (2024-30) (2024-2030)","Elected MP","Construction Work of Link Roads And pathways","17-Oct-2024","04-Dec-2024","400000","Work Completed"
"401","Normal/Others","WS/MP078/2024-2025/148989-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R with interlock from main road to the house Sh. Tirlok Chand and Sh. Ajay Kumar, Village Ghar, Ward No. 02, G.P. Bandu, Dev. Block Panchrukhi, District Kangra (H.P.) Executing agency BDO Panchrukhi.","22-Oct-2024","20-Jan-2025","200000","Work Completed"
"402","Normal/Others","WS/MP078/2024-2025/148990-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","KANGRA(DEPUTY COMMISSIONER KANGRA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R with interlock from Sh. Sanjay Kumar house upto the house of Sh. Rajpal Village kandharal, G.P. Bhandu, Dev. Block Panchrukhi, District Kangra (H.P.) Executing agency BDO, Panchrukhi.","22-Oct-2024","20-Jan-2025","200000","Work partially Completed"
"403","Normal/Others","WS/MP078/2024-2025/149012-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o Ambulance road (soiling and Metaling with retaining wall) Kiar to Kaprol, Village Kaprol, G.P. Kiar, Dev. Block Theog, District Shimla. Executing agency BDO, Theog","22-Oct-2024","14-Jan-2025","500000","Work Completed"
"404","Normal/Others","WS/MP078/2024-2025/149200-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from the house of Smt Simro Devi upto the anganwari Kunna, G.P. Buni, Dev. Block Nadaun, District Hamirpur (H.P.)  Executing agency BDO, Nadaun.","23-Oct-2024","26-Nov-2024","150000","Work partially Completed"
"405","Normal/Others","WS/MP078/2025-2026/149202-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","Construction of L/R from near the house of Sh. Dharam Singh with protection wall Village Cheyog, G.P. kandon Cheyog, Dev. Block Kamrau at Trilor Dhar, District Sirmour (H.P.) as per the recommendation of Sh. Baldev Tomar. Executing agency BDO, Kamrau at Trilor Dhar.","23-Oct-2024","15-Oct-2025","200000","Work partially Completed"
"406","Normal/Others","WS/MP078/2024-2025/149203-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SIRMAUR(DEPUTY COMMISSIONER SIRMOUR_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from main road Chandni to the house of Sh. Sagar Singh Village Manal, G.P. Bhajon, Dev. Block Kamrau at Trilor Dhar, District Sirmour as per the recommendation of Sh. Baldev Tomar. Executing agency BDO, Kamrau at Trilor Dhar.","23-Oct-2024","13-Feb-2025","200000","Physical Inspection"
"407","Normal/Others","WS/MP078/2024-2025/149220-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","BILASPUR(DEPUTY COMMISSIONER, BILASPUR)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o L/R from Sh. Naina Devi Ji Bhakhra main road to Village Sarni ,G.P. Saloa, Dev. Block Shri Naina Devi Ji, District Bilaspur (H.P.) Executing agency BDO, Shri Naina Devi Ji.","23-Oct-2024","09-Dec-2024","300000","Sanction"
"408","Normal/Others","WS/MP078/2024-2025/149316-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA)","Dr. Sikander Kumar (2022-28) (2022-2028)","Elected MP","C/o Ambulance road from Khondu to Badyana Kyar, G.P. Deola, Dev. Block Basantpur Sunni, District Shimla as per recommendation of Sh. Satyaprakash Manak.   Executing Agency BDO, Basantpur Sunni.","24-Oct-2024","04-Feb-2025","200000","Vendor Identification"
