"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"54","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33907","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"55","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33908","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"56","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33909","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"57","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33910","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"58","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33911","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"59","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33930","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"60","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33931","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"61","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33932","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"62","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33933","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
"63","Jammu And Kashmir","Lighting of public spaces","WS/MP839/2023-2024/33934","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","05-Dec-2023","RMK ENTERPRISES","Payment Success","243000"
