"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"74","Normal/Others","WS/MP839/2026-2027/294085-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Jammu And Kashmir","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Construction of drain near the house of ch. Talib Hussain (BJP Leader ) at W.NO. 03 village and PYT.BAMYAL block Nagrota.","10-Jul-2026","200000","22-Jul-2026"
"75","Bar and Associations","NA-Purchase Books for Library","Jammu And Kashmir","JAMMU(DEPUTY COMMISSIONER JAMMU_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Purchase of law books","20-Mar-2026","50000","NA"
"76","Normal/Others","WS/MP839/2025-2026/222781-Lighting of public spaces","Jammu And Kashmir","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","S I OF LED SEMI HIGH MAST LIGHT  AT FOURTY ONE DIFFERENT PLACES","27-Jul-2025","12505000","25-Aug-2025"
"77","Normal/Others","WS/MP839/2024-2025/147849-Lighting of public spaces","Jammu And Kashmir","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","SUPPLY AND INSTALLATION OF LED SEMI HGHMAST LIGHT AT DIFFERENT BLOCKS AND VILLAGES IN DISTRICT CHANDAULI AS PER LIST ENCLOSED.","17-Oct-2024","20496000","09-Nov-2024"
"78","Normal/Others","WS/MP839/2025-2026/266612-Lighting of public spaces","Jammu And Kashmir","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","supply and installation of led semi high mast at different 25 places in district pilibhit","05-Feb-2026","7075000","09-Mar-2026"
"79","Normal/Others","WS/MP839/2023-2024/101991-Lighting of public spaces","Jammu And Kashmir","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST AT DIFFERENCE PLACE AT DISTT PILIBHIT AS PER LIST ENCLOSED SERIAL  NO FROM 9 TO 20","09-Feb-2024","3395993","06-Mar-2024"
"80","Normal/Others","WS/MP839/2023-2024/102045-Lighting of public spaces","Jammu And Kashmir","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST AT DIFFERENCE PLACE AT DISTT PILIBHIT AS PER LIST ENCLOSED SERIAL  NO FROM 1 TO 8","09-Feb-2024","2263995","06-Mar-2024"
"81","Normal/Others","WS/MP839/2024-2025/134187-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","supply and installation of led light as pes enclosed list","25-Jul-2024","19925990","17-Aug-2024"
"82","Normal/Others","WS/MP839/2024-2025/174297-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Supply And Installation of LED Semi high mast light at 18 different places.","07-Feb-2025","4374000","06-Mar-2025"
"83","Normal/Others","WS/MP839/2025-2026/191381-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","supply and installation of led semi high mast at different places at district shahjahanpur","15-Apr-2025","21870000","09-May-2025"
"84","Normal/Others","WS/MP839/2023-2024/25883-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led High Mask with Six Lights,near the house of sh.Zeeshan khan","25-Sep-2023","243000","28-Nov-2023"
"85","Normal/Others","WS/MP839/2023-2024/25884-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights,near Majaar","25-Sep-2023","243000","28-Nov-2023"
"86","Normal/Others","WS/MP839/2023-2024/25885-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights,","25-Sep-2023","243000","28-Nov-2023"
"87","Normal/Others","WS/MP839/2023-2024/25910-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"88","Normal/Others","WS/MP839/2023-2024/25912-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"89","Normal/Others","WS/MP839/2023-2024/25915-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"90","Normal/Others","WS/MP839/2023-2024/25917-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"91","Normal/Others","WS/MP839/2023-2024/25948-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"92","Normal/Others","WS/MP839/2023-2024/25953-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"93","Normal/Others","WS/MP839/2023-2024/25954-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","25-Sep-2023","243000","28-Nov-2023"
"94","Normal/Others","WS/MP839/2023-2024/27493-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"95","Normal/Others","WS/MP839/2023-2024/27509-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"96","Normal/Others","WS/MP839/2023-2024/27510-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"97","Normal/Others","WS/MP839/2023-2024/27512-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"98","Normal/Others","WS/MP839/2023-2024/27515-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"99","Normal/Others","WS/MP839/2023-2024/27517-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"100","Normal/Others","WS/MP839/2023-2024/27524-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"101","Normal/Others","WS/MP839/2023-2024/27553-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"102","Normal/Others","WS/MP839/2023-2024/27555-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","Led high mask with six lights","27-Sep-2023","243000","28-Nov-2023"
"103","Normal/Others","WS/MP839/2023-2024/33830-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR   HOUSE OF SHRI GURUDEV SINGH","07-Oct-2023","243000","28-Nov-2023"
"104","Normal/Others","WS/MP839/2023-2024/33831-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF SARJAN SINGH","07-Oct-2023","243000","28-Nov-2023"
"105","Normal/Others","WS/MP839/2023-2024/33832-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF SADHU SINGH","07-Oct-2023","243000","28-Nov-2023"
"106","Normal/Others","WS/MP839/2023-2024/33833-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF shri charan singh","07-Oct-2023","243000","28-Nov-2023"
"107","Normal/Others","WS/MP839/2023-2024/33834-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR  HP petrol pump","07-Oct-2023","243000","28-Nov-2023"
"108","Normal/Others","WS/MP839/2023-2024/33835-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF narender kaur","07-Oct-2023","243000","28-Nov-2023"
"109","Normal/Others","WS/MP839/2023-2024/33836-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF  manjinder singh","07-Oct-2023","243000","28-Nov-2023"
"110","Normal/Others","WS/MP839/2023-2024/33837-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF jaspal singh","07-Oct-2023","243000","28-Nov-2023"
"111","Normal/Others","WS/MP839/2023-2024/33838-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF gurdeep singh","07-Oct-2023","243000","28-Nov-2023"
"112","Normal/Others","WS/MP839/2023-2024/33839-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF inderjeet singh","07-Oct-2023","243000","28-Nov-2023"
"113","Normal/Others","WS/MP839/2023-2024/33840-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF  Darshan Singh","07-Oct-2023","243000","28-Nov-2023"
"114","Normal/Others","WS/MP839/2023-2024/33841-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF  kuldeep singh","07-Oct-2023","243000","28-Nov-2023"
"115","Normal/Others","WS/MP839/2023-2024/33842-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF parmeet singh","07-Oct-2023","243000","28-Nov-2023"
"116","Normal/Others","WS/MP839/2023-2024/33843-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF  shri kuldep kaur","07-Oct-2023","243000","28-Nov-2023"
"117","Normal/Others","WS/MP839/2023-2024/33844-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","HIGH MASK LED LIGHT NEAR HOUSE OF shri harjinder singh","07-Oct-2023","243000","28-Nov-2023"
"118","Normal/Others","WS/MP839/2023-2024/33889-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT  NEAR HOUSE OF shrI JAGJEET SINGH","07-Oct-2023","243000","23-Nov-2023"
"119","Normal/Others","WS/MP839/2023-2024/33890-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR PAULTRY FIRM SHRI NARESH BABU SAXENA","07-Oct-2023","243000","23-Nov-2023"
"120","Normal/Others","WS/MP839/2023-2024/33891-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR H P PETROL PUMP","07-Oct-2023","243000","23-Nov-2023"
"121","Normal/Others","WS/MP839/2023-2024/33892-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR HOUSE OF SHRI MANJEET SINGH","07-Oct-2023","243000","23-Nov-2023"
"122","Normal/Others","WS/MP839/2023-2024/33893-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR HOUSE OF SHRI JASPREET SINGH","07-Oct-2023","243000","28-Nov-2023"
"123","Normal/Others","WS/MP839/2023-2024/33894-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT  NEAR  CITY PARK","07-Oct-2023","243000","23-Nov-2023"
"124","Normal/Others","WS/MP839/2023-2024/33895-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. A-91","07-Oct-2023","243000","23-Nov-2023"
"125","Normal/Others","WS/MP839/2023-2024/33896-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-22","07-Oct-2023","243000","23-Nov-2023"
"126","Normal/Others","WS/MP839/2023-2024/33897-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-79","07-Oct-2023","243000","23-Nov-2023"
"127","Normal/Others","WS/MP839/2023-2024/33898-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-37","07-Oct-2023","243000","23-Nov-2023"
"128","Normal/Others","WS/MP839/2023-2024/33899-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-32","07-Oct-2023","243000","23-Nov-2023"
"129","Normal/Others","WS/MP839/2023-2024/33900-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-44","07-Oct-2023","243000","23-Nov-2023"
"130","Normal/Others","WS/MP839/2023-2024/33901-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. C-104","07-Oct-2023","243000","23-Nov-2023"
"131","Normal/Others","WS/MP839/2023-2024/33902-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. A-34/2","07-Oct-2023","243000","23-Nov-2023"
"132","Normal/Others","WS/MP839/2023-2024/33903-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. A/117","07-Oct-2023","243000","23-Nov-2023"
"133","Normal/Others","WS/MP839/2023-2024/33904-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. A/21","07-Oct-2023","243000","23-Nov-2023"
"134","Normal/Others","WS/MP839/2023-2024/33905-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. E-10","07-Oct-2023","243000","23-Nov-2023"
"135","Normal/Others","WS/MP839/2023-2024/33906-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. B-14","07-Oct-2023","243000","23-Nov-2023"
"136","Normal/Others","WS/MP839/2023-2024/33907-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR CITY PARK HOUSE NO. E-91","07-Oct-2023","243000","23-Nov-2023"
"137","Normal/Others","WS/MP839/2023-2024/33908-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR DURGA MILL RTGHT SIDE","07-Oct-2023","243000","23-Nov-2023"
"138","Normal/Others","WS/MP839/2023-2024/33909-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR DURGA MILL LEFT SIDE","07-Oct-2023","243000","23-Nov-2023"
"139","Normal/Others","WS/MP839/2023-2024/33910-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR DURGA MILL NORTH SIDE","07-Oct-2023","243000","23-Nov-2023"
"140","Normal/Others","WS/MP839/2023-2024/33911-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR HOUSE OF shrI MUKESH KUMAR","07-Oct-2023","243000","23-Nov-2023"
"141","Normal/Others","WS/MP839/2023-2024/33930-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM LEFT SIDE","07-Oct-2023","243000","23-Nov-2023"
"142","Normal/Others","WS/MP839/2023-2024/33931-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM RIGHT  SIDE","07-Oct-2023","243000","23-Nov-2023"
"143","Normal/Others","WS/MP839/2023-2024/33932-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM NORTH SIDE","07-Oct-2023","243000","23-Nov-2023"
"144","Normal/Others","WS/MP839/2023-2024/33933-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR MAA PUNA GIRI BATTERY RIKSHAW SHOWROOM SOUTH SIDE","07-Oct-2023","243000","23-Nov-2023"
"145","Normal/Others","WS/MP839/2023-2024/33934-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEARK R PAPER MILL ROAD GURUDWARA FRONT  SIDE","07-Oct-2023","243000","23-Nov-2023"
"146","Normal/Others","WS/MP839/2023-2024/33935-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR K R PAPER MILL ROAD GURUDWARA FRONTLEFT  SIDE","07-Oct-2023","243000","23-Nov-2023"
"147","Normal/Others","WS/MP839/2023-2024/33936-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR K R PAPER MILL ROAD GURUDWARA  RIGHT   SIDE","07-Oct-2023","243000","23-Nov-2023"
"148","Normal/Others","WS/MP839/2023-2024/33937-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR K R PAPER MILL CHAKMARG LEFT SIDE","07-Oct-2023","243000","23-Nov-2023"
"149","Normal/Others","WS/MP839/2023-2024/33938-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR K R PAPER MILL CHAKMARG RIGHT SIDE","07-Oct-2023","243000","23-Nov-2023"
"150","Normal/Others","WS/MP839/2023-2024/33939-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR HOUSE OF AVDHESH KUMAR YADAV","07-Oct-2023","243000","23-Nov-2023"
"151","Normal/Others","WS/MP839/2023-2024/33940-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGHMASK LIGHT NEAR OF THE DEV STHAN MANDIR","07-Oct-2023","243000","23-Nov-2023"
"152","Normal/Others","WS/MP839/2023-2024/33941-Lighting of public spaces","Jammu And Kashmir","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Gulam Ali (2022-28) (2022-2028)","Nominated MP","LED HIGH MASK LIGHT NEAR HOUSE OF ANMOL SHUKLA","07-Oct-2023","243000","23-Nov-2023"
