"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"79","Normal/Others","NA-Construction of foot over bridge (FOB)","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of a New Wooden Bridge (20 Metres) Over Kana Mundeshwari River from Karui to Puin under Tirol Gram Panchayat, under Arambag Block, Hooghly.","04-Jan-2026","1500000","NA"
"80","Normal/Others","WS/MP18382/2025-2026/229472-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos.","27-Aug-2025","544416","02-Feb-2026"
"81","Normal/Others","WS/MP18382/2025-2026/229473-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos","27-Aug-2025","544416","02-Feb-2026"
"82","Normal/Others","WS/MP18382/2025-2026/229474-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos","27-Aug-2025","544416","02-Feb-2026"
"83","Normal/Others","WS/MP18382/2025-2026/229475-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos","27-Aug-2025","544416","11-Dec-2025"
"84","Normal/Others","WS/MP18382/2025-2026/229476-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos","27-Aug-2025","544416","11-Dec-2025"
"85","Normal/Others","WS/MP18382/2025-2026/229477-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 16 nos","27-Aug-2025","544416","11-Dec-2025"
"86","Normal/Others","WS/MP18382/2025-2026/254268-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"87","Normal/Others","WS/MP18382/2025-2026/254269-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"88","Normal/Others","WS/MP18382/2025-2026/254270-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"89","Normal/Others","WS/MP18382/2025-2026/254271-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street light 20 nos","15-Dec-2025","680520","17-Feb-2026"
"90","Normal/Others","WS/MP18382/2025-2026/254272-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation integrated solar street lights 20 nos","15-Dec-2025","680520","11-Mar-2026"
"91","Normal/Others","WS/MP18382/2025-2026/254273-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","11-Mar-2026"
"92","Normal/Others","WS/MP18382/2025-2026/254274-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of solar high mast light 01 nos","15-Dec-2025","287000","11-Mar-2026"
"93","Normal/Others","WS/MP18382/2025-2026/254275-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"94","Normal/Others","WS/MP18382/2025-2026/254276-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"95","Normal/Others","WS/MP18382/2025-2026/254277-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"96","Normal/Others","WS/MP18382/2025-2026/254278-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"97","Normal/Others","WS/MP18382/2025-2026/254279-Development of public parks","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Smt. Mamata Thakur (2024-30) (2024-2030)","Elected MP","Installation of integrated solar street lights 20 nos","15-Dec-2025","680520","17-Feb-2026"
"98","Normal/Others","NA-Construction of rooms and halls in school and colleges","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","construction of two additional class room for Sonatikry Jr Basic School,Sonatikry P.O. Khanakul PS District-Hooghly","10-Jul-2026","1500000","NA"
"99","Normal/Others","NA-Providing CCTV camera system for security of public areas","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Installation of  CCTV in 200 Important Places in Khanakul-2 Gram Panchayat, Ramnagar, Hooghly, West Bengal","04-Jan-2026","2400000","NA"
"100","Normal/Others","WS/MP18383/2025-2026/177012-Construction of rooms and halls in school and colleges","West Bengal","HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of Two Additional Class Room for RAMNAGAR ATUL VIDYALAYA (H.S.) at Hooghly,Block-Khanakul-I,PO-Khanakul,West Bengal-712406","22-Feb-2025","2400000","17-Dec-2025"
"101","Normal/Others","NA-Construction of rooms and halls in school and colleges","West Bengal","JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development work of Jalpaiguri Zilla School (Govt. of West Bengal) at Hakimpara in Jalpaiguri District, West Bengal.","15-Jan-2026","1000000","NA"
"102","Repair and Renovation","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","JALPAIGURI(DISTRICT MAGISTRATE JALPAIGURI_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Repairing of Black Top road from Kinkar Ghosh House to Baribhasha Main road at Madhya Shantinagar Under Dabgram-II Gram Panchayat , Rajganj Block","18-Jul-2025","1500000","NA"
"103","Normal/Others","WS/MP218/2026-2027/262383-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF CONCRETE ROAD FROM RADHYAMAPUR TO GOPALPUR PRIMARY SCHOOL","28-Jan-2026","972132","06-Aug-2026"
"104","Normal/Others","WS/MP893/2026-2027/262441-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF CONCRETE ROAD OVER NAYAGRAM CANAL","28-Jan-2026","1169867","06-Aug-2026"
"105","Normal/Others","WS/MP893/2026-2027/262447-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF CONCRETE ROAD FROM KAMARUDDIN HOUSE TO HARU SING HOUSE AT NAYABASAN UNDER GOPIBALLAVPUR GP","28-Jan-2026","988854","29-Jul-2026"
"106","Normal/Others","WS/MP218/2026-2027/262300-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF ROAD FROM PUKKURIA TO PAIRABHARI","28-Jan-2026","2899208","06-Aug-2026"
"107","Normal/Others","WS/MP218/2026-2027/262311-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF ROAD FROM JAMAGARA FOOTBALL GROUND TO DINESH MURMU HOUSE","28-Jan-2026","2373460","29-Jul-2026"
"108","Normal/Others","WS/MP218/2026-2027/262326-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF ROAD FROM AMARDA PRIMARY SCHOOL TO REBATI GHORAI","28-Jan-2026","1880362","29-Jul-2026"
"109","Normal/Others","WS/MP218/2026-2027/262346-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF MALAM VILLAGE ROAD","28-Jan-2026","2797812","06-Aug-2026"
"110","Normal/Others","WS/MP218/2025-2026/262376-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF A CONCRETE ROAD FROM RAMCHANDRAPUR ASHRAM TO BARKAND","28-Jan-2026","2500000","12-Mar-2026"
"111","Normal/Others","WS/MP218/2026-2027/262379-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","CONSTRUCTION OF CONCRETE ROAD FROM TAPUN SAU HOUSE TO KALIPADA DOLAI HOUSE AT KAPASIA VILLAGE UNDER GAPIBALLAVPUR GP","28-Jan-2026","988854","29-Jul-2026"
"112","Normal/Others","WS/MP18383/2025-2026/177016-Setting up of laboratories","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Financial Package For Classroom and Labrotary Furniture at Banpura Taraknath High School(H.S.) under development block Sankrail,PO-Banpura,Jhargram,West Bengal-721143","22-Feb-2025","500000","05-May-2025"
"113","Normal/Others","WS/MP18383/2025-2026/177014-Purchase of furniture and fixtures for educational purposes","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Financial Package For Classroom and Labrotary Furniture at Laudaha V.A.S.T. Vidyapith (H.S.) under development block Sankrail,PO-Laudaha,Jhargram,West Bengal-721135","22-Feb-2025","500000","05-May-2025"
"114","Normal/Others","WS/MP18383/2025-2026/177017-Construction of rooms and halls in school and colleges","West Bengal","Jhargram(DISTRICT MAGISTRATE JHARGRAM_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of 4 Class room at Saria Tribal High School,PO-Saria under development block Gopiballavpur-I,Jhargram,West Bengal-721506","22-Feb-2025","3000000","05-May-2025"
"115","Normal/Others","WS/MP217/2024-2025/163560-Construction of rooms and halls in school and colleges","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF SCHOOL BUILDING OF ANJUMAN GIRLS PRIMARY SCHOOL OF  35 Mofidul Islam Lane KOLKATA 700014 WARD 54 BR VI","04-Jan-2025","2500000","07-Jan-2025"
"116","Trust and Society","WS/MP18383/2026-2027/229644-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Purchasing of a Computerized Eye Testing Machine for Underprivileged People at Dibya Jyoti,1.H.35 Ramesh Dutta Street, Kolkata- 700006.","27-Aug-2025","490000","03-Jul-2026"
"117","Normal/Others","WS/MP218/2025-2026/196988-Construction of community centers and community halls","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","DEVELOPMENT OF COMMUNITY KITCHEN AT SHYAM BOSE ROAD UNDER KMC WARD 82","06-May-2025","803000","09-Jun-2025"
"118","Normal/Others","NA-Construction of community centers and community halls","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","Development of Community Hall besides Kasaipara Sitala Mandir Committee at 49 Rupnarayan Nandan Lane in ward no 71 under KMC","26-Feb-2026","304000","NA"
"119","Normal/Others","WS/MP218/2025-2026/263918-Construction of community centers and community halls","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development of Shambhu Nath Pandit Street Netaji Balak Sangha.","10-Feb-2026","1200000","05-Mar-2026"
"120","Normal/Others","WS/MP218/2025-2026/263922-Construction of community centers and community halls","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development of Turf Panchayet Samity","10-Feb-2026","900000","05-Mar-2026"
"121","Normal/Others","NA-Construction of community centers and community halls","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Derek O' Brien (2023-29) (2023-2029)","Elected MP","Development of Community Hall besides Kasaipara Sitala Mandir Committee at 49 Rupnarayan Nandan Lane in ward no 71 under KMC","26-Feb-2026","696000","NA"
"122","Normal/Others","WS/MP218/2025-2026/267171-Construction of common work sheds/ common covered sitting area","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Construction of community shed at 103, Alipore Road, Kolkata-700027 in ward-82","10-Feb-2026","500000","16-Feb-2026"
"123","Normal/Others","WS/MP218/2025-2026/267174-Construction of common work sheds/ common covered sitting area","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Construction of community shed at 63, Chetla Road in ward-82","10-Feb-2026","300000","16-Feb-2026"
"124","Normal/Others","WS/MP220/2025-2026/271181-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Derek O' Brien (2023-29) (2023-2029)","Elected MP","Development of road surface at Kedar Bose Lane in ward no 73 under KMC","26-Feb-2026","500000","28-Feb-2026"
"125","Normal/Others","WS/MP893/2025-2026/271182-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Development of footpath along Ibrahim Road by laying Paver Block at Eastern Flank from crossing of Ekbalpore Road to crossing of Sudhir Bose Road in ward no 77 under KMC","26-Feb-2026","1000000","02-Mar-2026"
"126","Normal/Others","WS/MP893/2025-2026/271183-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Development of footpath along Ibrahim Road by laying Paver Block at Western Flank from crossing of Ekbalpore Road to crossing of Sudhir Bose Road in ward no 77 under KMC","26-Feb-2026","1000000","28-Feb-2026"
"127","Normal/Others","WS/MP893/2025-2026/271209-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Development of Footpath of M M Ali Road (Eastern Flank) by laying Paver Block from crossing of Sudhir Bose to crossing of Ekbalpore Road in ward no 77 under KMC","26-Feb-2026","290000","28-Feb-2026"
"128","Normal/Others","WS/MP218/2025-2026/271216-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development of road surface at Jadav Lane in ward no 73 under KMC","26-Feb-2026","500000","28-Feb-2026"
"129","Normal/Others","NA-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development of Shambhu Nath Pandit Hospital","10-Feb-2026","2000000","NA"
"130","Normal/Others","NA-Purchase of hospital equipment","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Procurement of equipment for mother and infants and necessary Civil and Electrical works for Khideerpore Maternity Home, Annex V of IPGMER and SSKM Hospital","05-Feb-2026","10000000","NA"
"131","Normal/Others","WS/MP218/2025-2026/155784-Construction of rooms and halls in school and colleges","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","DEVELOPMENT OF THE BHAWANIPUR GUJRATI EDUCATION SOCIETY. 5 LALA LAJPAT SARANI, KOLKATA 700020","27-Dec-2024","5000000","03-Apr-2025"
"132","Normal/Others","WS/MP218/2025-2026/267173-Construction of public toilets and bathrooms","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Development of latrine at 34, Judges Court Road in ward-82","10-Feb-2026","1700000","16-Feb-2026"
"133","Normal/Others","WS/MP893/2024-2025/171163-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Purchase of Mobile Medical Unit","31-Jan-2025","72500000","11-Feb-2025"
"134","Normal/Others","WS/MP18299/2024-2025/171164-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Smt. Sagarika Ghose (2024-30) (2024-2030)","Elected MP","Purchase of Mobile Medical Unit","04-Feb-2025","49000000","11-Feb-2025"
"135","Normal/Others","WS/MP218/2024-2025/171165-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Purchase of Mobile Medical Unit","01-Feb-2025","67500000","11-Feb-2025"
"136","Normal/Others","WS/MP217/2024-2025/171179-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","Purchase of Mobile Medical Unit","01-Feb-2025","44848000","11-Feb-2025"
"137","Normal/Others","WS/MP220/2024-2025/171199-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Derek O' Brien (2023-29) (2023-2029)","Elected MP","Purchase of Mobile Medical Unit","01-Feb-2025","73500000","11-Feb-2025"
"138","Normal/Others","WS/MP217/2025-2026/246918-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","ANCILLARY CIVIL WORK FOR BEAUTIFICATION OF BIDHAN SARANI FOOTPATH (PHASE-II) IN FRONT OF SWAMI VIVEKANANDAS ANCESTRAL HOUSE IN BOROUGH- IV.","08-Nov-2025","700000","11-Nov-2025"
"139","Normal/Others","WS/MP217/2024-2025/158718-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","BEAUTIFICATION OF BIDHAN SARANI FOOTPATH (PHASE-II) IN FRONT OF SWAMI VIVEKANANDA'S ANCESTRAL HOUSE IN BOROUGH- IV","21-Dec-2024","1152000","24-Dec-2024"
"140","Normal/Others","WS/MP18299/2025-2026/271177-Construction of footpaths and pedestrian ways","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Smt. Sagarika Ghose (2024-30) (2024-2030)","Elected MP","Development of Footpath of M M Ali Road (Western Flank) by laying Paver Block from crossing of Sudhir Bose to crossing of Ekbalpore Road in ward no 77 under KMC.","26-Feb-2026","250000","28-Feb-2026"
"141","Normal/Others","WS/MP217/2024-2025/158717-Development of playfields and sports grounds","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF SHED OVER BOXING RING ALONG WITH ANCILLARY WORK AT 21/1, EKBALPORE LANE KOLKATA- 700023 IN WARD NO- 78, NDER BOROUGH- IX","04-Jan-2025","500000","22-Jan-2025"
"142","Normal/Others","WS/MP218/2025-2026/271222-Lighting of public spaces","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Installation of lighting system at Chakraberia Road in ward no 72 under KMC","26-Feb-2026","500000","28-Feb-2026"
"143","Normal/Others","WS/MP218/2025-2026/271223-Lighting of public spaces","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Installation of lighting system at Priyanath Mullick Road in ward no 72 under KMC","26-Feb-2026","500000","28-Feb-2026"
"144","Normal/Others","WS/MP217/2025-2026/271179-Lighting of public spaces","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","Installation and improvement of street lighting system at Kavi Md. Iqbal Road and surrounding areas in ward 77","26-Feb-2026","565000","28-Feb-2026"
"145","Normal/Others","WS/MP217/2025-2026/255415-Street lights","West Bengal","KOLKATA(COMMISSIONER KOLKATA MUNICIPAL CORPORATION_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","IMPROVEMENT OF STREET LIGHTING SYSTEM AT MANASATALA LANE, IBRAHIM ROAD, M.M.ALI ROAD,B.K. ROAD AND OTHER PLACES IN WARD NO 77","24-Dec-2025","980500","13-Jan-2026"
"146","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of  CC Road from Pirtala towards ICDS centre at Habibpur GP,Under Habibpur Development Block.","09-Oct-2025","400000","NA"
"147","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of  CC Road from Sonajhuri Hutkhola Tin Mohini towards Saden Roy Pond, at Jatar Pur, Aktail GP, Habibpur Development Block","09-Oct-2025","400000","NA"
"148","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Repairing of CC Road from Karnel Hembrom house towards Saresh Mardi House at Boldanga, Baidyapur GP,Habibpur Development Block","09-Oct-2025","400000","NA"
"149","Normal/Others","WS/MP18383/2025-2026/215932-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of PCC road from B.C. Roy Road to H.O Bhusan Mandal in Ward no-21,under Englishbazar Municipality,Malda and Construction of PCC drain from B.C. Roy Road to Sukanta Pally main high drain via Hanuman Temple in Ward no-21,under Englishbazar Municipality,Malda","08-Jul-2025","1023486","11-Feb-2026"
"150","Normal/Others","WS/MP18383/2025-2026/224698-Construction of roads, link roads, pathways or any other road with or without drainage system","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of PUCCA Drain and Road from Ajoy Niyogi to H.O. Pranab Kumar Das at Rabindra Pally Bhanga Para in Ward no-29 Under English Bazar Municipality, Malda, West Bengal.","05-Aug-2025","997849","11-Feb-2026"
"151","Repair and Renovation","WS/MP18383/2025-2026/164706-Construction of rooms and halls in school and colleges","West Bengal","Malda(DISTRICT MAGISTRATE MALDA_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of ACRS, boundary wall and repairing of Garadhul High School (H.S),P.O-Dharmadanga under Development block Gazole , pin-732124","10-Jan-2025","3000000","04-Jul-2025"
"152","Normal/Others","NA-Construction of buildings for community cultural activities","West Bengal","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Ms. Dola Sen (2023-29) (2023-2029)","Elected MP","Construction of Memorial for tourist attraction near Katra Masjid","17-Feb-2026","5000000","NA"
"153","Normal/Others","NA-Construction of buildings for community cultural activities","West Bengal","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Shri Mohammed Nadimul Haque (2024-30) (2024-2030)","Elected MP","Construction of Memorial for tourist attraction near Katra Masjid","17-Feb-2026","5000000","NA"
"154","Normal/Others","NA-Construction of rooms and halls in school and colleges","West Bengal","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Shri Samirul Islam (2023-29) (2023-2029)","Elected MP","Construction of Murshidabad Hazarduari University and Historic Excellence Centre","06-Feb-2026","10000000","NA"
"155","Normal/Others","WS/MP18383/2025-2026/162664-Construction of public libraries and reading rooms","West Bengal","MURSHIDABAD(DISTRICT MAGISTRATE MURSHIDABAD_IDA)","Shri Samik Bhattacharya (2024-30) (2024-2030)","Elected MP","Construction of Library and Guest House for the benefit of  tribal residential students.","31-Dec-2024","3000000","11-Jul-2025"
