"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"120","Normal/Others","WS/MP015/2024-2025/134062-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in Abdulkalam Street in Thinamani Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Feb-2025","995966"
"121","Normal/Others","WS/MP015/2024-2025/134061-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road West Side in Sriram Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Feb-2025","996093"
"122","Normal/Others","WS/MP015/2024-2025/134060-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Abdulkalam Street South Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2025","995312"
"123","Normal/Others","WS/MP015/2024-2025/134064-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Vallaba Ganapathi Street West Side in Thinamani Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2025","995281"
"124","Normal/Others","WS/MP015/2024-2025/134063-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road South Side in Udhayam Nagar,Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2025","995021"
"125","Normal/Others","WS/MP015/2024-2025/134044-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Susi Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995109"
"126","Normal/Others","WS/MP015/2024-2025/134046-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd Street East Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995995"
"127","Normal/Others","WS/MP015/2024-2025/134047-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in 3rd Street, Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","996186"
"128","Normal/Others","WS/MP015/2024-2025/134049-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road South Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995057"
"129","Normal/Others","WS/MP015/2024-2025/134048-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Annai Therasa Street East Side in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","996138"
"130","Normal/Others","WS/MP015/2024-2025/134050-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd Street West Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995328"
"131","Normal/Others","WS/MP015/2024-2025/134052-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Grave Yard road in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995961"
"132","Normal/Others","WS/MP015/2024-2025/134051-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Annai Therasa Street West Side in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995811"
"133","Normal/Others","WS/MP015/2024-2025/134053-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street in Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Feb-2025","995602"
"134","Normal/Others","WS/MP015/2024-2025/134045-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road East Side in Vallalar Nagar in Kovilpappakudi Village,Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","25-Feb-2025","995737"
"135","Normal/Others","WS/MP015/2024-2025/134077-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Street in Kuberan Nagar in K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","994804"
"136","Normal/Others","WS/MP015/2024-2025/134076-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Ramajeyam Nagar in K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","996051"
"137","Normal/Others","WS/MP015/2024-2025/134079-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at New AD Colony in Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","995505"
"138","Normal/Others","WS/MP015/2024-2025/134078-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in Kuberan Nagar in K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","497674"
"139","Normal/Others","WS/MP015/2024-2025/134082-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in Pattalamman Kovil,Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","995550"
"140","Normal/Others","WS/MP015/2024-2025/134081-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Pattalamman Kovil road North Side in Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","996050"
"141","Normal/Others","WS/MP015/2024-2025/134080-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in New AD Colony,Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","02-Mar-2025","497754"
"142","Normal/Others","WS/MP015/2024-2025/134083-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Shri Alagar Andal Mandapam Back Side Street, Kallikudi Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Mar-2025","995796"
"143","Normal/Others","WS/MP015/2024-2025/134085-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Cross Street in Surya Nagar, Kallikudi Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Mar-2025","994177"
"144","Normal/Others","WS/MP015/2024-2025/134084-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Cross Street in Surya Nagar, Kallikudi Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Mar-2025","993748"
"145","Normal/Others","WS/MP015/2024-2025/134086-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Pattalamman Kovil road South Side in Solampatti, K.Vellakulam Village, Madurai District. ( Sc Area )","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","05-Mar-2025","996004"
"146","Normal/Others","WS/MP015/2025-2026/200224-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA)","BT road","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Jul-2025","2000000"
"147","Normal/Others","WS/MP015/2025-2026/204210-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Retaining wall in Posukkudi village in Posukkudi Panchayat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","16-Jul-2025","999756"
"148","Normal/Others","WS/MP015/2025-2026/218552-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Kottaimedu Village in Near Kamuthi-Mudukulathur road junction in Narayanapuram Panchyat. Kamuthi Block","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","474950"
"149","Normal/Others","WS/MP015/2025-2026/218565-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and installation of solar lights at Samaththuvapuram Village","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","474950"
"150","Normal/Others","WS/MP015/2025-2026/218551-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Venner vaikkal Village in Near Varatha vinayagar kovil  in Vilangalathur Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","474950"
"151","Normal/Others","WS/MP015/2025-2026/218543-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Kavalkottam Village in Near santhapettai  in Nallukuruchi Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","01-Aug-2025","474950"
"152","Normal/Others","WS/MP015/2025-2026/204274-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Ananthur village santha pettai near Pandian kinaru in Ananthur Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Aug-2025","474950"
"153","Normal/Others","WS/MP015/2025-2026/218566-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Surankottai village near  Panchyat union primary school in Surankottai","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","04-Aug-2025","474950"
"154","Normal/Others","WS/MP015/2025-2026/204275-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Puthur village School oorani in sirunagudi Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","04-Aug-2025","474950"
"155","Normal/Others","WS/MP015/2025-2026/200222-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","BT road","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","05-Aug-2025","2494108"
"156","Normal/Others","WS/MP015/2025-2026/200223-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","BT road","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","05-Aug-2025","2494108"
"157","Normal/Others","WS/MP015/2025-2026/204276-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Anuchakudi village kaliyamman kovil in Ariyankottai Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","09-Sep-2025","474950"
"158","Normal/Others","WS/MP015/2025-2026/218568-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of toe wall at Ramnad-Emaneshwaram road to Karaimelkudieruppu road kanmai bund side in Vaniyavallam Panchayat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","15-Sep-2025","998793"
"159","Normal/Others","WS/MP015/2025-2026/203165-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 5th Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","13-Sep-2025","992331"
"160","Normal/Others","WS/MP015/2025-2026/203167-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Cross Street in AR City in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","13-Sep-2025","896860"
"161","Normal/Others","WS/MP015/2025-2026/203166-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 6th Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","13-Sep-2025","993255"
"162","Normal/Others","WS/MP015/2025-2026/203168-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road South Side in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","13-Sep-2025","997423"
"163","Normal/Others","WS/MP015/2025-2026/203158-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road East Side in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","995848"
"164","Normal/Others","WS/MP015/2025-2026/203159-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 1st Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","647035"
"165","Normal/Others","WS/MP015/2025-2026/203160-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 2nd Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","907212"
"166","Normal/Others","WS/MP015/2025-2026/203161-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road West Side in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","997666"
"167","Normal/Others","WS/MP015/2025-2026/203162-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 3rd Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","947474"
"168","Normal/Others","WS/MP015/2025-2026/203163-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at 4th Cross Street in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","598492"
"169","Normal/Others","WS/MP015/2025-2026/203164-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Main Road North Side in AR City,Kovilpappakudi Village, Madurai District. (SC Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","19-Sep-2025","997258"
"170","Normal/Others","WS/MP015/2025-2026/207657-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Sembaruthi Cross Street East Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","997210"
"171","Normal/Others","WS/MP015/2025-2026/207654-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Suriya Gandhi Street East Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","896785"
"172","Normal/Others","WS/MP015/2025-2026/207663-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Marutham Main Street West Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","896971"
"173","Normal/Others","WS/MP015/2025-2026/207660-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Kurinji Street West Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","786944"
"174","Normal/Others","WS/MP015/2025-2026/207664-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Thirumalai East Main Street Extension Area in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","997322"
"175","Normal/Others","WS/MP015/2025-2026/207659-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Suriya Gandhi Street West Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Sep-2025","916960"
"176","Normal/Others","WS/MP015/2025-2026/207661-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Mahilamboo Street West Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","22-Sep-2025","497623"
"177","Normal/Others","WS/MP015/2025-2026/207656-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Mahilamboo Street East Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","22-Sep-2025","989924"
"178","Normal/Others","WS/MP015/2025-2026/207658-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Marutham Main Street East Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","22-Sep-2025","994153"
"179","Normal/Others","WS/MP015/2025-2026/207655-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Kurinji Street East Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","24-Sep-2025","997177"
"180","Normal/Others","WS/MP015/2025-2026/204278-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Sathirakudi village Bus Stop in Bogalur  Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","25-Sep-2025","474950"
"181","Normal/Others","WS/MP015/2025-2026/204277-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Mugamathiyar puram village Bus Stop in Ettivayal  Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","25-Sep-2025","474950"
"182","Normal/Others","WS/MP015/2025-2026/218654-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at S.Kodikkulam village Veeraperumal kovil road S.Kodikkulam Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","25-Sep-2025","474950"
"183","Normal/Others","WS/MP015/2025-2026/207662-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous macadam road at Sembaruthi Cross Street West Side in Kovilpappakudi Village, Madurai District.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","N/A","25-Sep-2025","997799"
"184","Normal/Others","WS/MP015/2025-2026/218653-Lighting of public spaces","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Supply and Installation of Solar Lights at Aduthakudi village Veera sakthi amman kovil Road in Aduthakudi Panchayat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","475000"
"185","Normal/Others","WS/MP015/2025-2026/218539-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of  Cement road at Thattanenthal village  Vilangalathur    Panchayat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","28-Oct-2025","999429"
"186","Normal/Others","WS/MP015/2025-2026/203218-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Keelathuval village in Keelathuval Panchyat.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","28-Oct-2025","548696"
"187","Normal/Others","WS/MP015/2025-2026/148144-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Thanjavur-Sayalkudi Road Mudukulathur  Judicial Magistrate court Stop in Mudukulathur Town Panchayat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","05-Nov-2025","500000"
"188","Normal/Others","WS/MP015/2025-2026/203221-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Chithrangudi village in Chithrangudi Panchyat. Kadaladi  Block","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","25-Nov-2025","549463"
"189","Normal/Others","WS/MP015/2025-2026/218530-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","Construction of  flood Production wall in Aaladiyur Village South Koodaimelakiyan.","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Dec-2025","2489736"
"190","Normal/Others","WS/MP015/2025-2026/218529-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","TIRUNELVELI(DISTRICT COLLECTOR TIRUNELVELI_IDA)","construction of flood control","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","08-Dec-2025","2495577"
"191","Normal/Others","WS/MP015/2025-2026/148143-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Soolaipuram village in Kakkur  Panchyat. (Sc Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","09-Dec-2025","499468"
"192","Normal/Others","WS/MP015/2025-2026/218762-Construction of bus-sheds or bus-stops","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Bus shelter at Pudukottai village Niraikulathan ayyanar temple in Edaiyankulam Panchyat","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","06-Jan-2026","549190"
"193","Normal/Others","WS/MP015/2025-2026/163669-Construction of buildings for community cultural activities","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Drama stage at  Aathanakuruchi colony in Aathanakuruchi  Panchyat. (Sc Area)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","20-Jan-2026","899172"
