"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"587","Normal/Others","WS/MP166/2024-2025/125560-Construction of bus-sheds or bus-stops","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Bus shelter at Govt Medical College Road, Siluvampatty panchayat, Namakkal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","04-Oct-2024","1355000"
"588","Normal/Others","WS/MP166/2024-2025/145378-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Purchase of Retro Fitted Three Wheel Scooter to Physically Handicapped-13 Nos","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","08-Oct-2024","1215500"
"589","Normal/Others","WS/MP166/2024-2025/113028-Construction of culverts and bridges","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","construction of cross culvert SK Nager Main road, Reddipaddy panchayat, erumapatty","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2024","799920"
"590","Normal/Others","WS/MP166/2024-2025/126274-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Steps at burial ground Mohanur TP","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","22-Oct-2024","222000"
"591","Normal/Others","WS/MP166/2024-2025/126273-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of waiting shed at burial ground. Mohanur TP","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","22-Oct-2024","800000"
"592","Normal/Others","WS/MP166/2024-2025/125523-Construction of rooms and halls in school and colleges","Tamil Nadu","TENKASI(DISTRICT COLLECTOR TENKASI_IDA)","Construction of Class Rooms (Addl Building)in Hindu Nadar Middle school in kadayalurity village in serndamaram Panchayat of Meelaneelithanallur Panchayat Union, Tenkasi","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","24-Oct-2024","3295761"
"593","Normal/Others","WS/MP166/2024-2025/113066-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Anganwadi at Balikkadu Mariamman kovil street, Mallasamudram TP","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","04-Nov-2024","1575000"
"594","Normal/Others","WS/MP166/2024-2025/113064-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Constrution of PD Shop at Gurusamipalayam - 3, Pillanallur","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","09-Nov-2024","1400000"
"595","Normal/Others","WS/MP166/2024-2025/113069-Construction of bus-sheds or bus-stops","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Bus shelter at Edappady Road Bhavani road junction, Komarapalayam Municpal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","22-Nov-2024","486195"
"596","Normal/Others","WS/MP166/2024-2025/113070-Construction of bus-sheds or bus-stops","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Bus shelter at Pallipalayam Road near Gowri Theatre bye-pass service road, Komarapalayam Municipal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","22-Nov-2024","472608"
"597","Normal/Others","WS/MP166/2024-2025/125565-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of PD Shop at Periyappatty, survey no.64/110, Namakkal Municipality,","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","29-Nov-2024","1400000"
"598","Normal/Others","WS/MP166/2024-2025/113030-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of PD Shop at Kondichettipatty - 1, Namakkal Municipal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","26-Nov-2024","1459000"
"599","Normal/Others","WS/MP166/2024-2025/141481-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Kalappanaickenpatti  - S No.188-6 Muniyaappan kovil - Construction of flood control wal -reg","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","07-Dec-2024","700000"
"600","Normal/Others","WS/MP166/2024-2025/129056-Construction of public irrigation facilities","Tamil Nadu","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Providing Earthern Bund and other facilities to Edapalayam Lake adjacent to Cuddalore-Chittoor Road in Tiruvannamalai","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","12-May-2026","10000000"
"601","Normal/Others","WS/MP166/2024-2025/141482-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing - High mass Light light - Near Madical College Namakkal Block Seiluvapatti","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Feb-2025","236000"
"602","Normal/Others","WS/MP166/2024-2025/112318-Construction of community centers and community halls","Tamil Nadu","CHENNAI(COMMISSIONER MUNCIPAL CORPORATION CHENNAI_IDA)","Construction of Community hall at ward No.120, Rajaji Nagar","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2026","9998142"
"603","Normal/Others","WS/MP166/2024-2025/125563-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of PD Shop at Kothamangalam village, Kabilarmalai, Namakkal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","25-Jun-2025","1344326"
"604","Normal/Others","WS/MP166/2024-2025/153897-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","providing  BT Road from Sump to Gokul Nagar road KM 0/0 - 0/320 H/O Muthukkalipatti","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","06-Mar-2025","999000"
"605","Normal/Others","WS/MP166/2024-2025/125524-Construction of rooms and halls in school and colleges","Tamil Nadu","RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA)","Construction of Noon Meal Centre at Mavilathouppu Nadar Middle school, Keelakkarai, Ramnad","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2025","764393"
"606","Normal/Others","WS/MP166/2024-2025/125561-Construction of rooms and halls in school and colleges","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of 16 Rooms at Yamuna Hostel First Floor, Veterinary college hospital and Research centre, Namakkal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Apr-2025","7250216"
"607","Normal/Others","WS/MP166/2024-2025/168184-Construction of public irrigation facilities","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Namakkal Panchayat Union Marurpatti Panchayat Semparaipudur village construction of protection  wall","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","06-May-2025","511381"
"608","Normal/Others","WS/MP166/2024-2025/125564-Construction of bus-sheds or bus-stops","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Bus Shelter at Belukuruchi panchyat, Sendamangalam, Namakkal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","04-Jun-2025","599940"
"609","Normal/Others","WS/MP166/2024-2025/125569-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Community hall at villipalayam Panchayat, Paramathi block","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jul-2025","743888"
"610","Normal/Others","WS/MP166/2024-2025/152037-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of VAO Office at pudhupatti","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Jul-2025","964920"
"611","Normal/Others","WS/MP166/2024-2025/153067-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass light (7.5 Mts Ladder -100Watts - 4 Nos) at Namakkal Municipal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","14-Jul-2025","100000"
"612","Normal/Others","WS/MP166/2024-2025/153068-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass light (12 mts ladder type 150 watts LED - 6 Nos.) at new bus stand west side Namakkal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","14-Jul-2025","528734"
"613","Normal/Others","WS/MP166/2024-2025/157346-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass light (12 mts ladder type 150 watts LED - 6 Nos.) at new bus stand North side in namakkal corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","14-Jul-2025","528303"
"614","Normal/Others","WS/MP166/2024-2025/168186-Installing tube-wells and borewells","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of new bore well and installation of electric motor with starter and cable at National Girls High School in Rasipuram Municipality","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","448857"
"615","Normal/Others","WS/MP166/2024-2025/178254-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass light (12 mts ladder type 200 watts LED 6 Nos.) Ward 13 Bazar Street Velur TP","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","01-Aug-2025","350000"
"616","Normal/Others","WS/MP166/2024-2025/129030-Construction of bus-sheds or bus-stops","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Passenger Shelter Near Sambandam Mill Bus Stop along NH44 Salem Main Road in Athanur Town Panchayat Uduppattanpudur, Namakkal District","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","12-Sep-2025","1976679"
"617","Normal/Others","WS/MP166/2025-2026/134189-Construction of water tanks","Tamil Nadu","PERAMBALUR(DISTRICT COLLECTOR PERAMBALUR_IDA)","Construction of OHT (60000 liters) in backward street in pujangarayanallur panchayat, Perambalur District.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Sep-2025","2492899"
"618","Normal/Others","WS/MP166/2024-2025/153896-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of buildings for anganwadies in ward 36 Namakkal MC","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","1599660"
"619","Normal/Others","WS/MP166/2024-2025/148078-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of New Anganwadi building at Ward 24 H/o Namakkal Municipal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","09-Oct-2025","1588223"
"620","Normal/Others","WS/MP166/2024-2025/142137-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of VAO Office  at Ponkurichi","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","04-Nov-2025","860398"
"621","Normal/Others","WS/MP166/2025-2026/168185-Purchase of furniture and fixtures for educational purposes","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Purchase of 30 bench desks for Senthamangalam Panchayat Union, Senthamangalam Government Vocational Training Centre","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Nov-2025","333269"
"622","Normal/Others","WS/MP166/2024-2025/148076-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of New Anganwadi building at Ward No.5 Ambedkar Nagar H/o Seerapalli Town Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2025","1850000"
"623","Normal/Others","WS/MP166/2024-2025/178253-Setting up of farmers’ training and assistance centers","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of new cocoon marketing godown for sericulture office at rasipuram","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","21787317"
"624","Normal/Others","WS/MP166/2025-2026/218137-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Installation of high mass  lights at Periyur Four Road and Krishnapuram Alamara Street under Namakkal Municipality (Cost 2.5 lakhs each)","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","03-Dec-2025","499645"
"625","Normal/Others","WS/MP166/2024-2025/142136-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of VAO Office  at Konur","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","18-Dec-2025","753763"
"626","Normal/Others","WS/MP166/2025-2026/222808-Installing tube-wells and borewells","Tamil Nadu","THIRUVARUR(DISTRICT COLLECTOR THIRUVARUR_IDA)","Providing 200 mm dia borewell and erection of submersible pump set  Vilathuveli AD Street in Nochiyur Panchayat of kotur Block in Thiruvarur District","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","24-Dec-2025","1198626"
"627","Normal/Others","WS/MP166/2024-2025/148077-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of New Anganwadi building at Thummankurichi (Ward 18) H/o Namakkal Municipal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Jan-2026","1590588"
"628","Normal/Others","WS/MP166/2024-2025/163652-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Galvanized iron shed in ward number 13, Burial Ground in Mohanur Town Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","05-Jan-2026","550000"
"629","Normal/Others","WS/MP166/2025-2026/214366-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","construction of  60,000-liter OHT tank in the area of Tottiyapatti Indira Nagar, Ward No. 12, Kalappanayakkanpatti Town Panchayat.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","09-Jan-2026","1700000"
"630","Normal/Others","WS/MP166/2025-2026/240321-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass LED light near the Nalu Road area  Vaira Anjaneyar Temple on the Muthukalippatti Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","22-Jan-2026","209981"
"631","Normal/Others","WS/MP166/2025-2026/236558-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing of high mass lights near the Mettu Machine Unit of Alampatti Panchayat, Vennandur Panchayat Union (9 mts ladder type 150 watts LED 6 Nos)","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","23-Jan-2026","255000"
"632","Normal/Others","WS/MP166/2025-2026/228979-Purchase of vehicle for mobile dispensaries (Four, three and two wheelers)","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Purchase of vehicle for mobile dispensaries (Four wheelers) in Govt Madical collage   Hospital","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","05-Feb-2026","817699"
"633","Normal/Others","WS/MP166/2025-2026/220605-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","PUDUKKOTTAI(DISTRICT COLLECTOR PUDUKKOTTAI_IDA)","Providing Paver block arrangements at near keelanilaikottai kadai veethi in pudhunilai vayal panchayat in Pudukkottai district","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2026","919601"
"634","Normal/Others","WS/MP166/2025-2026/219251-Development of public parks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of small sheds and slab benches in the park located in Mullai Nagar area, 34th ward, Namakkal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","02-Mar-2026","299877"
"635","Normal/Others","WS/MP166/2025-2026/240320-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing High Mass LED light near Easwaran Temple in Ward No. 6 of Senthamangalam Town Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","23-Feb-2026","210000"
"636","Normal/Others","WS/MP166/2025-2026/234020-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of 60000 lit OHT at Karaikurichi pudur in Puduchatram Block","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","25-Feb-2026","2298371"
"637","Normal/Others","WS/MP166/2025-2026/236556-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing of high mass  lights near the railway flyover in Ward No. 6 of Attanur Town Panchayat (7 mts ladder type 150 watts LED  6 Nos)","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","25-Feb-2026","162047"
"638","Normal/Others","WS/MP166/2025-2026/218136-Construction of public libraries and reading rooms","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of a new library building at the damaged library structure in Mariamman Temple Street, Ward No. 11, R Puthupatti Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","25-Mar-2026","2200000"
"639","Normal/Others","WS/MP166/2024-2025/176010-Providing supply pipelines for drinking water","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing supply pipelines for drinking water- in Govt Arts college hostel rasipuram","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","06-Apr-2026","2150571"
"640","Normal/Others","WS/MP166/2025-2026/218140-Construction of community centers and community halls","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of a new kitchen at the Ramnathapuram Pudur community welfare center in the Bommasamudram village panchayat of Sendamangalam block.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2026","1500000"
"641","Normal/Others","WS/MP166/2024-2025/148074-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction  of New Anganwadi building at Vennandur Nadar Street (ward 5) H/o Vennandur Town Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","08-Apr-2026","1850000"
"642","Normal/Others","WS/MP166/2025-2026/256206-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Installation of a high mass   light near the temple tank in Ward 6 of Sendamangalam Town Panchayat.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","09-Apr-2026","199709"
"643","Normal/Others","WS/MP166/2025-2026/256207-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Installation of a high mass light near the Mariamman Temple in Ward 8 of the Seerapalli Town Panchayat.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","10-Apr-2026","150000"
"644","Normal/Others","WS/MP166/2025-2026/254108-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Installation of high mass lighting in front of Anna Kalaiyarangam at ward No.14","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","10-Apr-2026","209981"
"645","Normal/Others","WS/MP166/2025-2026/190606-Construction of boundary walls of existing public and community buildings","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of Compound wall and cement road for the public Toilets at Ward No. 17, Varadhan Street, Rasipuram Municipality","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","05-May-2026","450000"
"646","Normal/Others","WS/MP166/2025-2026/236559-Street lights","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Providing of Street light for Removing irregular irregular electric poles and erecting new electric poles and installing new street lights on Mata Kovil Road, Puduchattaram Panchayat Union, Paichchil Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","29-Apr-2026","306470"
"647","Normal/Others","WS/MP166/2025-2026/231545-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of a 10000L capacity OHT tank at the Government Girls Higher Secondary School under Namakkal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","08-May-2026","899274"
"648","Normal/Others","WS/MP166/2024-2025/170399-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of a new building for the dilapidated old Anganwadi Center in A.S. Pettai, Ward No. 17, Namakkal Corporation","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","08-May-2026","1596447"
"649","Normal/Others","WS/MP166/2025-2026/259902-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of protection wall at SF number 31 1 sundarangi Palayam Malayalam road Hamlet of Warangal","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","14-May-2026","499673"
"650","Normal/Others","WS/MP166/2025-2026/228309-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of 30000L OHT tank (12 m) in Alavaipatti Panchayat of Vennandur Panchayat Union.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","N/A","13-May-2026","1900000"
"651","Normal/Others","WS/MP166/2024-2025/148075-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of New Anganwadi building at Ward 13 Kadai veethi H/o Mohanur Town Panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","10-Jul-2026","1800000"
"652","Normal/Others","WS/MP166/2025-2026/218138-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of a new Anganwadi center at the municipal primary school on Anna Street in Ward No. 27 of the Rasipuram municipality","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","10-Jul-2026","1600000"
"653","Normal/Others","WS/MP166/2025-2026/256208-Lighting of public spaces","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Installation of two high mass  streetlights near the Maruthakali Amman Temple in Namakkal Corporation- 2 No","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","21-Jul-2026","398190"
"654","Normal/Others","WS/MP166/2025-2026/218139-Construction of water tanks","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of OHT  tank in ward no. 26, Chettiyannan Street, Rasipuram municipality.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","05-Aug-2026","700000"
"655","Normal/Others","WS/MP166/2026-2027/213255-Construction of water tanks","Tamil Nadu","KARUR(DISTRICT COLLECTOR KARUR_IDA)","Construction of OHT  capacity of 60000 liters in the old ward 8th ward new ward 20 of Pallapatti municipality in Karur district.","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","17-Aug-2026","1516609"
"656","Normal/Others","WS/MP166/2024-2025/148073-Construction of buildings for crèches and anganwadies","Tamil Nadu","NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA)","Construction of New Anganwadi building at Anna Colony H/o Athanoor Town panchayat","Shri K.R.N. Rajeshkumar (2022-28) (NaN-NaN)","Elected MP","Images","10-Aug-2026","1850000"
"657","Normal/Others","WS/MP18435/2025-2026/252925-Setting up of laboratories","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Supply of lab Equipments to Gov Girls Hr Sec School in Sriperumbudur at Wno 10 Sriperumbudur Municipality Kancipuram District","Smt. Rajathi (2025-31) (NaN-NaN)","Elected MP","Images","09-Feb-2026","625000"
"658","Normal/Others","WS/MP18435/2025-2026/252935-Setting up of laboratories","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Supply of LAB Equipments to Government Boys Hr Sec School in Padappai at Wno 6 Padappai Panchayat Kundrathur Block Kancheepuram District","Smt. Rajathi (2025-31) (NaN-NaN)","Elected MP","Images","04-Feb-2026","625000"
"659","Normal/Others","WS/MP18435/2025-2026/252936-Setting up of laboratories","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Supply of LAB Equipments to Government Hr Sec School in Musaravakkam at Ward no 2 Musaravakkam Panchayat Kancheepuram Block Kancheepuram District","Smt. Rajathi (2025-31) (NaN-NaN)","Elected MP","Images","04-Feb-2026","625000"
"660","Normal/Others","WS/MP18435/2025-2026/252934-Setting up of laboratories","Tamil Nadu","Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA)","Supply of LAB Equipments to Government Hr Sec School in Panrutti at Ward no 5 Panrutti Panchayat Sriperumbudur Block Kancheepuram District","Smt. Rajathi (2025-31) (NaN-NaN)","Elected MP","Images","04-Feb-2026","625000"
