"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"314","Normal/Others","WS/MP18349/2024-2025/162574-Construction of public staircase/ stair ghat for public convenience","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Stairs and Bathing Sidhi ghat in village Sandi , Panchayat- Charu, of Ormanjhi block under Ranchi District","Shri Pradip Kumar Varma (2024-30) (NaN-NaN)","Elected MP","N/A","03-Apr-2026","730000"
"315","Normal/Others","WS/MP18349/2025-2026/241067-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","PALAMU(DEPUTY COMMISSIONER PALAMAU_IDA)","Construction of a PCC road and Drain with Slab from the house of Mansoor Khalifa towards the Srirampur Aahar near Anganbaadi bhag 2 in Lesliganj village of Lesliganj Panchayat of Nilamber-Pitamber Block under Palamu District.","Shri Pradip Kumar Varma (2024-30) (NaN-NaN)","Elected MP","Images","22-Aug-2026","1400000"
"316","Normal/Others","WS/MP18385/2025-2026/178145-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","construction of cc road gram chamrauli serial n0 4","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","21-Jan-2026","999274"
"317","Normal/Others","WS/MP18385/2025-2026/178143-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","construction of cc road gram mutabai","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","30-Jan-2026","1248839"
"318","Normal/Others","WS/MP18385/2025-2026/178142-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","construction of cc road gram mutabai majhra poora maharam","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","30-Jan-2026","1249502"
"319","Normal/Others","WS/MP18385/2025-2026/178144-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","construction of cc road gram mevli kalan serial n0 3","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","30-Jan-2026","1498206"
"320","Normal/Others","WS/MP18385/2024-2025/177128-Construction of public irrigation facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Panchayat Chapwadiha, Village Fuchcho Tola, Pratappur Mor - Construction of a pond.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","03-Nov-2025","499481"
"321","Normal/Others","WS/MP18385/2024-2025/177125-Establishing public ground water recharging facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Panchayat Chapwadiha, Village Nawadih, Roadside pond - Construction of a bathing ghat.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","12-Aug-2026","999479"
"322","Normal/Others","WS/MP18385/2025-2026/198850-Lighting of public spaces","Jharkhand","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","SUPPLY AND INSTALLATION OF LED SEMI HIGH MAST LIGHT AT DIFFERENT PLACES","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","06-Nov-2025","4969990"
"323","Normal/Others","WS/MP18385/2025-2026/199239-Establishing public ground water recharging facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of pond in Phuchcho Tola Pratappur village under Chapuwadih Panchayat in Bengabad block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","14-Feb-2026","996397"
"324","Normal/Others","WS/MP18385/2025-2026/199240-Establishing public ground water recharging facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of bathing ghat near the bridge at the pond in Nawadih village under Chapuwadih Panchayat in Bengabad block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","16-Feb-2026","499245"
"325","Normal/Others","WS/MP18385/2025-2026/199241-Establishing public ground water recharging facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of bathing ghat at Badri Singh pond in Phuchcho Pratappur village under Chapuwadih Panchayat in Bengabad block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","14-Feb-2026","499245"
"326","Normal/Others","WS/MP18385/2025-2026/200585-Lighting of public spaces","Jharkhand","AGRA(DISTRICT MAGISTRAE AGRA_IDA)","supply and installation of led semi high mast at different places in district agra","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","07-Jan-2026","3234607"
"327","Normal/Others","WS/MP18385/2025-2026/197456-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of a paver block road from Kamal Thakur house to Kali Manda in Village-Fuljharia, Fuljharia Panchayat.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","16-Feb-2026","500000"
"328","Normal/Others","WS/MP18385/2025-2026/213335-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of guard wall along the main road of village Arjunbad, Fuljharia Panchayat of Block Gandey.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","14-Feb-2026","498699"
"329","Normal/Others","WS/MP18385/2025-2026/197446-Construction of footpaths and pedestrian ways","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of paver blocks from Main Road to Muslim Miya house in Village Lakshudih, Rasnajori Panchayat.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","22-Nov-2025","499629"
"330","Normal/Others","WS/MP18385/2025-2026/216631-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of pavers block on the road from Panchayat Pandari village Navatand Dubatiya to Shahadat Ghar of Block Gandey.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","16-Feb-2026","250000"
"331","Normal/Others","WS/MP18385/2025-2026/216642-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of pavers blocks from main road to Barjahan house in Panchayat Baki Kala village Karamai, Block Gandey.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","N/A","16-Feb-2026","500000"
"332","Normal/Others","WS/MP18385/2025-2026/228161-Lighting of public spaces","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Installation of electric powered high mast light near Fitkoria main road turn of Panchayat Bengabad Block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","12-Aug-2026","299745"
"333","Normal/Others","WS/MP18385/2025-2026/247015-Lighting of public spaces","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Installation of an electric powered high mast light near Maheshmunda Station turn in Madhwadih village of Bengabad block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","30-Jul-2026","299745"
"334","Normal/Others","WS/MP18385/2025-2026/247017-Lighting of public spaces","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Installation of an electric powered high mast light near the Vishanpur turn in Chapuwadih village of Bengabad block.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","12-Aug-2026","299745"
"335","Normal/Others","WS/MP18385/2025-2026/228182-Construction of public irrigation facilities","Jharkhand","GIRIDIH(Deputy Commissioner Giridh_IDA)","Construction of drain on the side of the road from Razak house to Idgah in Panchayat Gandero, Village Gandero, Block Bangabad.","Dr. Sarfraz Ahmad (2024-30) (NaN-NaN)","Elected MP","Images","12-Aug-2026","497614"
"Grand Total"," "," "," "," "," "," "," "," "," ","23,76,35,123"
