"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1","Normal/Others","WS/MP007/2023-2024/3146-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Baldev Sahay Lane, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","Images","05-Apr-2025","460800"
"2","Normal/Others","WS/MP007/2023-2024/3129-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 27 Sri Nagar Colony Road No. 3 Near Arjun Verma House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"3","Normal/Others","WS/MP007/2023-2024/3135-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Kalal Toli Irakiya School, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"4","Normal/Others","WS/MP007/2023-2024/3134-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Fatehullah Road Fatehullah Maszid , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"5","Normal/Others","WS/MP007/2023-2024/3133-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Fatehullah Lane Tahir Gali, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"6","Normal/Others","WS/MP007/2023-2024/3132-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 Line Talaab , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"7","Normal/Others","WS/MP007/2023-2024/3131-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18  M Ali Lane , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"8","Normal/Others","WS/MP007/2023-2024/3130-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 29 Madhukam Behind Sukhdeo Nagar Thana , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"9","Normal/Others","WS/MP007/2023-2024/3142-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 46 Krishna Puri Road No. 1 Near Sharma Ji House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"10","Normal/Others","WS/MP007/2023-2024/3141-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 34 Rugri Garh Near Nagar Nigam Sehri Vikash Yojna , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"11","Normal/Others","WS/MP007/2023-2024/3140-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 South Samaj Street Near Prakash Nisaad House, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"12","Normal/Others","WS/MP007/2023-2024/3139-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 Mahindra College Near Circular Road, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"13","Normal/Others","WS/MP007/2023-2024/3138-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 27 Nivaranpur Near Tapovan Mandir, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"14","Normal/Others","WS/MP007/2023-2024/3137-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 R G Street Near Naresh Gupta House, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"15","Normal/Others","WS/MP007/2023-2024/3136-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Near Vikrant Chowk , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"16","Normal/Others","WS/MP007/2023-2024/3143-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 46 Krishna Puri Road No. 1 Near Hanuman Mandir, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"17","Normal/Others","WS/MP007/2023-2024/3148-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No.23 Bhatti Chowk Near Madina Maszid , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"18","Normal/Others","WS/MP007/2023-2024/3147-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 23 Tiwary Street, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"19","Normal/Others","WS/MP007/2023-2024/3145-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 15 Karbala Chowk , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"20","Normal/Others","WS/MP007/2023-2024/3144-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No.23 Lah Factory Road Near Anam Tent House, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"21","Normal/Others","WS/MP007/2023-2024/3155-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 R G Street XISS Lane , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"22","Normal/Others","WS/MP007/2023-2024/3154-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 22 Nezam Nagar Ali Road , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"23","Normal/Others","WS/MP007/2023-2024/3153-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 29 Jai Prakash Nagar Pahadi Tola Near Ajay Tirkey House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"24","Normal/Others","WS/MP007/2023-2024/3152-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 27 Sri Nagar Road No. 2 Near Sudhir Sharma House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","07-Mar-2025","460800"
"25","Normal/Others","WS/MP007/2023-2024/3151-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 27 SriNagar Colony Road No. 1  near Virendra Ji House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","07-Mar-2025","460800"
"26","Normal/Others","WS/MP007/2023-2024/3150-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 22 Near Usman Maszid, Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","07-Mar-2025","460800"
"27","Normal/Others","WS/MP007/2023-2024/3149-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 22 Nasiruddin Colony Gali No. 4 , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","07-Mar-2025","460800"
"28","Normal/Others","WS/MP007/2023-2024/3158-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 34 Lower Vidya Nagar Near Vipin Ji House , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","07-Mar-2025","460800"
"29","Normal/Others","WS/MP007/2023-2024/3157-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 18 Near CPI Office , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-Sep-2024","460800"
"30","Normal/Others","WS/MP007/2023-2024/3156-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction Of Platform, Installation Of Water Tank ,Submersible Pump etc in Ward No. 22 Nezam Nagar Near Little Garden School , Ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jul-2024","460800"
"31","Normal/Others","WS/MP007/2023-2024/3160-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Cycle and Motorcycle Shade and Beautification work tiles etc in Xavier Institute of Social Service (Affilated by UGC)","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","1065000"
"32","Normal/Others","WS/MP007/2023-2024/45796-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 Jai Prakash Nagar Road No. 2 Near Sandhya Ji House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"33","Normal/Others","WS/MP007/2023-2024/45795-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 Neem Chowk Gali , Jai Prakash Nagar Near Tawa Yadav House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"34","Normal/Others","WS/MP007/2023-2024/45797-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 32 Sahdeo Nagar Near Gunhauri Ram House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"35","Normal/Others","WS/MP007/2023-2024/45801-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 24 Bharat Mata Chowk Hanuman Mandir","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"36","Normal/Others","WS/MP007/2023-2024/45799-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 28 Road No. 5 Swarna Jayanti Nagar Near Ashish Jaiswaal House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"37","Normal/Others","WS/MP007/2023-2024/45803-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 18 Saint Annes Girls High School","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"38","Normal/Others","WS/MP007/2023-2024/45800-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 19 Ranchi Womens Collage","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"39","Normal/Others","WS/MP007/2023-2024/45798-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 31 Ashok Yadav Near Ranjit Yadav House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"40","Normal/Others","WS/MP007/2023-2024/45804-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 46 Power House Talaab Pind Basti Chutia","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"41","Normal/Others","WS/MP007/2023-2024/45805-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 46 Anand Chowk Harmu Near Tuntun Yadav House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"42","Normal/Others","WS/MP007/2023-2024/45807-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 22 Nezam Nagar, Hindpidi, Sadar Gali","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"43","Normal/Others","WS/MP007/2023-2024/45808-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 22 Moti Masjid Road, Nezam Nagar, Javed Gali","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"44","Normal/Others","WS/MP007/2023-2024/45806-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27 Kumhar Toli","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"45","Normal/Others","WS/MP007/2023-2024/45784-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27 Kishore Ganj Road No. 8 Baglamukhi Mandir Road Near Bablu Chaudhry House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","530600"
"46","Normal/Others","WS/MP007/2023-2024/45782-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 27  Srinagar Road No. 5 Near Sanoj House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","530600"
"47","Normal/Others","WS/MP007/2023-2024/45783-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in  WARD No. – 27 Srinagar Road No. 5 Near Anish House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","530600"
"48","Normal/Others","WS/MP007/2023-2024/45786-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 32 Ojha Market Near Deepak Ojha House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","530600"
"49","Normal/Others","WS/MP007/2023-2024/45788-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in Ward No. – 29  Below Pahadi Mandir Near Hanuman Mandir","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","460800"
"50","Normal/Others","WS/MP007/2023-2024/45790-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 46  Amrawati Colony Chutia Near Hanuman Mandir","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","460800"
"51","Normal/Others","WS/MP007/2023-2024/45789-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 46  Motiya Mohalla Road No. 4 Krishna Puri Chutia","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","460800"
"52","Normal/Others","WS/MP007/2023-2024/45793-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 Jai Prakash Nagar , Khadgada DAV Siksha Deep Gali Near Shakti Thakur House","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","460800"
"53","Normal/Others","WS/MP007/2023-2024/45792-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring , Construction of Platform , Installation of Water Tank , Submersible Pump etc in WARD No. – 29 Near Khadgada Nagar Nigam Sehri Aawaas Yojna","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","460800"
"54","Normal/Others","WS/MP007/2023-2024/115563-Construction of community centers and community halls","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of community building near Sarna site of konka mauza under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","17-Aug-2025","980000"
"55","Normal/Others","WS/MP007/2023-2024/115562-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC road from main road to Area Marianus Lakra’s house chutia chunva toli under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","490000"
"56","Normal/Others","WS/MP007/2023-2024/115561-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC road from the old pcc path behind the akhra to Govt. school in chutia makchund toli under ranchi urban.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","360000"
"57","Normal/Others","WS/MP007/2023-2024/115560-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC road from the main road to the house J.C. Minz (street no.-4) in Kathal Toli konka mauza under ranchi city","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","480000"
"58","Normal/Others","WS/MP007/2023-2024/115568-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of Toilet near Saint Marget U.P. Kanya Pathsala, Bahu bazar ranchi","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","1000000"
"59","Normal/Others","WS/MP007/2023-2024/115567-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction work of toilet and drinking water facility near roman Catholic Cemetery near Kanta Toli under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","850000"
"60","Normal/Others","WS/MP007/2023-2024/115566-Establishing public ground water recharging facilities","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Siram toli G.E.L under ranchi urban area piau and paver block laying work near the boundary wall","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","750000"
"61","Normal/Others","WS/MP007/2023-2024/115565-Construction of common work sheds/ common covered sitting area","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of shed near Saint Marget high school bahu bazaar ranchi under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","780000"
"62","Normal/Others","WS/MP007/2023-2024/115564-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC from the main road to the house of suresh khalkho in Kathal toli konka mauza street No.-1 under ranchi urban area","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","480000"
"63","Normal/Others","WS/MP007/2023-2024/118571-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Kallu House Lohra Kochha W.N.-18.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"64","Normal/Others","WS/MP007/2023-2024/118570-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Pragati club Road No-05 Kishor Ganj W.N.-27.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
"65","Repair and Renovation","WS/MP007/2023-2024/115547-Construction of toilet blocks","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Renovation and repairing of two nose toilets, raising of boundary wall with concertina coil and changing of G.S. Sheet over rooms in Saint Pauls High school, Ranchi in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","1000000"
"66","Normal/Others","WS/MP007/2023-2024/115546-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC Road and Drain from Main Road to Subhash house in KGN Colony WN-13 in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","865860"
"67","Normal/Others","WS/MP007/2023-2024/115550-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC Road near Millat Maszid Chowk in Azad Basti in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","180000"
"68","Normal/Others","WS/MP007/2023-2024/115549-Construction of community centers and community halls","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Renovation work near Minority School operated by Jamiyatul Kuraishi Panchayat in Kuraishi Muhalla Kantatoli in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","765000"
"69","Normal/Others","WS/MP007/2023-2024/115548-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Beautification and Renovation of Mirdha Society Masna in Sarai Tar Hatma in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","15-Aug-2025","964550"
"70","Normal/Others","WS/MP007/2023-2024/115552-Construction of roads, link roads, pathways or any other road with or without drainage system","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Construction of PCC Road and Drain from Faruk Kuraishi to Sazid Kuraishi in Kuraishi Muhalla Kantatoli in RMC","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","887500"
"71","Normal/Others","WS/MP007/2023-2024/118554-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Abubakar Maszid, Lah factory Road Hidpidi W.N.-23.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
"72","Normal/Others","WS/MP007/2023-2024/118555-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Slam Nagar Pathalkuduwa chowk W.N.-16.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2025","484000"
"73","Normal/Others","WS/MP007/2023-2024/118556-Installing tube-wells and borewells","Jharkhand","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Boring, Construction of Platform, Installation of Water Tank, Submirsible Pump etc. near Karbla Nagar W.N.-16.","Smt. Mahua Maji (2022-28) (NaN-NaN)","Elected MP","N/A","05-Apr-2025","484000"
