"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"486","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219570","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","123500"
"487","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219571","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","158954"
"488","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219571","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","335046"
"489","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219572","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","12-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"490","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219572","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","123500"
"491","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219573","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"492","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219573","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","123500"
"493","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219574","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"494","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219574","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","123500"
"495","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219575","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"496","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219575","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","21-Nov-2025","Sahil Kumar Junior Engineer","Payment Success","123500"
"497","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219576","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"498","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219576","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","09-Jul-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"499","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219577","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"500","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219577","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","18-May-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"501","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219578","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"502","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219578","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"503","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219579","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"504","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219579","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","18-May-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"505","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219580","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"506","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219580","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"507","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219581","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"508","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219581","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","09-Jul-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"509","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219582","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"510","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219582","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"511","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219583","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"512","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219583","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"513","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219584","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"514","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/219584","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
"515","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/219587","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","591000"
"516","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/219587","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","18-May-2026","Sahil Kumar Junior Engineer","Payment Success","197000"
"517","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/219588","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","11-Oct-2025","Sahil Kumar Junior Engineer","Payment Success","363750"
"518","Jharkhand","Security gates in streets/public place for safety purpose","WS/MP007/2025-2026/219589","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","588750"
"519","Jharkhand","Security gates in streets/public place for safety purpose","WS/MP007/2025-2026/219590","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","11-Oct-2025","Sahil Kumar Junior Engineer","Payment Success","423750"
"520","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/219591","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","08-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","158954"
"521","Jharkhand","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP007/2025-2026/219591","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","18-May-2026","Sahil Kumar Junior Engineer","Payment Success","52984"
"522","Jharkhand","Development of public parks","WS/MP007/2025-2026/219592","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","11-Oct-2025","Sahil Kumar Junior Engineer","Payment Success","236850"
"523","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/225935","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","12-Aug-2025","Sahil Kumar Junior Engineer","Payment Success","370500"
"524","Jharkhand","Installing tube-wells and borewells","WS/MP007/2025-2026/225935","RANCHI(DEPUTY COMMISSIONER RANCHI_IDA)","Smt. Mahua Maji (2022-28) (2022-2028)","Elected MP","14-Aug-2026","Sahil Kumar Junior Engineer","Payment Success","123500"
