"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"1370","Normal/Others","WS/MP18281/2025-2026/230157-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho sonu jatav to dhanilya road vill chhitali distt etah","29-Aug-2025","29-Oct-2025","1548800","Physical Inspection"
"1371","Normal/Others","WS/MP18281/2025-2026/230170-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of ho rajpal to ho faujdar vill gudarganj panchayat ramnagar block nidholi kalan distt etah","29-Aug-2025","29-Oct-2025","748700","Physical Inspection"
"1372","Normal/Others","WS/MP18281/2025-2026/230174-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho mahesh to ho satendra vill nagla bhujua block nidholi kalan distt etah","29-Aug-2025","29-Oct-2025","1263200","Physical Inspection"
"1373","Normal/Others","WS/MP18281/2025-2026/230177-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho rajbahadur to ho ramnath vill nagla bandi block nidholi kalan distt etah","29-Aug-2025","29-Oct-2025","1875500","Physical Inspection"
"1374","Normal/Others","WS/MP18281/2025-2026/230186-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road ho chotelal to jiledar vill mdiya panchayat bhopatpur block nidholi kalan distt etah","29-Aug-2025","29-Oct-2025","1262400","Physical Inspection"
"1375","Normal/Others","WS/MP18281/2025-2026/230385-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho ramesh pradhan to ho rajveer vill gahrana blocknidholi kalan distt etah","30-Aug-2025","29-Oct-2025","2264800","Physical Inspection"
"1376","Normal/Others","WS/MP18281/2025-2026/230595-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho radhey shayam to pipal wale chabutre vill khatauta block awagarh distt etah","31-Aug-2025","29-Oct-2025","983600","Physical Inspection"
"1377","Normal/Others","WS/MP18281/2025-2026/230597-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ambedkar wali murti gali vill khatauta block awagarh distt etah","31-Aug-2025","29-Oct-2025","510000","Physical Inspection"
"1378","Normal/Others","WS/MP18281/2025-2026/230599-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc ho omvir to ho radhey shayam vill anadpur panchayat rohina mirapur block awagarh distt etah","31-Aug-2025","29-Oct-2025","2177600","Physical Inspection"
"1379","Normal/Others","WS/MP18281/2025-2026/230609-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho ramvir kushwah to nagar panchayat nale and ho vilendra fuji to ho kamlesh nagar tawayaf maholla  panchayat awagargh distt etah","31-Aug-2025","29-Oct-2025","2206300","Physical Inspection"
"1380","Normal/Others","WS/MP18281/2025-2026/230611-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc ho lokendra agriya to ho suresh vill madpura panchayat awagarh             block awaragh distt etah","31-Aug-2025","29-Oct-2025","995900","Physical Inspection"
"1381","Normal/Others","WS/MP18281/2025-2026/230612-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc at ambedkar park to ho dolat vill madpura block awagarh distt etah","31-Aug-2025","29-Oct-2025","2022500","Physical Inspection"
"1382","Normal/Others","WS/MP18281/2025-2026/230613-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc ho shiv kumar to kul devi mata mandir vill pilkhun panchayat nagla mithan block jalesar distt etah","31-Aug-2025","29-Oct-2025","1369100","Work partially Completed"
"1383","Normal/Others","WS/MP18281/2025-2026/230614-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc ho rakshpal to ho satayprakash vill pilkhun panchayat nagla mithan block jalesar distt etah","31-Aug-2025","29-Oct-2025","261800","Work partially Completed"
"1384","Normal/Others","WS/MP18281/2025-2026/230616-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc  road at takhavan road to ho kuwar pal vill dharmpur panchayat shakrauli block jalesar distt etah","31-Aug-2025","29-Oct-2025","1725000","Physical Inspection"
"1385","Normal/Others","WS/MP18281/2025-2026/230618-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at jalesar hathras jaunction road to ho pramod deelar vill gadiya panchayat chilrgawan block jsalesar distt etah","31-Aug-2025","29-Oct-2025","2254300","Physical Inspection"
"1386","Normal/Others","WS/MP18281/2025-2026/230619-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc at ho shishupal to ho yag singh and link road vill simrau block jalesar distt etah","31-Aug-2025","29-Oct-2025","1548400","Work partially Completed"
"1387","Normal/Others","WS/MP18281/2025-2026/230620-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc at ho vinod jatav to plot of suresh chand vill naharpur block jalesar distt etah","31-Aug-2025","29-Oct-2025","1689400","Physical Inspection"
"1388","Normal/Others","WS/MP18281/2025-2026/230621-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc of khet of omprakash to nale vill naharpur block jalesar distt etah","31-Aug-2025","29-Oct-2025","1521100","Physical Inspection"
"1389","Normal/Others","WS/MP18281/2025-2026/230622-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc ho hodal singh to ho bahori vill indragarh panchayat hasangarh block jalesar distt etah","31-Aug-2025","29-Oct-2025","1727600","Physical Inspection"
"1390","Normal/Others","WS/MP18281/2025-2026/230623-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","ETAH(DISTRICT MAGISTRATE ETAH_IDA)","Shri Ramji Lal Suman (2024-30) (2024-2030)","Elected MP","construction of cc road at ho ramnaresh viyapari to ho omvir vill bisuneepur block jalesar distt etah","31-Aug-2025","29-Oct-2025","1006600","Physical Inspection"
"1391","Normal/Others","WS/MP18387/2025-2026/232675-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Gram Panchayat Devtaha Bali me Pasi Tola ke main road se Primary School tak 100 meter CC road ka nirman kary.","10-Sep-2025","20-Nov-2025","898407","Physical Inspection"
"1392","Normal/Others","WS/MP18387/2025-2026/232676-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Dandopur me Rakesh Chaurasiya ke ghar se Ram Surat Singh ke ghar tak 100 meter CC road ka nirman kary.","10-Sep-2025","20-Nov-2025","896403","Physical Inspection"
"1393","Normal/Others","WS/MP18387/2025-2026/232677-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Gram Sabha Akbarpur ke Tola Srinagar me Sikandar Kushwaha ke ghar se Gorakh Kharwar ke ghar tak 100 meter CC road ka nirman kary.","10-Sep-2025","20-Nov-2025","894607","Physical Inspection"
"1394","Normal/Others","WS/MP18387/2025-2026/232680-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","Gram Sabha Pakhanha me Nandu Chauhan ke ghar se Videshi Chauhan ke ghar tak 100 meter CC road ka nirman.","10-Sep-2025","20-Nov-2025","896044","Physical Inspection"
"1395","Normal/Others","WS/MP18387/2025-2026/232681-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA)","Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030)","Elected MP","J.D.S. School gate se Purab jane wale marg par School gate se Mukti Patel ke khet tak 100 meter CC road ka nirman.","10-Sep-2025","20-Nov-2025","898617","Physical Inspection"
"1396","Normal/Others","WS/MP203/2025-2026/232810-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","Smt. Darshana Singh (2022-28) (2022-2028)","Elected MP","CC Road Construction in Village Padhera","11-Sep-2025","04-Oct-2025","992051","Physical Inspection"
"1397","Normal/Others","WS/MP18302/2025-2026/232822-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Shri Sanjay Seth (2024-30) (2024-2030)","Elected MP","Construction of CC road in Vidhansabha BKT ward jankipuram 3 new tiwaripur jankipuram vistar nehar road nageshwar nath colony from Vijay Dixit home to Monu tiwari home","17-Sep-2025","11-Dec-2025","900000","Vendor Identification"
"1398","Normal/Others","WS/MP18303/2025-2026/232992-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA)","Shri Amar Pal Maurya (2024-30) (2024-2030)","Elected MP","For the construction work of a 350 meter long CC (Cement Concrete) Road","12-Sep-2025","14-Nov-2025","2100197","Physical Inspection"
"1399","Normal/Others","WS/MP196/2025-2026/234023-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Shri Brij Lal (2020-26) (2020-2026)","Elected MP","Construction of roads, link roads, pathways or any other road with or without drainage system.","15-Sep-2025","12-Dec-2025","1399000","Vendor Identification"
"1400","Normal/Others","WS/MP18331/2025-2026/236651-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at old cc to ho of kishan toward vill phalain block chhata distt mathura","22-Sep-2025","09-Dec-2025","958000","Physical Inspection"
"1401","Normal/Others","WS/MP18331/2025-2026/236656-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at ho of jagdish pradhan to temple of shivji ho of rameshwar to namo towards vill chandauri block chhata distt mathura","22-Sep-2025","09-Dec-2025","1640000","Physical Inspection"
"1402","Normal/Others","WS/MP18331/2025-2026/236657-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house badan singh to house of ashok master vill chhata rural block chhata distt mathura","22-Sep-2025","09-Dec-2025","1100000","Physical Inspection"
"1403","Normal/Others","WS/MP18331/2025-2026/236658-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of ramvir to house of sheela devi pradhan vill luhara block mathura distt mathura","22-Sep-2025","28-Nov-2025","1399291","Physical Inspection"
"1404","Normal/Others","WS/MP18331/2025-2026/236659-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road beej godam to house of bhura towrads vill madaura block mahavan distt mathura","22-Sep-2025","28-Nov-2025","1158000","Work partially Completed"
"1405","Normal/Others","WS/MP18331/2025-2026/236668-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road house of kishan to house of munnalal vill kilauni block baldev distt mathura","22-Sep-2025","28-Nov-2025","867462","Physical Inspection"
"1406","Normal/Others","WS/MP18331/2025-2026/236669-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","contruction of ccc road at shaheed yashpal singh mai baldev road to house of raju singh vill kilauni block baldev distt mathura","22-Sep-2025","28-Nov-2025","824570","Physical Inspection"
"1407","Normal/Others","WS/MP18331/2025-2026/236670-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of suresh singh to towars  baldev raya road vill bandi block baldev distt mathura","22-Sep-2025","28-Nov-2025","1199331","Physical Inspection"
"1408","Normal/Others","WS/MP18331/2025-2026/236671-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road house of vishabhar to house of uday singh vill dawduaa gram panchayt daulatpur block baldev distt mathura","22-Sep-2025","28-Nov-2025","1269400","Physical Inspection"
"1409","Normal/Others","WS/MP18331/2025-2026/236672-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of virpal to toward pokhar vill jugsana block baldev distt mathura","22-Sep-2025","28-Nov-2025","1150000","Physical Inspection"
"1410","Normal/Others","WS/MP18331/2025-2026/236673-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road house of member to shop of ghanshayam vill radoi block baldev distt mathura","22-Sep-2025","28-Nov-2025","1176962","Physical Inspection"
"1411","Normal/Others","WS/MP18331/2025-2026/236674-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of raja ji to plot of rotan vill shivli block raya distt mathura","22-Sep-2025","28-Nov-2025","779391","Physical Inspection"
"1412","Normal/Others","WS/MP18331/2025-2026/236675-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of jagdish to toward house of jaggo vill gudera block raya distt mathura","22-Sep-2025","28-Nov-2025","1507881","Physical Inspection"
"1413","Normal/Others","WS/MP18331/2025-2026/236676-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of ramesh kishan singh to towards pokhar link gali vill badoth block raya distt mathura","22-Sep-2025","28-Nov-2025","1810000","Physical Inspection"
"1414","Normal/Others","WS/MP18331/2025-2026/236677-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road house of puran pandit to house of hariom vill bhur garhi gram panchayat baroth block naujheel distt mathura","22-Sep-2025","28-Nov-2025","879568","Physical Inspection"
"1415","Normal/Others","WS/MP18331/2025-2026/236678-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road gate of bhagwan singh to towrds drain puliya vill nawali block naujheel distt mathura","22-Sep-2025","26-Nov-2025","988459","Physical Inspection"
"1416","Normal/Others","WS/MP18331/2025-2026/236679-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of niranjan pradan to nohre of omprakash vill sonsa block goverdhan distt mathura","22-Sep-2025","26-Nov-2025","1099000","Work partially Completed"
"1417","Normal/Others","WS/MP18331/2025-2026/236680-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at temple of sheetla mata to aam colony vill ading block goverdhan distt mathura","22-Sep-2025","26-Nov-2025","1048000","Physical Inspection"
"1418","Normal/Others","WS/MP18331/2025-2026/236681-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of subedar mag singh to temple vill ahmal block goverdhan distt mathura","22-Sep-2025","26-Nov-2025","1346000","Physical Inspection"
"1419","Normal/Others","WS/MP18331/2025-2026/236682-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of murari pradhan to main market vill khaira block chhata distt mathura","22-Sep-2025","26-Nov-2025","400000","Physical Inspection"
"1420","Normal/Others","WS/MP18331/2025-2026/236684-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at old to towards  nagla sapera vill malsarai block goverdhan distt mathura","22-Sep-2025","26-Nov-2025","199642","Physical Inspection"
"1421","Normal/Others","WS/MP18331/2025-2026/236685-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at old cc mplads to towards house of thakur chhata distt mathura","22-Sep-2025","26-Nov-2025","200000","Physical Inspection"
"1422","Normal/Others","WS/MP18331/2025-2026/236686-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at main road to towards temple vill hashanpur block naujheel distt mathura","22-Sep-2025","26-Nov-2025","734604","Physical Inspection"
"1423","Normal/Others","WS/MP18331/2025-2026/236687-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road house of chhidi to towrads pravesh vill sihora block raya distt mathura","22-Sep-2025","26-Nov-2025","998000","Work partially Completed"
"1424","Normal/Others","WS/MP18331/2025-2026/236688-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","construction of cc road at house of vijendra to house gajendra chaudhary vill ol block farah distt mathura","22-Sep-2025","09-Dec-2025","999000","Work partially Completed"
"1425","Normal/Others","WS/MP189/2026-2027/237823-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Concrete Road from Shashi Bhawanam Padi to Kuruttumukal Road","25-Sep-2025","06-Jul-2026","100000","Sanction"
"1426","Normal/Others","WS/MP189/2026-2027/237824-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Concrete Road from Panavilayil Padi to Ramla Bhavan Padi Road","25-Sep-2025","10-Aug-2026","100000","Sanction"
"1427","Normal/Others","WS/MP189/2026-2027/237825-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Concrete road from Kaleeckal Padi to Puthenpurackal Ela Road","25-Sep-2025","06-Jul-2026","1000000","Sanction"
"1428","Normal/Others","WS/MP189/2026-2027/237827-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Concrete road from 14th Mile Padi to Mukalilethu Padi Road","25-Sep-2025","06-Jul-2026","350000","Sanction"
"1429","Normal/Others","WS/MP189/2026-2027/237828-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Shri Kapil Sibal (2022-28) (2022-2028)","Elected MP","Construction of Concrete Road from Namboorethu Padi to K.P. Road","25-Sep-2025","10-Aug-2026","150000","Sanction"
"1430","Normal/Others","WS/MP181/2025-2026/239188-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SAHARANPUR(DISTRICT MAGISTRAE SAHARANPUR_IDA)","Dr. Laxmikant Bajpayee (2022-28) (2022-2028)","Elected MP","Construction of CC interlocking tiles road and drainage from the house of Mahipal Singh Majra to Vinod house and from Rafal Singh house towards the primary school, Ismailpur Majra, Nakur, Saharanpur.","30-Sep-2025","24-Nov-2025","2477602","Work Completed"
"1431","Normal/Others","WS/MP181/2025-2026/239205-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Dr. Laxmikant Bajpayee (2022-28) (2022-2028)","Elected MP","As per estimate in serial no. 2.","30-Sep-2025","02-Jan-2026","1092200","Work partially Completed"
"1432","Normal/Others","WS/MP181/2025-2026/239209-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Dr. Laxmikant Bajpayee (2022-28) (2022-2028)","Elected MP","As per estimate in serial no. 3.","30-Sep-2025","29-Jan-2026","1135300","Work partially Completed"
"1433","Normal/Others","WS/MP18331/2025-2026/239385-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Tejveer Singh (2024-30) (2024-2030)","Elected MP","Construction of CC road from Dhamendra house to Dinesh house in Varavar Gali of Madhuvan Hotel under Mathura Vrindavan Municipal Corporation","02-Oct-2025","29-Jan-2026","1400000","Physical Inspection"
"1434","Normal/Others","WS/MP199/2025-2026/240751-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","Road and Naali Work","08-Oct-2025","10-Dec-2025","775000","Sanction"
"1435","Normal/Others","WS/MP199/2025-2026/240752-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","Damar Road and Naali Work","08-Oct-2025","10-Dec-2025","1570000","Vendor Identification"
"1436","Normal/Others","WS/MP199/2025-2026/240753-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","Road and Naali Work","08-Oct-2025","10-Dec-2025","970000","Vendor Identification"
"1437","Normal/Others","WS/MP199/2025-2026/240754-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","Road and Naali Work","08-Oct-2025","10-Dec-2025","1669000","Vendor Identification"
"1438","Normal/Others","WS/MP199/2025-2026/240755-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","Road and Naali Work","08-Oct-2025","10-Dec-2025","614000","Vendor Identification"
"1439","Normal/Others","WS/MP199/2025-2026/240757-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","LUCKNOW(DISTRICT MAGISTRAE LUCKNOW_IDA)","Dr. Sudhanshu Trivedi (2024-30) (2024-2030)","Elected MP","RCC Road and Naali Work","08-Oct-2025","10-Dec-2025","1140000","Vendor Identification"
