"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"2794","Normal/Others","WS/MP195/2023-2024/114533-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2795","Normal/Others","WS/MP195/2023-2024/114619-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2796","Normal/Others","WS/MP195/2023-2024/114620-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2797","Normal/Others","WS/MP195/2023-2024/114621-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2798","Normal/Others","WS/MP195/2023-2024/114622-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2799","Normal/Others","WS/MP195/2023-2024/114623-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2800","Normal/Others","WS/MP195/2023-2024/114624-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2801","Normal/Others","WS/MP195/2023-2024/114625-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2802","Normal/Others","WS/MP195/2023-2024/114626-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2803","Normal/Others","WS/MP195/2023-2024/114627-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2804","Normal/Others","WS/MP195/2023-2024/114628-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","Shri B.L. Verma (2020-26) (2020-2026)","Elected MP","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W)","27-Feb-2024","13-Mar-2024","163428.82","Physical Inspection"
"2805","Normal/Others","WS/MP202/2024-2025/115030-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Baraih Tiraha Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2806","Normal/Others","WS/MP202/2024-2025/115031-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Jhalki Bhawani Tilhara Sujanganj Me Mandir Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2807","Normal/Others","WS/MP202/2024-2025/115032-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badshapur Gram nadar Me Prathmik  Vidhyalay Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2808","Normal/Others","WS/MP202/2024-2025/115033-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badshapur Gram Kunwarpur Me Gaurav Shrivastav Ke Mandir Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2809","Normal/Others","WS/MP202/2024-2025/115034-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badshapur Gram vangawan Me Sani Singh Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2810","Normal/Others","WS/MP202/2024-2025/115035-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badshapur Gram Batanhit Me Amit Shrivastav Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2811","Normal/Others","WS/MP202/2024-2025/115036-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Amawan mode Par Manoj Singh Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2812","Normal/Others","WS/MP202/2024-2025/115037-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mahrajganj Gram Muhkucha me Shrivastav LineMan  Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2813","Normal/Others","WS/MP202/2024-2025/115038-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Kotawa  me mandir Par Gopal Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2814","Normal/Others","WS/MP202/2024-2025/115039-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badsahpur Gram Kodahon me Anuj dubey Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2815","Normal/Others","WS/MP202/2024-2025/115040-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badsahpur Gram Kodahon Mode Par Swargiya RatnakarDubey Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2816","Normal/Others","WS/MP202/2024-2025/115041-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badsahpur Gram BHikapur Me Prathmik Vidyalay Ke pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2817","Normal/Others","WS/MP202/2024-2025/115042-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badsahpur Gram Itahara Mantharpur fantu Mishra Ke Ghar Ke pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2818","Normal/Others","WS/MP202/2024-2025/115043-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Badsahpur Gram Itahara Jitendra Mishra Ke Ghar Ke pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2819","Normal/Others","WS/MP202/2024-2025/115044-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Ghahjariya  Indrajeet Ke Ghar Ke pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2820","Normal/Others","WS/MP202/2024-2025/115045-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram mahendru Mode PAR Prathmik Vidyalay Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2821","Normal/Others","WS/MP202/2024-2025/115046-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram Molnapur Mandir Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2822","Normal/Others","WS/MP202/2024-2025/115047-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram Modawan Prathmik Vidyalay Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2823","Normal/Others","WS/MP202/2024-2025/115048-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram Sahni Mode Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2824","Normal/Others","WS/MP202/2024-2025/115049-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram Tikra Mode Par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2825","Normal/Others","WS/MP202/2024-2025/115050-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungara Badshapur Gram Kachhidih Prathmik Vidyalay ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2826","Normal/Others","WS/MP202/2024-2025/115060-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Kotila Chawariya Me Kotilasan Mandir Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2827","Normal/Others","WS/MP202/2024-2025/115063-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Purelal Mode par  Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2828","Normal/Others","WS/MP202/2024-2025/115068-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Godhna me Purva Pradhan Ke Ghar Ke Pass Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2829","Normal/Others","WS/MP202/2024-2025/115080-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Kushmaul Mahesh Ka Purva me Bind Basti Durga pandal ke Pass  Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2830","Normal/Others","WS/MP202/2024-2025/115083-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Dan Surja Ka pura Chaurahe Ke pass  Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2831","Normal/Others","WS/MP202/2024-2025/115086-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Sonhita tirahe par Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2832","Normal/Others","WS/MP202/2024-2025/115089-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Achakari Me Arun Dwivedi Ke Ghar Ke Piche Semi Hight Mast Light ka Karya","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2833","Normal/Others","WS/MP202/2024-2025/115111-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Misrain Patti Me Sushil Mishra Ke Ghar Ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2834","Normal/Others","WS/MP202/2024-2025/115150-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur  Gram Ram Chauki Swargiya Gangadhar Dubey Ke Ghar Ke Pass Electric High Mast Light Ka Karya","26-Feb-2024","26-Jun-2024","625923","Physical Inspection"
"2835","Normal/Others","WS/MP202/2024-2025/115152-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Misrain Patti Me Dayasankar Mishra Ke Ghar Ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2836","Normal/Others","WS/MP202/2024-2025/115155-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Rakhauki Me Rajendra Prasad Viswakarma Ke Ghar Ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2837","Normal/Others","WS/MP202/2024-2025/115160-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Rakhauki Me Musahar Basti Me Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2838","Normal/Others","WS/MP202/2024-2025/115164-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Rakhauki Me doctor Suresh Ke Ghr Ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2839","Normal/Others","WS/MP202/2024-2025/115168-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Rakhauki Me Pradhan  Ke Ghr Ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2840","Normal/Others","WS/MP202/2024-2025/115173-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Bhikhpur Me Upendra Singh Ke Ghar ke Pass Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2841","Normal/Others","WS/MP202/2024-2025/115178-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Mungra Bdsahpur Gram Bhikhpur Me ram  Singh Ke Nahar par Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2842","Normal/Others","WS/MP202/2024-2025/115183-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Balhamau Me Ban Ki Bhawani mandir Par Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2843","Normal/Others","WS/MP202/2024-2025/115187-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","Smt. Seema Dwivedi (2020-26) (2020-2026)","Elected MP","Vikash Khand Sujanganj Gram Shesnagar saroj Basti Mode Par   Semi High Mast Light","26-Feb-2024","26-Jun-2024","178000","Work partially Completed"
"2844","Normal/Others","WS/MP198/2024-2025/135729-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","PER L.E.D LIGHT COST 283000 AND 50 NUMBER OF COST 1,41,50,000 (AS PER LIST)","14-Aug-2024","15-Oct-2024","14150000","Physical Inspection"
"2845","Normal/Others","WS/MP198/2024-2025/135731-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","Shri Ramji (2020-26) (2020-2026)","Elected MP","VILLAGE HARIPUR KISHANPUR ME SURAJ GOTAM DWARA AMBEDKAR PARK PAR L.E.D SEMI HIGH MAST LIGHT KARYDAYI SANSTHA PROVINCIAL CO-OPERATIVE NIRMAN AND VIKASH LTD (P.C.C.D) BAREILY","14-Aug-2024","15-Oct-2024","283000","Physical Inspection"
"2846","Normal/Others","WS/MP190/2024-2025/135992-Lighting of public spaces","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Shri Mithlesh Kumar (2022-28) (2022-2028)","Elected MP","Installation of 130 LED Highmast Lights For Rural and Urban areas as per enclosed List. Per LED Cost Rs - 243000","17-Aug-2024","04-Sep-2024","31590000","Physical Inspection"
"2847","Normal/Others","WS/MP849/2024-2025/136083-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places  Amount  50000 per light","18-Aug-2024","02-Jan-2025","749927","Physical Inspection"
"2848","Normal/Others","WS/MP849/2024-2025/136084-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","Solar lights at 15 different public places  Amount: 50000 per light","18-Aug-2024","21-Dec-2024","749927","Physical Inspection"
"2849","Normal/Others","WS/MP849/2024-2025/136085-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","849916","Physical Inspection"
"2850","Normal/Others","WS/MP849/2024-2025/136088-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","849916","Physical Inspection"
"2851","Normal/Others","WS/MP849/2024-2025/136089-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different places amount 50000 per light","18-Aug-2024","06-Nov-2024","749927","Physical Inspection"
"2852","Normal/Others","WS/MP849/2024-2025/136090-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","749927","Physical Inspection"
"2853","Normal/Others","WS/MP849/2024-2025/136101-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","14 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","699932","Physical Inspection"
"2854","Normal/Others","WS/MP849/2024-2025/136102-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","749927","Physical Inspection"
"2855","Normal/Others","WS/MP849/2024-2025/136150-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","13 solar lights at different public places amount 50000 per light","18-Aug-2024","21-Dec-2024","649935","Physical Inspection"
"2856","Normal/Others","WS/MP849/2024-2025/136151-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","749927","Physical Inspection"
"2857","Normal/Others","WS/MP849/2024-2025/136152-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","749927","Physical Inspection"
"2858","Normal/Others","WS/MP849/2024-2025/136153-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19 Solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","949908","Physical Inspection"
"2859","Normal/Others","WS/MP849/2024-2025/136154-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","18 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","899911","Physical Inspection"
"2860","Normal/Others","WS/MP849/2024-2025/136155-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","19 Solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","949908","Physical Inspection"
"2861","Normal/Others","WS/MP849/2024-2025/136157-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","849916","Physical Inspection"
"2862","Normal/Others","WS/MP849/2024-2025/136158-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","749927","Physical Inspection"
"2863","Normal/Others","WS/MP849/2024-2025/136160-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","749927","Physical Inspection"
"2864","Normal/Others","WS/MP849/2024-2025/136167-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","15 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","649935","Physical Inspection"
"2865","Normal/Others","WS/MP849/2024-2025/136168-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17 solar lights at different public places amount 50000 per light","18-Aug-2024","06-Nov-2024","849916","Physical Inspection"
"2866","Normal/Others","WS/MP849/2024-2025/136169-Lighting of public spaces","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Smt. Geeta alias Chandraprabha (2020-26) (2020-2026)","Elected MP","17 solar lights at different public places amount 50000 per light","18-Aug-2024","02-Jan-2025","849916","Physical Inspection"
