work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount,expenditure_ratio,amount_deviation,sanction_delay_days,payment_duration_days,completion_duration_days,vendor_count_per_work
Normal/Others,WS/MP086/2025-2026/159602,Karnataka,BENGALURU URBAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"BInstallation of street light around Prestige Pine Wood playground at Bangalore City District, Koramangala under BTM Assembly Constituency,",2024-12-18,499470.0,2025-04-05,499470.0,Physical Inspection,1.0,499470.0,499470.0,499470.0,2025-05-29,2025-05-29,EESHANNA B,False,2025-05-29,499470.0,1.0,0.0,108.0,0.0,54.0,1
Normal/Others,WS/MP086/2025-2026/230200,Karnataka,BENGALURU URBAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of high mask light at bangalore north talluk, tore nagasandra village",2025-08-29,497323.0,2025-12-20,497323.0,Physical Inspection,1.0,497323.0,497323.0,497323.0,2026-03-23,2026-03-23,ABHISHEK CONSTRUCTIONS,False,2026-03-23,497323.0,1.0,0.0,113.0,0.0,93.0,1
Normal/Others,WS/MP086/2025-2026/227476,Karnataka,BENGALURU URBAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"development of high mask light at bangalore urban, Bangalore North talluk, heggadadevanapura village",2025-08-18,497323.0,2026-02-25,497323.0,Physical Inspection,1.0,497323.0,497323.0,497323.0,2026-03-25,2026-03-25,N G GANESH BABU,False,2026-03-25,497323.0,1.0,0.0,191.0,0.0,28.0,1
Normal/Others,WS/MP086/2025-2026/227461,Karnataka,BENGALURU URBAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"istallation of high mask light at Bengaluru north talluk, hosahalli village",2025-08-18,497323.0,2026-03-06,497323.0,Physical Inspection,1.0,497323.0,497323.0,497323.0,2026-03-09,2026-03-09,N G GANESH BABU,False,2026-03-09,497323.0,1.0,0.0,200.0,0.0,3.0,1
Normal/Others,WS/MP086/2025,Karnataka,BENGALURU URBAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of chain link fencing from 13th cross to 13 A cross, Ward no 178, JP nagar 1st phase, Bangalore",2025-01-31,499567.0,2025-04-09,499567.0,Physical Inspection,,,,,,,,False,2025-06-24,499567.0,,0.0,68.0,,76.0,0
Normal/Others,WS/MP086/2025-2026/161184,Karnataka,CHITRADURGA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of bridge near chitradurga district, challakere taluk, nayakanahatti hobali, obayanahatti village",2024-12-24,490000.0,2025-07-03,490000.0,Work partially Completed,1.0,361395.0,361395.0,361395.0,2026-06-19,2026-06-19,RAJANAUIK G,,,,0.7375408163265306,0.0,191.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/161185,Karnataka,CHITRADURGA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of roads from talakunayakanahatti to obayanahatti village, in chitradurga district, challakere talluk, nayakanahatti hobli",2024-12-24,490000.0,2025-07-03,490000.0,Work partially Completed,1.0,362715.0,362715.0,362715.0,2026-06-19,2026-06-19,RAJANAUIK G,,,,0.740234693877551,0.0,191.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/227349,Karnataka,DHARWAD,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of sabha bhavan at dharwad district,dharwad talluk, devarahubli village, asti no 478",2025-08-16,800000.0,2025-08-20,800000.0,Sanction,,,,,,,,,,,,0.0,4.0,,,0
Normal/Others,WS/MP086/2025-2026/172338,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of Samudaya Bhavana at Mallinatha Pura Grama, Ramanathapura Hobali, Arakalagud Taluk, Hassan District.",2025-02-04,500000.0,2025-12-29,500000.0,Work partially Completed,2.0,498551.0,249275.5,375000.0,2026-03-24,2026-08-17,Sujay kumar,,,,0.997102,0.0,328.0,146.0,,1
Normal/Others,WS/MP086/2025-2026/172336,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of Concrete drainage from Pundu house to Masale Puttegowda house at Belavadi Grama, Doddamagge Hobali, Arakalagud Taluk, Hassan District",2025-02-04,500000.0,2025-12-29,500000.0,Work partially Completed,1.0,375000.0,375000.0,375000.0,2026-07-09,2026-07-09,BHARATHI,,,,0.75,0.0,328.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/172305,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of road work from Basavapattana and Belavadi main road to Karahally Channayya and Gare Jayanna house at Belavadi Grama, Doddamagge Hobali, Arakalagud Taluk, Hassan District",2025-02-04,500000.0,2025-12-29,500000.0,Work partially Completed,1.0,375000.0,375000.0,375000.0,2026-05-05,2026-05-05,MANJEGOWDA M R,,,,0.75,0.0,328.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/172334,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of road work from Thattavalu main road to Siddanakatti at Tattavalu Grama, Doddamagge Hobali, Arakalagud Taluk, Hassan District",2025-02-04,500000.0,2025-12-29,500000.0,Work partially Completed,1.0,375000.0,375000.0,375000.0,2026-05-05,2026-05-05,MANJEGOWDA M R,,,,0.75,0.0,328.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/174496,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of road from the village of Navile to Prabhakar house at Kattepura Grama Panchayat, Arakalagud Talluk, Hassan district",2025-02-08,500000.0,2026-03-02,500000.0,Physical Inspection,2.0,498759.0,249379.5,375000.0,2026-03-03,2026-07-14,DHARSHAN S P,True,2026-08-30,498759.0,0.997518,0.0,387.0,133.0,181.0,1
Normal/Others,WS/MP086/2025-2026/174500,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of Road Ashokanna Site to Nale at Mallinathapura Village, Kattepura Grama Panchayath, Arakalagud Talluk, Hassan district",2025-02-08,500000.0,2026-03-02,500000.0,Physical Inspection,2.0,498889.0,249444.5,375000.0,2026-03-03,2026-07-14,DHARSHAN S P,True,2026-08-30,498889.0,0.997778,0.0,387.0,133.0,181.0,1
Normal/Others,WS/MP086/2025-2026/174503,Karnataka,HASSAN,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Development of Concrete road from Puttaswamygouda site to Basssappanagudi at Mallinathapura village, Kattepura Grama Panchayath, Arakalagud Talluk, Hasan district",2025-02-08,500000.0,2026-03-02,500000.0,Physical Inspection,2.0,498909.0,249454.5,375000.0,2026-03-03,2026-07-14,Manoj M S,True,2026-08-30,498909.0,0.997818,0.0,387.0,133.0,181.0,1
Normal/Others,WS/MP086/2026-2027/209969,Karnataka,MANDYA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of kanaka bhavan at Mandya District,Mandya Talluk, Basaralu Village",2025-06-18,500000.0,2026-07-22,500000.0,Physical Inspection,1.0,497263.0,497263.0,497263.0,2026-08-11,2026-08-11,G B BAIRAVA,True,2026-08-11,497263.0,0.994526,0.0,399.0,0.0,20.0,1
Normal/Others,WS/MP086/2025-2026/227609,Karnataka,MANDYA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"building construction at Mandya district, Nagamangala talluk, devalapura village, devalapura raitha udpadaka company limited",2025-08-19,1000000.0,2026-02-05,1000000.0,Vendor Identification,2.0,1000000.0,500000.0,750000.0,2026-02-07,2026-07-04,KRIDL BHUSIRI ACCOUNT WORKS,,,,1.0,0.0,170.0,147.0,,1
Normal/Others,WS/MP086/2025-2026/211373,Karnataka,Bengaluru South,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of Samudhaya bhavan at Ramnagar District, Bidadi Hobali, Bairamangala Post, Anchipura Colony",2025-06-23,500000.0,2025-11-06,500000.0,Work partially Completed,1.0,375000.0,375000.0,375000.0,2025-11-10,2025-11-10,PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,,,,0.75,0.0,136.0,0.0,,1
Normal/Others,WS/MP086/2026-2027/220619,Karnataka,SHIVAMOGGA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of Samudhaya Bhavan at the premises of Shivamogga Jilla Okkaligara sangha, Balaraja Aras road, Shivamogga district",2025-07-21,1000000.0,2026-05-19,1000000.0,Vendor Identification,1.0,750000.0,750000.0,750000.0,2026-05-20,2026-05-20,Nirmithi Kendra Shivamogga,,,,0.75,0.0,302.0,0.0,,1
Trust and Society,WS/MP086/2025-2026/213179,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of shivayogishwara hostel at turuvekere town, Turuvekere talluk, Tumkur district work to be executed through Nirmiti Kendra",2025-06-28,2500000.0,2026-03-05,2500000.0,Vendor Identification,1.0,1875000.0,1875000.0,1875000.0,2026-03-10,2026-03-10,TUMKUR NIRMITHI KENDRA,,,,0.75,0.0,250.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/227360,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of concrete draianage at Tumkur district, Tiptur talluk, kibbanahalli hobali, kottigehalli village from SC gangadharaiayana land to Basavayanna land",2025-08-16,500000.0,2025-11-05,500000.0,Sanction,,,,,,,,,,,,0.0,81.0,,,0
Normal/Others,WS/MP086/2025-2026/227366,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of drainage at tumkur district, tiptur talluk, kibbanahalli hobali, kappalu grama panchayath, kottigehalli village from prasad land to karadalu and kottigehalli road",2025-08-16,500000.0,2025-11-05,500000.0,Sanction,,,,,,,,,,,,0.0,81.0,,,0
Normal/Others,WS/MP086/2025-2026/150246,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of continued work of bridge and road at Tumkur district, Kunigal Taluk, Nagasandra Panchayath, Andanayyana Palya",2024-11-01,1200000.0,2025-06-19,1200000.0,Physical Inspection,1.0,1174341.0,1174341.0,1174341.0,2025-11-10,2025-11-10,Harish KUmar K G,True,2025-11-10,1174341.0,0.9786175,0.0,230.0,0.0,144.0,1
Normal/Others,WS/MP086/2025-2026/227367,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"istallation of high mask light at tumkur district, tiptur talluk, kibbanahalli hobali, kuppalu grama panchayath, kottigehalli village in front of Shree Kalleshwara temple",2025-08-16,300000.0,2025-11-05,300000.0,Sanction,,,,,,,,,,,,0.0,81.0,,,0
Normal/Others,WS/MP086/2026-2027/169459,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of High Mask Light near Ganapathi temple at Tumkur District, Tiptur Talluk, Nonavinakere Hobli, Nellikere grama Panchayath, Burudeghatta village",2025-01-28,200000.0,2026-06-20,200000.0,Work partially Completed,1.0,199245.0,199245.0,199245.0,2026-07-23,2026-07-23,CHOWDESHA U R,,,,0.996225,0.0,508.0,0.0,,1
Normal/Others,WS/MP086/2026-2027/169460,Karnataka,TUMAKURU,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"Construction of High mask light in front of shiva temple at tumkur district, Tiptur talluk, Nonavinakere hobali, Nellikere grama panchayath, Burudeghatta village",2025-01-28,300000.0,2026-06-20,300000.0,Physical Inspection,1.0,299410.0,299410.0,299410.0,2026-07-23,2026-07-23,RAGHANJANEYA ENTERPRISES,,,,0.9980333333333333,0.0,508.0,0.0,,1
Normal/Others,WS/MP086/2026-2027/220621,Karnataka,UTTARA KANNADA,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of bridge at Uttara Kannada district, honnavara Talluk, Hodke Village",2025-07-21,500000.0,2026-07-14,500000.0,Work partially Completed,1.0,375000.0,375000.0,375000.0,2026-07-14,2026-07-14,ADARSH PANDURANG PATGAR,,,,0.75,0.0,358.0,0.0,,1
Normal/Others,WS/MP086/2025-2026/155279,Karnataka,BENGALURU RURAL,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of concrete road from venkatanarasamma home to lakshminarasimha swamy temple, hosahalli village, sasli hobli, dodballapura taluk, Bengalore rural",2024-11-27,490000.0,2025-08-16,490000.0,Physical Inspection,3.0,490000.0,163333.33333333334,245000.0,2026-01-09,2026-07-31,RAJANNA B S | SUNDARESH,,,,1.0,0.0,262.0,203.0,,2
Normal/Others,WS/MP086/2025-2026/155280,Karnataka,BENGALURU RURAL,Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,"construction of concrete road from lakshminarasimha swamy temple to Kote pattabhiramaiah home, hosahalli village, sasli hobli, dodballapura taluk, Bengalore rural",2024-11-27,490000.0,2025-08-16,490000.0,Physical Inspection,3.0,490000.0,163333.33333333334,245000.0,2026-01-09,2026-07-31,SUNDARESH | GOVARDHANACHAR G,,,,1.0,0.0,262.0,203.0,,2
Normal/Others,WS/MP096/2025-2026/178440,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Public Library at CHMKSGS School, Ward No. 13, Mattul Panchayat",2025-03-01,1000000.0,2026-01-14,1000000.0,Sanction,,,,,,,,,,,,0.0,319.0,,,0
Repair and Renovation,WS/MP096/2026-2027/224564,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Repair and Renovation of Kallushap Kottali road or pathway, Ward no 13, Kolachery Panchayat",2025-08-03,1000000.0,2026-08-07,1000000.0,Sanction,,,,,,,,,,,,0.0,369.0,,,0
Normal/Others,WS/MP096/2025-2026/224566,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Muzhakunnu - Vilakkode Shihab Thangal road or pathway, Muzhakkunnu Panchayat",2025-08-03,1500000.0,2025-11-11,1500000.0,Work partially Completed,1.0,1224152.0,1224152.0,1224152.0,2026-07-29,2026-07-29,V MATHAI,,,,0.8161013333333333,0.0,100.0,0.0,,1
Normal/Others,WS/MP096/2025-2026/224568,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Mahathma Gandhi Aniyaram gas house canal road or pathway, Ward no 34, Panoor Municipality",2025-08-03,1000000.0,2026-01-23,1000000.0,Sanction,,,,,,,,,,,,0.0,173.0,,,0
Normal/Others,WS/MP096/2026-2027/269619,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Illipuram - Mundayatt Kottam Nagar road OR pathway, Ward No.20, Pappinissery Panchayat",2026-02-19,1500000.0,2026-08-19,1500000.0,Sanction,,,,,,,,,,,,0.0,181.0,,,0
Normal/Others,WS/MP096/2025-2026/157060,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Korangad payyankanam SC Colony road/pathway, Ward no. 14, Peringome Vayakkara Panchayat(SC/ST)",2024-12-05,988238.0,2025-10-16,988238.0,Physical Inspection,1.0,988238.0,988238.0,988238.0,2025-10-17,2025-10-17,BENNY M JOSEPH,True,2025-10-17,988238.0,1.0,0.0,315.0,0.0,1.0,1
Normal/Others,WS/MP096/2025-2026/157377,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Eriam school - Kupperi - Kannakai road/pathway, Ward no.07 Kadannappally-Panappuzha Panchayat",2024-12-07,887708.0,2025-09-29,887708.0,Physical Inspection,1.0,887708.0,887708.0,887708.0,2025-10-06,2025-10-06,MOHANAN P,False,2025-10-06,887708.0,1.0,0.0,296.0,0.0,7.0,1
Normal/Others,WS/MP096/2025-2026/166597,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,Construction of Vengad town Kuniyil road pathway ward no 03 Vengad Panchayat,2025-01-20,1000000.0,2025-12-19,1000000.0,Work Completed,1.0,871332.0,871332.0,871332.0,2026-02-10,2026-02-10,SURENDRA BABU C,True,2026-02-10,871332.0,0.871332,0.0,333.0,0.0,53.0,1
Normal/Others,WS/MP096/2025-2026/180744,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Mayyil Koralayituruth Namaskarapalli  Vishnu temple road or pathway, Mayyil Panchayat",2025-03-10,1346756.0,2026-01-14,1346756.0,Physical Inspection,1.0,1346756.0,1346756.0,1346756.0,2026-04-18,2026-04-18,KERALA GRAMIN BANK,False,2026-04-18,1346756.0,1.0,0.0,310.0,0.0,94.0,1
Normal/Others,WS/MP096/2025-2026/180781,Kerala,KANNUR,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of light and beautification works at peringathur Boat Jetty, Ward No.18, Panoor Municipality",2025-03-10,1500000.0,2026-01-14,1500000.0,Sanction,,,,,,,,,,,,0.0,310.0,,,0
Normal/Others,WS/MP096/2025-2026/273563,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction 1st reach of Meeranvetty - Onnam block road or pathway, Block No.10, Ward no.11, Peringammala Panchayat",2026-03-11,358810.0,2026-03-11,358810.0,Physical Inspection,1.0,358810.0,358810.0,358810.0,2026-05-08,2026-05-08,JAYAKUMAR M G,True,2026-05-08,358810.0,1.0,0.0,0.0,0.0,58.0,1
Normal/Others,WS/MP096/2025-2026/182239,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Meeranvettikarikkakam - Chathimangalam - Kattilakuzhi road or pathway, Ward No.10, Peringammala Panchayat",2025-03-16,793821.0,2026-01-12,793821.0,Physical Inspection,1.0,793821.0,793821.0,793821.0,2026-05-12,2026-05-12,VIJAYASENAN NAIR,True,2026-05-12,793821.0,1.0,0.0,302.0,0.0,120.0,1
Normal/Others,WS/MP096/2025-2026/182241,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Konganamkodu - Kochu Karikkaakam road or pathway, ward no.09, Panavoor Panchayat",2025-03-16,998724.0,2025-05-30,998724.0,Physical Inspection,1.0,998724.0,998724.0,998724.0,2025-12-23,2025-12-23,REJITH R C,True,2025-12-23,998724.0,1.0,0.0,75.0,0.0,207.0,1
Normal/Others,WS/MP096/2025-2026/271102,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction 2nd reach of Meeranvetty  Onnam block road or pathway, Block No.06, Ward no.11, Peringammala Panchayat",2026-02-26,485418.0,2026-02-27,485418.0,Physical Inspection,1.0,485418.0,485418.0,485418.0,2026-05-12,2026-05-12,JAYAKUMAR M G,True,2026-05-12,485418.0,1.0,0.0,1.0,0.0,74.0,1
Normal/Others,WS/MP096/2024-2025/132958,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of High-tech theatre classroom at PTMVHSS, Maruthoorkonam, Ward no.14, Kottukal Panchayat",2024-07-04,1499700.0,2024-07-27,1499700.0,Physical Inspection,1.0,1499700.0,1499700.0,1499700.0,2024-09-05,2024-09-05,REBIN JACOB,True,2024-09-04,1499700.0,1.0,0.0,23.0,0.0,39.0,1
Normal/Others,WS/MP096/2026-2027/240459,Kerala,THIRUVANANTHAPURAM,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Audio studio and Audio Lab equipments for Dept. of Communication and journalism, University of Kerala, Kariavattom, Ward No.09, Thiruvananthapuram Municipal Corporation",2025-10-07,300000.0,2026-08-04,300000.0,Sanction,,,,,,,,,,,,0.0,301.0,,,0
Normal/Others,WS/MP096/2025-2026/175036,Kerala,WAYANAD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of School bus for ALPS Naikatty, Ward no.16, Noolpuzha Panchayat (ST)",2025-02-12,2000000.0,2025-08-14,2000000.0,Work partially Completed,1.0,2000000.0,2000000.0,2000000.0,2025-08-16,2025-08-16,SML ISUZU LTD,,,,1.0,0.0,183.0,0.0,,1
Normal/Others,WS/MP096/2025-2026/181207,Kerala,WAYANAD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of School bus for WOLPS, Paralikunnu, Ward no.02, Muttil Panchayat",2025-03-12,2240000.0,2026-03-12,2240000.0,Sanction,,,,,,,,,,,,0.0,365.0,,,0
Normal/Others,WS/MP096/2025-2026/243105,Kerala,WAYANAD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Purchasing of Computers and printers for WOLPS, Paralikunnu, Ward no.02, Muttil Panchayat",2025-10-21,166000.0,2026-03-07,166000.0,Sanction,,,,,,,,,,,,0.0,137.0,,,0
Normal/Others,WS/MP096/2025-2026/243104,Kerala,WAYANAD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Water cooler at WOLPS, Paralikunnu, Ward no.02, Muttil Panchayat",2025-10-21,94000.0,2026-03-07,94000.0,Sanction,,,,,,,,,,,,0.0,137.0,,,0
Normal/Others,WS/MP096/2026-2027/236443,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Peraal Kannur Juma Masjid Junction, Ward no.10, Puthige Panchayat",2025-09-22,200000.0,2026-08-10,200000.0,Sanction,,,,,,,,,,,,0.0,322.0,,,0
Normal/Others,WS/MP096/2025-2026/236444,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Sathyadka, Ward no.11, Manjeshwar Panchayat",2025-09-22,200000.0,2026-03-05,200000.0,Sanction,,,,,,,,,,,,0.0,164.0,,,0
Normal/Others,WS/MP096/2026-2027/236500,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Menangode Junction, Ward no.18, Chengala Panchayat",2025-09-22,200000.0,2026-08-01,200000.0,Sanction,,,,,,,,,,,,0.0,313.0,,,0
Normal/Others,WS/MP096/2026-2027/236501,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light near Noor Masjid, Azad Nagar, Ward no.16, Mogral Puthur Panchayat",2025-09-22,200000.0,2026-08-03,200000.0,Sanction,,,,,,,,,,,,0.0,315.0,,,0
Normal/Others,WS/MP096/2026-2027/236502,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Beejanthudukka Adimpayi junction, Ward no.13, Badiadka Panchayat",2025-09-22,200000.0,2026-08-03,200000.0,Sanction,,,,,,,,,,,,0.0,315.0,,,0
Normal/Others,WS/MP096/2025-2026/181146,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Chuzhikkayam - Pallithatt, ward No. 17, West Eleri Panchayat",2025-03-12,191552.0,2025-08-13,191552.0,Physical Inspection,1.0,191552.0,191552.0,191552.0,2026-05-05,2026-05-05,M S Communication,True,2026-05-05,191552.0,1.0,0.0,154.0,0.0,265.0,1
Normal/Others,WS/MP096/2026-2027/181147,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light near Moosa Haji mukk Juma Masjid, Ward No.15, Padne Panchayat",2025-03-12,210000.0,2026-07-27,210000.0,Sanction,,,,,,,,,,,,0.0,502.0,,,0
Normal/Others,WS/MP096/2025-2026/272311,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Lowmast light at Bayikotta Accademy campus, Ward no.18, Paivalike Panchayat",2026-03-04,200000.0,2026-03-05,200000.0,Sanction,,,,,,,,,,,,0.0,1.0,,,0
Normal/Others,WS/MP096/2025-2026/272616,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light at Chuzhikkayam - Pallithatt, ward No. 17, West Eleri Panchayat",2026-03-06,210000.0,2026-03-12,210000.0,Sanction,,,,,,,,,,,,0.0,6.0,,,0
Normal/Others,WS/MP096/2025-2026/181921,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Arnagude SC Colony road or pathway, ward no.03, Mogral Puthur Panchayat",2025-03-14,1000000.0,2026-01-10,1000000.0,Sanction,,,,,,,,,,,,0.0,302.0,,,0
Normal/Others,WS/MP096/2025-2026/181922,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Vayalodi SC Colony road or pathway, ward no.18, Thrikkarippur Panchayat",2025-03-14,700000.0,2026-01-09,700000.0,Sanction,,,,,,,,,,,,0.0,301.0,,,0
Normal/Others,WS/MP096/2024-2025/145602,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Nambiarkkal – Kuthirammal NRA road /pathway, ward No. 27, Kanhangad Municipality",2024-10-05,574993.0,2025-02-01,574993.0,Physical Inspection,1.0,574993.0,574993.0,574993.0,2025-04-29,2025-04-29,BABU M JOSEPH,True,2025-04-29,574993.0,1.0,0.0,119.0,0.0,87.0,1
Normal/Others,WS/MP096/2024-2025/145604,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Valliyode Khuthubiyyath Masjid road /pathway, Ward no. 14, Chemmanad Panchayat",2024-10-05,777468.0,2024-11-29,777468.0,Physical Inspection,1.0,777468.0,777468.0,777468.0,2025-02-14,2025-02-14,M M AHAMMED,True,2025-02-13,777468.0,1.0,0.0,55.0,0.0,76.0,1
Normal/Others,WS/MP096/2026,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of P T road drainage, Ward no.18, Chemmanad Panchayat",2025-09-22,200000.0,2026-08-01,200000.0,Sanction,,,,,,,,,,,,0.0,313.0,,,0
Normal/Others,WS/MP096/2026-2027/269600,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Mookkampara - Bajathadukka SC Nagar road OR pathway, Ward No. 05, Badiadka Panchayat",2026-02-19,1500000.0,2026-08-01,1500000.0,Sanction,,,,,,,,,,,,0.0,163.0,,,0
Normal/Others,WS/MP096/2026-2027/269601,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Construction of Mahin Nagar First Cross road OR pathway, Ward No. 10, Madhur Panchayat",2026-02-19,1000000.0,2026-08-17,1000000.0,Sanction,,,,,,,,,,,,0.0,179.0,,,0
Normal/Others,WS/MP096/2025-2026/170289,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low mast light near Aazhithala Friday Cultural Centre, ward No. 25, Nileshwar Municipality",2025-01-29,200000.0,2025-04-23,200000.0,Sanction,,,,,,,,,,,,0.0,84.0,,,0
Normal/Others,WS/MP096/2025-2026/180871,Kerala,KASARAGOD,Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,"Setting up of Low  Mast light near Muttumthala Juma Masjid, Ward No.18, Ajnur  Panchayath.",2025-03-11,191352.0,2025-08-13,191352.0,Physical Inspection,1.0,191352.0,191352.0,191352.0,2026-03-03,2026-03-03,M S Communication,True,2026-03-03,191352.0,1.0,0.0,155.0,0.0,202.0,1
