work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount,expenditure_ratio,amount_deviation,sanction_delay_days,payment_duration_days,completion_duration_days,vendor_count_per_work
Normal/Others,WS/MP225/2024-2025/159409,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Strengthening of the Road from the Main Road to Satitikara Approach Road in Village Maini, Village Panchayat Bagicha, District Jaspur, Chhattisgarh.",2024-12-17,999778.0,2025-01-06,999778.0,Physical Inspection,2.0,999778.0,499889.0,749892.0,2025-01-08,2025-03-06,Rameshwar Gupta,,,,1.0,0.0,20.0,57.0,,1
Normal/Others,WS/MP225/2024-2025/142863,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction / development of road  from Suikona to Kudagada in Samarbar  village of Bagicha tehsil, district  Jashpur, Chhattisgarh",2024-09-23,1499544.0,2024-10-01,1499544.0,Physical Inspection,2.0,1499544.0,749772.0,749788.0,2024-10-07,2024-10-25,Rameshwar Gupta,,,,1.0,0.0,8.0,18.0,,1
Normal/Others,WS/MP225/2025-2026/204790,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of road from Main Road to Sarana Approach Road, Village Panchayat Maini, Subdivision Bagicha, District Jashpur.",2025-05-31,1499677.0,2025-06-20,1499677.0,Physical Inspection,2.0,1499677.0,749838.5,749862.0,2025-06-20,2025-08-19,Rameshwar Gupta,,,,1.0,0.0,20.0,60.0,,1
Normal/Others,WS/MP225/2025-2026/204791,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of road from Main Road to Ten Ghat, Village Panchayat Maini,Bagicha, Jashpur.",2025-05-31,1499836.0,2025-06-20,1499836.0,Physical Inspection,2.0,1499836.0,749918.0,749974.0,2025-06-20,2025-08-19,Rameshwar Gupta,,,,1.0,0.0,20.0,60.0,,1
Normal/Others,WS/MP225/2025-2026/207305,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Road work from the main road to Machari Dumarpani Basti in Gram Panchayat Butanga Sub District Bagicha District Jashpur Chhattisgarh,2025-06-09,1449626.0,2025-09-29,1449626.0,Physical Inspection,2.0,1449626.0,724813.0,724857.0,2025-10-06,2026-01-28,RAJ KUMAR SHARMA,,,,1.0,0.0,112.0,114.0,,1
Normal/Others,WS/MP225/2026-2027/278135,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of a culvert on the main road to Sarna School access road.,2026-04-24,1499843.0,2026-05-20,1499843.0,Work partially Completed,2.0,1499120.0,749560.0,900400.0,2026-05-22,2026-07-22,AK Ventures | Qureshi Infra,,,,0.9995179495453858,0.0,26.0,61.0,,2
Normal/Others,WS/MP225/2025-2026/250308,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,RCC Pulia Culvert Construction at Sarna Crusher Road Janpad Panchayat Bagicha Gram Panchayat Maini District Jashpur Chhattisgarh,2025-11-28,1500000.0,2026-03-24,1500000.0,Work Completed,2.0,1498218.0,749109.0,750560.0,2026-03-25,2026-05-08,Rameshwar Gupta,,,,0.998812,0.0,116.0,44.0,,1
Normal/Others,WS/MP225/2025-2026/268688,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of RCC culvert on Sarna approach road, Village Maini, Sub-District Bagicha, District Jashpur.",2026-02-16,1300000.0,2026-02-24,1300000.0,Work Completed,2.0,1299778.0,649889.0,649998.0,2026-02-27,2026-04-02,Rameshwar Gupta,,,,0.9998292307692308,0.0,8.0,34.0,,1
Normal/Others,WS/MP225/2026-2027/278133,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of a culvert on the main road to the Aarakona access road.,2026-04-24,1499843.0,2026-05-20,1499843.0,Vendor Identification,1.0,900400.0,900400.0,900400.0,2026-05-22,2026-05-22,AK Ventures,,,,0.6003295011544542,0.0,26.0,0.0,,1
Normal/Others,WS/MP225/2026-2027/278134,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of a culvert on the main road to the Sardih Dam access road.,2026-04-24,1499843.0,2026-05-20,1499843.0,Work partially Completed,2.0,1499658.0,749829.0,900400.0,2026-05-22,2026-07-22,AK Ventures | Qureshi Infra,,,,0.9998766537564265,0.0,26.0,61.0,,2
Normal/Others,WS/MP224/2026-2027/284685,Chhattisgarh,JASHPUR,Smt. Phulo Devi Netam (2026-32) (2026-2032),Elected MP,Gram maini me RCC puliya nirman karya sarna road ke pas,2026-05-30,2000000.0,2026-07-06,2000000.0,Work partially Completed,2.0,1999862.0,999931.0,999938.0,2026-07-07,2026-08-27,Rameshwar Gupta,,,,0.999931,0.0,37.0,51.0,,1
Normal/Others,WS/MP224/2026-2027/284686,Chhattisgarh,JASHPUR,Smt. Phulo Devi Netam (2026-32) (2026-2032),Elected MP,"Gram maini me Khel maidan nirman karya, kanya ashram ke pas",2026-05-30,2000000.0,2026-07-06,2000000.0,Work partially Completed,2.0,1999658.0,999829.0,1000113.0,2026-07-07,2026-08-04,Rameshwar Gupta,,,,0.999829,0.0,37.0,28.0,,1
Normal/Others,WS/MP224/2026-2027/284687,Chhattisgarh,JASHPUR,Smt. Phulo Devi Netam (2026-32) (2026-2032),Elected MP,"Gram Sardih me khel maidan nirman karya, sukhbasu para me",2026-05-30,2000000.0,2026-07-06,2000000.0,Vendor Identification,1.0,999637.0,999637.0,999637.0,2026-07-07,2026-07-07,Rameshwar Gupta,,,,0.4998185,0.0,37.0,0.0,,1
Normal/Others,WS/MP225/2024-2025/142886,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142887,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142888,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142889,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142890,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of High Mask Solar Light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142891,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142892,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask light,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142893,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask solar light in the public place,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142894,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,installation of high mask solar light in the public place,2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142895,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Installation of high mask solar light in the government boys/girls hostel, Gala",2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142896,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Installation of high mask solar light in the Government boys Hostel, Balajhar",2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142897,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Installation of high mask solar light in the Government Pre-Matric SC/ST Boys Hostel ,Tamta",2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142898,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Installation of high mask solar light in the Government Pre-Matric SC/ST Boys Hostel, Shekharpur",2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/142899,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Installation of high mask solar light in the Government Girls Hostel,Tamta",2024-09-23,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,109.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143842,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143843,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143844,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of high mask solar lights in Govt Pre Matric SC/ST Boys/Girls Hostel,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143848,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of High Mask Solar Light in Mast. Yadav Bhawan Near Ward No 08.,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143845,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of High Mask Solar Lights in the various public places,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143846,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of High Mask Solar Lights in the various public places,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Normal/Others,WS/MP225/2024-2025/143847,Chhattisgarh,JASHPUR,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of High Mask Solar Light near to Rameshwar house,2024-09-26,496458.0,2025-01-10,496458.0,Physical Inspection,2.0,496458.0,248229.0,420940.0,2025-01-21,2025-03-10,STARCARE ENTERPRISES LLP,,,,1.0,0.0,106.0,48.0,,1
Repair and Renovation,WS/MP176/2025-2026/243278,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Electrification Work - Shifting of High tension Wires at Ward No. 06,",2025-10-24,600000.0,2026-01-20,600000.0,Vendor Identification,1.0,300000.0,300000.0,300000.0,2026-01-21,2026-01-21,SARPANCH GRAM PANCHAYAT DHOURABHATHA,,,,0.5,0.0,88.0,0.0,,1
Normal/Others,NA/Chattisgarh/35/2b062006,Chhattisgarh,DURG,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of CC Road by Cement Concreting and RCC Drain at Shivnath Complex, Supela, Bhilai, Durg, at Plot No. 20 and Plot No. 23.",2026-08-06,1500000.0,,,,,,,,,,,,,,,,,,,0
Normal/Others,WS/MP225/2024-2025/144157,Chhattisgarh,DURG,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of a C.C. road and drainage system from Pala Chowk to Nahar Par in the village of Jeora, situated in the Durg tehsil of Durg District.",2024-09-28,1000000.0,2024-10-18,1000000.0,Physical Inspection,2.0,1000000.0,500000.0,750000.0,2024-10-21,2025-01-20,SARPANCH SACHIV GRAM PANCHAYAT JEORA,,,,1.0,0.0,20.0,91.0,,1
Normal/Others,WS/MP225/2024-2025/144158,Chhattisgarh,DURG,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,"Construction of C.C. road and drainage system from Ram Awrtar Shaw to Toshan Shahu in the village of Jeora, located in the Durg tehsil of Durg District.",2024-09-28,1499961.0,2024-10-18,1499961.0,Physical Inspection,2.0,1499961.0,749980.5,1125000.0,2024-10-21,2025-01-20,SARPANCH SACHIV GRAM PANCHAYAT JEORA,,,,1.0,0.0,20.0,91.0,,1
Normal/Others,WS/MP176/2025-2026/243267,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road from Main Road, the residence of Kaamta to the residence of Naveen bose at Village Batrel, Gram Panchayat Batrel, Janpad Paten",2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,2.0,520000.0,260000.0,260000.0,2026-01-27,2026-04-29,SARPANCH GRAM PANCHYAT BATREL,,,,1.0,0.0,59.0,92.0,,1
Normal/Others,WS/MP176/2025-2026/243268,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road from ration Shop to the redence of Rattiram at Village Batrel, Gram Panchayat - Batrel",2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,2.0,520000.0,260000.0,260000.0,2025-12-24,2026-04-29,SARPANCH GRAM PANCHYAT BATREL,,,,1.0,0.0,59.0,126.0,,1
Normal/Others,WS/MP176/2025-2026/243272,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"construction of C.C. Road at  Ward No. 16, from the residence of Panchram Raghuvanshi to Dehra Ghar",2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,1.0,260000.0,260000.0,260000.0,2025-12-24,2025-12-24,SARPANCH GRAM PANCHAYAT NIPANI,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP176/2025-2026/243273,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road at Ward No. 15, from the residence of Thaan Singh Thakur to the residence of Hirdesh Satnami",2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,1.0,260000.0,260000.0,260000.0,2025-12-24,2025-12-24,SARPANCH GRAM PANCHAYAT NIPANI,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP176/2025-2026/243281,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road at Village Rakhi, Gram Panchayat-Rakhi (from the residence of Nilesh Banchore till Bada Taalab)",2025-10-24,520000.0,2025-12-22,520000.0,Physical Inspection,2.0,520000.0,260000.0,260000.0,2026-01-16,2026-03-12,SARPANCH GRAM PANCHAYAT RAKHI,,,,1.0,0.0,59.0,55.0,,1
Normal/Others,WS/MP176/2025-2026/243283,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of C.C. Road from the residence of Doman Chandrakar to  the Shiv Mandir,2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,2.0,519974.0,259987.0,260000.0,2025-12-24,2026-07-27,SARPANCH GRAM PANCHYAT  ASOGA,,,,0.99995,0.0,59.0,215.0,,1
Normal/Others,WS/MP176/2025-2026/243284,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of C.C. Road from the residence of Neelmani Verma to the Shitala Mata Mandir,2025-10-24,580000.0,2025-12-22,580000.0,Vendor Identification,2.0,579980.0,289990.0,290000.0,2025-12-24,2026-03-02,SARPANCH GRAM PANCHAYAT KASAHI,,,,0.9999655172413793,0.0,59.0,68.0,,1
Normal/Others,WS/MP176/2025-2026/243285,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of C.C. Road at Ward No. 06 (from the residence of Kuleshwar Thakur  to the residence of Parmanand Thakur),2025-10-24,520000.0,2025-12-22,520000.0,Physical Inspection,2.0,520000.0,260000.0,260000.0,2025-12-24,2026-03-03,SARPANCH GRAM PANCHYAT TARRA,,,,1.0,0.0,59.0,69.0,,1
Normal/Others,WS/MP176/2025-2026/243286,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road at Ward No 02, (from the Main Road to the Residence of Santosh Yadav)",2025-10-24,1000000.0,2025-12-22,1000000.0,Vendor Identification,2.0,1000000.0,500000.0,500000.0,2025-12-24,2026-03-19,SARPANCH GRAM PANCHYAT SELUD,,,,1.0,0.0,59.0,85.0,,1
Normal/Others,WS/MP176/2025-2026/243305,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,construction of C.C. Road from the residence of Hira Lal to the residence of Ubheram Sahu,2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,2.0,519974.0,259987.0,260000.0,2026-01-19,2026-08-14,SARPANCH GRAM PANCHYAT Manikchauri,,,,0.99995,0.0,59.0,207.0,,1
Normal/Others,WS/MP176/2025-2026/243306,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of C.C Road from Shaheed Smarak Chowk to the residence of Ashok Thakur,2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,2.0,520000.0,260000.0,260000.0,2026-01-05,2026-03-19,SARPANCH GRAM PANCHYAT Dhaur,,,,1.0,0.0,59.0,73.0,,1
Normal/Others,WS/MP176/2025-2026/243771,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road at Ward No 13, Village - Chunkatta, Gram Panchayat - Chuntakka, Sub District - Patan, District - Durg",2025-10-24,520000.0,2025-12-22,520000.0,Vendor Identification,1.0,260000.0,260000.0,260000.0,2026-01-12,2026-01-12,SARPANCH GRAM PANCHAYAT CHUNKATTA,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP225/2024-2025/140116,Chhattisgarh,DURG,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of community centers/community halls and its Boundary wall for the benefit of  Local people.,2024-09-09,3000000.0,2024-12-23,3000000.0,Physical Inspection,3.0,3000000.0,1000000.0,1200000.0,2024-12-27,2026-03-19,SARPANCH GRAM PANCHAYAT JHEET,,,,1.0,0.0,105.0,447.0,,1
Normal/Others,WS/MP176/2025-2026/243141,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of  Community Centre at Satnami Para,2025-10-24,700000.0,2025-12-22,700000.0,Vendor Identification,1.0,350000.0,350000.0,350000.0,2026-01-12,2026-01-12,SARPANCH GRAM PANCHAYAT MOTIPUR,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP176/2025-2026/243264,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of Community Centre and Stage (Manch),2025-10-24,700000.0,2025-12-22,700000.0,Vendor Identification,1.0,350000.0,350000.0,350000.0,2025-12-24,2025-12-24,SARPANCH GRAM PANCHAYAT KHARRA,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP176/2025-2026/243279,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of Community Centre at Marar Para,2025-10-24,700000.0,2025-12-22,700000.0,Vendor Identification,1.0,350000.0,350000.0,350000.0,2025-12-24,2025-12-24,SARPANCH GRAM PANCHAYAT CHULGAHAN,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,WS/MP176/2025,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of Shed near Shitala Taalab at Village-Karsa, Gram Panchayat - Karsa",2025-10-24,500000.0,2025-12-22,500000.0,Vendor Identification,,,,,,,,,,,,0.0,59.0,,,0
Normal/Others,WS/MP176/2025-2026/243139,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of Boundary Wall of Community Centre at Sahu Para,2025-10-24,500000.0,2025-12-22,500000.0,Vendor Identification,2.0,500000.0,250000.0,250000.0,2025-12-24,2026-06-11,SARPANCH GRAM PANCHYAT JAMRAW,,,,1.0,0.0,59.0,169.0,,1
Normal/Others,WS/MP176/2025-2026/243140,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,Construction of boundary wall and Shed for Community Kitchen at Community Centre at Kurmipara,2025-10-24,1000000.0,2025-12-22,1000000.0,Physical Inspection,1.0,500000.0,500000.0,500000.0,2026-01-05,2026-01-05,SARPANCH GRAM PANCHYAT PAHANDA A,,,,0.5,0.0,59.0,0.0,,1
Normal/Others,NA/Chattisgarh/57/f205364e,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road in Minimata District Centre, Village - Demar, Gram Panchayat - Demar,",2025-10-24,1000000.0,,,,,,,,,,,,,,,,,,,0
Normal/Others,WS/MP176/2025-2026/243308,Chhattisgarh,DURG,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"Construction of Cultural Art Stage at Kabir Chowk, village-Amleshwar, gram Pnachayat-Amleshwar, Sub District-Patan, District-Durg",2025-10-24,1000000.0,2026-01-20,1000000.0,Sanction,,,,,,,,,,,,0.0,88.0,,,0
Normal/Others,WS/MP224/2026-2027/284723,Chhattisgarh,DURG,Smt. Phulo Devi Netam (2026-32) (2026-2032),Elected MP,Gram Kuthrel ke chandrakar para me sanskritik bhawan nirman karya,2026-05-30,1000000.0,2026-08-11,1000000.0,Vendor Identification,1.0,500000.0,500000.0,500000.0,2026-08-19,2026-08-19,SARPANCH SACHIV GRAM PANCHAYAT KUTHREL,,,,0.5,0.0,73.0,0.0,,1
Normal/Others,WS/MP18464/2026,Chhattisgarh,KORBA,Smt. Laxmi Verma (2026-32) (2026-2032),Elected MP,Embankment construction work on the Korvapara access road.,2026-07-15,1500000.0,2026-08-03,1500000.0,Vendor Identification,,,,,,,,,,,,0.0,19.0,,,0
Normal/Others,WS/MP18464/2026-2027/295378,Chhattisgarh,KORBA,Smt. Laxmi Verma (2026-32) (2026-2032),Elected MP,CC Road Construction Work: From Vinay's House towards Tikripara Part 2,2026-07-15,1000000.0,2026-07-24,1000000.0,Vendor Identification,1.0,500000.0,500000.0,500000.0,2026-07-27,2026-07-27,CEO JP Pali sansad mad 18th,,,,0.5,0.0,9.0,0.0,,1
Normal/Others,WS/MP176/2024-2025/149419,Chhattisgarh,UTTAR BASTAR KANKER,Shri Rajeev Shukla (2022-28) (2022-2028),Elected MP,"I propose the construction of a state-ofthe-art public (digital) library in Kanker, with a planned seating capacity of 250-300 individuals at ward no. 09, Aklavya Hostal Bhanupratappur Kanker",2024-10-25,30000000.0,2024-12-20,30000000.0,Physical Inspection,4.0,30000000.0,7500000.0,12500000.0,2024-12-20,2025-03-28,Samriddhi Enterprises,,,,1.0,0.0,56.0,98.0,,1
Normal/Others,WS/MP225/2023-2024/75724,Chhattisgarh,JANJGIR-CHAMPA,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of CC Road from the house of Hulas Diwakar to Silly Approach Road.,2024-01-05,1000000.0,2024-01-19,1000000.0,Physical Inspection,3.0,1000000.0,333333.3333333333,500000.0,2024-01-19,2025-05-01,SARPANCH GRAM PANCHAYAT MUDPAR  B,,,,1.0,0.0,14.0,468.0,,1
Normal/Others,WS/MP225/2023-2024/75727,Chhattisgarh,JANJGIR-CHAMPA,Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Construction of CC Road from main Road towards Mukti Dham at Mudpar (B) Village of Palmgarh Block of Jahanjir Champa District.,2024-01-05,1000000.0,2024-01-19,1000000.0,Physical Inspection,3.0,1000000.0,333333.3333333333,500000.0,2024-01-19,2025-05-01,SARPANCH GRAM PANCHAYAT MUDPAR  B,,,,1.0,0.0,14.0,468.0,,1
