work_type,work_id,state,district,mp_name,constituency,work_description,recommendation_date,recommended_amount,sanction_date,sanctioned_amount,work_status,payment_count,total_disbursed,average_payment,maximum_payment,first_payment_date,last_payment_date,vendor_name,image_available,actual_completion_date,final_completed_amount
Normal/Others,WS/MP18283/2025-2026/229791,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Paikaakhada community center at Dihasahi, Talajanga",2025-08-28,300000.0,2025-12-31,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229793,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Constrution of Bhagabat Community Center at Dhanakuti Sahi, Puri Ward No. 4 (M)",2025-08-28,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229794,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Budheswar Youth Community Center at Rahangiria,2025-08-28,500000.0,2026-01-27,500000.0,Work partially Completed,1.0,500000.0,500000.0,500000.0,2026-08-13,2026-08-13,TAPABANTA SAHOO,,,
Repair and Renovation,WS/MP18283/2025-2026/229795,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Repair and renovation of community centers at Majhisahi, Rahangiria",2025-08-28,400000.0,2026-01-27,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229797,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Community Center at Jadutiadi Jaga,2025-08-28,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/229808,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Khuntia Jaga, Balisahi",2025-08-28,500000.0,2026-05-15,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229831,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Chaityna Community Center at DihaSahi, Talajanga",2025-08-28,300000.0,2025-12-31,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/229833,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Makardwaja Jaga, Baghaakhada Gali, Kumbharpada.",2025-08-28,800000.0,2026-05-15,800000.0,Sanction,,,,,,,,,,
Repair and Renovation,WS/MP18283/2025-2026/229840,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Renovation of Fisherman Community Center at Theenarla Barf, Penthakata",2025-08-28,500000.0,2026-03-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229843,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Mahavir Community Hall at Kundheibenta Sahi,2025-08-28,400000.0,2026-03-05,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229846,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Bhubaneswari Community Center at Abakash Lane,2025-08-28,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229858,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center  at Uttareswarpada, Rahangiria",2025-08-28,500000.0,2026-01-27,500000.0,Work partially Completed,1.0,500000.0,500000.0,500000.0,2026-08-13,2026-08-13,TAPABANTA SAHOO,,,
Repair and Renovation,WS/MP18283/2025-2026/229859,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Renovation of Ganesha Community Center at Harekrushnapur, Malisahi",2025-08-28,300000.0,2026-01-27,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229860,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of community center at Naukera, Harekrushnapur",2025-08-28,500000.0,2026-01-27,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229861,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of community center at Jhinkiria Jagannathpur, Balipada",2025-08-28,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229862,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Banguruba, Khurukhuri",2025-08-28,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/229867,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Badumahapatra Jaga, Chudanga Sahi",2025-08-28,500000.0,2026-05-15,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234194,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Gandamala Jaga, Kalikadevi Sahi, Puri",2025-09-15,800000.0,2026-03-05,800000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234195,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Budhimaa Tota, Markendeswar Sahi, Puri",2025-09-15,700000.0,2026-03-05,700000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234196,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Nilakantha Community Center at Jamarsuan.,2025-09-15,500000.0,2026-03-30,500000.0,Work partially Completed,1.0,265853.0,265853.0,265853.0,2026-07-28,2026-07-28,SABITRI DAS,,,
Normal/Others,WS/MP18283/2025-2026/234197,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Bramhan Sahi Community Center at Bangurbagadadharpur, Balipada, Puri",2025-09-15,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234198,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Siaro, Baliput",2025-09-15,500000.0,2026-02-21,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234199,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Community Center at Barana.,2025-09-15,500000.0,2026-02-21,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234201,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Grameswar Community Center at Samangara,2025-09-15,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234202,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Gaja Laxmi Community Center at Samangara.,2025-09-15,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234203,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Jagulei Community Center at Samangara.,2025-09-15,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234204,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Community Center at Naiguan, PatanaSahi.",2025-09-15,500000.0,2026-02-21,500000.0,Sanction,,,,,,,,,,
Repair and Renovation,WS/MP18283/2025-2026/234207,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Renovation of Ganapati Community Center at Beldal.,2025-09-15,400000.0,2026-03-30,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234208,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Kanthapur Satadesha Community Center near Melana Padia, at Brahmagiri GP",2025-09-15,500000.0,2026-03-05,500000.0,Time Estimation,,,,,,,,,,
Repair and Renovation,WS/MP18283/2025-2026/234209,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Renovation of Madanmohan  Community Center at Daitapada Sahi,2025-09-15,300000.0,2026-03-05,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234237,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of  Community Center at Penthakata, Ward No. 26, Puri Municipality",2025-09-15,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Repair and Renovation,WS/MP18283/2025-2026/234238,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Renovation of Dasaratharama  Community Center at D Nagesawr Barfa, Penthakata",2025-09-15,400000.0,2026-03-05,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234239,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Yesu Rakhsna Sangam Community Hall at D Kodanda Barf, Penthakata",2025-09-15,400000.0,2026-03-05,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234240,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Bhagwat Gita Community Center near Sairam Mandir, Bangarama Barf, Penthakata",2025-09-15,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Repair and Renovation,WS/MP18283/2025-2026/234241,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of K Apparao Barf Community Center at Penthakata,2025-09-15,300000.0,2026-03-05,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/234242,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Jagannath Community Hall at Bondelbarf, Penthakata",2025-09-15,400000.0,2026-05-15,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234243,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Fisherman Community Center at P Apparao Barf, Penthakata",2025-09-15,400000.0,2026-03-05,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/234247,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Fisherman Community Center at Behera Sahi,",2025-09-15,500000.0,2026-05-15,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234248,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Ugrasen Community Center at Balisahi,2025-09-15,400000.0,2026-03-05,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234263,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Mukteswar Community Center at Ward No 06, Pipili NAC",2025-09-15,300000.0,2026-02-18,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234264,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of Mangala Community Hall at Ward No. 11.,2025-09-15,300000.0,2026-02-18,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234265,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Kendraswari Community Hall at Rench, Delanga",2025-09-15,300000.0,2025-12-12,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2023-2024/75426,Odisha,PURI,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of Community Centre At - Uhanga,2024-01-04,500000.0,2024-02-08,500000.0,Physical Inspection,1.0,500000.0,500000.0,500000.0,2024-04-22,2024-04-22,SUBHASHREE BISWAL,,,
Normal/Others,WS/MP131/2023-2024/75427,Odisha,PURI,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of Community Centre At - Karanjisahi (Bishntupur),2024-01-04,500000.0,2024-02-08,500000.0,Physical Inspection,3.0,464746.0,154915.33333333334,443651.0,2024-11-01,2024-11-01,TAHASILDAR NIMAPARA | BDO NIMAPADA | Gouranga Ch Sitha,,,
Normal/Others,WS/MP132/2024-2025/129063,Odisha,PURI,Shri Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,"Construction of Community Centre at Tainlo Village. Block: Kanasa, District: Puri",2024-03-15,500000.0,2024-08-22,500000.0,Work partially Completed,1.0,500000.0,500000.0,500000.0,2026-07-15,2026-07-15,BALAKRUSHNA JENA,,,
Normal/Others,WS/MP138/2024-2025/157421,Odisha,PURI,Smt. Sulata Deo (2022-28) (2022-2028),Elected MP,"1.	Construction of Badadanda Sai Community Center, GP-Badaanlo, Ward No7, Block-Krushna Prasad 	05.00	Puri	Collector Puri	Rural",2024-12-08,500000.0,2025-02-15,500000.0,Physical Inspection,8.0,500000.0,62500.0,310747.0,2025-03-19,2025-04-22,TAHASILDAR KRUSHNAPRASAD | MEMBER SECY OB AND OC WWB BBSR | KAMALAKANTA BASKEY | BDO KRUSHNAPRASAD ST DEDUCT,,,
Normal/Others,WS/MP138/2024-2025/157422,Odisha,PURI,Smt. Sulata Deo (2022-28) (2022-2028),Elected MP,"Construction of Kenchukeswar COmmunity Center, Vilage- Kankada Dipi, Ward No. 4 GP - Kusubenti, Block- Brahmagiri",2024-12-08,500000.0,2025-02-15,500000.0,Physical Inspection,1.0,500000.0,500000.0,500000.0,2026-08-31,2026-08-31,SATYAPRIYA JENA,,,
Normal/Others,WS/MP18283/2025-2026/258416,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of CC road from Alasankha Primary School to Village Smasan.,2026-01-09,500000.0,2026-03-05,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/258417,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of CC road from Banabarada to Itibhuan.,2026-01-09,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/258420,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road at Siyal Sahi, Dolagobindapur.",2026-01-09,700000.0,2026-03-30,700000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/258435,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road at Harijana Sahi, Gaindol",2026-01-09,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/258428,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of CC road from Tala Kanduriapada to Upaar Kanduriapada.,2026-01-09,300000.0,2026-03-30,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/258422,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road and Drainage system at Harijanasahi, Mahana Sahi, Birapratappur",2026-01-09,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/238351,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of Paver Block road At Laxmi Nrusinghanagar, Gopalpur, Baliguali",2025-09-26,500000.0,2026-03-30,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/229848,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Installation of Multi Gym Equipment at Jaigada Jaga, Kumbharpada",2025-08-28,500000.0,2026-03-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2026-2027/229849,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Installation of Multi Gym Equipment at Odisha Jatiya Bayam Krida Parisada, Seabeach",2025-08-28,500000.0,2026-05-26,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234266,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road at Tailasahi, Singhaberhampur Purbabad.",2025-09-15,300000.0,2025-12-12,300000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18283/2025-2026/234267,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road from Gagan Pradhan house to Ujjanipada RD, GP- Bharatipur",2025-09-15,300000.0,2026-02-18,300000.0,Physical Inspection,1.0,300000.0,300000.0,300000.0,2026-05-12,2026-05-12,SITAPATI SETHI,,,
Normal/Others,WS/MP18283/2025-2026/234269,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,"Construction of CC road from Mohanty Sahi to Melana Padia at Jenapur 1, Delanga",2025-09-15,400000.0,2025-12-12,400000.0,Physical Inspection,1.0,400000.0,400000.0,400000.0,2026-01-30,2026-01-30,LOPAMUDRA PATI TC DELANG BLOCK,,,
Normal/Others,WS/MP18283/2025-2026/229857,Odisha,PURI,Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,Construction of CC road from Chandanpur Embarkment road to Saraswati Sishu Bidya Mandir at Chandapur,2025-08-28,500000.0,2026-03-30,500000.0,Work partially Completed,1.0,500000.0,500000.0,500000.0,2026-07-21,2026-07-21,PRAJNA PARIMITA DAS,,,
Normal/Others,WS/MP131/2026-2027/275356,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of Additional Classroom of Sishu Mandir of Village Jagannath Prasad, Block Naktideul",2026-03-22,500000.0,2026-08-07,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275354,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of Dining Hall of Kadaligarh High School at Village GP Kadaligarh of Redhakhol Block,2026-03-22,1000000.0,2026-08-06,1000000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275349,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of Boundary wall and Entrance Gate of Rampur Sadar UP School, Ward No 13",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275350,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of Additional Class Room of Bindhyabasini UP School, Ward No 3",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18452/2026-2027/292267,Odisha,SAMBALPUR,Dr. Santrupt Misra (2026-32) (2026-2032),Elected MP,Construction of Community Centre at Kakudipali under Batemura GP of Maneswar Block,2026-07-09,600000.0,2026-08-03,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18452/2026-2027/292268,Odisha,SAMBALPUR,Dr. Santrupt Misra (2026-32) (2026-2032),Elected MP,Construction of Community Centre at Getipada under Ward No. 41 of SMC,2026-07-09,600000.0,2026-08-03,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18452/2026-2027/292269,Odisha,SAMBALPUR,Dr. Santrupt Misra (2026-32) (2026-2032),Elected MP,"Construction of Community Centre at Ammppada, Kiritpur under Batemura GP of Maneswar Block",2026-07-09,600000.0,2026-08-03,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18452/2026-2027/292270,Odisha,SAMBALPUR,Dr. Santrupt Misra (2026-32) (2026-2032),Elected MP,"Construction of Community Centre at Sansinghari, Khdiapada under Ward No. 2 of SMC",2026-07-09,600000.0,2026-08-03,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP18452/2026-2027/292271,Odisha,SAMBALPUR,Dr. Santrupt Misra (2026-32) (2026-2032),Elected MP,Construction of Community Centre at Jhrapada Chipilima under Kurdula of Dhankauda Block,2026-07-09,600000.0,2026-08-03,600000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275355,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Installation of Cold Drinking Water system of Pandkimal UP School of Village Pandkimal GP Kadaligarh, Block Redhakhol",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275345,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of Community Hall at Bhaluchua, Ward No-6 of Redhakhol NAC in Sambalpur district",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275346,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Completion of Kalyan Mandap at Pathansahi, Ward No 9 of Redhakhol NAC in Sambalpur district",2026-03-22,1000000.0,2026-08-06,1000000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275347,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Completion of Kalyan Mandap at Dimirikuda, Ward No 10 of Redhakhol NAC in Sambalpur district",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275348,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Completionn of Community Hall near Sampark Club, Ward No 12",2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275352,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Completion of Kalyan Mandap at Village GP Bansajal of Redhakhol Block,2026-03-22,500000.0,2026-08-06,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275359,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Completion of Community Centre near the Driver Association Office at Village Jagannath Prasad,2026-03-22,400000.0,2026-08-07,400000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2026-2027/275360,Odisha,SAMBALPUR,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of Community Centre at Village Sudapada GP Daincha of Naktideul Block,2026-03-22,500000.0,2026-08-07,500000.0,Sanction,,,,,,,,,,
Normal/Others,WS/MP131/2023-2024/75804,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of paber Block fixing in front of Bijadihi Community Centre,2024-01-05,300000.0,2024-02-16,300000.0,Work Completed,1.0,300000.0,300000.0,300000.0,2024-07-29,2024-07-29,PANCHAMI DHRUA,,,
Normal/Others,WS/MP131/2023-2024/75802,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Completion of Community Centre at Kinjirma Chruchpada,2024-01-05,400000.0,2024-02-16,400000.0,Vendor Identification,1.0,400000.0,400000.0,400000.0,2024-10-07,2024-10-07,MAHARAGU PRADHAN,,,
Normal/Others,WS/MP131/2023-2024/75803,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Improvement of Road from Kudabaga U.P. School to Baghaiaberna Road,2024-01-05,200000.0,2024-03-11,200000.0,Work Completed,1.0,200000.0,200000.0,200000.0,2024-08-12,2024-08-12,SATYAPRIYA SAMAL,,,
Normal/Others,WS/MP131/2023-2024/75835,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of CC drain with Slape from Illyas House to Irshad House in Mistry Daffai (Birmitrapur Municipality),2024-01-05,300000.0,2024-03-15,300000.0,Physical Inspection,4.0,300000.0,75000.0,277539.0,2025-04-22,2025-04-22,SAMITI AC BDO NUAGAON | MEMBER SECY OB AND OC WWB BBSR | ROYALTY TAHSILDAR BIRMITRAPUR | Upendranath Shee AE,,,
Normal/Others,WS/MP131/2023-2024/116760,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of CC Road from KalaPada to Raja Munda at BhabaniPur, Near Andha Kapileswar Temple, Kapileswarpur, GP-Kirei, Block, Sadar (Sundargarh)",2024-02-28,600000.0,2024-03-11,600000.0,Vendor Identification,1.0,600000.0,600000.0,600000.0,2024-04-23,2024-04-23,JUNIOR ENGINEER SADAR BLOCK8144091085,,,
Normal/Others,WS/MP131/2023-2024/121530,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of CC Road from Dhiraj Shop to MD Basti House,2024-03-06,1000000.0,2024-03-11,1000000.0,Work Completed,1.0,1000000.0,1000000.0,1000000.0,2025-08-06,2025-08-06,SUMITRA BEHERA,,,
Normal/Others,WS/MP131/2023-2024/75836,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of CC Road Jagal Village End and to Jharkhan Border Jaraikela GP (Bisra Block),2024-01-05,300000.0,2024-02-16,300000.0,Physical Inspection,1.0,300000.0,300000.0,300000.0,2024-10-08,2024-10-08,Niraj Kumar Sahoo Junior Engineer Bisra,,,
Normal/Others,WS/MP131/2023-2024/75841,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of CC Road from Kedia House to Indane Gas Godown and adjacent Galli,2024-01-05,1000000.0,2024-03-11,1000000.0,Work Completed,2.0,1000000.0,500000.0,923800.0,2024-08-28,2024-08-28,BDO RAJGANGPUR | BABITA PATEL,,,
Normal/Others,WS/MP131/2023-2024/75842,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of road from Court Road to Sapneswar Mandir,2024-01-05,1000000.0,2024-02-16,1000000.0,Physical Inspection,2.0,1000000.0,500000.0,937930.0,2024-05-29,2024-05-29,BDO RAJGANGPUR | SAGARIKA SWAIN,,,
Normal/Others,WS/MP131/2023-2024/75815,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road at Deobhubanpur Rangapada from Akhada Danda to Mohato House in Deobhubanpur, Balisankara Block, Sundargarh District",2024-01-05,300000.0,2024-03-15,300000.0,Work Completed,1.0,300000.0,300000.0,300000.0,2025-07-02,2025-07-02,SANJAY KHADIA,,,
Normal/Others,WS/MP131/2023-2024/75816,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of C.C. Road from A.w.c. to Herman house, Bramhamanibahal, in Lulkidihi, Balisankara Block, Sundargarh",2024-01-05,400000.0,2024-03-11,400000.0,Work Completed,1.0,400000.0,400000.0,400000.0,2024-07-31,2024-07-31,SUCHITRA KUMAR PATEL,,,
Normal/Others,WS/MP131/2023-2024/75817,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of C.C. road at Dhukupada,2024-01-05,400000.0,2024-03-15,400000.0,Physical Inspection,1.0,400000.0,400000.0,400000.0,2024-07-24,2024-07-24,Debasis Purohit,,,
Normal/Others,WS/MP131/2023-2024/75818,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,"Construction of C.C. road at Chhapal, near R.C. Church road in Sagbahal, Balisankara Block, SUndargarh",2024-01-05,400000.0,2024-03-11,400000.0,Work Completed,,,,,,,,,,
Normal/Others,WS/MP131/2023-2024/75819,Odisha,Sundaragada,Dr. Sasmit Patra (2022-28) (2022-2028),Elected MP,Construction of C. C. road from Fagnu Rohidas home to Tilka Rohidas home,2024-01-05,300000.0,2024-03-15,300000.0,Physical Inspection,1.0,300000.0,300000.0,300000.0,2024-08-09,2024-08-09,SHRABAN KUMAR SAHOO,,,
