"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"118","Normal/Others","WS/MP204/2026-2027/265272-Construction of rooms and halls in school and colleges","Uttarakhand","ALMORA(DISTRICT MAGISTRATE ALMORA_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Construction of Building at Sarswati Sishu Mandir Naring Badi Almora","04-Feb-2026","06-Aug-2026","1500000","Sanction"
"119","Normal/Others","WS/MP204/2026-2027/267523-Construction of rooms and halls in school and colleges","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Repair work of Classrooms roofs at Dr. Hariram Arya Inter college Mayapur, Haridwar","10-Feb-2026","15-May-2026","1000000","Sanction"
"120","Normal/Others","WS/MP18333/2026-2027/269882-Construction of rooms and halls in school and colleges","Uttarakhand","CHAMOLI(DM Chamoli_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Sarswati Vidhya Mandir Nandanagar Ghaat Chamoli me Bhawan Nirman( kaksh Nirman) hetu, K.S.- Sichai Khand Kothiyalsain Chamoli","20-Feb-2026","01-Aug-2026","1000000","Sanction"
"121","Normal/Others","WS/MP18333/2025-2026/269901-Construction of rooms and halls in school and colleges","Uttarakhand","Rudraprayag(DM Rudraprayag_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Sarswati Shishu Mandir Phata Rudraprayag me Bhawan(Kaksh) Nirman, K.S.- Vikash Khand Adhikari Ukhimath","20-Feb-2026","12-Mar-2026","1000000","Sanction"
"122","Normal/Others","WS/MP18333/2026-2027/269927-Construction of rooms and halls in school and colleges","Uttarakhand","PAURI GARHWAL(DISTRICT MAGISTRATE PAURI GARHWAL_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Sarswati Vidhyamandir Khirsu (Gwar) pauri me do kaksh Nirman hetu, K.S.- Vikash Khand Adhikari Khirsu","20-Feb-2026","19-May-2026","1500000","Work partially Completed"
"123","Normal/Others","WS/MP18333/2026-2027/295396-Construction of rooms and halls in school and colleges","Uttarakhand","Rudraprayag(DM Rudraprayag_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Sarswati Shishumandir ukhimath Rudraprayag me tinshed hall nirman hetu, K.S.- Khand Vikas Adhikari Ukhimath","15-Jul-2026","19-Aug-2026","1000000","Sanction"
"124","Normal/Others","WS/MP850/2024-2025/105500-Construction of toilet blocks","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","SHREE BHARAT MANDIR INTER COLLEGE RISHIKESH MEIN SHIKSHO KE LIYE TOILET NIRMAN KARYA .. IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","15-Feb-2024","28-Aug-2024","300000","Physical Inspection"
"125","Normal/Others","WS/MP204/2026-2027/264384-Purchase of IT systems, including hardware and software for educational purposes","Uttarakhand","PITHORAGARH(NRLM , pithoragarh)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","To puchase Computer System and Furniture for Skill development of Rural women and Youth at Mahila Ashram Muwani, Pithiragarh","05-Mar-2026","19-May-2026","2000000","Work partially Completed"
"126","Normal/Others","WS/MP204/2026-2027/186813-Development of playground","Uttarakhand","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Construction of basketball court at Bhartiya Shaheed Sainik School Mallital, Nainital","26-Mar-2025","21-May-2026","1146000","Sanction"
"127","Normal/Others","WS/MP18333/2026-2027/254356-Development of playground","Uttarakhand","CHAMOLI(DM Chamoli_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Chamoli ke Vikash khand dasholi me Govt Inter College Gauna me Prarthana manch aur prangan nirman, K.S.- Miner Irriggation Department Chamoli","16-Dec-2025","02-Apr-2026","1000000","Sanction"
"128","Normal/Others","WS/MP850/2025-2026/257748-Development of playground","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","setharam saraswati vidya mandir mein school ground mein devevlopment of playground karya.ia(karyadai sanstatha)-nagar palika parishad herburtpur","07-Jan-2026","06-Feb-2026","585805","Physical Inspection"
"129","Trust and Society","WS/MP850/2026-2027/269351-Development of playground","Uttarakhand","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","JANTA VIDYA MANDIR MEIN COLLEGE KE MAIN GATE EVAM PATHWAY KA NIRMAN..","18-Feb-2026","18-Apr-2026","1000000","Vendor Identification"
"130","Normal/Others","WS/MP18333/2025-2026/203868-Purchase of books and periodicals for libraries/digitization of library books","Uttarakhand","CHAMOLI(DM Chamoli_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Letter as per attached.","26-May-2025","06-Dec-2025","2000000","Vendor Identification"
"131","Normal/Others","WS/MP18333/2026-2027/201288-Purchase of smart boards, visual display units and projectors","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Sarswati Vidhyamandir Manduwala me Smart Boards legwane hetu. Kar. San.- Vidhyalay Praband Samiti","20-May-2025","12-Jun-2026","989994","Work partially Completed"
"132","Normal/Others","WS/MP18333/2025-2026/253641-Purchase of training equipment","Uttarakhand","NAINITAL(DISTRICT MAGISTRATE NAINITAL_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","The New Scholars Academy Indra Nagar-2 Bindukhatta ko Furniture Purchase ke liya , K.S. Prabandhak The New Scholars Academy","12-Dec-2025","16-Jan-2026","300000","Vendor Identification"
"133","Trust and Society","WS/MP850/2025-2026/200414-Setting up of laboratories","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","THE INSTITUTION OF ENGINEERS (INDIA) state centre uttarakhand mein laboratay nirman karya ia (karyadai sanstatha )-THE INSTITUTION OF ENGINEERS (INDIA) state uttarakhand centre","17-May-2025","04-Oct-2025","1000000","Vendor Identification"
"134","Trust and Society","WS/MP850/2026-2027/244820-Setting up of laboratories","Uttarakhand","PAURI GARHWAL(DISTRICT MAGISTRATE PAURI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","SHANTI INTERNATIONAL SACHOOL MEUN LABORATARY KA NIRMAN KARYA","30-Oct-2025","21-Aug-2026","500000","Time Estimation"
"135","Normal/Others","WS/MP850/2023-2024/16375-Setting up of kitchen and pantries","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","SETTING UP OF KITCHEN & PANTARIES AT DAV PG COLLEGE ,DEHRADUN  IA ( KARYADAI SANSTATHA)- BLOCK RAIPUR","04-Sep-2023","03-Oct-2023","999500","Physical Inspection"
"136","Normal/Others","WS/MP850/2024-2025/106441-Purchase of furniture and fixtures for educational purposes","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","100 table & chair/bench at SHRI GURU RAM RAI INTER COLLEGE  SAHASPUR.. IA( KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","16-Feb-2024","28-Aug-2024","720000","Physical Inspection"
"137","Normal/Others","WS/MP850/2024-2025/106442-Purchase of furniture and fixtures for educational purposes","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","100 TABLE & CHAIR/BENCH AT GOVERNMENT INTER COLLEGE ,DHOBALWALA IA(KARYADAI SANSTATHA ) - NAGAR PALIKA PARISHAD HERBURTPUR","16-Feb-2024","28-Aug-2024","720000","Physical Inspection"
"138","Normal/Others","WS/MP850/2023-2024/16376-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","CONTRUCTION OF FABRICATED WARD IN EYE SECTION OF DOON HOSPITAL ,DEHRADUN  IA(KARYADAI SANSTATHA)- BLOCK RAIPUR","04-Sep-2023","03-Oct-2023","999500","Physical Inspection"
"139","Normal/Others","WS/MP204/2025-2026/193366-Purchase of hearse van (Four, three and two wheelers)","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","To purchase a hearse for Nirvana Ashram, Malviya Chowk, Ganeshpur, Roorkee","22-Apr-2025","19-Aug-2025","2565000","Vendor Identification"
"140","Normal/Others","WS/MP204/2024-2025/156570-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Purchase wheel chair at Roorkee Railway Statio","03-Dec-2024","05-Mar-2025","40000","Physical Inspection"
"141","Normal/Others","WS/MP204/2026-2027/264610-Installing hand pumps","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Installation of a Handpump near the community hall in the Schedulded Caste Locality of Lalwala Khalsa Gram Panchayat, Block Bhagwanpur, District Haridwar","05-Mar-2026","14-Aug-2026","80000","Sanction"
"142","Normal/Others","WS/MP18333/2025-2026/186613-Construction of water tanks","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","janpad haridwar ke gaindikhata me shrikrishanyan gaurakshashala me pani ki tanki nirman work. karyadai sansha- vikashkhand bahadrabad","26-Mar-2025","21-Apr-2025","1000000","Physical Inspection"
"143","Normal/Others","WS/MP18333/2026-2027/254372-Construction of water tanks","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Tehri ke vikash khand Chamba me Gram Pata ke Chamnon Talla Tok me peyjal shrot me Chember ka nirman tatha pipe line marmat karya , K.S.- Vikash khand adhikari chamba","16-Dec-2025","29-May-2026","250000","Work partially Completed"
"144","Normal/Others","WS/MP850/2026-2027/248503-Providing supply pipelines for drinking water","Uttarakhand","CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram panchayat kajeena ke kelani tok ki ekal pejal yojna ki maramat evam vistar karya","17-Nov-2025","24-Jul-2026","50000","Sanction"
"145","Normal/Others","WS/MP850/2025-2026/173727-Providing drains and gutters for public drainage","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","WARD 99SHRI KRISHNA ENCLAVE EVAM SHIDHIVINAYAK ENCLAVE MEIN HARENDRA SINGH BISHT KE MAKAN SE SHRI RAJEEV THAPLIYAL KE MAKAN HOTE HUE SHRI PARMANAND KE MAKAN TAK NALI NIRMAN KA KARYA.IA KARYADAI SANSTATHA NAGAR PALIKA PARISHAD HERBURTPUR","06-Feb-2025","02-May-2025","1191000","Sanction"
"146","Normal/Others","WS/MP850/2024-2025/136209-Construction of public irrigation facilities","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","TINGARD TOK PAR SAMUHIK SINCHAI GUL KA NIRMAN IA KARYADAI SANSTATHA BLOCK PRATAPNAGAR","18-Aug-2024","18-Oct-2024","1200000","Work partially Completed"
"147","Normal/Others","WS/MP850/2024-2025/136210-Construction of public irrigation facilities","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","TINWAL GAON MEIN PURANI GADH GADRE MEIN SAMUHIK SICHAI HAUJ EVAM GUL NIRMAN IA KARYADAI SANSTATH BLOCK PRATAPNAGAR","18-Aug-2024","18-Oct-2024","1500000","Work partially Completed"
"148","Normal/Others","WS/MP850/2024-2025/137758-Construction of public irrigation facilities","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","CONSTRUCTION OF HAUZ AND GOOL IN DANDGAAD GADERA AT GRAM PANCHAYAT PHOKHARI BHADURA,BANIYANI AND OTHER VILLAGE SC/ST KHETR IA KARYADAI SANSTATHA BLOCK PRATAPNAGAR","30-Aug-2024","18-Oct-2024","1500000","Work partially Completed"
"149","Normal/Others","WS/MP18333/2026-2027/253640-Construction of public irrigation facilities","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Vikash Khand Chakrata ke Gram Sabha Dasau ke gram Bhoopau me Sichai Tenk ka Nirman, K.S.- Vikash Khand Adhikari Chakarata","12-Dec-2025","14-May-2026","350000","Vendor Identification"
"150","Normal/Others","WS/MP850/2024-2025/133314-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","suchan goan sthith dewra haltadi motor marg km 6 par sc/st khetr mein bhu katav rokne hetu pakki suraksha deewar evam plum karya","10-Jul-2024","21-Oct-2024","1500000","Physical Inspection"
"151","Normal/Others","WS/MP850/2024-2025/133315-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","vikaskhand mori ke antargat gram suchan gaon ke aamtok sthith dewara haltadi motor marg par sc/st khetr ki pakki suraksha deewar ka karya . ia(karyadai sanstatha)-  block mori","10-Jul-2024","21-Oct-2024","1000000","Physical Inspection"
"152","Normal/Others","WS/MP850/2024-2025/134499-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","GRAM SAUR KE MOTOR ROAD SE GADKA TOK TAK RETARING WALL KA NIRMAN. IA KARYADAI SANSTATHA BLOCK MORI","01-Aug-2024","21-Oct-2024","701000","Physical Inspection"
"153","Normal/Others","WS/MP850/2024-2025/134855-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram saur mein gadaka tok mein suraksha deewar ka nirman. iakaryadai sanstatha block mori","07-Aug-2024","21-Oct-2024","1000000","Physical Inspection"
"154","Normal/Others","WS/MP850/2025-2026/158952-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","DHOBAL GAON KI ANUSUCHIT  BASTI MEIN PAKKI SURAKSHA DIWAR KA NIRMAN KARYA.IA(KARYADAI SANSTATHA)-BLOCK MORI","16-Dec-2024","18-Apr-2025","1497377","Physical Inspection"
"155","Normal/Others","WS/MP850/2025-2026/158953-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","HUMNA TOK MEIN CHANDRAMOHAN KE MAKAN KE SAMEEP  BHAVNO KI SURAKSHA DIWAR KA NIRMAN KARYA.IA(KARYADAI SANSTATHA)-BLOCK MORI","16-Dec-2024","18-Apr-2025","500000","Physical Inspection"
"156","Normal/Others","WS/MP850/2025-2026/173726-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","VIKASKHAND CHAKRATA MEIN HANOL NAHAR KA KARYA.IAKARYADAI SANSTATHA-NAGAR PALIKA PARISHAD HERBURTPUR","06-Feb-2025","02-May-2025","987000","Physical Inspection"
"157","Normal/Others","WS/MP850/2025-2026/174619-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","MANJI GAON MEIN AWASIYE BHAWNO KI PAKKI SURAKSHA DIWAR KA NIRMAN KARYA .IA(KARYADAI SANSTATHA)-BLOCK MORI","09-Feb-2025","18-Apr-2025","1000000","Physical Inspection"
"158","Normal/Others","WS/MP850/2025-2026/174621-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","GRAM JAKHOL KE SARGA AKHORI MEIN SURAKSHA DIWAR KA NIRMAN KARYA.IA(KARYADAI SANSTATHA)-BLOCK MORI","09-Feb-2025","18-Apr-2025","1000000","Physical Inspection"
"159","Normal/Others","WS/MP850/2025-2026/177081-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","GRAM BHEEMAWALA SATIGATA RICE MILL (ST BASTI) SE PULIYA TAK PAKKI SURAKSHA DIWAR KA NIRMAN KARYA ..IA(KARYADAI SANSTATHA)-NAGAR PALIKA PARISHAD HERBURTPUR","23-Feb-2025","03-May-2025","1500000","Physical Inspection"
"160","Normal/Others","WS/MP850/2025-2026/200407-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram matiyava ke matiyava chani mein sthith sarvjanik rastein ki suraksha diwar nirman karya.ia (karyadai sanstatha)- nagar palika parishad herburtpur","17-May-2025","05-Aug-2025","1009000","Physical Inspection"
"161","Normal/Others","WS/MP850/2025-2026/200410-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram sawai mein sardar singh ,swaraj singh v visna das ke gharo ke nikat isthit sarvjanik raste ki suraksha diwar nirman karya. ia (karyyadai sanstatha)- nagar palika parishad herburtpur","17-May-2025","05-Aug-2025","1012000","Physical Inspection"
"162","Normal/Others","WS/MP850/2025-2026/200411-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram jogyo jaliyara tok mein awasiye basti ki pakki suraksha diwar nirman.ia (karyadai sanstatha)- nagar palika parishad herburtpur","17-May-2025","05-Aug-2025","2074000","Physical Inspection"
"163","Normal/Others","WS/MP18333/2025-2026/201371-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Janpad Uttarkashi me Vikas Khand Purola ke bichala math ke gada tok me krishi bhumi ka kataw rokane hetu baad surksha karya Kar. San.- Sichai Khand Purola","20-May-2025","10-Oct-2025","500000","Sanction"
"164","Normal/Others","WS/MP850/2026-2027/244821-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","butogari name tok mein suraksha diwar","30-Oct-2025","28-Jul-2026","150000","Sanction"
"165","Normal/Others","WS/MP850/2025-2026/248512-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","constrution of protection wall at gairinala tok village masari.ia(karyadai sanstatha)-block mori","17-Nov-2025","09-Feb-2026","1500000","Sanction"
"166","Normal/Others","WS/MP18333/2025-2026/254878-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Uttarkashi ke Vikash Khand Bhatwari ke Gram Jamak ke talagad shemla me surksha diwar evam CC Blok ka Nirman, K.S.- Jilla Panchayat uttarkashi","20-Dec-2025","28-Mar-2026","500000","Sanction"
"167","Normal/Others","WS/MP18333/2026-2027/254901-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","PITHORAGARH(NRLM , pithoragarh)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Pithoragarh ke Vikash khand bin me gram upertola ke matiyal bhalya tok me nadi kinare bad surksha karya, K.S.- Jilla panchayat Pithoragarh","20-Dec-2025","16-Apr-2026","500000","Vendor Identification"
"168","Normal/Others","WS/MP18333/2026-2027/254904-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","CHAMPAWAT(DISTRICT MAGISTRATE CHAMPAWAT_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Champawat me N.P. Chanpawat ke Ward N0-1 Chhatar me gandak nadi par Bad Suraksha Karya, K.S.- Vikash Khand Adhikari Champawat","20-Dec-2025","19-May-2026","500000","Vendor Identification"
"169","Normal/Others","WS/MP18333/2025-2026/254905-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","BAGESHWAR(DISTRICT MAGISTRATE BAGESHWAR_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Dist Bageshwar me vikash khand kapkot ke gram cheerabagar ke talla phulwari me bad surksha karya, K.S.- Vikash khand adhikari kapkot","20-Dec-2025","17-Mar-2026","500000","Sanction"
"170","Normal/Others","WS/MP850/2026-2027/263924-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","HARIDWAR(DISTRICT MAGISTRATE HARIDWAR_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","gram bijhauli mein roorkee byepass 334 par national dhaba se talab ki aur rcc nala nirman.ia(karyadai sanstatha)-block roorkee","31-Jan-2026","15-May-2026","1155000","Sanction"
"171","Normal/Others","WS/MP204/2026-2027/275900-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","PITHORAGARH(NRLM , pithoragarh)","Dr. Kalpana Saini (2022-28) (2022-2028)","Elected MP","Construction of protective wall to prevent soil erosion in Kharkoli Hamlet, Gram Panchayat Askora, Block Gangolihat.","26-Mar-2026","23-Apr-2026","2000000","Physical Inspection"
"172","Normal/Others","WS/MP18333/2026-2027/278608-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Uttarakhand","Uttarkashi(DISTRICT COLLECTOR UTTARKASHI_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Vikas Khand Chinyalisaud ke Gram Kauda Phedi ke Phedi me Ghadiyal Tok me surkasha Diwar Nirman. K.S. Khand Vikas Adhikari Chinyalisaud","19-Apr-2026","27-Jul-2026","500000","Work partially Completed"
"173","Normal/Others","WS/MP18333/2025-2026/253651-Setting up of farmers’ training and assistance centers","Uttarakhand","Rudraprayag(DM Rudraprayag_IDA)","Shri Mahendra Bhatt (2024-30) (2024-2030)","Elected MP","Janpad Rudraprayag ke Chopta me van sanrakshit Cheta Chopta me 15 Bhoomi par tarbad, chardiwari Nirman. K.S.- Vikash Khand adhikari ukhimath","12-Dec-2025","19-Feb-2026","300000","Sanction"
"174","Normal/Others","WS/MP850/2023-2024/16377-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","CONTRUCTION OF CC ROAD & PULIYA AT WARD 18 BADRISH COLONY AT PREM NAGAR BAZAR FROM SH. KESHAV DUTT BELWAL HOUSE TO SH. OM PRAKASH KALA HOUSE IN DOIWALA      IA(KARYADAI SANSTATHA)- BLOCK RAIPUR","04-Sep-2023","03-Oct-2023","999500","Physical Inspection"
"175","Normal/Others","WS/MP850/2023-2024/16378-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","CONTRUCTION OF CC ROAD FROM KOTAL GOAN TO TINWAL GOAN IN VILLAGE PANCHAYAT - TINWAL ,BLOCK PRATAPNAGAR  IA(KARYADAI SANTATHA)-BLOCK PRATAPNAGAR","04-Sep-2023","22-Nov-2023","494060","Physical Inspection"
"176","Normal/Others","WS/MP850/2023-2024/17449-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","IN VILLAGE POKHRI CONTRUCTION OF  CC ROAD FROM ROAD TO TINGARD. GRAM PANCHAYAT - POKHRI  IA (KARYADAI SANSTATHA)- BLOCK PRATAPNAGAR","07-Sep-2023","22-Nov-2023","497999","Physical Inspection"
"177","Normal/Others","WS/MP850/2023-2024/17450-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","IN POKHRI CONTRUCTION OF CC ROAD FROM MUDRI GAON TO JADIPANI TOK.GRAM PANCHAYAT - POKHRI  IA ( KARAYADIA SANSTATHA- BLOCK PRATAPNAGAR)","07-Sep-2023","22-Nov-2023","494268","Physical Inspection"
"178","Normal/Others","WS/MP850/2023-2024/25566-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttarakhand","TEHRI GARHWAL(DISTRICT MAGISTRATE TEHRI GARHWAL_IDA)","Shri Naresh Bansal (2020-26) (2020-2026)","Elected MP","GRAM SYALSI SE ALMAS TAK EVAM GRAM SYALSI SE BHAIM TAK SAMPARK MARG NIRMAN , IA(KARYADAI SANSTATHA)- BLOCK JAUNPUR","24-Sep-2023","22-Nov-2023","300000","Work partially Completed"
