"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"1","Normal/Others","NA-Construction of community centers and community halls","Punjab","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","Construction of Shed in Park at Shree Aggarwal Sabha (R.) Bathinda","19-Mar-2026","1500000","NA"
"2","Normal/Others","WS/MP140/2024-2025/126948-Construction of public libraries and reading rooms","Punjab","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Grant for construction of library hall. in village","13-Mar-2024","500000","19-Jul-2024"
"3","Normal/Others","WS/MP844/2025-2026/244230-Purchase of training equipment","Punjab","BATHINDA(DEPUTY COMMISSIONER BHATINDA_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","MPLAD Grant of rupees 1410000 for establishment of Skill Development Labs and other facilities in Drug De Addiction and Rehab Center Bhatinda Please find breakup of the funds for Bhatinda in the annexure attached Additionally the concerned authorities are kindly requested to ensure that the funds are utilized and the Utilization Certificate is submitted to the DC SAS Nagar upon work completion within 60 days of the grant failing which the grant will be reversed to the MPLAD account","27-Oct-2025","1409485","24-Dec-2025"
"4","Normal/Others","WS/MP141/2025-2026/241140-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","construction of Vishwakarma chowk at batala","09-Oct-2025","2000000","29-Dec-2025"
"5","Normal/Others","WS/MP140/2023-2024/7453-Purchase of motor boats for flood and cyclone prone areas","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Purchase of  1 motor boats for flood and cyclone prone areas.  fixing 50mm thick salwood planks for floring","02-Aug-2023","772663","21-Sep-2023"
"6","Normal/Others","WS/MP141/2025-2026/230733-Purchase of motor boats for flood and cyclone prone areas","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","for rescue motor boat in emergency at mukaura pattan block dinanagar","01-Sep-2025","577500","04-Sep-2025"
"7","Normal/Others","WS/MP141/2025-2026/230734-Purchase of motor boats for flood and cyclone prone areas","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","for rescue motor boat in emergency Gania Ke Bet  Block Dera Baba Nanak","01-Sep-2025","577500","04-Sep-2025"
"8","Normal/Others","WS/MP844/2025-2026/237919-Purchase of motor boats for flood and cyclone prone areas","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","MPLAD Grant of rupees 78,78,000 for Procurement of 2 JCBs for Desilting of the sand accumulated due to Floods","25-Sep-2025","6884000","16-Oct-2025"
"9","Normal/Others","WS/MP234/2025-2026/231145-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Punjab","GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA)","Shri Raghav Chadha (2022-28) (2022-2028)","Elected MP","strengthening of flood protection bandh embankment in gurdaspur District.","03-Sep-2025","27500000","17-Nov-2025"
"10","Normal/Others","WS/MP141/2024-2025/172010-Construction of shelters for animals","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","construction of shelters for animals at shri gopal  krishan gaushala committee , near punjab and sind bank , jandiala guru , amritsar","03-Feb-2025","1500000","06-Mar-2025"
"11","Normal/Others","WS/MP141/2025-2026/258740-Construction of shelters for animals","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","contruction of gaushala building at shri gopal krishan gaushala committee , near punjab and sind bank , jandiala guru , amritsar","12-Jan-2026","1500000","23-Feb-2026"
"12","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","For beautification of Kennedy Avenue Park, Interlocking tiles in service lane, Rain Chamber, Road gullies and other Civil development works","31-Jul-2026","500000","NA"
"13","Normal/Others","WS/MP141/2024-2025/135891-Development of public parks","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Development of public parks new focal point park no 1","16-Aug-2024","200000","13-Sep-2024"
"14","Normal/Others","WS/MP141/2024-2025/135892-Development of public parks","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Development of public parks new focal point park no 2","16-Aug-2024","200000","13-Sep-2024"
"15","Normal/Others","WS/MP141/2024-2025/135894-Development of public parks","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Development of public parks in garden enclave park no2","16-Aug-2024","295600","13-Sep-2024"
"16","Normal/Others","WS/MP141/2024-2025/135895-Development of public parks","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Development of public park in garden green park","16-Aug-2024","295300","13-Sep-2024"
"17","Trust and Society","WS/MP844/2024-2025/136730-Setting up public non-conventional energy plants","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Installation of Solar Power System at Hindu College Amritsar worth rupees 25 Lakhs","22-Aug-2024","2500000","03-Jan-2025"
"18","Normal/Others","WS/MP141/2025-2026/184362-Street lights","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","150 street lights for jandiala guru","20-Mar-2025","1737300","09-Apr-2025"
"19","Normal/Others","WS/MP141/2025-2026/258739-Security gates in streets/public place for safety purpose","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","150 solar street lights","12-Jan-2026","1758150","23-Feb-2026"
"20","Normal/Others","WS/MP844/2024-2025/127389-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Various Development work to be carried out on the heritage street of Sri Darbar Sahib, Amritsar. MPLAD grant of rupees One crore Fifty lakh Sixty thousand, Eight Hundred Six only","13-Mar-2024","15060806","07-Aug-2024"
"21","Normal/Others","WS/MP844/2024-2025/152844-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Various Development work to be carried out on the heritage street of Sri Darbar Sahib, Amritsar. MPLAD grant of rupees One crore thirty four lakh two thousand six hundred fifty six","16-Nov-2024","13402656","28-Nov-2024"
"22","Normal/Others","WS/MP141/2024-2025/135888-Construction of rooms and halls in school and colleges","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of interlock tiles in govt primary school vallah","16-Aug-2024","1000000","13-Sep-2024"
"23","Normal/Others","WS/MP141/2024-2025/135890-Construction of rooms and halls in school and colleges","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of rooms and bathrooms govt primary school rasulpur kallar","16-Aug-2024","1000000","13-Sep-2024"
"24","Normal/Others","WS/MP141/2024-2025/135893-Construction of rooms and halls in school and colleges","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of rooms  in govt elementary school verka","16-Aug-2024","500000","13-Sep-2024"
"25","Normal/Others","WS/MP844/2025-2026/233586-Purchase of motor boats for flood and cyclone prone areas","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Grant of rupees 1 crore for the procurement of 3 JCB machines for desilting sand deposited on agricultural lands and other affected areas in flood hit villages and for the purchase of 1 commercial anti mosquito fogging machine to prevent the spread of mosquito borne and other vector borne diseases.","13-Sep-2025","9908000","20-Sep-2025"
"26","Normal/Others","WS/MP235/2026-2027/290362-Construction of community centers and community halls","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","Const. of Community Hall at Valmiki Mandir Gian Ashram Society Valmik Tirath at Village Kaler","30-Jun-2026","1000000","08-Jul-2026"
"27","Repair and Renovation","WS/MP141/2024-2025/135889-Construction of community centers and community halls","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of dharamshala dhingra complex","16-Aug-2024","300000","13-Sep-2024"
"28","Normal/Others","NA-Setting up of laboratories","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Grant of rupees 50 lakhs for setting up of an Artificial Intelligence (AI) lab in Guru Nanak Dev University, Amritsar","05-Aug-2026","5000000","NA"
"29","Normal/Others","WS/MP140/2025-2026/226245-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC)","11-Aug-2025","365800","28-Nov-2025"
"30","Normal/Others","WS/MP141/2025-2026/230796-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","water tanker , fogging machines and gensets for flood  affected villages to 100 villages in Dist Amritsar","01-Sep-2025","806800","18-Sep-2025"
"31","Normal/Others","WS/MP140/2025-2026/231003-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC)","02-Sep-2025","365000","16-Sep-2025"
"32","Normal/Others","WS/MP140/2025-2026/231004-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC)","02-Sep-2025","306800","05-Sep-2025"
"33","Normal/Others","WS/MP140/2025-2026/231005-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC)","02-Sep-2025","365000","16-Sep-2025"
"34","Normal/Others","WS/MP843/2025-2026/231167-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","For Procurement of water tankers, fogging machines and gensets for flood- affected villages of Amritsar","03-Sep-2025","821800","16-Sep-2025"
"35","Normal/Others","NA-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","27-Jul-2026","365800","NA"
"36","Normal/Others","NA-Purchase of mobile water tankers","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","27-Jul-2026","365800","NA"
"37","Normal/Others","WS/MP234/2025-2026/231139-Purchase of mobile sanitation equipment","Punjab","AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA)","Shri Raghav Chadha (2022-28) (2022-2028)","Elected MP","Procurement of jcb machine,tractor trolly, mud loader for desilting sand depositeon agricultural land and other affected areas in flood hit villages.","03-Sep-2025","4954000","20-Sep-2025"
"38","Normal/Others","NA-Installing community drinking water plants","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","01-Sep-2026","365800","NA"
"39","Normal/Others","NA-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","27-Jul-2026","365800","NA"
"40","Normal/Others","WS/MP140/2024-2025/177654-Setting up of community effluent treatment plants","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","For construction of ponds, improvement of wastewater and other development in the village","26-Feb-2025","999942","24-Mar-2025"
"41","Normal/Others","NA-Providing supply pipelines for drinking water","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","To lay a pipeline for the drainage of wastewater","19-Jul-2026","600000","NA"
"42","Normal/Others","WS/MP235/2025-2026/241412-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","To lay Sewar Connection at Village Bhagowal","10-Oct-2025","400000","29-Oct-2025"
"43","Normal/Others","WS/MP235/2025-2026/241413-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","To Lay Sewar Connection at Village  Bassi Maroof Saila Naya Ghar","10-Oct-2025","300000","29-Oct-2025"
"44","Normal/Others","WS/MP140/2025-2026/247930-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","For drainage of waste water","13-Nov-2025","200000","24-Nov-2025"
"45","Normal/Others","WS/MP140/2025-2026/247931-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","For drainage of waste water (Pandalia Mohalla)","13-Nov-2025","200000","24-Nov-2025"
"46","Normal/Others","WS/MP140/2025-2026/247933-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","For drainage of waste water","13-Nov-2025","200000","24-Nov-2025"
"47","Normal/Others","WS/MP140/2025-2026/247944-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","For street drains","13-Nov-2025","200000","24-Nov-2025"
"48","Normal/Others","WS/MP235/2026-2027/290363-Providing drains and gutters for public drainage","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","Const. of Drain Sewrage Pipe Line at Village Dargaheri","30-Jun-2026","250000","06-Aug-2026"
"49","Normal/Others","WS/MP140/2026-2027/291483-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","02-Jul-2026","360000","10-Jul-2026"
"50","Normal/Others","WS/MP140/2026-2027/291484-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","02-Jul-2026","360000","10-Jul-2026"
"51","Normal/Others","WS/MP140/2026-2027/289091-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr mobile water tanker","25-Jun-2026","365800","06-Aug-2026"
"52","Normal/Others","WS/MP235/2025-2026/241414-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Sandeep Kumar Pathak (2022-28) (2022-2028)","Elected MP","Const. of Civil Dispensary at Village Nila Naloya","10-Oct-2025","200000","24-Nov-2025"
"53","Normal/Others","WS/MP141/2024-2025/146613-Purchase of hospital equipment","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","medical equipment for BBMB hospital Talwara details attached","10-Oct-2024","3533480","19-Dec-2024"
"54","Normal/Others","WS/MP141/2025-2026/246895-Purchase of hospital equipment","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","medical equipments at bhol kalota village list attached","08-Nov-2025","2540000","30-Dec-2025"
"55","Normal/Others","WS/MP141/2024-2025/147410-Purchase of prosthetics, wheel chairs, tricycles (manual or motorized), elect scooties, hearing aids","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","7 motorized tricycles for District red cross society hoshiarpur","15-Oct-2024","248400","03-Dec-2024"
"56","Normal/Others","WS/MP140/2025-2026/226244-Installing tube-wells and borewells","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding installing a new borewell for clean water in the village.","11-Aug-2025","300000","16-Sep-2025"
"57","Normal/Others","WS/MP140/2023-2024/88157-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000ltr water tanker to Village Bodal. 2mm stainless sheet AISI 304 Material etc. (SC)","24-Jan-2024","336300","22-Feb-2024"
"58","Normal/Others","WS/MP140/2024-2025/135334-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"59","Normal/Others","WS/MP140/2024-2025/135335-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"60","Normal/Others","WS/MP140/2024-2025/135336-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"61","Normal/Others","WS/MP140/2024-2025/135342-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"62","Normal/Others","WS/MP140/2024-2025/135343-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"63","Normal/Others","WS/MP140/2024-2025/135344-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","10-Aug-2024","336300","06-Nov-2024"
"64","Normal/Others","WS/MP140/2024-2025/136530-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 3000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","20-Aug-2024","224200","11-Nov-2024"
"65","Normal/Others","WS/MP140/2024-2025/161340-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","24-Dec-2024","365800","21-Jan-2025"
"66","Normal/Others","WS/MP140/2024-2025/161341-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","24-Dec-2024","365800","21-Jan-2025"
"67","Normal/Others","WS/MP140/2024-2025/176652-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 5000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","20-Feb-2025","365800","26-Mar-2025"
"68","Normal/Others","WS/MP140/2025-2026/199400-Purchase of mobile water tankers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Sant Balbir Singh (2022-28) (2022-2028)","Elected MP","Regarding for giving single walled fabrication of 3000 ltr water tanker to Village. 2mm stainless sheet AISI 304 Material etc. (SC)","14-May-2025","253700","12-Jun-2025"
"69","Normal/Others","WS/MP843/2025-2026/227607-Purchase of vans and buses for educational institutions","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","Purchase of School Vehicle for students of Blind and Handicaps Development Society","19-Aug-2025","1328530","17-Sep-2025"
"70","Normal/Others","WS/MP844/2026-2027/282772-Setting up of laboratories","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Additional MPLAD Grant of rupees 35 lakhs for establishment of Skill Development labs in Multi Skill Development Centre Hoshiarpur including Furniture and Fixtures. The details of the break up of funds is attached in the annexture","21-May-2026","3500000","09-Jul-2026"
"71","Normal/Others","WS/MP141/2025-2026/213254-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","const of hospital room","28-Jun-2025","200000","14-Jul-2025"
"72","Normal/Others","WS/MP844/2025-2026/244061-Purchase of training equipment","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","Grant of rupees 27,65,120 for establishing Skill Labs at Drug Rehabilitation and De Addiction Centre, Hoshiarpur and establishment of a international standard Synthetic Vollyball Court in the Centre. The list of equipments to be procured for various courses is mentioned in the annexture.","27-Oct-2025","2746080","21-Jan-2026"
"73","Normal/Others","WS/MP844/2025-2026/244101-Purchase of training equipment","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Vikramjit Singh Sahney (2022-28) (2022-2028)","Elected MP","MPLAD Grant of rupees 85 Lakh 10 Thousands for establishment of Skill Development labs in Multi Skill Development Centre Hoshiarpur including Furniture and Fixtures. The details of the  Skill courses is attached in the annexture.","27-Oct-2025","8476000","11-Feb-2026"
"74","Normal/Others","NA-Development of playground","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","CRICKET PITCH(GROUND) at PUBLIC HIGH SR SEC SCHOOL TALWARA","27-Aug-2026","300000","NA"
"75","Normal/Others","WS/MP843/2025-2026/184546-Construction of community centers and community halls","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Dr. Ashok Kumar Mittal (2022-28) (2022-2028)","Elected MP","Additional Construction work in Community Hall (02 bathrooms, room, flooring, electricity work etc.) at Village Bhawanipur District Hoshiarpur","20-Mar-2025","1500000","15-Apr-2025"
"76","Normal/Others","WS/MP141/2025-2026/210474-Construction of community centers and community halls","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of community centers and community halls, Adamwal Gari , Hoshiarpur","19-Jun-2025","12000000","30-Jul-2025"
"77","Normal/Others","WS/MP141/2025-2026/213243-Construction of community centers and community halls","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of community hall","28-Jun-2025","200000","14-Jul-2025"
"78","Normal/Others","WS/MP141/2025-2026/213247-Construction of community centers and community halls","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","street and drain","28-Jun-2025","200000","14-Jul-2025"
"79","Normal/Others","WS/MP141/2025-2026/213249-Construction of community centers and community halls","Punjab","HOSHIARPUR(DEPUTY COMMISSIONER HOSHIARPUR_IDA)","Shri Harbhajan Singh (2022-28) (2022-2028)","Elected MP","Construction of bus stand","28-Jun-2025","100000","14-Jul-2025"
