"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"143","Normal/Others","WS/MP053/2023-2024/43911-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MUKESH MANDAL HOUSE TO RAJARAM GUPTA HOUSE IN WARD 14 ITAHRI PANCHAYAT","02-Nov-2023","387537","03-Feb-2024"
"144","Normal/Others","WS/MP053/2023-2024/43912-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SCHOOL NEAR ANWAR MISTRI HOUSE TO TASLEEM HOUSE IN BAKARPUR KATORIYA PANCHAYAT","02-Nov-2023","396802","18-Dec-2023"
"145","Normal/Others","WS/MP053/2023-2024/43913-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH COVERED NALA FROM MAIN ROAD ANAND YADAV HOUSE TOI DEVAN YADAV HOUSE IN MAHULI PANCHAYAT","02-Nov-2023","394865","05-Feb-2024"
"146","Normal/Others","WS/MP053/2023-2024/43914-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BOKU YADAV TO KAPIL YADAV GODOWN IN SHANKARPUR PANCHAYAT","02-Nov-2023","346702","07-Feb-2024"
"147","Normal/Others","WS/MP053/2023-2024/43916-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SANJAY SHARMA HOUSE TO MRITUNJAY SHARMA HOUSE IN WARD 12 NAUAGARHI NORTH PANCHAYAT","02-Nov-2023","398435","18-Dec-2023"
"148","Normal/Others","WS/MP053/2023-2024/43917-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTI0N OF PCC ROAD FROM BHAGWATI ASTHAN TO DAS TOLA IN KUTLUPUR PANCHAYAT","02-Nov-2023","400000","04-Mar-2024"
"149","Normal/Others","WS/MP053/2023-2024/43918-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM GANGA YADAV HOUSE TO MASUDAN PUR IN KUTLUPUR PANCHAYAT","02-Nov-2023","399417","22-Jan-2024"
"150","Normal/Others","WS/MP053/2023-2024/43919-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD TO JHAKO YADAV HOUSE  IN JAFARNAGAR PANCHAYAT","02-Nov-2023","397332","18-Dec-2023"
"151","Normal/Others","WS/MP053/2023-2024/43920-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH NALA AND PULIA FROM SITAKUND MINI MALL TO SIBLEE HOUSE","02-Nov-2023","348337","03-Feb-2024"
"152","Normal/Others","WS/MP053/2023-2024/43921-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SITAKUND PATH TO SAHROOL HOUSE VIA MASJID AND CONSTRUCTION OF NALA WITH COVER IN SITAKUND HARCHAND","02-Nov-2023","394938","21-Feb-2024"
"153","Normal/Others","WS/MP053/2023-2024/43922-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM ANIL YADAV HOUSE TO RAMSAWROOP HOUSE IN SHANKARPUR PANCHAYAT","02-Nov-2023","397202","18-Dec-2023"
"154","Normal/Others","WS/MP053/2023-2024/43935-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BISWARI SAH HOUSE TO BANO YADAV HOUSE VIA MURARI YADAV AND GUDDU YADAV HOUSE IN BARIYARPUR","02-Nov-2023","399656","13-Feb-2024"
"155","Normal/Others","WS/MP053/2023-2024/43895-Renovation of ponds and lakes","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","BEAUTIFICATION OF KARGIL CHOK NEAR NEELAM CINEMA IN WARD 10","02-Nov-2023","400000","07-Mar-2024"
"156","Normal/Others","WS/MP053/2023-2024/43925-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM DELESWAR YADAV GODOWN TO TULU YADAV HOUSE IN SHANKARPUR PANCHAYAT","02-Nov-2023","397199","18-Dec-2023"
"157","Normal/Others","WS/MP053/2023-2024/43926-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH NALA FROM RAJENDRA CHOUDHARY TO SURENDRA YADAV HOUSE IN TARAPUR DIARA PANCHAYAT","02-Nov-2023","394877","18-Dec-2023"
"158","Normal/Others","WS/MP053/2023-2024/43927-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM RAMBILASH MANDAL HOUSE TO COMMUNITY HALL IN MAI PANCHAYAT","02-Nov-2023","397529","18-Dec-2023"
"159","Normal/Others","WS/MP053/2023-2024/43928-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SANTOSH PANDIT HOUSE TO PARSURAM YADAV HOUSE IN JANKINAGAR PANCHAYAT","02-Nov-2023","344989","21-Feb-2024"
"160","Normal/Others","WS/MP053/2023-2024/43929-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SUBODH SAH HOUSE TO KUNO YADAV HOUSE IN TIKARAMPUR PANCHAYAT","02-Nov-2023","393753","12-Feb-2024"
"161","Normal/Others","WS/MP053/2023-2024/43930-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM AJAY YADAV HOUSE TO PANKAJ YADAV HOUSE IN TIKARAMPUR PANCHAYAT","02-Nov-2023","389926","12-Feb-2024"
"162","Normal/Others","WS/MP053/2023-2024/43931-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM WAKEEL PASWAN HOUSE TO BRAJESH SHARMA HOUSE IN NAUGARHI NORTH PANCHAYAT","02-Nov-2023","347950","18-Dec-2023"
"163","Normal/Others","WS/MP053/2023-2024/43932-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH NALA FROM PANI TANKI RAJENDRA CHOUDHARY HOUSE TO SURENDRA YADAV HOUSE IN WARD 4 RATANPUR","02-Nov-2023","394957","07-Feb-2024"
"164","Normal/Others","WS/MP053/2023-2024/43933-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SAHDEV MANDAL HOUSE TO RURAL ROAD PANKAJ KUMAR HOUSE IN KALYAN TOLA WARD 4 BIND DIARA","02-Nov-2023","395106","18-Jan-2024"
"165","Normal/Others","WS/MP053/2023-2024/43923-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SIRHI AND BEAUTIFICATION IN TALAB BEHIND NAUGARHI HIGH SCHOOL","02-Nov-2023","448396","21-Feb-2024"
"166","Normal/Others","WS/MP053/2023-2024/43934-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SIRHI GHAT BEHIND C B L COLLEGE IN PARIA PANCHAYAT","02-Nov-2023","448217","30-Jan-2024"
"167","Normal/Others","WS/MP053/2023-2024/43936-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CHABUTRA NEAR PRASHANT KUMAR MISHRA AND JAI RAM JEE HOUSE IN WARD 05 HARINMAR PANCHAYAT","02-Nov-2023","339551","03-Feb-2024"
"168","Normal/Others","WS/MP053/2023-2024/43937-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM DILIP PASWAN TO SEVO PASWAN HOUSE IN PASWAN TOLA KARHARIYA PURBI PANCHAYAT","02-Nov-2023","386933","03-Feb-2024"
"169","Normal/Others","WS/MP053/2023-2024/43938-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM NH-80 TO RING BANDH GANGA RIVER IN BANGALEE TOLA KARHARIYA PASCHIM PANCHAYAT","02-Nov-2023","394738","18-Jan-2024"
"170","Normal/Others","WS/MP053/2023-2024/43939-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM NAL JAL TANKI TO ANIL DUBE HOUSE IN WARD 04 KARHARIYA PASCHIM PANCHAYAT","02-Nov-2023","380712","03-Feb-2024"
"171","Normal/Others","WS/MP053/2023-2024/43940-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM GAFFAR ALI HOUSE TO ASHOK CHOUDHARY HOUSE IN KARHARIA PASCHIM PANCHAYAT","02-Nov-2023","347127","22-Jan-2024"
"172","Normal/Others","WS/MP053/2023-2024/43941-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM PINTU SINGH HOUSE TO KEDAR MANDAL HOUSE VIA AWDESH SINGH HOUSE IN WARD 08 KARHRIA SOUTH KHARIA","02-Nov-2023","394859","22-Jan-2024"
"173","Normal/Others","WS/MP053/2023-2024/43942-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM  NH-31 TO HALDHAR SHARMA HOUSE VIA TRIVENI BHAGAT HOUSE IN BARIYARPUR NAYA CHAWNI VILLAGE IN NIRPUR PANCHAYAT","02-Nov-2023","392558","12-Feb-2024"
"174","Normal/Others","WS/MP053/2023-2024/43943-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM JAGO MANDAL HOUSE TO HARDEV MANDAL HOUSE IN JHAUA BAHIYAR PANCHAYAT","02-Nov-2023","385542","23-Feb-2024"
"175","Normal/Others","WS/MP053/2023-2024/50996-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from bridge in ward no.2 of karhariya East panchayat to the house of Babua jee","21-Nov-2023","395710","20-Jan-2024"
"176","Normal/Others","WS/MP053/2023-2024/50997-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the house of Niranjan jee to the Railway Bridge in karhariya East Panchayat","21-Nov-2023","390226","20-Jan-2024"
"177","Normal/Others","WS/MP053/2025-2026/229769-Construction of public libraries and reading rooms","Bihar","NAWADA(District Planning Officer NAWADA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of a Library in Ward no. 7 in village Apsand.","28-Aug-2025","2211000","27-Sep-2025"
"Grand Total"," "," "," "," "," "," "," "," "," ","18,59,03,989"
