"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"37","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/146972","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Jan-2025","ASSISTANT ENGINEER PATNA SAHIB","Payment Success","969783"
"38","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156956","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","14-Feb-2025","VEDIKA SINGH","Payment Success","1486637"
"39","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156957","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","14-Feb-2025","VEDIKA SINGH","Payment Success","1489938"
"40","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156958","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","14-Feb-2025","VEDIKA SINGH","Payment Success","1390866"
"41","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156959","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","14-Feb-2025","VEDIKA SINGH","Payment Success","1290892"
"42","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156960","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","19-Feb-2025","VEDIKA SINGH","Payment Success","1492700"
"43","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156961","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","19-Feb-2025","VEDIKA SINGH","Payment Success","1492793"
"44","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156962","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","19-Feb-2025","VEDIKA SINGH","Payment Success","1493102"
"45","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156987","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","19-Feb-2025","VEDIKA SINGH","Payment Success","1493131"
"46","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156988","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","07-May-2025","VAIBHAV VATSHALYA","Payment Success","1202000"
"47","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156989","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Mar-2025","VAIBHAV VATSHALYA","Payment Success","1236900"
"48","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156990","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Mar-2025","VAIBHAV VATSHALYA","Payment Success","1178500"
"49","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156991","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1481800"
"50","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/156992","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1479600"
"51","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/161176","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1482700"
"52","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/161177","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1481100"
"53","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/161178","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","13-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1009204"
"54","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/163090","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1475019"
"55","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/163091","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1474247"
"56","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2024-2025/163092","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Feb-2025","ASSISTANT ENGINEER BANKIPUR","Payment Success","1476134"
"57","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2025-2026/179152","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","10-Sep-2025","GUDIYA KUMARI","Payment Success","1483008"
"58","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2025-2026/179153","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","31-Jul-2025","SUMAN JAISWAL","Payment Success","1483556"
"59","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43855","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Sep-2024","AJAY KUMAR ROY","Payment Success","490269"
"60","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43856","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","28-Sep-2024","AJAY KUMAR ROY","Payment Success","489671"
"61","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43857","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","21-Nov-2024","ASHOK KUMAR","Payment Success","489680"
"62","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43858","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","29-Jun-2024","NIRAJ KUMAR","Payment Success","494293"
"63","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43859","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","12-Feb-2024","Pushpam Singh","Payment Success","396106"
"64","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43869","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","12-Feb-2024","Pushpam Singh","Payment Success","396071"
"65","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43870","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","15-May-2024","Malti Devi","Payment Success","395662"
"66","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43871","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","12-Feb-2024","Malti Devi","Payment Success","395118"
"67","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43872","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","03-Jun-2024","Sumit Kumar Nirala","Payment Success","398981"
"68","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43873","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","04-Mar-2024","Ravi Kumar","Payment Success","392528"
"69","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43874","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","20-Jun-2024","AJAY KUMAR ROY","Payment Success","396663"
"70","Bihar","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP053/2023-2024/43875","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","17-Feb-2024","Santosh Kumar Singh","Payment Success","397482"
