"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"2046","Normal/Others","WS/MP202/2025-2026/199158-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHANDSIRKONI AWADH NARAYAN INTER COLLAGE VISUNPUR JAUNPUR ME 06VE 200 WATT 9 METER POLL SAHIT VIDHUT HIGH MAST LIGHT KA KARYA","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","23-Nov-2025","197803"
"2047","Normal/Others","WS/MP202/2025-2026/199171-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND MUNGRA BADSAHPUR SANKAR MANDIR KE PAR KUDURIYA  JAUNPUR ME 06VE 200 WATT 9 METER POLL SAHIT VIDHUT HIGH MAST LIGHT KA KARYA","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","23-Nov-2025","197803"
"2048","Normal/Others","WS/MP202/2025-2026/199172-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND BAKSHA HANUMAN MANDIR KARNEPUR DR ARUN MISHRA  JAUNPUR ME 06VE 200 WATT 9 METER POLL SAHIT VIDHUT HIGH MAST LIGHT KA KARYA","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","23-Nov-2025","197803"
"2049","Normal/Others","WS/MP202/2025-2026/199174-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND SIRKONI DURGA MANDIR SIRKONI SHIV SANKAR YADAV  JAUNPUR ME 06VE 200 WATT 9 METER POLL SAHIT VIDHUT HIGH MAST LIGHT KA KARYA","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","23-Nov-2025","197803"
"2050","Normal/Others","WS/MP202/2025-2026/199175-Lighting of public spaces","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND BADLAPUR SATI MISHRA SINGRAMAU  JAUNPUR ME 06VE 200 WATT 9 METER POLL SAHIT VIDHUT HIGH MAST LIGHT KA KARYA","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","17-Aug-2026","197803"
"2051","Normal/Others","WS/MP202/2025-2026/228308-Providing CCTV camera system for security of public areas","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","THANA SUJANGANJ KE ANTERGAT SONAHITA TIRAHE PAR, UMARPUR TIRAHE PAR AVM BABUGANJ CHAURAHE PAR CCTV CAMERA LAGAYE JANE HETU","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","09-Mar-2026","536900"
"2052","Normal/Others","WS/MP202/2025-2026/192953-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND SUJANGANJ GRAM KUNDAHA ME PANCHAYAT BHAWAN KE PICHE SE RAJESH SINGH KE GHAR TAK 270 METER INTERLOCKING KA KARYA SAMPARK SUTRA 8400373232","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","12-Feb-2026","1600960"
"2053","Normal/Others","WS/MP202/2025-2026/192954-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA)","VIKASH KHAND SUJANGANJ GRAM PURA KODAI ME BHAWANI KE CHAURA SE PREM TIWARI KE GHAR TAK 230 METER INTERLOCKING KA KARYA SAMPARK SUTRA 8400373232","Smt. Seema Dwivedi (2020-26) (NaN-NaN)","Elected MP","Images","18-Apr-2026","982206"
"2054","Normal/Others","WS/MP203/2023-2024/14681-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","36 ????????? ?????? ?? ??? ?? ??? ???? ??? ????? ????, ???? ?????? ???","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","07-Jan-2024","8784000"
"2055","Normal/Others","WS/MP203/2023-2024/10747-Installing community drinking water plants","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached list.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","5001682"
"2056","Normal/Others","WS/MP203/2023-2024/40508-Providing drains and gutters for public drainage","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Construction of Interlocking and Naali Cover from Baburi Chandauli Road to Well Via Halkhori House Village Sikari","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","22-Nov-2024","999000"
"2057","Normal/Others","WS/MP203/2023-2024/40509-Providing drains and gutters for public drainage","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Construction of Interlocking and Naali Cover from Ramashish House To North Side Naala Via Basti Village Sikari","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","22-Nov-2024","997000"
"2058","Normal/Others","WS/MP203/2023-2024/22337-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Graam bajha mei amrit sarovar talaab par ghaat nirmaan ka kaary.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","819968"
"2059","Normal/Others","WS/MP203/2023-2024/22336-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Chandhasi, Vard No. 12 Mugchalak Alinagar Pandit Deendayaal Updhyaay Nagar mei Manoj Singh ke makaan se Baba ji ki kutiya tak interlocking evam naali nirmaan kaary.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","984018"
"2060","Normal/Others","WS/MP203/2023-2024/57459-Street lights","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached file.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","28-Mar-2024","10980000"
"2061","Normal/Others","WS/MP203/2023-2024/22335-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Chandhasi, Vard No. 12 Pandit Deendayaal Updhyaay Nagar ke vrindavan mod ke shyaam prakaash sharma ke makaan se Satish Gupta ke makaan tak lagbhag 200 Meters interlocking Kaary.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","979390"
"2062","Normal/Others","WS/MP203/2023-2024/10748-Construction of bus-sheds or bus-stops","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached list.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","14529277"
"2063","Normal/Others","WS/MP203/2023-2024/40510-Renovation of ponds and lakes","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Graam Sabha: Imiliya, Vikas Khand: Barahani sthit Raamdhaari Singh Dinkar Sarovar par chatth ka nirmaan kaarya  Block: Barahani","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","991062"
"2064","Normal/Others","WS/MP203/2023-2024/2995-Construction of rooms and halls in school and colleges","Uttar Pradesh","Bara Banki(DISTRICT MAGISTRATE BARABANKI_IDA)","???: ??????? ?????? ????? ???? ?????, ???????? ???, ????????, ????? ??????  ???????? : ????? ??? ???????","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","18-Jul-2024","988278"
"2065","Normal/Others","WS/MP203/2024-2025/136216-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached documents.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","19-Jun-2025","12932000"
"2066","Normal/Others","WS/MP203/2023-2024/107448-Construction of public toilets and bathrooms","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached document.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","659309"
"2067","Normal/Others","WS/MP203/2024-2025/140393-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see attached document.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","995873"
"2068","Normal/Others","WS/MP203/2024-2025/140392-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see attached document.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","687687"
"2069","Normal/Others","WS/MP203/2024-2025/155319-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see the attached List","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","19-Jun-2025","10980000"
"2070","Normal/Others","WS/MP203/2023-2024/107449-Construction of rooms and halls in school and colleges","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","See the attached document","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","941106"
"2071","Normal/Others","WS/MP203/2024-2025/140391-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Please see attached document.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","21-Sep-2025","994931"
"2072","Normal/Others","WS/MP203/2024-2025/155522-Lighting of public spaces","Uttar Pradesh","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","15 KV Off Grid Solar Panel Set Installation","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","22-May-2025","2341027"
"2073","Normal/Others","WS/MP203/2024-2025/155315-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","Road Upgrade/Construction and interlocking (Length - 100 Meter, Width - 20 Feet","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","05-Jun-2025","1167728"
"2074","Normal/Others","WS/MP203/2025-2026/194799-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Light Installation at public place","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","24235200"
"2075","Normal/Others","WS/MP203/2024-2025/162203-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","CC Road Construction Work, Road Length 140 Meters Gram Hatia","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","31-Oct-2025","995339"
"2076","Normal/Others","WS/MP203/2024-2025/162204-Installation of multi-gym equipment","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Open Gym installation","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","19-Dec-2025","11838120"
"2077","Normal/Others","WS/MP203/2024-2025/162200-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Vidhansabha Sadar ke Ward no. 11 Sanjaynagar (Punjab National Bank) ke bagal waali gali mei Hume Pipe naalibana kar CC Road ka nirmaan","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Sep-2025","917041"
"2078","Normal/Others","WS/MP203/2024-2025/162201-Creation of new ponds","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Aghoreshwar Bhagwaan Ram Sarovar Tajpur ka Ghat nirmaan Kaarya","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","20-Nov-2025","998117"
"2079","Normal/Others","WS/MP203/2025-2026/217604-Installation of multi-gym equipment","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","Open Gym Installation","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","02-Dec-2025","12640000"
"2080","Normal/Others","WS/MP203/2025-2026/232810-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","BAREILLY(DISTRICT MAGISTRAE BAREILLY_IDA)","CC Road Construction in Village Padhera","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","10-Feb-2026","992051"
"2081","Normal/Others","WS/MP203/2025-2026/244020-Construction of rooms and halls in school and colleges","Uttar Pradesh","GORAKHPUR(DISTRICT MAGISTRATE GORAKHPUR_IDA)","Releasing remaining amount of 2,39,500 for Room Construction in District Gorakhpur, Sikaripur","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2026","224252"
"2082","Normal/Others","WS/MP203/2025-2026/238277-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","30 Semi High Mask LED Lights Installation as per list.","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","7128000"
"2083","Normal/Others","WS/MP203/2025-2026/244504-Lighting of public spaces","Uttar Pradesh","CHANDAULI(DISTRICT MAGISTRATE CHANDAULI_IDA)","High Mast Light Installation at public places, list are attached","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","03-Feb-2026","1663200"
"2084","Normal/Others","WS/MP203/2025-2026/209150-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","VARANASI(DISTRICT MAGISTRAE VARANASI_IDA)","RCC Road Construction","Smt. Darshana Singh (2022-28) (NaN-NaN)","Elected MP","Images","17-Aug-2026","466572"
"2085","Trust and Society","WS/MP847/2023-2024/49788-Construction of rooms and halls in school and colleges","Uttar Pradesh","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","Bhawan Nirman Hetu, Karyadayi Sanstha- Manager/Principal Jairam Parvati Memo. Shikshan Sansthan- Govindapur, Simau, Auras- Unnao","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","N/A","18-Mar-2026","2000000"
"2086","Trust and Society","WS/MP847/2023-2024/36620-Construction of rooms and halls in school and colleges","Uttar Pradesh","UNNAO(DISTRICT MAGIISTRATE UNNAO_IDA)","bhawan nirman hetu karyadayi sanstha- manager/principal Late. RamaShankar Dikshit Balika Inter College Samiti Jila Unnao","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","02-Feb-2026","1500000"
"2087","Normal/Others","WS/MP847/2023-2024/36355-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","235366.34"
"2088","Normal/Others","WS/MP847/2023-2024/90071-Construction of rooms and halls in school and colleges","Uttar Pradesh","SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA)","Bhavan Nirman Hetu- Karyadayi Sanstha- Prabandhak/Pradhanacharya Mohan Adarsh Inter College, Kalan, Janpad- Shahjahanpur","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jul-2025","942190"
"2089","Normal/Others","WS/MP847/2023-2024/36269-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MASK LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2090","Normal/Others","WS/MP847/2023-2024/36718-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2091","Normal/Others","WS/MP847/2023-2024/36710-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  6- LED","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2092","Normal/Others","WS/MP847/2023-2024/36712-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  6- LED","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2093","Normal/Others","WS/MP847/2023-2024/36713-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  6- LED","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2094","Normal/Others","WS/MP847/2023-2024/36271-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MASK LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","08-Sep-2024","243000"
"2095","Normal/Others","WS/MP847/2023-2024/36267-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MASK LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","08-Sep-2024","243000"
"2096","Normal/Others","WS/MP847/2023-2024/36268-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MASK LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","08-Sep-2024","243000"
"2097","Normal/Others","WS/MP847/2023-2024/36407-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","22-Aug-2024","243000"
"2098","Normal/Others","WS/MP847/2023-2024/36369-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","22-Aug-2024","239236.34"
"2099","Normal/Others","WS/MP847/2023-2024/36364-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2100","Normal/Others","WS/MP847/2023-2024/36336-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2101","Normal/Others","WS/MP847/2023-2024/36330-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239120.7"
"2102","Normal/Others","WS/MP847/2023-2024/36331-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2103","Normal/Others","WS/MP847/2023-2024/36310-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2104","Normal/Others","WS/MP847/2023-2024/36300-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2105","Normal/Others","WS/MP847/2023-2024/37985-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6-LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","242882.34"
"2106","Normal/Others","WS/MP847/2023-2024/36365-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2107","Normal/Others","WS/MP847/2023-2024/36720-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2108","Normal/Others","WS/MP847/2023-2024/36721-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2109","Normal/Others","WS/MP847/2023-2024/36717-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2110","Normal/Others","WS/MP847/2023-2024/36719-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239120.7"
"2111","Normal/Others","WS/MP847/2023-2024/36716-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  (6- LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2112","Normal/Others","WS/MP847/2023-2024/36711-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  6- LED","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2113","Normal/Others","WS/MP847/2023-2024/36709-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT  6- LED","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","242882.34"
"2114","Normal/Others","WS/MP847/2023-2024/36439-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2115","Normal/Others","WS/MP847/2023-2024/36442-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2116","Normal/Others","WS/MP847/2023-2024/36440-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2117","Normal/Others","WS/MP847/2023-2024/36443-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","243000"
"2118","Normal/Others","WS/MP847/2023-2024/36441-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2119","Normal/Others","WS/MP847/2023-2024/36438-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","29-Aug-2024","239236.34"
"2120","Normal/Others","WS/MP847/2023-2024/36427-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","243000"
"2121","Normal/Others","WS/MP847/2023-2024/36422-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","243000"
"2122","Normal/Others","WS/MP847/2023-2024/36368-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","243000"
"2123","Normal/Others","WS/MP847/2023-2024/36270-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MASK LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","08-Sep-2024","243000"
"2124","Normal/Others","WS/MP847/2023-2024/36420-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","243000"
"2125","Normal/Others","WS/MP847/2023-2024/36423-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","07-Sep-2024","239236.34"
"2126","Normal/Others","WS/MP847/2023-2024/36294-Lighting of public spaces","Uttar Pradesh","HAMIRPUR(DISTRICT MAGISTRATE HAMIRPUR_2)","LED SEMI HIGH MAST LIGHT(6 LED)","Shri Baburam Nishad (2022-28) (NaN-NaN)","Elected MP","Images","08-Sep-2024","243000"
