"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1","Normal/Others","WS/MP019/2023-2024/48508-Construction of additional rooms and halls in the existing public and community building","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction work of building for teaching in Gurudwara Inter Intermediate College Chopan.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","04-Feb-2026","2499911"
"2","Normal/Others","WS/MP019/2023-2024/47594-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Keshavram College, Paraspani Kota Dala of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","698429"
"3","Normal/Others","WS/MP019/2023-2024/47595-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Shri Ganesha temple in village Bharhari of Chopan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","698429"
"4","Normal/Others","WS/MP019/2023-2024/49058-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","CC road construction work in Kharwar Basti of Tola Harshadadh village in Gram Panchayat Bharari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","997189"
"5","Normal/Others","WS/MP019/2023-2024/49062-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light near the temple in Tola Chakdahiya of Gram Panchayat Jogel.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","698252"
"6","Normal/Others","WS/MP019/2023-2024/49063-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert near the house of Ramkesh Kol in Toos village of Gram Panchayat Tapoo.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","21-Jan-2026","745233"
"7","Normal/Others","WS/MP019/2023-2024/49060-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light in Kharwar Basti behind Agori Fort in Gram Panchayat Agori khas.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","698778"
"8","Normal/Others","WS/MP019/2023-2024/49061-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installing high mast light near Shiv temple in Tola Belgadi of Gram Panchayat Jogel.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","698638"
"9","Normal/Others","WS/MP019/2023-2024/48505-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of CC road from Gram Panchayat Barganwa main road to Avadhlal Gond's house. 180m","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","17-Oct-2025","997046"
"10","Normal/Others","WS/MP019/2023-2024/46973-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of public solar drinking water pump near BC Bank near Rajkali School in Dhuter.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","492189.6"
"11","Normal/Others","WS/MP019/2023-2024/46978-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Dak Bungalow in village Nishogi of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"12","Normal/Others","WS/MP019/2023-2024/46977-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast near Durga temple in village Tenthuhar of development block Ghorawal.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","119000.78"
"13","Normal/Others","WS/MP019/2023-2024/46976-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shankar ji temple and Lakhan Baba site in Parsauna of Gram Sabha Gouri Nisph of development block Karma.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.78"
"14","Normal/Others","WS/MP019/2023-2024/47033-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Hanuman temple in village Dhuriya of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"15","Normal/Others","WS/MP019/2023-2024/47036-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast (pokhre)  near Shiv Mandir in Lakhanawar khurd of development block Robertsganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"16","Normal/Others","WS/MP019/2023-2024/47035-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shiv Mandir in village khujha of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"17","Normal/Others","WS/MP019/2023-2024/47034-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Yagyashala temple in village shivpur of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"18","Normal/Others","WS/MP019/2023-2024/47384-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shiv Mandir in Dhobahi of development block Rawatsganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"19","Normal/Others","WS/MP019/2023-2024/47387-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Sampat Baiga in Baiga Basti of Gram Panchayat Cat Markundi Tola Bari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"20","Normal/Others","WS/MP019/2023-2024/47386-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Ramvadan Gond in Gram Panchayat Catti Markundi Tola Bari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"21","Normal/Others","WS/MP019/2023-2024/47385-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Hanuman ji and Shankar ji and Shankar ji temple on Purba Pokhare in village Tarawan of development block Rawtersganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"22","Normal/Others","WS/MP019/2023-2024/47470-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Amar Baiga's house in Gram Panchayat Cati Markundi Tola Bari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"23","Normal/Others","WS/MP019/2023-2024/47471-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Babalal Gond in Gram Panchayat Cati Markundi Tola Gadaidih.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"24","Normal/Others","WS/MP019/2023-2024/47512-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Vinod's house in Gram Panchayat Salkhan Tola Deoria.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"25","Normal/Others","WS/MP019/2023-2024/47511-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Gram Panchayat Salkhan Tola Bhatwa Shivdayal Gabod.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","01-Oct-2024","119000.66"
"26","Normal/Others","WS/MP019/2023-2024/47510-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Ramnaresh Gond in Gram Panchayat Cati Markundi Tola Khairtiya.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","09-Nov-2024","119000.66"
"27","Normal/Others","WS/MP019/2023-2024/47513-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light at the intersection near the canal bridge in Gram Panchayat Salkhan Tola Deoria.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","119000.88"
"28","Normal/Others","WS/MP019/2023-2024/47532-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one solar high mast light near the house of Deepak Kumar son of Bechu Lal Gond in Gram Panchayat Ikdiri (Piprakhad).","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","119001"
"29","Normal/Others","WS/MP019/2023-2024/47534-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one solar high mast light near the house of Shivnarayan son Budhan in Gram Panchayat Raspahari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","119001"
"30","Normal/Others","WS/MP019/2023-2024/47558-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Solar high mast light in Gram Panchayat Raspahari, near the house of Brijkeshwar son of late Ramdhani.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","18-Feb-2025","119001"
"31","Normal/Others","WS/MP019/2023-2024/47557-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of one solar high mast light near the house of Ramdhani son Jabarshah in Gram Panchayat Raspahari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"32","Normal/Others","WS/MP019/2023-2024/47569-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of near Dheeraj Singh's house solar high mast light in development block Chatra Rathara.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","09-Nov-2024","119000.66"
"33","Normal/Others","WS/MP019/2023-2024/47576-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Ranjit Singh's house in development block Ghoraval Hinauti.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"34","Normal/Others","WS/MP019/2023-2024/47575-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Ashish Singh's house in development block Rawtersganj Pusauli.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","09-Nov-2024","119000.66"
"35","Normal/Others","WS/MP019/2023-2024/47578-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Rajkamar Nishad in development block Rawatsganj Mitapur Bandhwa.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"36","Normal/Others","WS/MP019/2023-2024/47577-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Arvind Dubey's house in development block Chopan Bargawa.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119000.88"
"37","Normal/Others","WS/MP019/2023-2024/48128-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Solar high mast light near Suresh's house in village Kabari of development block Robertsganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"38","Normal/Others","WS/MP019/2023-2024/48240-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast near the house of Surendra Maurya in village Kamhari of Robertsganj development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","17-Oct-2024","119000.78"
"39","Normal/Others","WS/MP019/2023-2024/48239-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast near Anand Maurya's house in village Bhagwas of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","09-Nov-2024","119000.66"
"40","Normal/Others","WS/MP019/2023-2024/48242-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light on Baba Machhendranath temple in which development block kone.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","17-Oct-2024","119000.78"
"41","Normal/Others","WS/MP019/2023-2024/48241-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast near the house of Ramakant Kameshwar in village Parsona of development block Karma.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"42","Normal/Others","WS/MP019/2023-2024/48249-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near village Shehunha Hanuman temple of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"43","Normal/Others","WS/MP019/2023-2024/48254-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shiv temple near the house of Arun Kumar Chaubey in development block Ghorawal village Mandaha.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"44","Normal/Others","WS/MP019/2023-2024/48253-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Shankar ji temple in development block Robertsganj in village var.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"45","Normal/Others","WS/MP019/2023-2024/47531-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump near the house of Gram Panchayat Catti Markundi Tola-Badi Pappu Vaiga.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","485545.46"
"46","Normal/Others","WS/MP019/2023-2024/47530-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar water pump near the house of Gram Panchayat Cati Markundi Tola-Badi Ramkumar and Shivkumar Gond.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","488490.56"
"47","Normal/Others","WS/MP019/2023-2024/47560-Installing community drinking water plants","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar drinking water pump near the house of Ramdev son of Mahipal Gond in Gauhan Tola in Anujan caste colony in Gram Panchayat Raspahari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","17-Oct-2025","491389"
"48","Normal/Others","WS/MP019/2023-2024/48252-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Brahmababa temple in village Tiyara Kalan of development block Chatra.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"49","Normal/Others","WS/MP019/2023-2024/48251-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Tapeshwar Tiwari in village Bethigaon of development block Robertsganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","17-Oct-2024","119000.78"
"50","Normal/Others","WS/MP019/2023-2024/48266-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Cashal Gond in Gram Panchayat  Panari Tola Fafrakund.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"51","Normal/Others","WS/MP019/2023-2024/48265-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Ramjit God in Gram Panchayat  Panari Tola Fafrakund.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"52","Normal/Others","WS/MP019/2023-2024/48264-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light behind Dala Saraswati Vidya Mandir Ramlila Madan ward no 10.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"53","Normal/Others","WS/MP019/2023-2024/48269-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light on the northern side of the house of Obara village Awadhesh Kannaujiya of Gram Panchayat  Panari Tola Panari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.78"
"54","Normal/Others","WS/MP019/2023-2024/48268-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Gram Panchayat  Panari Tola Ninga Primary School.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"55","Normal/Others","WS/MP019/2023-2024/48267-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Subedar's house in Gram Panchayat Panari Tola Khadar.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"56","Normal/Others","WS/MP019/2023-2024/48282-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Maloghat Ramsingh Gond of Gram Panchayat arangi Panari Tola Panari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"57","Normal/Others","WS/MP019/2023-2024/48281-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Pancham Bari Sampat Gond of Gram Panchayat arangi Panari Tola Panari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"58","Normal/Others","WS/MP019/2023-2024/48285-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Gram Panchayat villi Markundi Tola Kushiya Munib.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"59","Normal/Others","WS/MP019/2023-2024/48284-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light at Gram Panchayat arangi Panari Markundi Tola Kushiya intersection.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"60","Normal/Others","WS/MP019/2023-2024/48414-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of high mast light near Bechubir dham in Gram Panchayt Misari of block Kone.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","19-Sep-2024","696512.9"
"61","Normal/Others","WS/MP019/2023-2024/49267-Construction of culverts and bridges","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Construction of culvert near Kusrat pond in Gram Panchayat Odoli.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","30-Nov-2024","999557"
"62","Normal/Others","WS/MP019/2023-2024/48569-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Work of installation of high mast light near the house of Rani Singh and Sagar Singh in Basti behind RES office in Ormaura of development block Robertsganj.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2025","691956"
"63","Normal/Others","WS/MP019/2023-2024/48122-Construction of roads, link roads, pathways or any other road with or without drainage system","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Interlocking from Katwariya road to primary school in village Kushai. 200m","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","Images","30-Nov-2024","996214"
"64","Normal/Others","WS/MP019/2023-2024/49046-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","A solar high mast light near the house of Shri Santosh Singh in Nanganwa village of Nangawan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"65","Normal/Others","WS/MP019/2023-2024/49052-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast light at the intersection near Siddharth's house in village Amelia of Gram Panchayat Bharsahi of Chatra development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.66"
"66","Normal/Others","WS/MP019/2023-2024/49051-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Manju wife Bindu Kharwar in village Baradand of development block Nagwan. ,","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"67","Normal/Others","WS/MP019/2023-2024/49050-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Rakesh Vishwakarma on Amrit Sarovar in village Amdih of Nagwan development block. ,","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"68","Normal/Others","WS/MP019/2023-2024/49049-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the house of Lalmani Singh, son of Rajnarayan Singh in village Karauli of Nagwan development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"69","Normal/Others","WS/MP019/2023-2024/48283-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near the shop of Niga Ramnaresh God of Gram Panchayat arangi Panari Tola Panari.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"70","Normal/Others","WS/MP019/2023-2024/48345-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Praveen Singh's house in development block Robertsganj village Meuri khurd.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
"71","Normal/Others","WS/MP019/2023-2024/48385-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Anjani Singh's house in development block Duddhi Jabar.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"72","Normal/Others","WS/MP019/2023-2024/48384-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation work of solar high mast light near Maheshanand's house in Duddhi development block.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"73","Normal/Others","WS/MP019/2023-2024/48515-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast light at Radha Krishna Swami temple intersection in village Lilwahi link road of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","20-Jun-2025","119000.88"
"74","Normal/Others","WS/MP019/2023-2024/48514-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast light near Maa Chirakutiya Devi temple in village Chigori (Kolia Ghat) of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"75","Normal/Others","WS/MP019/2023-2024/49083-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of a solar high mast light near the community hall in Gram Panchayat Raspahari of development block Myorpur.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","07-May-2025","119001"
"76","Normal/Others","WS/MP019/2023-2024/48513-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of solar high mast light in village Lilwahi of development block Ghoraval.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","119000.66"
"77","Normal/Others","WS/MP019/2023-2024/49082-Lighting of public spaces","Uttar Pradesh","SONBHADRA(DISTRICT MAGISTRATE SONBHADRA_IDA)","Installation of a solar high mast light near Ramesh ji's house in village Babanauli.","Shri Hardeep Singh Puri (2020-26) (NaN-NaN)","Elected MP","N/A","16-Nov-2024","119000.78"
