"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"1","Normal/Others","WS/MP18334/2024-2025/155246-Construction of community centers and community halls","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing amenities to Community Hall near Sri Shirdi Saibaba Temple at Valmikipuram","26-Nov-2024","03-Mar-2025","2444194","Physical Inspection"
"2","Normal/Others","WS/MP18319/2024-2025/158793-Construction of community centers and community halls","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing stair case Railings and other fittings for public utility building at Neelakantapuram village","15-Dec-2024","17-Jan-2025","500000","Sanction"
"3","Normal/Others","WS/MP18319/2024-2025/158794-Construction of community centers and community halls","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing head room and additional facility for public utility building at Neelakantapuram village","15-Dec-2024","17-Jan-2025","500000","Vendor Identification"
"4","Normal/Others","WS/MP18319/2024-2025/158795-Construction of community centers and community halls","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing additional amenities to second floor for public utility building at Neelakantapuram village","15-Dec-2024","17-Jan-2025","500000","Sanction"
"5","Normal/Others","WS/MP18319/2024-2025/158796-Construction of community centers and community halls","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing additional amenities to First floor for public utility building at Neelakantapuram village","15-Dec-2024","17-Jan-2025","500000","Time Estimation"
"6","Normal/Others","WS/MP18319/2024-2025/158797-Construction of community centers and community halls","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing additional amenities to Ground floor for public utility building at Neelakantapuram village","15-Dec-2024","17-Jan-2025","500000","Sanction"
"7","Normal/Others","WS/MP18373/2025-2026/165128-Construction of community centers and community halls","Andhra Pradesh","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Community Hall in Chakirala Village of Kanigiri Mandal, Prakasam District","13-Jan-2025","13-Jun-2025","2000000","Work partially Completed"
"8","Repair and Renovation","WS/MP18319/2025-2026/172978-Construction of community centers and community halls","Andhra Pradesh","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Providing wood work, plastering, paintings and other amenities at first floor of the community hall.","05-Feb-2025","09-Sep-2025","1500000","Work partially Completed"
"9","Normal/Others","WS/MP18428/2025-2026/189442-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Nakkala Colony of Chemudugunta GP in Venkatachalam Mandal","04-Apr-2025","22-Apr-2025","2762691","Physical Inspection"
"10","Normal/Others","WS/MP18427/2025-2026/196451-Construction of community centers and community halls","Andhra Pradesh","GUNTUR(DISTRICT COLLECTOR GUNTUR_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of BC Community Hall in Garikapadu Village, Kakumanu Mandal, Guntur Dist.","29-May-2025","28-Oct-2025","3000000","Sanction"
"11","Normal/Others","WS/MP18373/2025-2026/199573-Construction of community centers and community halls","Andhra Pradesh","Kakinada(DISTRICT COLLECTOR KAKINADA_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Community Hall in Arundatipeta(SC Colony) of Pillanka (V) of Tallarevu mandal, Kakinada District.","14-May-2025","01-Jul-2025","1000000","Sanction"
"12","Normal/Others","WS/MP18427/2025-2026/204005-Construction of community centers and community halls","Andhra Pradesh","VIKARABAD(DISTRICT COLLECTOR VIKARABAD_2)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Community hall at Rallagudepally Villagae, Mominpet Mandal, Vikarabad Dist","27-May-2025","21-Jun-2025","2500000","Sanction"
"13","Repair and Renovation","WS/MP18334/2025-2026/205238-Construction of community centers and community halls","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Renovation of existing Urdu Ghar cum Shadi Khana Building at Vontimitta GP and Mandal","24-Jun-2025","11-Sep-2025","797804","Physical Inspection"
"14","Normal/Others","WS/MP18428/2025-2026/234748-Construction of community centers and community halls","Andhra Pradesh","Bapatla(DISTRICT COLLECTOR BAPATLA_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall in 11th ward in Repalle Municipality, Bapatla District","17-Sep-2025","25-Sep-2025","10000000","Sanction"
"15","Normal/Others","WS/MP18428/2025-2026/234783-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Pullanella Palli Habitation of Thurupalli GP in Chejerla Mandal, SPSR Nellore District","17-Sep-2025","28-Oct-2025","3000000","Sanction"
"16","Normal/Others","WS/MP18428/2025-2026/234791-Construction of community centers and community halls","Andhra Pradesh","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Khasapeta, Lakkavarapukota Mandal, Vijayanagaram District","17-Sep-2025","14-Oct-2025","2500000","Time Estimation"
"17","Normal/Others","WS/MP18427/2025-2026/238941-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of three shelters in Juvvagu SC ST salt society in Iskapalli GP of Allur Mandal, SPSR Nellore District.","29-Sep-2025","27-Oct-2025","2250000","Sanction"
"18","Normal/Others","WS/MP18427/2025-2026/238942-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of three shelters in BC salt society in Iskapalli GP of Allur Mandal SPSR Nellore District","29-Sep-2025","27-Oct-2025","2250000","Sanction"
"19","Normal/Others","WS/MP18427/2025-2026/238943-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Seven shelters in SC ST salt society in Iskapalli GP of Allur Mandal, SPSR Nellore District","29-Sep-2025","27-Oct-2025","5250000","Sanction"
"20","Normal/Others","WS/MP18428/2025-2026/241791-Construction of community centers and community halls","Andhra Pradesh","WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of additional accommodation to BC Community hall in Unikili  village of Attili(M), West Godavari District","13-Oct-2025","22-Oct-2025","2000000","Sanction"
"21","Normal/Others","WS/MP18428/2025-2026/241792-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Kothur of Kovur GP and Kovur Mandal","13-Oct-2025","28-Oct-2025","1000000","Sanction"
"22","Normal/Others","WS/MP18427/2025-2026/244098-Construction of community centers and community halls","Andhra Pradesh","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Multi Purpose Community Hall at 19th ward, Tirupathi Town, Tirupathi Dist","20-Dec-2025","25-Feb-2026","1000000","Sanction"
"23","Normal/Others","WS/MP18427/2025-2026/207786-Construction of community centers and community halls","Andhra Pradesh","Dr. B.R. Ambedkar Konaseema(DISTRICT COLLECTOR Dr B R AMBEDKAR KONASEEMA_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Multi Purpose Community Hall in Pinapalla Village, Alamuru Mandal, Dr B.R Ambedkar Konasema Dist","10-Jun-2025","10-Jul-2025","3000000","Physical Inspection"
"24","Normal/Others","WS/MP18427/2025-2026/208561-Construction of community centers and community halls","Andhra Pradesh","KURNOOL(DISTRICT COLLECTOR KURNOOL_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Multi Purpose Community Hall Survey Number 70 2B1 and extent of 1.95 cent in Kallur Gram Panchayat of Kallur Mandal, Kurnool District","13-Jun-2025","01-Jan-2026","9000000","Sanction"
"25","Normal/Others","WS/MP18427/2025-2026/208791-Construction of community centers and community halls","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Community hall first floor in BC Colony Prakash Nagar 14th Ward Kadapa","13-Jun-2025","10-Sep-2025","1494846","Physical Inspection"
"26","Normal/Others","WS/MP18334/2025-2026/213182-Construction of community centers and community halls","Andhra Pradesh","Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Community Hall in B.C. Colony in Narasayyapeta Village, Chodavaram Mandal","28-Jun-2025","30-Jul-2025","500000","Work partially Completed"
"27","Normal/Others","WS/MP18373/2025-2026/215496-Construction of community centers and community halls","Andhra Pradesh","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Community Hall in Vedulla Cheruvu Village and Grama Panchayat, Veligandla Mandal, Prakasam District.","07-Jul-2025","07-Nov-2025","2000000","Work partially Completed"
"28","Normal/Others","WS/MP18373/2025-2026/217211-Construction of community centers and community halls","Andhra Pradesh","WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of SC Community Hallin SC Colony Ward No 10, Neerrullipalem HO Valluru Village and GP, Achanta Mandal, West Godavari District.","11-Jul-2025","20-Aug-2025","2000000","Physical Inspection"
"29","Normal/Others","WS/MP18427/2025-2026/190859-Construction of community centers and community halls","Andhra Pradesh","Palnadu(District Collector Palnadu_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Community Hall in Nadendla Village and Mandal, Palnadu Dist","12-Apr-2025","27-May-2025","2500000","Physical Inspection"
"30","Normal/Others","WS/MP18427/2025-2026/192210-Construction of community centers and community halls","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Incomplete Comnunity Hall at BC Colony Prakash Nagar 14th Division","25-Apr-2025","24-May-2025","2495271","Physical Inspection"
"31","Normal/Others","WS/MP18427/2025-2026/231130-Construction of community centers and community halls","Andhra Pradesh","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of BC Community Hall at Majeru Village, Challapalli Mandal, Krishna","03-Sep-2025","16-Oct-2025","3000000","Sanction"
"32","Normal/Others","WS/MP18427/2025-2026/245256-Construction of community centers and community halls","Andhra Pradesh","Palnadu(District Collector Palnadu_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction of Multi Pourpose community hall at Bogaram Village, Ilpur Mandal, Palnadu Dist","31-Oct-2025","19-Nov-2025","2495890","Physical Inspection"
"33","Normal/Others","WS/MP18319/2025-2026/252917-Construction of community centers and community halls","Andhra Pradesh","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Construction of community hall in Sc colony at rompalle village","10-Dec-2025","18-Dec-2025","500000","Physical Inspection"
"34","Normal/Others","WS/MP18319/2025-2026/252918-Construction of community centers and community halls","Andhra Pradesh","VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA)","Shri Golla Baburao (2024-30) (2024-2030)","Elected MP","Construction of community hall in Rellivedhi at rompalle village","10-Dec-2025","18-Dec-2025","500000","Sanction"
"35","Normal/Others","WS/MP18427/2025-2026/257768-Construction of community centers and community halls","Andhra Pradesh","SRIKAKULAM(District Collector Srikakulam_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Construction to Community Hall at Chinna Veedhi, near Ramalayam Tank Rajapuram Village, Kaviti Mandal, Srikakulam Dist","07-Jan-2026","25-Mar-2026","2000000","Sanction"
"36","Normal/Others","WS/MP18428/2025-2026/272158-Construction of community centers and community halls","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Mahimalur village of Atmakur Mandal, SPSR Nellore District","02-Mar-2026","09-Mar-2026","2500000","Sanction"
"37","Normal/Others","WS/MP18428/2026-2027/272159-Construction of community centers and community halls","Andhra Pradesh","NTR(DISTRICT COLLECTOR NTR_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Hall at Pochavaram village of Vatsavai Mandal, NTR District","02-Mar-2026","18-Apr-2026","2500000","Sanction"
"38","Normal/Others","WS/MP18373/2025-2026/197981-Construction of public libraries and reading rooms","Andhra Pradesh","PRAKASAM(DISTRICT COLLECTOR PRAKASAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Library Building at Thallur Village, Thallur Mandal, Prakasam District","08-May-2025","07-Nov-2025","3500000","Sanction"
"39","Normal/Others","WS/MP18428/2025-2026/261893-Construction of public libraries and reading rooms","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Library building and Reading Room at Sarojini Nagar in 38 Division, Nellore Municipal Corporation in SPSR Nellore District","26-Jan-2026","06-Feb-2026","1700000","Work partially Completed"
"40","Normal/Others","WS/MP18427/2025-2026/266958-Construction of public libraries and reading rooms","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Providing Electrical fittings and other facilities in Ground First floor of Public utility Building at Neelakantapuram Village, madakasira Mandal, Sri Sathya Sai Dist","07-Feb-2026","07-Mar-2026","3000000","Sanction"
"41","Normal/Others","WS/MP18427/2025-2026/266959-Purchase of books for public libraries/ digitization of library books","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Provide Head room facilities and other amenities to public utility building at Neelakantapuram Village, madakasira Mandal, Sri Sathya Sai Dist","07-Feb-2026","07-Mar-2026","2500000","Sanction"
"42","Normal/Others","WS/MP18334/2024-2025/142917-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Compound Wall for the Burial ground in Mantapampalli HW in Mantapampalli GP of Vontimitta Mandal","23-Sep-2024","15-Oct-2024","499400","Physical Inspection"
"43","Normal/Others","WS/MP18428/2025-2026/196785-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound wall and levelling to Crematorium in Thadepalli Village of Ghantasala Mandal, Krishna District","05-May-2025","04-Jun-2025","1952403","Physical Inspection"
"44","Normal/Others","WS/MP18334/2025-2026/205191-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of room and barbed wire fencing for burial ground with gate and borewell at Edarapalli Village Nandalur M","23-Jun-2025","18-Nov-2025","900000","Sanction"
"45","Normal/Others","WS/MP18334/2025-2026/205204-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Compound wall to SC Burial Ground at East and West side in Anjaneya Puram Village,  Madanagopalapuram GP of Rajampeta Mandal","23-Jun-2025","22-Jul-2025","500000","Physical Inspection"
"46","Normal/Others","WS/MP18334/2025-2026/205208-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction Of Compound wall and Room Hindu Burril Ground at Est and south side in Pedda Karampalli Village and GP of Rajampet Mandal","23-Jun-2025","22-Jul-2025","2000000","Sanction"
"47","Normal/Others","WS/MP18334/2025-2026/205235-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of compound wall to the Burrial Grodend at Nadimpalli GP, Vontimitta GP and Mandal","24-Jun-2025","11-Sep-2025","498047","Physical Inspection"
"48","Normal/Others","WS/MP18334/2025-2026/211556-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Y.S.R. Kadapa(DISTRICT COLLECTOR CUDDAPAH_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Construction of Ritual Utility Room at Hindu Burial Ground at Kondamachupalli Village and Vontimitta GP, Vontimitta Mandal","24-Jun-2025","11-Sep-2025","700000","Sanction"
"49","Normal/Others","WS/MP18428/2025-2026/229687-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound wall at Muslim Burrial ground at Ibrahim Peta Bit-1 in VNR Peta (GP) of Bogole","28-Aug-2025","26-Sep-2025","499798","Physical Inspection"
"50","Normal/Others","WS/MP18428/2025-2026/229688-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound wall at Muslim Burial ground at Ibrahim Peta Bit-2 in VNR Peta (GP) of Bogole","28-Aug-2025","26-Sep-2025","499146","Physical Inspection"
"51","Normal/Others","WS/MP18428/2025-2026/229692-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound Wall Bit-1 for Burial Ground in Karrabalavolu GP of Ozili Mandal, Tirupati District","28-Aug-2025","27-Sep-2025","500000","Time Estimation"
"52","Normal/Others","WS/MP18428/2025-2026/229693-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound Wall Bit-2 for Burial Ground in Karrabalavolu GP of Ozili Mandal, Tirupati District","28-Aug-2025","27-Sep-2025","500000","Time Estimation"
"53","Normal/Others","WS/MP18427/2025-2026/257913-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Providing of Bore well and Motor set Burial ground in yerrayapalli village Bathhala palli mandal sathya sai District","27-Jan-2026","13-Feb-2026","492321","Physical Inspection"
"54","Normal/Others","WS/MP18427/2025-2026/257914-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Sathya Sai(DISTRICT COLLECTOR SRI SATHYA SAI_IDA)","Shri Ryaga Krishnaiah (2024-28) (2024-2028)","Elected MP","Providing of fencing with burial ground yerrayapalli village Bathhala palli mandal sathya sai District","27-Jan-2026","13-Feb-2026","499078","Physical Inspection"
"55","Normal/Others","WS/MP18428/2025-2026/261898-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Karma Krathuvula Sala at Koneru Gunta ( Funeral Ceremony) in East Gogulapalli of Allur Mandal, SPSR Nellore District","26-Jan-2026","06-Feb-2026","1900000","Sanction"
"56","Normal/Others","WS/MP18428/2025-2026/264678-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Shed in Burial Ground at Konda Bitragunta Main Village in Bitragunta GP of Bogole Mandal SPSR Nellore District","02-Feb-2026","28-Feb-2026","500000","Sanction"
"57","Normal/Others","WS/MP18428/2025-2026/264679-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Providing Water Supply in Burial Ground at Konda Bitragunta main village in Bitragunta GP, Bogole Mandal of SPSR Nellore Dsirtict","02-Feb-2026","28-Feb-2026","450000","Sanction"
"58","Normal/Others","WS/MP18428/2025-2026/272157-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Palnadu(District Collector Palnadu_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Compound Wall, Cremation and Levelling to Hindu Burrial Ground in Annavaram Village of Rompicherla Mandal, Palnadu District","02-Mar-2026","05-Mar-2026","3000000","Sanction"
"59","Normal/Others","WS/MP18373/2026-2027/283043-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Palnadu(District Collector Palnadu_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Crematorium to Burial Ground for BCs in Ipur Village and Mandal, Palnadu District.","22-May-2026","17-Jun-2026","500000","Sanction"
"60","Normal/Others","WS/MP18373/2026-2027/283044-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Palnadu(District Collector Palnadu_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Construction of Dressing Room to Burial Ground for BCs in Ipur Village and Mandal, Palnadu District","22-May-2026","19-Jun-2026","500000","Sanction"
"61","Normal/Others","WS/MP18428/2026-2027/289375-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Crematorium  and structure in Hindhu Smasanavatika of Panduvva Village in Undi Mandal, West Godavari District","27-Jun-2026","25-Aug-2026","1500000","Sanction"
"62","Normal/Others","WS/MP18428/2026-2027/289714-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of shed at Burial ground at Konda bitragunta ST Colony in Bitragunta, Bogole Mandal, SPSR Nellore District","27-Jun-2026","27-Jul-2026","500000","Sanction"
"63","Normal/Others","WS/MP18428/2025-2026/200660-Construction of common work sheds/ common covered sitting area","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Pial at Mahalakshmamma Temple in Upputuru (V), Nellore Rural (M)","18-May-2025","20-Jun-2025","250000","Physical Inspection"
"64","Normal/Others","WS/MP18428/2025-2026/200666-Construction of common work sheds/ common covered sitting area","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of Community Pial at ST Colony of Kandamuru (V), Nellore Rural (M)","18-May-2025","20-Jun-2025","395000","Physical Inspection"
"65","Normal/Others","WS/MP18334/2025-2026/205180-Construction of common work sheds/ common covered sitting area","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing of Dhobi Ghat at Ananthaiahgaripalli Village and G.P of Pullampet Mandal","23-Jun-2025","22-Jul-2025","400000","Sanction"
"66","Normal/Others","WS/MP18428/2025-2026/261895-Construction of common work sheds/ common covered sitting area","Andhra Pradesh","Sri Potti Sriramulu Nellore(DISTRICT COLLECTOR NELLORE_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Construction of four shelters in samban salt Society in Iskapalli GP of Allur Mandal, SPSR Nellore District","26-Jan-2026","06-Feb-2026","3000000","Sanction"
"67","Repair and Renovation","WS/MP18334/2024-2025/147287-Construction of additional rooms and halls in the existing public and community building","Andhra Pradesh","Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA)","Shri Meda Raghunadha Reddy (2024-30) (2024-2030)","Elected MP","Providing repairs to Anganwadi Building at Pulapathuru Village of Pulapathuru GP of Rajampet Mandal","15-Oct-2024","31-Dec-2024","200000","Sanction"
"68","Normal/Others","WS/MP18373/2025-2026/181151-Construction of additional rooms and halls in the existing public and community building","Andhra Pradesh","Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA)","Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030)","Elected MP","Providing additional amenities to  Swarna Bharathi Nagar Community Hall at Swarna Bharati Nagar, Rushikonda in ward no 8 of zone 2, Visakhapatnam Municipal Corporation.","12-Mar-2025","30-Jan-2026","3000000","Sanction"
"69","Normal/Others","WS/MP18428/2025-2026/193146-Construction of additional rooms and halls in the existing public and community building","Andhra Pradesh","WEST GODAVARI(DISTRICT COLLECTOR WEST GODAVARI_IDA)","Shri Masthan Rao Yadav Beedha (2024-28) (2024-2028)","Elected MP","Additional Accommodation to Multipurpose Community Hall in Brodipeta, 2nd Ward of Palakollu Town","22-Apr-2025","02-Jun-2025","4000000","Sanction"
