"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"1","Normal/Others","WS/MP102/2024-2025/174967-Construction of rooms and halls in school and colleges","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Construction of Open stage for GMLP School Kallamoola, Chokkad Grama Panchayath","11-Feb-2025","18-Feb-2025","1301086","Physical Inspection"
"2","Normal/Others","WS/MP102/2024-2025/176274-Construction of rooms and halls in school and colleges","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Construction of School Building - Poovarany Kochukottaram LP School, Ward 10, Meenachil Grama Panchayath Kottayam District","18-Feb-2025","28-Feb-2025","1850000","Work partially Completed"
"3","Normal/Others","WS/MP094/2025-2026/178990-Construction of rooms and halls in school and colleges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Construction of New Classrooms for Uliyil GUP School","04-Mar-2025","11-Feb-2026","18600000","Sanction"
"4","Normal/Others","WS/MP095/2025-2026/180174-Construction of rooms and halls in school and colleges","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","open Auditorium, GGhss, Mithirmala, kallara gp","24-Mar-2025","13-Jun-2025","2500000","Physical Inspection"
"5","Normal/Others","WS/MP095/2025-2026/180175-Construction of rooms and halls in school and colleges","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","multipurpose auditorium,ghss pirappancode","24-Mar-2025","13-Jun-2025","5000000","Physical Inspection"
"6","Normal/Others","WS/MP095/2025-2026/180253-Construction of rooms and halls in school and colleges","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","Auditorium in GHS Avananvanchery, Attingal","24-Mar-2025","13-Jun-2025","3000000","Work partially Completed"
"7","Normal/Others","WS/MP095/2025-2026/180254-Construction of rooms and halls in school and colleges","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","High-tech Seminar Hall GBHSS Neyyattinkara.","24-Mar-2025","13-Jun-2025","4500000","Vendor Identification"
"8","Normal/Others","WS/MP099/2026-2027/190124-Construction of rooms and halls in school and colleges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","Construction of a roof over the central courtyard of the Higher Secondary Block at Tagore Vidyaniketan Government Higher Secondary School, Rabeendrapuram, Thaliparamba Municipality, Thaliparamba Village, Kannur District","09-Apr-2025","06-Aug-2026","1200000","Sanction"
"9","Normal/Others","WS/MP101/2025-2026/190622-Construction of rooms and halls in school and colleges","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","construction of library building and purchase of related digital accessories t for sree chithira vilasam govt.L.P. school","11-Apr-2025","22-Apr-2025","1116680","Physical Inspection"
"10","Normal/Others","WS/MP101/2025-2026/207848-Construction of rooms and halls in school and colleges","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","Construction of roof for GHSS Kavummandam","10-Jun-2025","14-Jan-2026","3500000","Sanction"
"11","Normal/Others","WS/MP094/2025-2026/215265-Construction of rooms and halls in school and colleges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Construction of new building for GUPS Nediyanga","05-Jul-2025","09-Jan-2026","10000000","Sanction"
"12","Normal/Others","WS/MP102/2025-2026/223199-Construction of rooms and halls in school and colleges","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Construction of Reading Room and Digital Library at GHSS Pookkottumpadam, Amarambalam Grama Panchayath","29-Jul-2025","16-Jan-2026","2500000","Sanction"
"13","Normal/Others","WS/MP18405/2026-2027/228372-Construction of rooms and halls in school and colleges","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri P. P. Suneer (2024-30) (2024-2030)","Elected MP","Construction of Indoor Games Hall through additional construction on GLPS ,Chemrakattur","23-Aug-2025","15-May-2026","800000","Sanction"
"14","Normal/Others","WS/MP095/2025-2026/243541-Construction of rooms and halls in school and colleges","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","Construction of New Building in Govt. LPS Kolenchery, Kunnathunadu Assembly Constituency ,Ernakulam District","24-Oct-2025","31-Dec-2025","15000000","Sanction"
"15","Normal/Others","WS/MP102/2025-2026/248897-Construction of rooms and halls in school and colleges","Kerala","ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Construction of 2 Classrooms for Govt. LP School, Thuravoor (First Floor), Ward 2, Thuravoor Grama Panchayath","18-Nov-2025","18-Nov-2025","3000000","Work partially Completed"
"16","Normal/Others","WS/MP18405/2026-2027/265805-Construction of rooms and halls in school and colleges","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri P. P. Suneer (2024-30) (2024-2030)","Elected MP","For building construction under Calicut University at University Campus ,Thenhipalam Grama Panchayat for the establishment of Achuthamenon Chair for Scientific Studies and Research in Humanities and Allied Subjects","06-Feb-2026","04-Jul-2026","5000000","Sanction"
"17","Normal/Others","WS/MP095/2026-2027/295772-Construction of rooms and halls in school and colleges","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Shri A. A. Rahim (2022-28) (2022-2028)","Elected MP","Construction of New  School building at Madathuvathukkal LPS,Kallara,Vamanapuram Assembly Constituency","16-Jul-2026","22-Jul-2026","4000000","Physical Inspection"
"18","Normal/Others","WS/MP101/2024-2025/90208-Purchase of IT systems, including hardware and software for educational purposes","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","Supply of 10 laptops to H M YS H S School, Koottuvallikkattu in Vatakkekkara Grama Panchayat in Ernakulam  District","23-Sep-2024","10-Mar-2025","352070","Physical Inspection"
"19","Normal/Others","WS/MP101/2025-2026/90215-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","Purchase and Supply of  Laptops for Tagore Vidhyanikethan GHSS, Thaliparamba in Thaliparamba Municipality","23-Sep-2024","07-Jul-2025","1479294","Physical Inspection"
"20","Normal/Others","WS/MP101/2025-2026/90216-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Shri Sandosh Kumar P (2022-28) (2022-2028)","Elected MP","Purchase and Supply of 10  Laptops & 10 Printer for SES College, Sreekandapuram  in Sreekandapuram  Municipality","23-Sep-2024","16-Jan-2026","784800","Physical Inspection"
"21","Normal/Others","WS/MP096/2024-2025/137099-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","1.	Purchasing of Computers and accessories for GVHSS, Kalpakanchery, Ward No. 12, Kalpakanchery Panchayat","26-Aug-2024","19-Sep-2024","500000","Physical Inspection"
"22","Normal/Others","WS/MP099/2024-2025/140174-Purchase of IT systems, including hardware and software for educational purposes","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","Purchase, supply and/or installation of Desktop Computer Systems, Server System, along with ancillary furniture and equipments like Printers, Computer tables, etc. for the Department of Communication and Journalism, University of Kerala, Kariavattom Campus, Thiruvananthapuram Municipal Corporation, Thiruvananthapuram District.","10-Sep-2024","18-Oct-2024","386685","Physical Inspection"
"23","Normal/Others","WS/MP096/2024-2025/145350-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers, printer and projector to GLPS Pallisseri, Ward No. 4, Kalikavu Panchayat","04-Oct-2024","28-Nov-2024","500000","Work partially Completed"
"24","Normal/Others","WS/MP096/2024-2025/149762-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Installation of Sound system at GLPS Poolappadam, Ward No.15, Pothukkal Panchayat","29-Oct-2024","20-Nov-2024","300000","Physical Inspection"
"25","Normal/Others","WS/MP096/2025-2026/156314-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of computers and accessories for KMHS School Karulai, Karulai Panchayat","01-Dec-2024","11-Apr-2025","528105","Physical Inspection"
"26","Normal/Others","WS/MP096/2025-2026/156316-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers and accessories for AMLP School, Pullancheri, Ward no.28, Manjeri Municipality","01-Dec-2024","11-Apr-2025","350000","Physical Inspection"
"27","Normal/Others","WS/MP096/2025-2026/156429-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of computers and accessories for Bharath Matha AUPS, Muthukad, Ward No. 21, Nilambur Municipality","02-Dec-2024","04-Jul-2025","200000","Physical Inspection"
"28","Normal/Others","WS/MP094/2025-2026/159372-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Purchase of laptops for Palathuvayal Govt, U.P.School","17-Dec-2024","20-Aug-2025","282256","Physical Inspection"
"29","Normal/Others","WS/MP094/2025-2026/159373-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Purchase of  laptops for Valapattanom Govt Higher Secondary.School (School Code 131.02)","17-Dec-2024","20-Aug-2025","282256","Physical Inspection"
"30","Normal/Others","WS/MP094/2025-2026/159375-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Purchase of  Laptops for Peravoor  Govt.ITI","17-Dec-2024","20-Aug-2025","282256","Physical Inspection"
"31","Normal/Others","WS/MP094/2025-2026/159376-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Puchase of laptops for  Mambaram Govt. Higher secondary school","17-Dec-2024","20-Aug-2025","282256","Physical Inspection"
"32","Normal/Others","WS/MP096/2024-2025/164035-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers and accessories for Farook College Autonomous, Feroke. Ramanattukara Municipality.","07-Jan-2025","10-Jan-2025","970934","Physical Inspection"
"33","Normal/Others","WS/MP102/2025-2026/168388-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors MAM UP School, Vilakkamthode","23-Jan-2025","24-Sep-2025","200000","Physical Inspection"
"34","Normal/Others","WS/MP102/2025-2026/168452-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors G.L.P. School, Thondimmal","23-Jan-2025","24-Sep-2025","200000","Physical Inspection"
"35","Normal/Others","WS/MP102/2025-2026/168454-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors G.L.P. School Anakkampoyil","23-Jan-2025","10-Sep-2025","200000","Physical Inspection"
"36","Normal/Others","WS/MP102/2025-2026/168455-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors Sacred Heart UP School Thiruvambadi","23-Jan-2025","24-Sep-2025","400000","Physical Inspection"
"37","Normal/Others","WS/MP102/2025-2026/168458-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors St.Sebastians LP School Koodaranji","23-Jan-2025","24-Sep-2025","600000","Physical Inspection"
"38","Normal/Others","WS/MP102/2025-2026/168463-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors St. Marys High School, Kakkadampoyil","23-Jan-2025","10-Sep-2025","500000","Physical Inspection"
"39","Normal/Others","WS/MP102/2025-2026/168465-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Smt. Jebi Mather Hisham (2022-28) (2022-2028)","Elected MP","Purchase of Laptops and Projectors St. Thomas Higher Secondary School Thottumukkam","23-Jan-2025","10-Sep-2025","600000","Physical Inspection"
"40","Normal/Others","WS/MP094/2025-2026/173236-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for PALA GHSS Muzhakkunn","05-Feb-2025","19-Dec-2025","282300","Physical Inspection"
"41","Normal/Others","WS/MP094/2025-2026/173238-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for Govt Brennan HSS Thalasserri","05-Feb-2025","19-Dec-2025","282300","Physical Inspection"
"42","Normal/Others","WS/MP094/2025-2026/173241-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Koothuparamba","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"43","Normal/Others","WS/MP094/2025-2026/173246-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for Madhusoodanan Tangal Smaraka GUPS Mattannur","05-Feb-2025","19-Dec-2025","283200","Physical Inspection"
"44","Normal/Others","WS/MP094/2025-2026/173279-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for Govt Town HSS Kannur","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"45","Normal/Others","WS/MP094/2025-2026/173306-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Chattukappara","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"46","Normal/Others","WS/MP094/2025-2026/173333-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop purchase for EMSMGHSS Pappinisseri","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"47","Normal/Others","WS/MP094/2025-2026/173335-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop purchase for GHSS Muzhappilangad","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"48","Normal/Others","WS/MP094/2025-2026/173338-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for AKG Smaraka GHSS Peralasseri","05-Feb-2025","19-Dec-2025","282300","Physical Inspection"
"49","Normal/Others","WS/MP094/2025-2026/173364-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop purchase for GHSS Velloor","05-Feb-2025","12-Nov-2025","282300","Work Completed"
"50","Normal/Others","WS/MP094/2025-2026/173365-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for AKGM GHSS Pinarayi","05-Feb-2025","17-Dec-2025","282300","Physical Inspection"
"51","Normal/Others","WS/MP094/2025-2026/173366-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Palayad","05-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"52","Normal/Others","WS/MP094/2025-2026/173368-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for MVM KunhiVishnu Nambeesan Memorial Government Higher Secondary School Mathil","05-Feb-2025","19-Dec-2025","282300","Physical Inspection"
"53","Normal/Others","WS/MP094/2025-2026/173519-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Kadannappalli","06-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"54","Normal/Others","WS/MP094/2025-2026/173520-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHS Pacheni","06-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"55","Normal/Others","WS/MP094/2025-2026/173551-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHS Kalikkadav","06-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"56","Normal/Others","WS/MP094/2025-2026/173553-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for Koyyam GHSS","06-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"57","Normal/Others","WS/MP094/2025-2026/173554-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Chala","06-Feb-2025","12-Nov-2025","282300","Physical Inspection"
"58","Normal/Others","WS/MP094/2025-2026/173567-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Chelora","06-Feb-2025","11-Nov-2025","282300","Physical Inspection"
"59","Normal/Others","WS/MP094/2025-2026/173568-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Aralam Farm","06-Feb-2025","11-Nov-2025","282300","Physical Inspection"
"60","Normal/Others","WS/MP094/2025-2026/173569-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GHSS Chavasserri","06-Feb-2025","11-Nov-2025","282300","Physical Inspection"
"61","Normal/Others","WS/MP094/2025-2026/173570-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for Govt Polytechnic Naduvil","06-Feb-2025","11-Nov-2025","282300","Physical Inspection"
"62","Normal/Others","WS/MP094/2025-2026/173571-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. V. Sivadasan (2021-27) (2021-2027)","Elected MP","Laptop Purchase for GUPS MOKERI  East","06-Feb-2025","11-Nov-2025","176700","Physical Inspection"
"63","Normal/Others","WS/MP096/2025-2026/174811-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Setting up Multimedia Projectors for GUP School Vettecode, Manjeri Municipality","10-Feb-2025","11-Apr-2025","348402","Physical Inspection"
"64","Normal/Others","WS/MP096/2025-2026/181261-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers for GLPS, Pathiri padam, Edakkara Panchayat","12-Mar-2025","14-Jan-2026","660000","Physical Inspection"
"65","Normal/Others","WS/MP096/2025-2026/181262-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers for GMLP School, Mampad, Mampad Panchayat","12-Mar-2025","15-Jan-2026","141750","Physical Inspection"
"66","Normal/Others","WS/MP096/2025-2026/181264-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Setting up of Smart TV at Devadhar ALP School, Pulliyil, Ward no.01, Karulai Panchayat","12-Mar-2025","14-Jan-2026","199933","Physical Inspection"
"67","Normal/Others","WS/MP099/2025-2026/190139-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Dr. John Brittas (2021-27) (2021-2027)","Elected MP","Purchase of Laptops for CPNS Government Higher Secondary School, Mathamangalam, Eramam Village, Payyanur Taluk, Kannur District","25-Apr-2025","14-Jan-2026","300000","Sanction"
"68","Normal/Others","WS/MP100/2025-2026/192883-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Purchase of Ten Laptop for St Thomas High School Pala","21-Apr-2025","22-Sep-2025","375000","Sanction"
"69","Normal/Others","WS/MP100/2025-2026/202444-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Ten Lap Top - St. Mary s Higher Secondary School, Pala High School section","22-May-2025","22-Sep-2025","375000","Sanction"
"70","Normal/Others","WS/MP100/2025-2026/202445-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Five Lap top  Bharatheeya Vidya Mandiram, Kidangoor South","22-May-2025","16-Sep-2025","176035","Physical Inspection"
"71","Normal/Others","WS/MP100/2025-2026/202446-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Four Laptop St. Antonys Higher Secondary School, Mutholy","22-May-2025","21-Oct-2025","150000","Sanction"
"72","Normal/Others","WS/MP100/2025-2026/202447-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Five Lap top S.V.N.S.S High School, Edanad","22-May-2025","15-Oct-2025","187500","Sanction"
"73","Normal/Others","WS/MP100/2025-2026/202448-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Seven Lap Top  St. Marys Higher Secondary School, Kuravilangad","22-May-2025","16-Oct-2025","262500","Sanction"
"74","Normal/Others","WS/MP096/2025-2026/220607-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Setting up of Smart classrooms at Govt. UP School, Myladi, Chaliyar Panchayat","21-Jul-2025","14-Jan-2026","300000","Sanction"
"75","Normal/Others","WS/MP096/2025-2026/220614-Purchase of IT systems, including hardware and software for educational purposes","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Shri Abdul Wahab (2021-27) (2021-2027)","Elected MP","Purchasing of Computers for Munda muslim orphanage LP School, ward no.18, Vazhikadavu Panchayat","21-Jul-2025","14-Jan-2026","500000","Sanction"
"76","Normal/Others","WS/MP100/2025-2026/221548-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Shri Jose K. Mani (2024-30) (2024-2030)","Elected MP","Six Lap top  Viswabharathi S N Higher Secondary School Neezhoor High School Section","23-Jul-2025","03-Oct-2025","225000","Sanction"
