"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"152","Normal/Others","WS/MP099/2023-2024/101445-Construction of culverts and bridges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Culvert in Moolankode Bhaskaran Road – Valathode Palam Road and construction of approach Road, Ayyankunnu Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","04-Mar-2024","3448021"
"153","Normal/Others","WS/MP099/2023-2024/101459-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Kolikkadavu-Valluva Colony-Chattikkari Palam approach Road, Payam Grama Panchayat, Kannur District [50% S.C Fund + 50% General Fund from MPLADS Fund]","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","13-Mar-2024","1488196"
"154","Normal/Others","WS/MP099/2024-2025/101381-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Koonampalla Kurichya Colony Ring Road, Kottiyoor Grama Panchayat, Kannur District (S.T)","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","12-Jun-2024","1872960"
"155","Normal/Others","WS/MP099/2024-2025/132780-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of the remaining portion of the concreted road (starting from School Padi) that remains as Earthen Road from RemaSivan Padi to Moozhickal Mohanan Padi in Ward. No. X of Naranammoozhy GP (ST)","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","01-Jul-2024","1162112"
"156","Normal/Others","WS/MP099/2024-2025/132661-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Valora-Vayalarambu-Pannimoola Road, Iritty Municipality, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","04-Jul-2024","2464470"
"157","Trust and Society","WS/MP099/2024-2025/132929-Construction of public libraries and reading rooms","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of building for Grameena Vayanasala & Grandhalayam,Parothumneer, Cherupuzha Grama Panchayat.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","24-Jul-2024","1925275"
"158","Normal/Others","WS/MP099/2024-2025/133002-Purchase Books for Library","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and distribution of books to the Kannur Central Jail Library at Central Prison & Corretional  Home, Kannur Municipal Corporation.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","13-Aug-2024",""
"159","Normal/Others","WS/MP099/2024-2025/132665-Purchase of hospital equipment","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","Purchase, supply and/or installation of required   equipments and instruments for five Modular Operation Theatres in Government Medical College, Kottayam, Arpookara Grama Panchayat, Kottayam District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","06-Jan-2025","9918300"
"160","Normal/Others","WS/MP099/2024-2025/90968-Purchase Books for Library","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Purchase of Books for Don Bosco Higher Secondary School, Mullakkara, Mannuthy, Thrissur Municipal Corporation, Thrissur District – 680651","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","04-Sep-2024","13720"
"161","Normal/Others","WS/MP099/2024-2025/101413-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of K.P.J Junction – Sanjo Nagar Road (Mampallam),  Naduvil Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","11-Sep-2024","854453"
"162","Normal/Others","WS/MP099/2024-2025/132662-Construction of rooms and halls in school and colleges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of building for Areekkamala Government UP School, Eruvessi Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","13-Feb-2025","2615256"
"163","Normal/Others","WS/MP099/2024-2025/133007-Purchase of vans and buses for educational institutions","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase  of School Bus for Kayaralam North ALP School, Orappadi, Mayyil GP","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","17-Oct-2024","1997985"
"164","Normal/Others","WS/MP099/2024-2025/133004-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Tarring/ Concretting of Nariyanmavu-Kozhikkunnu-Arangu Road, Asset Code 211800101600000002, in Naduvil Grama Panchayath.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","19-Nov-2024","545102"
"165","Normal/Others","WS/MP099/2024-2025/132950-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Poolakutty - Vellara - Nellanikkal road, Kanichar Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","04-Nov-2024","1579330"
"166","Normal/Others","WS/MP099/2024-2025/133006-Purchase of vans and buses for educational institutions","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase of School Bus for Thimiri Govt. U P School, Alakode GP.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","15-Sep-2025","1637255"
"167","Normal/Others","WS/MP099/2024-2025/133001-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Nariyanmavu Colony-Ponmala-Mannamkundu Road,Ward No.IX, Naduvil  Grama Panchayath","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","15-Nov-2024","490869"
"168","Normal/Others","WS/MP099/2024-2025/133009-Purchase of furniture and fixtures for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase supply and/or installation of required furniture,chairs,fixtures and other equipments including Audio- Vishual Equipments (Amplifiers,Speakers,Mixer, Microphone,Smart Podium, Projector, Screen, Smart TV, Laptop,It system Etc) for the Seminar Hall in Payyannur College","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","04-Dec-2024","2497211"
"169","Normal/Others","WS/MP099/2024-2025/140174-Purchase of IT systems, including hardware and software for educational purposes","Kerala","THIRUVANANTHAPURAM(DISTRICT COLLECTOR THIRUVANANTHAPURAM_IDA)","Purchase, supply and/or installation of Desktop Computer Systems, Server System, along with ancillary furniture and equipments like Printers, Computer tables, etc. for the Department of Communication and Journalism, University of Kerala, Kariavattom Campus, Thiruvananthapuram Municipal Corporation, Thiruvananthapuram District.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","18-Dec-2024","386685"
"170","Normal/Others","WS/MP099/2024-2025/132951-Construction of buildings for crèches and anganwadies","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Anganwadi at Nediyenga Nellikunnu, Sreekandapuram Municipality, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","13-Jan-2025","1815360"
"171","Normal/Others","WS/MP099/2024-2025/133020-Laptop/Computer","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Purchase of two Multimedia Projectors and Five Laptop Computers for Don Bosco Higher Secondary School, Mullakkara, Mannuthy, Thrissur Municipal Corporation, Thrissur District – 680651","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","30-Jan-2025","238531"
"172","Normal/Others","WS/MP099/2024-2025/119779-Purchase of smart boards, visual display units and projectors","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Purchase of LCD Projector for Don Bosco Higher Secondary School, Mullakkara, Mannuthy, Thrissur Municipal Corporation, Thrissur District – 680651","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","30-Jan-2025","41378"
"173","Normal/Others","WS/MP099/2024-2025/133008-Laptop/Computer","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase of Computers for Govt Higher Secondary School, Prapoyil","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","12-Feb-2025","282256"
"174","Trust and Society","WS/MP099/2024-2025/140179-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Sensory Park and installation of Health/Gym Equipments/Machines in V.K.M. Special School (A project of V.K. Mohamed Charitable Trust), Puramannoor PO, Irimbiliyam Grama Panchayat, Malappuram District.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","05-Aug-2026","909760"
"175","Normal/Others","WS/MP099/2024-2025/152180-Street lights","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and installation of one Mini Mast Light at Kunithala Mukku (A. S Nagar), XII Ward, Peravoor Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","20-Mar-2025","174176"
"176","Normal/Others","WS/MP099/2024-2025/132953-Construction of rooms and halls in school and colleges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of building for BUDS School & Rehabilitation Centre in Ward no.X (Kandakasseri), Payyavoor Grama Panchayath","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","27-Mar-2025","2368505"
"177","Normal/Others","WS/MP099/2025-2026/140167-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Kanakakkunnu-Ambalam Nagar Road in Ward No. VIII of Naduvil Grama Panchayat.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","24-May-2025","486459"
"178","Normal/Others","WS/MP099/2025-2026/185096-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and installation of one Mini Mast Light at Toddy Shop Junction at Paisakary, Ward No. XIV, Payyavoor Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","03-Jun-2025","174176"
"179","Normal/Others","WS/MP099/2025-2026/140177-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Concreting of Kaithalam - Kozhikunnu Road in Ward No. 9 of Naduvil Grama Panchayat, Kannur District (Asset Code: 211810050000000148)","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","04-Jun-2025","582794"
"180","Normal/Others","WS/MP099/2024-2025/132941-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of “Chittakkattupadi – Sajan Store Nadappatha” in Ward No. VIII of Nedumpuram Grama Panchayat (S.C).","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","23-Jun-2025","966662"
"181","Normal/Others","WS/MP099/2025-2026/132948-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Paving Tiles in Paithalmala trek pathway – Paving of trek path leading to the grassland on the Manjapullu approach of Paithalmala Ecotourism destination with suitable materials (with materials that blend-in with the nature), Alakode Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","03-Jul-2025","2000000"
"182","Normal/Others","WS/MP099/2025-2026/152179-Street lights","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and installation of one Mini Mast Light at Venkunnu Kavala, XI Ward, Naduvil Grama Panchayat, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","22-Aug-2025","174208"
"183","Normal/Others","WS/MP099/2025-2026/140172-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Concreting of Parakandam – Palengad Road, starting near Parakandam Mosque and leading to Thundankuzhy Paddy field, located in Ward No. 15 of Muzhakkunnu Grama Panchayat, Muzhakkunnu Village, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","26-Aug-2025","828679"
"184","Normal/Others","WS/MP099/2025-2026/132947-Construction of bus-sheds or bus-stops","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of a Bus shed in Naduvil Panchayath Bus Stand, Naduvil Grama Panchayat, Kannur Dist.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","02-Sep-2025","841700"
"185","Normal/Others","WS/MP099/2025-2026/140166-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Thattiyad Tower Road (Asset Code No. 21181005000000064) in Ward No. XV of Naduvil Grama Panchayat (S.T Category).","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","02-Sep-2025","527820"
"186","Trust and Society","WS/MP099/2024-2025/132938-Construction of additional rooms and halls in the existing public and community building","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of 2nd Floor atop the existing building viz. ""Snehalayam"" being operated by E.M.S Charitable Society (Reg.No. PTM/TC/14/2013), Konni GP.","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","29-Sep-2025","2804264"
"187","Normal/Others","WS/MP099/2024-2025/136778-Construction of buildings for community cultural activities","Kerala","PATHANAMTHITTA(DISTRICT COLLECTOR PATHANAMTHITTA_IDA)","Construction of first floor of Desiya Vayanasala for cultural activities in Ward No: XIII of Mezhuveli Grama Panchayath","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","Images","11-Nov-2025","997581"
"188","Normal/Others","WS/MP099/2025-2026/240732-Construction of culverts and bridges","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Koottumukham Thazhe Bridge, Sreekandapuram Municipality, Kannur District","Dr. John Brittas (2021-27) (NaN-NaN)","Elected MP","N/A","17-Feb-2026","1518584"
"189","Normal/Others","WS/MP101/2024-2025/142787-Construction of buildings for crèches and anganwadies","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Construction of Model Anganwady at Padiyur Grama Panchayat in Thrissur District","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","07-Apr-2025","2739682"
"190","Normal/Others","WS/MP101/2024-2025/90207-Construction of public libraries and reading rooms","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","Construction of Library building  and purchase of Digital Equipments at Sreechithiravilasam Govt. L P School in Mynagapally Grama Panchayat -Kollam District","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","15-Nov-2024","1383320"
"191","Normal/Others","WS/MP101/2024-2025/153062-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","kalarithode vayalil road concreting","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","04-Dec-2024","767270"
"192","Normal/Others","WS/MP101/2024-2025/153064-Purchase of vans and buses for educational institutions","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase of Bus for Sreepuram Govt. Higher Seceondary School","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","22-Dec-2025","2372881"
"193","Normal/Others","WS/MP101/2024-2025/153063-Purchase of vans and buses for educational institutions","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","purchase of bus for  Rayarom Govt. high school","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","22-Dec-2025","2372881"
"194","Normal/Others","WS/MP101/2024-2025/180692-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALATION OF HIGH MAST LIGHT IN KARATTPRAMBA BASAR","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","14-Mar-2025","382737"
"195","Normal/Others","WS/MP101/2024-2025/180691-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALLATION OF HIGH MAST LIGHT NEAR CH KANARAN STATUE","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","17-Mar-2025","382737"
"196","Normal/Others","WS/MP101/2024-2025/180690-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALLATION OF HIGH MAST LIGHT NEAR VADIKKAL TEMPLE","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","18-Mar-2025","382737"
"197","Normal/Others","WS/MP101/2024-2025/90208-Purchase of IT systems, including hardware and software for educational purposes","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Supply of 10 laptops to H M YS H S School, Koottuvallikkattu in Vatakkekkara Grama Panchayat in Ernakulam  District","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","25-Mar-2025","352070"
"198","Normal/Others","WS/MP101/2025-2026/180693-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALATION OF HIGH MAST LIGHT AT CHEPPARAMBA PARA BAZAR","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","30-Apr-2025","382737"
"199","Normal/Others","WS/MP101/2025-2026/142057-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Installation of High Mast Street Light (10 meters height, 150w*5 bulbs) Aralam GP Ward 6 in the premises of Hospital","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","08-May-2025","382737"
"200","Normal/Others","WS/MP101/2025-2026/190622-Construction of rooms and halls in school and colleges","Kerala","KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA)","construction of library building and purchase of related digital accessories t for sree chithira vilasam govt.L.P. school","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2025","1044303"
"201","Normal/Others","WS/MP101/2025-2026/90214-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Road at Chundayil Valapp- Mannambrani- Mealai Para  in Sreekandapuram Municipality","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","27-May-2025","1839775"
"202","Normal/Others","WS/MP101/2025-2026/180694-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","CONSTRUCTION OF KOTTUR VASUPEEDIKA CHEMMANAMCHAL ROAD","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","27-May-2025","864113"
"203","Normal/Others","WS/MP101/2025-2026/152124- Providing sports equipment, except consumable items","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","PROVIDING SPORTS EQUIPMENTS FOR GOVT. BRENNEN COLLAGE THALASSERY","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","11-Jul-2025","98332"
"204","Normal/Others","WS/MP101/2025-2026/149422-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Installation of high mast light near Chittaraparamba Govt. Higher secondary school in chittariparamba Grama Panchayath","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","14-Jul-2025","382737"
"205","Normal/Others","WS/MP101/2025-2026/90215-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and Supply of  Laptops for Tagore Vidhyanikethan GHSS, Thaliparamba in Thaliparamba Municipality","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","17-Jul-2025","1479294"
"206","Normal/Others","WS/MP101/2025-2026/186009-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Installation of High Mast Light in Anthoor Municiplity Ward 23 at Koran Peedika Kanool Yuva Shakthi road Junction","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","19-Jul-2025","382737"
"207","Normal/Others","WS/MP101/2025-2026/176096-Purchase of vans and buses for educational institutions","Kerala","KOTTAYAM(DISTRICT COLLECTOR KOTTAYAM_IDA)","PURCHASE FOR SCHOOL BUS BHARATHEEYA VIDYA MANDIRAM AIDED  U.P .SCHOOL kIDANGOOR SOUTH","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","11-May-2026","2498107"
"208","Normal/Others","WS/MP101/2025-2026/194571-Purchase of hearse van (Four, three and two wheelers)","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Distribution of electric wheel chare at  ward no.6 in madikkai grama panchayath in Kasaragode district","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","20-Nov-2025","127050"
"209","Normal/Others","WS/MP101/2025-2026/90217-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Rennovation of Crescent College Road in Madayi Grama Panchayat","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","20-Aug-2025","887575"
"210","Normal/Others","WS/MP101/2025-2026/186016-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Peratta byepass road road","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","01-Sep-2025","909751"
"211","Normal/Others","WS/MP101/2024-2025/90206-Construction of buildings for crèches and anganwadies","Kerala","THRISSUR(DISTRICT COLLECTOR THRISSUR_IDA)","Construction of Anganwadi building, at Ward No. 11 in Paralam Grama Panchayath, Thrissur","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","26-Feb-2026","2429102"
"212","Normal/Others","WS/MP101/2025-2026/207833-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Installation of High Mast Street Light (10 meters height,150w,5bulbs) near Kuthuparamba Pazhayanirathu Palli","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","22-Dec-2025","382737"
"213","Normal/Others","WS/MP101/2025-2026/205263-Purchase of vans and buses for educational institutions","Kerala","PALAKKAD(DISTRICT COLLECTOR PALAKKAD_IDA)","purchase of school bus fpr padashala samskritha school","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","06-Feb-2026","2391541"
"214","Normal/Others","WS/MP101/2025-2026/90216-Purchase of IT systems, including hardware and software for educational purposes","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Purchase and Supply of 10  Laptops & 10 Printer for SES College, Sreekandapuram  in Sreekandapuram  Municipality","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2026","694430"
"215","Normal/Others","WS/MP101/2026-2027/226448-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALLATION OF MINI HIGH MAST LIGHT NEAR KAYILOOR ALP SCHOOL","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","199998"
"216","Normal/Others","WS/MP101/2026-2027/269586-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","Construction of Kathuva Parambu- Pothankundu Kavu Road","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","989632"
"217","Normal/Others","WS/MP101/2026-2027/226447-Lighting of public spaces","Kerala","KANNUR(DISTRICT COLLECTOR KANNUR_IDA)","INSTALLATION OF MINI HIGHMAST  LIGHT NEAR TRANSFORMER AT PAZHASSI TEMPLE ROAD JUNCTION","Shri Sandosh Kumar P (2022-28) (NaN-NaN)","Elected MP","N/A","14-May-2026","199998"
"218","Normal/Others","WS/MP102/2024-2025/143813-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Construction of Adiyodikandi - Alakattu Thazhe Road - Ward No. VIII, Cheruvannur Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","28-Nov-2024","1532503"
"219","Repair and Renovation","WS/MP102/2024-2025/143620-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Renovation of Parammal Vellorthazham Road Concrete with culvert, Division 8, 12, Malapparamba","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","12-Dec-2024","869076"
"220","Normal/Others","WS/MP102/2024-2025/143581-Purchase of vans and buses for educational institutions","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Purchase of School Bus for Govt. Nursing College, Panamaram, Panamaram Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","12-Feb-2025","2341820"
"221","Normal/Others","WS/MP102/2024-2025/143933-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","ERNAKULAM(DISTRICT COLLECTOR ERNAKULAM_IDA)","Construction of Health Sub Centre, Manjaly","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","N/A","27-Mar-2026","2713940"
"222","Trust and Society","WS/MP102/2024-2025/147349-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of building - Thiruvali Pain & Palliative Care Association, Thiruvali Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2025","737410"
"223","Normal/Others","WS/MP102/2024-2025/143511-Lighting of public spaces","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Installation of High Mast Light Ettekra Road Junction Perumbally Town, Puthuppadi Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2025","435267"
"224","Normal/Others","WS/MP102/2024-2025/143988-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KASARAGOD(DISTRICT COLLECTOR KASARAGOD_IDA)","Construction of Road - Kannadippara - Kooramkara Road - Pullur-Periya","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","22-Mar-2025","2370254"
"225","Normal/Others","WS/MP102/2024-2025/143509-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA)","Construction of Pothukallu Panchayath Homoeo Hospital Road, Pothukallu Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2025","1182943"
"226","Normal/Others","WS/MP102/2024-2025/156869-Construction of rooms and halls in school and colleges","Kerala","WAYANAD(DISTRICT COLLECTOR WAYANAD_IDA)","Construction of classrooms at first floor for GHS Nellarachal, Ambalavayal Grama Panchayath (ST)","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","14-Jan-2026","1500000"
"227","Repair and Renovation","WS/MP102/2024-2025/143622-Construction of roads, link roads, pathways or any other road with or without drainage system","Kerala","KOZHIKODE(DISTRICT COLLECTOR KOZHIKODE_IDA)","Renovation of Kuttikkattur - Kottamparamb Road, Division 17, Kunnamangalam Grama Panchayath","Smt. Jebi Mather Hisham (2022-28) (NaN-NaN)","Elected MP","Images","28-Apr-2025","925424"
