"Sr. No.","State","Work","Work ID","IDA","Hon'ble Members of Parliament","Elected/Nominated","Expenditure Date","Vendor Name","Payment Status","Fund Disbursed Amount ( ₹ )"
"1","Manipur","Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP18468/2026-2027/304510","TAMENGLONG(Deputy Commissioner Tamenglong_ida)","Smt. Adhikarimayum Sharda Devi (2026-32) (2026-2032)","Elected MP","31-Aug-2026","Akin construction and supply","Payment In-Progress","1800000"
"Grand Total"," "," "," "," "," "," "," "," "," ","18,00,000"
