"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"80","Normal/Others","WS/MP18425/2026-2027/292490-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"81","Normal/Others","WS/MP18425/2026-2027/292491-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"82","Normal/Others","WS/MP18425/2026-2027/292492-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"83","Normal/Others","WS/MP18425/2026-2027/292493-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"84","Normal/Others","WS/MP18425/2026-2027/292494-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"85","Normal/Others","WS/MP18425/2026-2027/292495-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"86","Normal/Others","WS/MP18425/2026-2027/292496-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of  100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"87","Normal/Others","WS/MP18425/2026-2027/292497-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of  100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"88","Normal/Others","WS/MP18425/2026-2027/292498-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"89","Normal/Others","WS/MP18425/2026-2027/292499-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"90","Normal/Others","WS/MP18425/2026-2027/292500-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"91","Normal/Others","WS/MP18425/2026-2027/292501-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"92","Normal/Others","WS/MP18425/2026-2027/292502-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"93","Normal/Others","WS/MP18425/2026-2027/292503-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"94","Normal/Others","WS/MP18425/2026-2027/292560-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty","06-Jul-2026","31-Aug-2026","79100","Sanction"
"95","Normal/Others","WS/MP18425/2026-2027/292561-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty","06-Jul-2026","31-Aug-2026","158200","Sanction"
"96","Normal/Others","WS/MP18402/2024-2025/160015-Providing supply pipelines for drinking water","Haryana","CHURU(DISTRICT COLLECTOR CHURU_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Pipeline and Public Stand Post (PSP) from Mundi Tal to Amarpura Dham","18-Dec-2024","21-Feb-2025","2149000","Work partially Completed"
"97","Normal/Others","WS/MP18425/2025-2026/247738-Construction of public toilets and bathrooms","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of toilets in sc chaupal at dhaluwal,pinjore","13-Nov-2025","26-Dec-2025","500000","Time Estimation"
"98","Normal/Others","WS/MP18425/2025-2026/247739-Providing garbage collection and disposal systems","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of shed and purchase of E Rikshaw for door to door garbage collection, pinjore","13-Nov-2025","26-Dec-2025","500000","Time Estimation"
"99","Normal/Others","WS/MP18425/2025-2026/247736-Construction of public irrigation facilities","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of irrigation kul length 1500 mtrs at village bhuwana","13-Nov-2025","26-Dec-2025","1799000","Sanction"
"100","Normal/Others","WS/MP18402/2025-2026/175544-Construction of shelters for animals","Haryana","JIND(DEPUTY COMMISSIONER JIND)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Shed for Cows in the Gaushala, Village Uchana Khurd, Distt Jind","13-Feb-2025","27-May-2025","1100000","Work Completed"
"101","Normal/Others","WS/MP18402/2025-2026/176702-Construction of shelters for animals","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Interlocking Tiles for cows in the Gaushala, Village Khedar, District Hisar","20-Feb-2025","06-May-2025","1098814","Vendor Identification"
"102","Normal/Others","WS/MP18402/2025-2026/180885-Construction of shelters for animals","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Cows Shed, wall and drinking water","11-Mar-2025","24-Jul-2025","2089839","Vendor Identification"
"103","Normal/Others","WS/MP18402/2025-2026/203202-Construction of shelters for animals","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Shed for cows in the Gaushala, Village Balak District Hisar","24-May-2025","08-Sep-2025","1100000","Vendor Identification"
"104","Trust and Society","WS/MP18402/2025-2026/224797-Construction of shelters for animals","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Cows shelter in Nand Baba Gau Sewa Sansthan","04-Aug-2025","16-Dec-2025","1100000","Physical Inspection"
"105","Trust and Society","WS/MP18402/2026-2027/270161-Construction of shelters for animals","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","CONSTRUCTION","21-Feb-2026","21-May-2026","500000","Sanction"
"106","Normal/Others","WS/MP18425/2025-2026/215034-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Construction of Retraining wall near the house of Virendra Singh in village Chakli.","05-Jul-2025","07-Aug-2025","270000","Physical Inspection"
"107","Normal/Others","WS/MP18425/2025-2026/215035-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of retraining wall and road in village bhoj koti aalai","05-Jul-2025","07-Aug-2025","557000","Time Estimation"
"108","Normal/Others","WS/MP18425/2025-2026/215055-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of retraining wall and road in thapli village","05-Jul-2025","07-Aug-2025","527000","Work Completed"
"109","Normal/Others","WS/MP18425/2025-2026/215061-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of retraining wall near residance of bachna ram in kharkua village","05-Jul-2025","07-Aug-2025","811436","Time Estimation"
"110","Normal/Others","WS/MP18402/2025-2026/219858-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Rasta Fathepuri road to Dhani of Dr Devilal","18-Jul-2025","22-Aug-2025","1793000","Vendor Identification"
"111","Normal/Others","WS/MP18402/2025-2026/219860-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Road from Tharwa-Laloda Road to Mangtu Ki Dhan","19-Jul-2025","22-Aug-2025","958000","Vendor Identification"
"112","Normal/Others","WS/MP18402/2025-2026/219863-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Iron Shed at Both Shamshan Ghat Rasta Near Well Near Main Road at Baba Kishan Dass Rasta","19-Jul-2025","22-Aug-2025","1376000","Vendor Identification"
"113","Normal/Others","WS/MP18402/2025-2026/219865-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street from Nangla Road to HO Dalbir SO Khandu in Indra Colony","19-Jul-2025","22-Aug-2025","448000","Vendor Identification"
"114","Normal/Others","WS/MP18402/2025-2026/219866-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Iron Shed Govt. Primary School","19-Jul-2025","22-Aug-2025","2075000","Vendor Identification"
"115","Normal/Others","WS/MP18402/2025-2026/219898-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB from Subhash Shop to Shamshan","19-Jul-2025","22-Aug-2025","639000","Vendor Identification"
"116","Normal/Others","WS/MP18402/2025-2026/219899-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB from Ishwer house to HO Hawa Singh","19-Jul-2025","22-Aug-2025","276000","Vendor Identification"
"117","Normal/Others","WS/MP18402/2025-2026/219900-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street from Main Road to Nagar Khera","19-Jul-2025","22-Aug-2025","1247000","Vendor Identification"
"118","Normal/Others","WS/MP18402/2025-2026/219903-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Rasta From HO Chandu Lal Dalal to HO of Dalbir Ex Sarpanch Const of HO Mohan So Abhay Ram to HO Dalel Kohar","19-Jul-2025","22-Aug-2025","1193000","Vendor Identification"
"119","Normal/Others","WS/MP18402/2025-2026/219917-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street Mochi Road to Bhala So Khayali Ram","19-Jul-2025","22-Aug-2025","3444000","Vendor Identification"
"120","Normal/Others","WS/MP18402/2025-2026/219921-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Installation of indoor GYM in BC Choupal","19-Jul-2025","22-Aug-2025","453000","Sanction"
"121","Normal/Others","WS/MP18402/2025-2026/219925-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB Street from village Firni to Gaswa Minor  Dhani of Avtar Singh","19-Jul-2025","22-Aug-2025","1551000","Vendor Identification"
"122","Normal/Others","WS/MP18402/2025-2026/219927-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Brick Paved Rasta from Bosti Road to Dhani of Billu","19-Jul-2025","22-Aug-2025","1013000","Vendor Identification"
"123","Normal/Others","WS/MP18402/2025-2026/219929-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Brick Paved Rasta from Kulan Road to Dhani of Baljinder Singh","19-Jul-2025","22-Aug-2025","814000","Vendor Identification"
"124","Normal/Others","WS/MP18402/2025-2026/220013-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Flooring in Shamshan Ghat","19-Jul-2025","22-Aug-2025","686000","Vendor Identification"
"125","Normal/Others","WS/MP18402/2025-2026/222949-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Street in village Sidhan from House of Kashi naik to Dayanad Sheoran farm","29-Jul-2025","24-Sep-2025","2100000","Vendor Identification"
"126","Normal/Others","WS/MP18425/2025-2026/247735-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of small bridge,pulli at village nichla bhuwana","13-Nov-2025","26-Dec-2025","817000","Vendor Identification"
"127","Normal/Others","WS/MP18425/2025-2026/247737-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of road at village magniwala","13-Nov-2025","26-Dec-2025","2422000","Vendor Identification"
"128","Normal/Others","WS/MP18425/2025-2026/247744-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of road and retaining wall between middle school main road to suhad devta place at village jabrot, pinjore","13-Nov-2025","26-Dec-2025","2005000","Time Estimation"
"129","Normal/Others","WS/MP18425/2025-2026/247821-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of road from hari ram house to ishwar dutt house at village dabore. length 400ft and width 12ft","13-Nov-2025","26-Dec-2025","320000","Vendor Identification"
"130","Repair and Renovation","WS/MP18425/2025-2026/247822-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","repair work of a street from thakurdawara to main road of dharada and masun. length 1500ft and width 12 ft","13-Nov-2025","26-Dec-2025","900000","Vendor Identification"
"131","Normal/Others","WS/MP18425/2025-2026/247823-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of street from krishanpal house to om prakash house at village ghati. street length 350ft and width 5ft.","13-Nov-2025","26-Dec-2025","348000","Time Estimation"
"132","Normal/Others","WS/MP18425/2025-2026/247824-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of street and retaining wall from dinanath house to dharam pal house at village kangar. street length 450ft and width 8ft","13-Nov-2025","26-Dec-2025","600000","Vendor Identification"
"133","Normal/Others","WS/MP18425/2025-2026/247828-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of street from badi sher pull to prishvi singh house at village kothi street length 1700ft and width 10ft.","13-Nov-2025","26-Dec-2025","1400000","Time Estimation"
"134","Normal/Others","WS/MP18425/2025-2026/247831-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of road village jakhadi ghanshyam house to pyare lal","13-Nov-2025","26-Dec-2025","1000000","Vendor Identification"
"135","Repair and Renovation","WS/MP18425/2026-2027/293376-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","YAMUNANAGAR(Deputy Commissioner YamunaNagar_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","repair of street from rishipal to vinod house","09-Jul-2026","26-Aug-2026","194000","Sanction"
"136","Normal/Others","WS/MP18425/2025-2026/247820-Construction of culverts and bridges","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of RCC Small bridge sher gujran to lasawa road at village masun","13-Nov-2025","26-Dec-2025","2000000","Time Estimation"
"137","Normal/Others","WS/MP18425/2025-2026/202262-Construction of buildings for sports facilities","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","CONSTRUTION OF HALL IN STADIUM,AREA IS 548.25 SQ.FT WITH ELECTRICAL INSTALLMENT AT MUNDHALKHURD,BHIWANI","21-May-2025","29-Jul-2025","999000","Work partially Completed"
"138","Normal/Others","WS/MP18402/2026-2027/278581-Construction of buildings for sports facilities","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Hall for Boxing","18-Apr-2026","18-Aug-2026","2100000","Sanction"
"139","Normal/Others","WS/MP18402/2025-2026/219896-Construction of stadiums","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. Track in Stadium","19-Jul-2025","22-Aug-2025","2030000","Sanction"
"140","Normal/Others","WS/MP18425/2025-2026/247741-Installation of fixed garden gym equipment","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of open gym at village bar, Pinjore","13-Nov-2025","26-Dec-2025","997000","Sanction"
"141","Normal/Others","WS/MP18402/2026-2027/278579-Development of public parks","Haryana","PALWAL(CEO DRDA MPLADS PALWAL)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Volleyball Ground, and Development of Public Park","18-Apr-2026","22-Jul-2026","500000","Sanction"
"142","Normal/Others","WS/MP18402/2026-2027/251097-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Upgradation of existing ground facilities at Damkora Village.","28-Nov-2025","25-May-2026","1000000","Sanction"
"143","Repair and Renovation","WS/MP18402/2026-2027/251243-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","As per attached demand letter of Gram Panchayat.","29-Nov-2025","18-Aug-2026","500000","Sanction"
"144","Normal/Others","WS/MP18402/2025-2026/251250-Development of playfields and sports grounds","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of iron shed and laying of RCC bench at stadium.","29-Nov-2025","16-Feb-2026","497000","Sanction"
"145","Normal/Others","WS/MP18402/2026-2027/251252-Development of playfields and sports grounds","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","CONST. OF IRON SHED IN GSSS, FOR STAGE AT VILLAGE RORI","29-Nov-2025","20-May-2026","499000","Sanction"
"146","Normal/Others","WS/MP18402/2026-2027/251253-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","As per attached demand charter of Gram Panchayat.","29-Nov-2025","25-May-2026","1000000","Sanction"
"147","Normal/Others","WS/MP18402/2025-2026/251254-Development of playfields and sports grounds","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const of Main gate of Stadium, IPB rasta from phirni to main gate of Stadium and miscellaneous work.","29-Nov-2025","16-Feb-2026","1000000","Sanction"
"148","Normal/Others","WS/MP18402/2026-2027/251256-Development of playfields and sports grounds","Haryana","SIRSA(DEPUTY COMMISSIONER SIRSA_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Main Gate and Shed Pavilion in Stadium in village Bajekan","29-Nov-2025","19-May-2026","500000","Sanction"
"149","Repair and Renovation","WS/MP18402/2026-2027/252054-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Renovation of Grounds, purchase of sports equipments.","04-Dec-2025","18-Aug-2026","500000","Sanction"
"150","Normal/Others","WS/MP18425/2025-2026/247683-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","PROVIDING DHANI CONNECTION TO SH.SIYA RAM VILLAGE MANGALI MOHABTPUR UNDER SUB DIVISION GANGWA","13-Nov-2025","18-Feb-2026","47587","Vendor Identification"
"151","Normal/Others","WS/MP18425/2025-2026/247684-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","PROVIDING DHANI CONNECTION TO SH.RAJENDER SINGH MALIK SO SH BALBIR SINGH AT VILLAGE DAHIMA UNDER SUB DIVISION SATROD","13-Nov-2025","10-Mar-2026","37209","Vendor Identification"
"152","Normal/Others","WS/MP18425/2026-2027/247685-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","GSC Dhani connection to sh Satbir So sh Lakhmi at village Gorchi Under Sub Division Balsamand","13-Nov-2025","14-May-2026","51967","Vendor Identification"
"153","Normal/Others","WS/MP18425/2025-2026/247686-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","dhani connection of Satbir So Sh Tara Chand from 11 kv Harita AP feeder to 11 KV Sharwa RDS feeder at village Sharwa under sub Division Gangwa.","13-Nov-2025","18-Feb-2026","73241","Vendor Identification"
"154","Normal/Others","WS/MP18425/2025-2026/247687-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","connection to Sh Vikash Mundaliya at Pitro ka Manddir village Sharwa Talvandi Rukka dhani under sub Division Gangwa","13-Nov-2025","18-Feb-2026","292991","Vendor Identification"
"155","Normal/Others","WS/MP18425/2025-2026/247688-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Dhani connection to sh ram kishan So sh Harphool rawalwas road Matershyam (Sahpur) under sub Division Adampur","13-Nov-2025","18-Feb-2026","124893","Work partially Completed"
"156","Normal/Others","WS/MP18425/2025-2026/247689-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Dhan connection of shree Rani sati Mandir from 11 kv Singran AP feeder to 11 KV Panihar DS feeder at village Kalwas Dhani under sub Division Gangwa","13-Nov-2025","18-Feb-2026","566737","Vendor Identification"
"157","Normal/Others","WS/MP18425/2026-2027/247690-Improvement of electricity distribution infrastructure","Haryana","HISAR(DEPUTY COMMISSIONER HISSAR_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","providing Dhani connection to sh Mahender So sh Amar Singh Gorchi Road Chaudriwas Dhani undersub Division Gangwa","13-Nov-2025","14-May-2026","104769","Vendor Identification"
