"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"181","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"182","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"183","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"184","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"185","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"186","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"187","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"188","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 25 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"189","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"190","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"191","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"192","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"193","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"194","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"195","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"196","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"197","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 25 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"198","Normal/Others","WS/MP18425/2025-2026/247738-Construction of public toilets and bathrooms","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of toilets in sc chaupal at dhaluwal,pinjore","13-Nov-2025","500000","26-Dec-2025"
"199","Normal/Others","WS/MP18425/2025-2026/247739-Providing garbage collection and disposal systems","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of shed and purchase of E Rikshaw for door to door garbage collection, pinjore","13-Nov-2025","500000","26-Dec-2025"
"200","Normal/Others","WS/MP18425/2025-2026/247736-Construction of public irrigation facilities","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","construction of irrigation kul length 1500 mtrs at village bhuwana","13-Nov-2025","1799000","26-Dec-2025"
"201","Trust and Society","WS/MP18402/2025-2026/225065-Setting up public non-conventional energy plants","Haryana","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Solar System Installation in Haryana Ex-Services League (HESL)","05-Aug-2025","1100000","16-Jan-2026"
"202","Normal/Others","NA-Construction of buildings for sports facilities","Haryana","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Senior Secondary School, Makdoli Kalan","18-Apr-2026","500000","NA"
"203","Normal/Others","NA-Development of playfields and sports grounds","Haryana","ROHTAK(DEPUTY COMMISSIONER ROHTAK_IDA)","Shri Sanjay Bhatia (2026-32) (2026-2032)","Elected MP","construction of lawn tennis court  in Dada Lakhmi Chand State University of Performing and Visual Arts","15-Jul-2026","1100000","NA"
"204","Repair and Renovation","WS/MP299/2026-2027/278565-Construction of rooms and halls in school and colleges","Haryana","PANIPAT(DC CUM NODAL OFFICER MPLADS)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","construction of wall for CH. DEVI LAL Memorial girls (PG) College ,GT ROAD, SEWAH, PANIPAT,","18-Apr-2026","1098412","03-Jul-2026"
"205","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","28-Jan-2026","1050000","NA"
"206","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","04-Jan-2026","1050000","NA"
"207","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","04-Jan-2026","1050000","NA"
"208","Normal/Others","WS/MP299/2025-2026/247700-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"209","Normal/Others","WS/MP299/2025-2026/247701-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"210","Normal/Others","WS/MP299/2025-2026/247703-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"211","Normal/Others","WS/MP299/2025-2026/247704-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"212","Normal/Others","WS/MP299/2025-2026/247705-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"213","Normal/Others","WS/MP299/2025-2026/247706-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"214","Normal/Others","WS/MP299/2025-2026/247707-Purchase of hospital equipment","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Purchase of breast cancer screening device","15-Nov-2025","1336000","29-Jan-2026"
"215","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","10-Dec-2025","1050000","NA"
"216","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","10-Dec-2025","1050000","NA"
"217","Normal/Others","NA-Purchase of ambulances (Four, three and two wheelers)","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","purchase of maruti eeco ambulance shell-equipped","10-Dec-2025","1050000","NA"
"218","Trust and Society","WS/MP299/2026-2027/276298-Construction of rooms and halls in school and colleges","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Construction of shed in school assembly area","27-Mar-2026","1100000","27-May-2026"
"219","Normal/Others","NA-Construction of buildings for community cultural activities","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","CONSTTRUCTION OF CHOWK NEAR NEW YORK PALACE","31-Aug-2026","768000","NA"
"220","Trust and Society","NA-Construction of public libraries and reading rooms","Haryana","AMBALA(DEPUTY COMMISSIONER AMBALA_IDA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","CONSTRUCTION OF PUBLIC LIBRARY","22-Jul-2026","500000","NA"
"221","Normal/Others","WS/MP18402/2025-2026/224297-Construction of community centers and community halls","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction new Community Center in Bahal Bhiwani","02-Aug-2025","1100000","04-Dec-2025"
"222","Normal/Others","WS/MP18425/2025-2026/202262-Construction of buildings for sports facilities","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","CONSTRUTION OF HALL IN STADIUM,AREA IS 548.25 SQ.FT WITH ELECTRICAL INSTALLMENT AT MUNDHALKHURD,BHIWANI","21-May-2025","999000","29-Jul-2025"
"223","Normal/Others","WS/MP18402/2025-2026/222949-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Street in village Sidhan from House of Kashi naik to Dayanad Sheoran farm","29-Jul-2025","2100000","24-Sep-2025"
"224","Normal/Others","WS/MP18402/2025-2026/253330-Purchase of mobile water tankers","Haryana","BHIWANI(DC Cum Nodal Officer MPLADS Bhiwani)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Purchase of mobile water tanker for Gram Panchayat Sidhan.","10-Dec-2025","180000","15-Dec-2025"
"225","Normal/Others","WS/MP299/2025-2026/174949-Construction of community centers and community halls","Haryana","Charkhi Dadri(Deputy Commissioner Charkhi Dadri_IDA)","Shri Kartikeya Sharma (2022-28) (2022-2028)","Elected MP","Construction of Bhagwan Parshuram Sabhagar","11-Feb-2025","1500000","01-Nov-2025"
"226","Normal/Others","WS/MP18402/2025-2026/219868-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of B Wall of Community Center","19-Jul-2025","2978000","22-Aug-2025"
"227","Normal/Others","WS/MP18402/2025-2026/219897-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Drain from Shamshan Ghat to Pond","19-Jul-2025","682000","22-Aug-2025"
"228","Normal/Others","WS/MP18402/2025-2026/219901-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. Iron Shed Near Nagar Khera","19-Jul-2025","711000","22-Aug-2025"
"229","Normal/Others","WS/MP18402/2025-2026/219918-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Flooring in Community Center","19-Jul-2025","576000","22-Aug-2025"
"230","Normal/Others","WS/MP18402/2025-2026/227162-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Library Hall,  langar Hall, stage Iron Sheds, main gate","14-Aug-2025","4150000","24-Sep-2025"
"231","Normal/Others","WS/MP18402/2025-2026/227165-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction General Chopal Iron Sheds, Govt School Dangra main gate","14-Aug-2025","1200000","24-Sep-2025"
"232","Repair and Renovation","WS/MP18402/2026-2027/287006-Construction of community centers and community halls","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Shamshan ghat","18-Jun-2026","1980000","11-Aug-2026"
"233","Normal/Others","WS/MP18402/2025-2026/228444-Construction of common work sheds/ common covered sitting area","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Shed in Government Middle School, Bhuthan Khurd","22-Aug-2025","1497000","24-Sep-2025"
"234","Trust and Society","WS/MP18402/2025-2026/150959-Construction of public libraries and reading rooms","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of public libraries in SHRI DURGA MAHILA MAHAVIDYALAYA","06-Nov-2024","2100000","07-May-2025"
"235","Normal/Others","WS/MP18402/2025-2026/224232-Construction of public libraries and reading rooms","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction E-Library","01-Aug-2025","1100000","24-Sep-2025"
"236","Normal/Others","WS/MP18402/2026-2027/278581-Construction of buildings for sports facilities","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Hall for Boxing","18-Apr-2026","2100000","18-Aug-2026"
"237","Normal/Others","WS/MP18402/2025-2026/219896-Construction of stadiums","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. Track in Stadium","19-Jul-2025","2030000","22-Aug-2025"
"238","Repair and Renovation","WS/MP18402/2026-2027/252054-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Renovation of Grounds, purchase of sports equipments.","04-Dec-2025","500000","18-Aug-2026"
"239","Normal/Others","WS/MP18402/2026-2027/251253-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","As per attached demand charter of Gram Panchayat.","29-Nov-2025","1000000","25-May-2026"
"240","Normal/Others","WS/MP18402/2026-2027/251097-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction Upgradation of existing ground facilities at Damkora Village.","28-Nov-2025","1000000","25-May-2026"
"241","Repair and Renovation","WS/MP18402/2026-2027/251243-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","As per attached demand letter of Gram Panchayat.","29-Nov-2025","500000","18-Aug-2026"
"242","Normal/Others","NA-Development of playfields and sports grounds","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","As per demand charter of Gram Panchayat.","29-Nov-2025","1000000","NA"
"243","Normal/Others","WS/MP18402/2025-2026/219874-Construction of water tanks","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Installation of Water Tanker in Stadium","19-Jul-2025","233000","22-Aug-2025"
"244","Normal/Others","WS/MP18402/2025-2026/219858-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Rasta Fathepuri road to Dhani of Dr Devilal","18-Jul-2025","1793000","22-Aug-2025"
"245","Normal/Others","WS/MP18402/2025-2026/219860-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Road from Tharwa-Laloda Road to Mangtu Ki Dhan","19-Jul-2025","958000","22-Aug-2025"
"246","Normal/Others","WS/MP18402/2025-2026/219863-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Iron Shed at Both Shamshan Ghat Rasta Near Well Near Main Road at Baba Kishan Dass Rasta","19-Jul-2025","1376000","22-Aug-2025"
"247","Normal/Others","WS/MP18402/2025-2026/219865-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street from Nangla Road to HO Dalbir SO Khandu in Indra Colony","19-Jul-2025","448000","22-Aug-2025"
"248","Normal/Others","WS/MP18402/2025-2026/219866-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Iron Shed Govt. Primary School","19-Jul-2025","2075000","22-Aug-2025"
"249","Normal/Others","WS/MP18402/2025-2026/219898-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB from Subhash Shop to Shamshan","19-Jul-2025","639000","22-Aug-2025"
"250","Normal/Others","WS/MP18402/2025-2026/219899-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB from Ishwer house to HO Hawa Singh","19-Jul-2025","276000","22-Aug-2025"
"251","Normal/Others","WS/MP18402/2025-2026/219900-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street from Main Road to Nagar Khera","19-Jul-2025","1247000","22-Aug-2025"
"252","Normal/Others","WS/MP18402/2025-2026/219903-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Rasta From HO Chandu Lal Dalal to HO of Dalbir Ex Sarpanch Const of HO Mohan So Abhay Ram to HO Dalel Kohar","19-Jul-2025","1193000","22-Aug-2025"
"253","Normal/Others","WS/MP18402/2025-2026/219917-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Street Mochi Road to Bhala So Khayali Ram","19-Jul-2025","3444000","22-Aug-2025"
"254","Normal/Others","WS/MP18402/2025-2026/219921-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Installation of indoor GYM in BC Choupal","19-Jul-2025","453000","22-Aug-2025"
"255","Normal/Others","WS/MP18402/2025-2026/219925-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. IPB Street from village Firni to Gaswa Minor  Dhani of Avtar Singh","19-Jul-2025","1551000","22-Aug-2025"
"256","Normal/Others","WS/MP18402/2025-2026/219927-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Brick Paved Rasta from Bosti Road to Dhani of Billu","19-Jul-2025","1013000","22-Aug-2025"
"257","Normal/Others","WS/MP18402/2025-2026/219929-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of Brick Paved Rasta from Kulan Road to Dhani of Baljinder Singh","19-Jul-2025","814000","22-Aug-2025"
"258","Normal/Others","WS/MP18402/2025-2026/220013-Construction of roads, link roads, pathways or any other road with or without drainage system","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Const. of IPB Flooring in Shamshan Ghat","19-Jul-2025","686000","22-Aug-2025"
"259","Normal/Others","WS/MP18402/2025-2026/227824-Security gates in streets/public place for safety purpose","Haryana","FATEHABAD(Deputy Commissioner Fatehabad)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Iron gate at Khede wala anad Kali Kakra in Bhuthan Khurd Village.","20-Aug-2025","1523000","24-Sep-2025"
"260","Trust and Society","WS/MP18402/2024-2025/150960-Construction of community centers and community halls","Haryana","GURUGRAM(DC CUM NODAL OFFICER MPLADS_5)","Shri Subhash Barala (2024-30) (2024-2030)","Elected MP","Construction of Jat Community Center","06-Nov-2024","1100000","16-Dec-2024"
