"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"123","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"124","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"125","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"126","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"127","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"128","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"129","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"130","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"131","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"132","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"133","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"134","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"135","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"136","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"137","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"138","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"139","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"140","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"141","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with Two 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","118200","NA"
"142","Normal/Others","WS/MP18425/2026-2027/292488-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"143","Normal/Others","WS/MP18425/2026-2027/292489-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"144","Normal/Others","WS/MP18425/2026-2027/292490-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"145","Normal/Others","WS/MP18425/2026-2027/292491-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"146","Normal/Others","WS/MP18425/2026-2027/292492-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"147","Normal/Others","WS/MP18425/2026-2027/292493-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"148","Normal/Others","WS/MP18425/2026-2027/292494-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"149","Normal/Others","WS/MP18425/2026-2027/292495-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"150","Normal/Others","WS/MP18425/2026-2027/292496-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of  100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"151","Normal/Others","WS/MP18425/2026-2027/292497-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of  100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"152","Normal/Others","WS/MP18425/2026-2027/292498-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"153","Normal/Others","WS/MP18425/2026-2027/292499-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"154","Normal/Others","WS/MP18425/2026-2027/292500-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"155","Normal/Others","WS/MP18425/2026-2027/292501-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"156","Normal/Others","WS/MP18425/2026-2027/292502-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 2 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","158200","31-Aug-2026"
"157","Normal/Others","WS/MP18425/2026-2027/292503-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","Installation of 1 100 Ltr SS-304 Water Cooler (50 LPH cooling capacity) with protective steel cage, concrete base, BIS/ISI compliance, complete fittings, earthing and 6-month warranty","06-Jul-2026","79100","31-Aug-2026"
"158","Normal/Others","WS/MP18425/2026-2027/292560-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty","06-Jul-2026","79100","31-Aug-2026"
"159","Normal/Others","WS/MP18425/2026-2027/292561-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty","06-Jul-2026","158200","31-Aug-2026"
"160","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 50 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","1030200","NA"
"161","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 50 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","1030200","NA"
"162","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","540400","NA"
"163","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","540400","NA"
"164","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","540400","NA"
"165","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","540400","NA"
"166","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","06-Jul-2026","540400","NA"
"167","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","460200","NA"
"168","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"169","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of two 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"170","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"171","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"172","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","730400","NA"
"173","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 25 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"174","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of 2 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"175","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 25 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"176","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 25 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","555200","NA"
"177","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 20 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"178","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"179","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
"180","Normal/Others","NA-Installing community drinking water plants","Haryana","PANCHKULA(DRDA PANCHKULA)","Smt. Rekha Sharma (2024-28) (2024-2028)","Elected MP","installation of one 100 Lt SS304 Water Cooler 50 LPH cooling capacity with protective steel cage, concrete base, BIS,ISI compliance, complete fittings, earthing and 6 month warranty, along with 30 35W Solar LED High Mast Street Light 3000 to 4500 lumens comprising solar panel, LiFePO4 battery, IP66 luminaire and 18to25 ft GI pole, complete with installation and warranty.","09-Jul-2026","650200","NA"
