"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"329","Normal/Others","NA-Construction of common work sheds/ common covered sitting area","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of open Stage near Dumunipara Brahma Mandir at Dhaigaon Damaj under Majjakhili GP","14-Jun-2026","500000","NA"
"330","Normal/Others","NA-Construction of boundary walls of existing public and community buildings","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Boundary wall along with Iron gate near Nabagram Bathou Mandir at Nabagram, Puranibhita","15-Jun-2026","2000000","NA"
"331","Normal/Others","NA-Construction of boundary walls of existing public and community buildings","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Boundary wall along with Toilet Block near Sri Sri Maa Kamakhya Mandir at Maslam, Dhupdhara","15-Jun-2026","2000000","NA"
"332","Normal/Others","NA-Construction of community centers and community halls","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Construction of Community Hall near Dobakhol Ai Bhagabati Mandir, Naje Mandal Sialmari under Khara Uportola GP","14-Jun-2026","500000","NA"
"333","Normal/Others","NA-Construction of Railway Halt Station","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Improvement Of Bagulmari Road at Khutabari","16-Aug-2026","2525000","NA"
"334","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Improvement of road from Pansingree Bar Pathar to Benga Basumatary house at Lela.","07-Aug-2026","2600000","NA"
"335","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","improvement of Road from Maslam road to Rudreswar Rabha House at Maslam Part-I","16-Aug-2026","2475000","NA"
"336","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Improvement Of Road from PWD Road to Naba Boro House at Dhupdhara","16-Aug-2026","2420000","NA"
"337","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","improvement of road from Maslam Railway Gate to Kunu Rabha House at Maslam","16-Aug-2026","2580000","NA"
"338","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Improvement  of Road from Boloram Brahma's House to the Bathou Mandir in Nabagram village.","09-Jul-2026","2500000","NA"
"339","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Improvement of road from Nilima Brahma House to Akan Brahma house in Nabagram village.","09-Jul-2026","2500000","NA"
"340","Normal/Others","WS/MP831/2025-2026/268494-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Dakhin Bikali High School road at Kathakuthi Pt.ii village, Goalpara under Kathakuthi panchayat.","14-Feb-2026","2000000","17-Mar-2026"
"341","Normal/Others","WS/MP073/2025-2026/273860-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Road From Shanti Baazar to Play Ground( Phase -II) at Balijana","12-Mar-2026","2500000","17-Mar-2026"
"342","Normal/Others","WS/MP073/2025-2026/273864-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Road From Himachal Rabha House to bandar Shee at Lela Gaon","12-Mar-2026","2500000","17-Mar-2026"
"343","Normal/Others","WS/MP073/2026-2027/273870-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of PWD Road From Kukurkata House to Jagadish Rabha House at Bandar Shee, Lela Gaon","12-Mar-2026","2500000","14-May-2026"
"344","Normal/Others","WS/MP073/2026-2027/273872-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","GOALPARA(Deputy Commissioner Goalpara_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction Of Sand Graveling Road PWD Road Via Jagadish Boro House at Bishnupur Bekhenapara ,Lela Gaon","12-Mar-2026","2200000","14-May-2026"
"345","Normal/Others","NA-Construction of community centers and community halls","Assam","HAILAKANDI(Deputy Commissioner Hailakandi_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of Community Hall near Uttar Mohonpur Sarbojonin Kalibar at Mohonpur  Pt IV","20-Nov-2025","500000","NA"
"346","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","HAILAKANDI(Deputy Commissioner Hailakandi_IDA)","Shri Kanad Purkayastha (2025-31) (2025-2031)","Elected MP","Const. of additional classroom of Sarada Charan Dey College, Kalinagar.","20-Nov-2025","1000000","NA"
"347","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF ADDITIONAL CLASSROOM IN MEZENGA HIGHER SECONDARY SCHOOL","27-Jan-2026","1500000","NA"
"348","Normal/Others","NA-Construction of rooms and halls in school and colleges","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF ADDITIONAL CLASSROOM IN SAMOGURI HIGH SCHOOL","27-Jan-2026","1500000","NA"
"349","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Padmabhusan Benudhar Sharma Memorial Cultural Centre","27-Aug-2026","1200000","NA"
"350","Normal/Others","NA-Retrofitting, preservation or conservation of heritage and archaeological monuments and buildings","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Supply and installation of LED outdoor Digital display screen at Charaideo Maidams Archaeological Site,Sukafa Nagarh,Charaideo,Assam","12-Jul-2026","2500000","NA"
"351","Normal/Others","NA-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF RESTROOM AT MEZENGA CREMATION CENTER","27-Jan-2026","1000000","NA"
"352","Normal/Others","WS/MP071/2025-2026/182307-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SANTAK ANCHALIK SARBAJANIN SAMSAN GHAT, BOGDAI","17-Mar-2025","500000","16-Dec-2025"
"353","Normal/Others","NA-Construction of public libraries and reading rooms","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORSILLAH BAGAN LIBRARY","28-Jan-2026","200000","NA"
"354","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Atal Bhawan Phase-1 at Nazira Town,Ward No-04","17-Jul-2026","3000000","NA"
"355","Normal/Others","WS/MP071/2025-2026/182286-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BAULIPUKHURI RANGAMANCHA, SENCHOA","17-Mar-2025","700000","08-Jan-2026"
"356","Normal/Others","NA-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LALIM CHAPORI BAGHJAN JARADHARA RANGA MANCHA, BORUAH PUKHURI BAGHJAN GRANT","17-Mar-2025","700000","NA"
"357","Normal/Others","WS/MP071/2025-2026/182288-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF DEHINGIA GAON CULTRUAL CENTRE, KUKURACHUWA NORA","17-Mar-2025","700000","08-Jan-2026"
"358","Normal/Others","NA-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF TIPHOK SAH BAGISA RANGAMANCHA, TIPHOK GRANT","17-Mar-2025","700000","NA"
"359","Normal/Others","WS/MP071/2025-2026/182290-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF MATHURAPUR RATION GARDEN FIELD RANGAMANCHA, MATHURAPUR GRANT","17-Mar-2025","700000","29-Jan-2026"
"360","Normal/Others","WS/MP071/2025-2026/182291-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SANTIPUR RANGAMANCHA, 6 NO BAKUPUKHURI HABI","17-Mar-2025","700000","16-Dec-2025"
"361","Normal/Others","WS/MP071/2025-2026/182292-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BIHUBOR CHAT PUJA GHAT, GARMUR MIRI","17-Mar-2025","700000","04-Dec-2025"
"362","Normal/Others","WS/MP071/2026-2027/182293-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF GELEKY MODI NAGAR RANGA MANCHA, ATHKHEL GRANT","17-Mar-2025","700000","18-Jul-2026"
"363","Normal/Others","WS/MP071/2025-2026/182294-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF NA-PAM BARUATI KOLIYAPANI RANGA MANCHA, DEOPANI GOHAIN","17-Mar-2025","700000","25-Feb-2026"
"364","Normal/Others","WS/MP071/2026-2027/182295-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF GAHORICHUA BARI SANG GHARIA CHUK CULTURAL CENTRE, KACHARI","17-Mar-2025","700000","18-Jul-2026"
"365","Normal/Others","WS/MP071/2025-2026/182297-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF TALL MISING RANGA MANCHA, BALIMIRI","17-Mar-2025","700000","09-Mar-2026"
"366","Normal/Others","WS/MP071/2025-2026/182298-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF 22 NO UPAR NAMSAI RANGA MANCHA, 46 NO UPPER NAMSAI","17-Mar-2025","700000","16-Dec-2025"
"367","Normal/Others","WS/MP071/2025-2026/182299-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LIGIRIPUKHURI SANGASKRITIK BIKASH KENDRA, HATSOI GRANT","17-Mar-2025","700000","16-Dec-2025"
"368","Normal/Others","WS/MP071/2025-2026/182300-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORUAH ALI NAPUKHURI RANGA MANCHA, NAMTI BANGALI","17-Mar-2025","500000","08-Jan-2026"
"369","Normal/Others","WS/MP071/2025-2026/182301-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORBAM PLAYGROUND RANGA MANCHA, BORBAM GRANT","17-Mar-2025","500000","09-Mar-2026"
"370","Normal/Others","NA-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF HALWATING BAZAR PUBLIC HALL, LADOIGARH GRANT","17-Mar-2025","500000","NA"
"371","Normal/Others","WS/MP071/2025-2026/182303-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BOSASAYAK DIBRUWAL GAON CULTURAL CENTRE, BOSASAYAK DIBRUWAL","17-Mar-2025","500000","30-Dec-2025"
"372","Normal/Others","WS/MP071/2025-2026/182304-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BAGHJAN BAGAN RANGA MANCHA, BAGHJAN GRANT","17-Mar-2025","500000","09-Mar-2026"
"373","Normal/Others","WS/MP071/2025-2026/182305-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF DHOLE BAGAN TEA TRIBE CULTURAL CENTRE, BAKUPUKHURI HABI","17-Mar-2025","500000","16-Dec-2025"
"374","Normal/Others","WS/MP071/2025-2026/182306-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BANTUNG CHANDI TALA MUKOLI MANCHA, BELENGBARI","17-Mar-2025","500000","16-Dec-2025"
"375","Normal/Others","WS/MP071/2025-2026/182308-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BAMUN PUKHURI BAGISA RANGA MANCHA, BAMUNPUKHURI CHAH","17-Mar-2025","500000","08-Jan-2026"
"376","Normal/Others","WS/MP071/2025-2026/182309-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BIHUBOR BAGISA RANGA MANCHA, BORGOHAIN","17-Mar-2025","500000","25-Feb-2026"
"377","Normal/Others","WS/MP071/2025-2026/182310-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF MOINATING MAZDOOR GAON RAJOHUA RANGA MANCHA, HATIPATTY GRANT","17-Mar-2025","500000","29-Jan-2026"
"378","Normal/Others","WS/MP071/2025-2026/182311-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF GAYAN GAON PRAGATISHIL YUVA SANGHA, NAMTI BANGALI","17-Mar-2025","500000","08-Jan-2026"
"379","Normal/Others","WS/MP071/2025-2026/182312-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF KOPAHTOLI MISING GAON RANGA MANCHA, AMGURI GRANT","17-Mar-2025","500000","02-Jan-2026"
"380","Normal/Others","NA-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF DEOPANI CHA BAGISHA RANGA MANCHA, DEOPANI GRANT","17-Mar-2025","500000","NA"
"381","Normal/Others","WS/MP071/2025-2026/182314-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL NEAR GURU GIRHA KRISHNA GURU HAKHA SEWA ASHRAM, SUKAFA NAGAR, BOKUPUKHURI HABI","17-Mar-2025","500000","16-Dec-2025"
"382","Normal/Others","WS/MP071/2026-2027/182315-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF JOYMOTI NA JUNAKI GRAMYA SANGATHAN, JUGI JOTOKIA","17-Mar-2025","400000","18-Jul-2026"
"383","Normal/Others","NA-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF 1 NO LINE GRAM CULTURAL CENTRE, HALUWATING BAGISA, HALUWATING GRANT","17-Mar-2025","400000","NA"
"384","Normal/Others","WS/MP071/2025-2026/182317-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF NIMAIGARH SARBAJANIN SANSKRITIK KENDRA, NIMAIGARH HABI","17-Mar-2025","400000","29-Jan-2026"
"385","Normal/Others","WS/MP071/2025-2026/182318-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LAKHIMIJAN 8 NO LINE SARBAJANIN SANSKRITIK KENDRA, ADPURIA","17-Mar-2025","400000","08-Jan-2026"
"386","Normal/Others","WS/MP071/2025-2026/182320-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BIHUBOR GENDRA BOSTI SANSKRITIK KENDRA, BORGOHAIN","17-Mar-2025","400000","08-Jan-2026"
"387","Normal/Others","WS/MP071/2025-2026/182321-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SANTAK BAGAN SANGASKRITIK BIKASH KENDRA, 107 NO GRANT","17-Mar-2025","400000","29-Jan-2026"
"388","Normal/Others","WS/MP071/2025-2026/182322-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF KHATKHATI JAYABAGAN SANGASKRITIK BIKASH KENDRA, BHAKAT GAON","17-Mar-2025","400000","16-Dec-2025"
"389","Normal/Others","WS/MP071/2025-2026/182323-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF ROHDOI PUKHURI NA GAON MURKATA BASTI CULTURAL CENTRE, SANTAK NAGAON","17-Mar-2025","400000","04-Dec-2025"
"390","Normal/Others","WS/MP071/2025-2026/182324-Construction of additional rooms and halls in the existing public and community building","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF MADURI BAGAN SANGASKRITIK BIKASH KENDRA, MADURI BAGICHA","17-Mar-2025","400000","16-Dec-2025"
"391","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LAKSHMIJAN BAGISA RANGAMANCHA, ADPURIA","17-Mar-2025","700000","NA"
"392","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF OFFICE BUILDING OF GAON PRADHAN NAZIRA, WARD NO. 10, NAZIRA","17-Mar-2025","1200000","NA"
"393","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BORMISING RANGA MANCHA, SANTAK BORMICHING","17-Mar-2025","1000000","NA"
"394","Normal/Others","WS/MP071/2025-2026/182319-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CHARAIDEO PURBAT KABIR KALA KRISTI KENDRA, CHARAIDEO PURBAT","17-Mar-2025","400000","16-Dec-2025"
"395","Normal/Others","WS/MP071/2025-2026/157667-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Community Hall at Bir Pangrao Khetra, Lalimchapori, Amguri","09-Dec-2024","2500000","24-Jun-2025"
"396","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Auditorium at Tai Ahom Cultural Preservation and Tai Bhasa Prasar Samittee, Ward No. 9","10-Feb-2026","5000000","NA"
"397","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF PANCHAJANYA SANSKRITIK BIKASH KENDRA","28-Jan-2026","300000","NA"
"398","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BURI MAA THAN SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"399","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF MAA SARASWATI SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"400","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORBAM SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"401","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORBAM TEA ESTATE SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"402","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SAINT MARYS SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"403","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF TIPHOOK SEUJPUR SANSKRITIK KENDRA","28-Jan-2026","300000","NA"
"404","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BAGHJAN BOSTI SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"405","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SELENG PATHAR GEL SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"406","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SELENG PATHAR SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"407","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF CHARAIDEO SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"408","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF LENGIBOR SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"409","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF 5 NO BAKUPUKHURI SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"410","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SWAHID BANKU CHAWRA SANSKRITIK KENDRA","28-Jan-2026","500000","NA"
"411","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BAULIPUKHURI SAKHA SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
