"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"412","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF NIMONAGARH BAGAN SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"413","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BIHUBOR OGURIJAAN SANSKRITIK KENDRA","28-Jan-2026","250000","NA"
"414","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF 1 NO WARD BORUAHALI SANSKRITIK KENDRA","28-Jan-2026","300000","NA"
"415","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF AMGURI BAGAN BAPIST SANSKRITIK KENDRA","28-Jan-2026","200000","NA"
"416","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF MAJHABI BURHABARI SANSKRITIK KENDRA","28-Jan-2026","250000","NA"
"417","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SRIMANTA SANKERDEV SANGHA MAJPATHAR SANSKRITIK KENDRA","28-Jan-2026","300000","NA"
"418","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CHARAIDEO BAGISA SITOLA SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"419","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF DUPDOR ABHOIPURIA GAON SANSKRITIK KENDRA BORAHIBARI","27-Jan-2026","500000","NA"
"420","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF DUPDOR KUKURACHOWA SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"421","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF KENDUGURI CHOLADHARA MAJOR CHUK SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"422","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF CHENGDHARA KONWAR CHUK SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"423","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BAJARANGBALI SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"424","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LAKHMIJAN KHER LINE SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"425","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF LAKHMIJAN JUVILANE SANSKRITIK KENDRA","27-Jan-2026","250000","NA"
"426","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BIHUBOR KALI THAN SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"427","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Nayjung Aaithan Sanskritik Kendra","27-Jan-2026","250000","NA"
"428","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Achalabari Sanskritik Kendra","27-Jan-2026","250000","NA"
"429","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Sibbari Sanskritik Kendra","27-Jan-2026","250000","NA"
"430","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Atkhel Sanskritik Kendra","27-Jan-2026","250000","NA"
"431","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Hanuman Sanskritik Kendra  1 No Line","27-Jan-2026","200000","NA"
"432","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF RADHA KRISHNA SANSKRITIK KENDRA 17 NO LINE","27-Jan-2026","200000","NA"
"433","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF JESTO NAGAROIK SANMILAN KARJAYALAY SIMALUGURI","27-Jan-2026","1000000","NA"
"434","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT SRIMANTA SANKERDEV SANGHA, NAZIRA ZILA","27-Jan-2026","1000000","NA"
"435","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT JESTO NAGORIK SANMILAN KARJAYALAY NAZIRA","27-Jan-2026","1000000","NA"
"436","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF GAHORICHOWABARI 2 NO SANSKRITIK BIKASH KENDRA","27-Jan-2026","250000","NA"
"437","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BAMUNPUKHURI BOLIMORA GAON SANSKRITIK KENDRA","27-Jan-2026","250000","NA"
"438","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PARIJAT GASHIKOLA SANSKRITIK KENDRA","27-Jan-2026","250000","NA"
"439","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF GAHORI CHORA DOWARAH GAON SANSKRITIK KENDRA","27-Jan-2026","250000","NA"
"440","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SRIMANTA SANKARDEV SANGHA SANSKRITIK KENDRA, BORPHUKON PRATHAMIK SAKHA","27-Jan-2026","250000","NA"
"441","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT DULIA GAON SANSKRITIK KENDRA","27-Jan-2026","400000","NA"
"442","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT CHETIA HANDIQUE HATIMURIA SANSKRITIK KENDRA","27-Jan-2026","300000","NA"
"443","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF COMMUNITY HALL AT ABHOIPURIA SANSKRITIK NAMGHAR","27-Jan-2026","400000","NA"
"444","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF NEYIJUNG SANSKRITIK KENDRA","27-Jan-2026","100000","NA"
"445","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Atkhel Durgapuja Sanskritik Kendra","27-Jan-2026","250000","NA"
"446","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Sahaja Yoga Meditation Center","27-Jan-2026","200000","NA"
"447","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF MATHURAPUR 4 NO LINE RAJAHUWA GRAMTHAN SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"448","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BAULIPUKHURI RADHAKRISHNA SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"449","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SANTAK JALUKONI CHAWRA GAON SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"450","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SARASWATI SANSKRITIK KENDRA 3 NO LINE","27-Jan-2026","200000","NA"
"451","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF 4 NO BAKUPUKHURI HABI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"452","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SRI SRI KRISHNA SANSKRITIK KENDRA 5 NO LINE CHARAIDEO","27-Jan-2026","200000","NA"
"453","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF ROHDOIPUKHURI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"454","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BANTUNG NIMAIGARH SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"455","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BAULIPUKHURI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"456","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF MOHAN GAON SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"457","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF NAMSAI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"458","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF ROMAN SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"459","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SANTAK PANCHALI CHAH JANAGUSTI BIKASH KENDRA, SANTAK","27-Jan-2026","500000","NA"
"460","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF NATARAJ SANSKRITIK KENDRA, LIGIRIPUKHURI","27-Jan-2026","300000","NA"
"461","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF TOMTOMTALA SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"462","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF LADOIGARH MISSING GAON SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"463","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PODUM PUKHURI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"464","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SATSANG SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"465","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF SARASWATI SANSKRITIK KENDRA, 1 NO LINE","27-Jan-2026","200000","NA"
"466","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF BORSILLAH TEA GARDEN SWARASWATI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"467","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF SELENG GHAT TINI ALI SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"468","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF AMGURI TEA ESTATE TOLL LINE SANSKRITIK KENDRA","27-Jan-2026","200000","NA"
"469","Normal/Others","NA-Construction of community centers and community halls","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","DEVELOPMENT OF 6 NO LINE SANSKRITIK KENDRA, HALUWATING T.E","27-Jan-2026","200000","NA"
"470","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","SIVASAGAR(Deputy Commissioner Sivsagar_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Remaining Part of Banh Garh Adarsha L.P School and Charubhanga Dehingia Road","16-Jul-2026","2000000","NA"
"471","Normal/Others","NA-Construction of community centers and community halls","Assam","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Zubeen Garg Khetra at Sanyashi Pahar, Bongaigaon Phase-II","12-Jul-2026","3000000","NA"
"472","Normal/Others","WS/MP073/2025-2026/249790-Construction of community centers and community halls","Assam","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Zubeen Garg Khetra at Sanyashi Pahar , Bongaigaon.","21-Nov-2025","4000000","24-Dec-2025"
"473","Normal/Others","WS/MP073/2025-2026/244985-Construction of community centers and community halls","Assam","BONGAIGAON(Deputy Commissioner Bongaigaon_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Tulungia Market Complex at Tulungia Srijangram Sub District ,Bongaigaon","30-Oct-2025","2000000","05-Mar-2026"
"474","Normal/Others","WS/MP831/2024-2025/132587-Construction of buildings for community cultural activities","Assam","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Harimu Jousang at Swrang Hadang( Mahaliapara), Kheraisali under Gerua Bazar VCDC, Udalguri.","17-Jun-2024","1500000","29-Mar-2025"
"475","Normal/Others","WS/MP831/2024-2025/132572-Construction of culverts and bridges","Assam","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","construction of RCC Box culvert at Dhupguri village approaching road, Murmela VCDC, Bhegaon.","17-Jun-2024","1000000","01-Mar-2025"
"476","Normal/Others","WS/MP831/2024-2025/132563-Construction of culverts and bridges","Assam","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","construction of RCC Box culvert at No.2 Makelikanda village approached road to Nijdala MB road under Balipara VCDC, Bhergaon.","17-Jun-2024","500000","01-Mar-2025"
"477","Normal/Others","NA-Construction of culverts and bridges","Assam","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","construction of Culvert at connecting road Bholabari to FCI road, Makeli kanda( Chauhan Bosti) under Balipara VCDC.","13-Jul-2026","1000000","NA"
"478","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","UDALGURI(DEPUTY COMMISSIONER Udalguri_IDA)","Shri Birendra Prasad Baishya (2025-31) (2025-2031)","Elected MP","Construction of Road From Angira river to Kachubil LP School at Udalguri","14-Nov-2025","600000","NA"
"479","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","MARIGAON(District Development Commissioner Morigaon)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Rabha Griha at Niz Kapahera Sarbajanin Shiva Mandir","27-Aug-2026","500000","NA"
"480","Normal/Others","NA-Construction of buildings for community cultural activities","Assam","MARIGAON(District Development Commissioner Morigaon)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Infastructure Development of Asto Prahor Palnam Than","27-Aug-2026","1000000","NA"
"481","Normal/Others","WS/MP071/2025-2026/157663-Construction of rooms and halls in school and colleges","Assam","MAJULI(District Commissioner, Majuli)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Smart Classroom at Majuli Auniati Hemchandra Higher Secondary School, Kamalabari, Majuli","09-Dec-2024","2000000","28-May-2025"
"482","Normal/Others","WS/MP071/2025-2026/182333-Construction of additional rooms and halls in the existing public and community building","Assam","MAJULI(District Commissioner, Majuli)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Stage at Lashit Yovak Sangha at 2 No. Kohalgaon, Dakhinpat, Majuli","17-Mar-2025","2000000","27-Aug-2025"
"483","Normal/Others","NA-Construction of community centers and community halls","Assam","TINSUKIA(DC Tinsukia)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Construction of Chaw Cheng Ren at Jyotipur Gaon","18-Jul-2026","1000000","NA"
"484","Normal/Others","WS/MP071/2025-2026/157668-Construction of additional rooms and halls in the existing public and community building","Assam","TINSUKIA(DC Tinsukia)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Journalist Association Building, Bajatoli, Tinsukia (Phase II)","09-Dec-2024","498087","26-May-2025"
"485","Normal/Others","WS/MP071/2025-2026/157666-Construction of community centers and community halls","Assam","TINSUKIA(DC Tinsukia)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Gorkha Sanskritik Kala Kristi Knedra at Freedom Fighter Shri Dalbir Singh Lohar Samanwaya Khetra, Loupani Gaon (Bisani Mukh N.C), Sadiya","09-Dec-2024","5000000","26-Sep-2025"
"486","Normal/Others","WS/MP831/2026-2027/132657-Construction of boundary walls of existing public and community buildings","Assam","TAMULPUR(IDA Tamulpur)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Boundary Wall with Iron Gate at No.88 Dhepargaon LP School under Dhepargaon VCDC, Tamulpur.","20-Jun-2024","1200000","31-Jul-2026"
"487","Normal/Others","WS/MP831/2026-2027/132586-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","Assam","TAMULPUR(IDA Tamulpur)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of Bi-Cycle stand at Tamulpur Sr. Secondary School, Tamulpur.","17-Jun-2024","500000","31-Jul-2026"
"488","Normal/Others","WS/MP831/2026-2027/132585-Construction of culverts and bridges","Assam","TAMULPUR(IDA Tamulpur)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of RCC Box Culvert at Padmapara village under No.3 Dakhin Kumarikata VCDC  ,Tamulpur","17-Jun-2024","1000000","14-Aug-2026"
"489","Repair and Renovation","NA-Construction of buildings for community cultural activities","Assam","Biswanath(Deputy Commissioner Biswanath_IDA)","Shri Jogen Mohan (2026-32) (2026-2032)","Elected MP","Re Construction of Dakhin Kalabari Shivmandir,LAC-Gahpur,784169","19-Jul-2026","3000000","NA"
"490","Normal/Others","WS/MP071/2024-2025/162675-Construction of community centers and community halls","Assam","Biswanath(Deputy Commissioner Biswanath_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Rangamancha at Bengabari Gaon, Baralimara, Behali","31-Dec-2024","1499999.44","25-Feb-2025"
"491","Normal/Others","WS/MP071/2025-2026/158666-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Assam","BAJALI(DC Office Bajali)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Water Supply and Waiting Shed at Anantadham Cremation Ground,  Ward No. 8, Pathsala, Bajali","13-Dec-2024","1000000","22-Dec-2025"
"492","Normal/Others","WS/MP831/2024-2025/132610-Construction of roads, link roads, pathways or any other road with or without drainage system","Assam","BAJALI(DC Office Bajali)","Shri Rwngwra Narzary (2022-28) (2022-2028)","Elected MP","Construction of road from Puron Bhabanipur L.P.School to Ananda Sarma house under Sarupeta Panchayat.","18-Jun-2024","1200000","12-Aug-2024"
"493","Normal/Others","NA-Construction of community centers and community halls","Assam","MATHURA(DISTRICT MAGISTRAE MATHURA_IDA)","Shri Pabitra Margherita (2022-28) (2022-2028)","Elected MP","Construction of Community Hall at Mathura Kala Kristi Kendra, Naugaona, Chhata, Mathura","23-Jun-2025","2500000","NA"
"Grand Total"," "," "," "," "," "," "," "," "," ","54,68,20,697.54"
