"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"75","Normal/Others","WS/MP053/2023-2024/118851-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BHAGAT JEE TO THE HOUSE OF RAVINDRA JEE","02-Mar-2024","11-Mar-2024","1373500","Physical Inspection"
"76","Normal/Others","WS/MP053/2023-2024/118852-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF REKHA DEVI TO THE HOUSE OF CHANDRAVANSHI JEE","02-Mar-2024","11-Mar-2024","1446500","Physical Inspection"
"77","Normal/Others","WS/MP053/2023-2024/118853-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD TO THE HOUSE OF AKANSHA SINHA","02-Mar-2024","11-Mar-2024","1454031","Physical Inspection"
"78","Normal/Others","WS/MP053/2023-2024/118854-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SANTOSH SINGH TO THE HOUSE OF S P GUPTA","02-Mar-2024","11-Mar-2024","1366245","Physical Inspection"
"79","Normal/Others","WS/MP053/2023-2024/118860-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC FROM THE HOUSE OF VIRU JEE TO THE HOUSE OF MANOJ MEHTA","02-Mar-2024","11-Mar-2024","1351113","Physical Inspection"
"80","Normal/Others","WS/MP053/2023-2024/118861-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURENDRA PRASAD TO THE HOUSE OF KUNDAN JEE","02-Mar-2024","11-Mar-2024","1383100","Physical Inspection"
"81","Normal/Others","WS/MP053/2023-2024/118862-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF ANKIT KUMAR TO THE HOUSE OF KANHAIYA KUMAR","02-Mar-2024","11-Mar-2024","1384893","Physical Inspection"
"82","Normal/Others","WS/MP053/2023-2024/118863-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD ASHOK RAJ PATH TO THE HOUSE OF RAJIV JEE","02-Mar-2024","11-Mar-2024","1433500","Physical Inspection"
"83","Normal/Others","WS/MP053/2023-2024/120073-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF RAGHVENDRA NARAYAN PRASAD TO THE HOUSE OF RAMESHWAR SHARMA","04-Mar-2024","14-Mar-2024","1493591","Physical Inspection"
"84","Normal/Others","WS/MP053/2023-2024/120074-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF CHANDAN BABA TO THE HOUSE OF PAPPU JEE","04-Mar-2024","14-Mar-2024","1494463","Physical Inspection"
"85","Normal/Others","WS/MP053/2023-2024/120075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF PRAMOD JEE TO THE HOUSE OF PAPPU JEE","04-Mar-2024","14-Mar-2024","1491901","Physical Inspection"
"86","Normal/Others","WS/MP053/2023-2024/120076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF DHIRENDRA KUMAR TO THE HOUSE OF RAVISHANKAR JEE","04-Mar-2024","14-Mar-2024","1479000","Physical Inspection"
"87","Normal/Others","WS/MP053/2023-2024/120096-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BIRENDRA SINGH TO THE SHYAM STORE","04-Mar-2024","11-Mar-2024","1286742","Physical Inspection"
"88","Normal/Others","WS/MP053/2023-2024/120097-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC FROM THE HOUSE OF TARKESHWAR SHAH TO THE ATTA CHAKKI","04-Mar-2024","11-Mar-2024","1287500","Physical Inspection"
"89","Normal/Others","WS/MP053/2023-2024/120098-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BHARTI BHAWAN TO THE HOUSE OF MANOJ PASWAN","04-Mar-2024","11-Mar-2024","1288341","Physical Inspection"
"90","Normal/Others","WS/MP053/2023-2024/120099-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF GOPAL JEE TO THE HOUSE OF Dr. ASHOK JEE","04-Mar-2024","12-Mar-2024","1287273","Physical Inspection"
"91","Normal/Others","WS/MP053/2024-2025/146925-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from Kamal Path to the house of Surendra Mahto in Rajendra Colony","12-Oct-2024","31-Oct-2024","1387358","Physical Inspection"
"92","Normal/Others","WS/MP053/2024-2025/146926-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the house of Pankaj jee to the house of Rakesh jee in Rajendra Colony","12-Oct-2024","31-Oct-2024","1455867","Physical Inspection"
"93","Normal/Others","WS/MP053/2024-2025/146927-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SUBODH SINGH TO THE HOUSE OF ASHOK JEE IN RAJENDRA COLONY","12-Oct-2024","31-Oct-2024","1453347","Physical Inspection"
"94","Normal/Others","WS/MP053/2024-2025/146928-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF WAKIL SAHAB TO THE HOUSE OF DR. ARVIND JEE","12-Oct-2024","31-Oct-2024","1454459","Physical Inspection"
"95","Normal/Others","WS/MP053/2024-2025/146929-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD AND DRAINAGE SYSTEM FROM GURUGOVIND SINGH MAIN ROAD TO THE BOUNDARY WALL OF SUNIL SINGH IN SHRI RAM COLONY","12-Oct-2024","31-Oct-2024","1464352","Physical Inspection"
"96","Normal/Others","WS/MP053/2024-2025/146930-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FRORANIPUR CHAKIYA MAIN ROAD TO THE LAND OF RADHE MAHTO","12-Oct-2024","31-Oct-2024","969582","Physical Inspection"
"97","Normal/Others","WS/MP053/2024-2025/146972-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURAJ JEE TO THE HOUSE OF MANISH KUMAR JEE ON RANIPUR CHAKIA ROAD","12-Oct-2024","31-Oct-2024","969783","Physical Inspection"
"98","Normal/Others","WS/MP053/2024-2025/156956-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC Road from the house of Subodh Jee to the House of Shekhar Paswan in Ward No.1","05-Dec-2024","31-Dec-2024","1486637","Physical Inspection"
"99","Normal/Others","WS/MP053/2024-2025/156957-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the house of VIjay Shankar jee to the house of Ravindra Pandey in ward No.1","05-Dec-2024","31-Dec-2024","1489938","Physical Inspection"
"100","Normal/Others","WS/MP053/2024-2025/156958-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the house of Vishwanath jee to the house of Baijnath jee towards south in ward no.1","05-Dec-2024","31-Dec-2024","1390866","Physical Inspection"
"101","Normal/Others","WS/MP053/2024-2025/156959-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Arvind jee towards house of Rajeev Kumar in ward no.1","05-Dec-2024","31-Dec-2024","1295000","Vendor Identification"
"102","Normal/Others","WS/MP053/2024-2025/156960-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in babhanpura village from Shiv Mandir towards the house of Pujan jee in ward no.15","05-Dec-2024","31-Dec-2024","1492700","Physical Inspection"
"103","Normal/Others","WS/MP053/2024-2025/156961-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road  in ward no.15 babhanpura village from the house of Bharat jee towards house of Birendra Prasad Jee","05-Dec-2024","31-Dec-2024","1492793","Physical Inspection"
"104","Normal/Others","WS/MP053/2024-2025/156962-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in Babahnpura village of ward no.15 from the house of Kunal Kumar jee towards the house of Sudama Sharma jee","05-Dec-2024","31-Dec-2024","1493102","Physical Inspection"
"105","Normal/Others","WS/MP053/2024-2025/156987-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road in Babhanpura in ward no.15 from the house of Ajay jee towards the house of Gopal Singh jee","05-Dec-2024","31-Dec-2024","1493131","Physical Inspection"
"106","Normal/Others","WS/MP053/2024-2025/156988-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Avinash jee towards main road in RPS colony","05-Dec-2024","31-Dec-2024","1202000","Physical Inspection"
"107","Normal/Others","WS/MP053/2024-2025/156989-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road in kothwan from the house of Murari jee towards the house of Ashok Kumar jee","05-Dec-2024","31-Dec-2024","1250000","Vendor Identification"
"108","Normal/Others","WS/MP053/2024-2025/156990-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in Kothwan from the house of Bharat jee towards the house of Rita Devi","05-Dec-2024","31-Dec-2024","1178500","Physical Inspection"
"109","Normal/Others","WS/MP053/2024-2025/156991-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road towards south from Sahu Complex in Indrapuri West","05-Dec-2024","31-Dec-2024","1481800","Physical Inspection"
"110","Normal/Others","WS/MP053/2024-2025/156992-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from Kanti Bhavan to Mother Teresa School","05-Dec-2024","31-Dec-2024","1479600","Physical Inspection"
"111","Normal/Others","WS/MP053/2024-2025/161176-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in Indrapuri  from Ashirvad house to the plot of Sanjay Singh","24-Dec-2024","31-Dec-2024","1482700","Physical Inspection"
"112","Normal/Others","WS/MP053/2024-2025/161177-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from Janak Dwar to Saroj Kunj.","24-Dec-2024","31-Dec-2024","1481100","Physical Inspection"
"113","Normal/Others","WS/MP053/2024-2025/161178-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Ravi jee to the house of Dhananjay jee in Buddhjivi colony","24-Dec-2024","31-Dec-2024","1009204","Physical Inspection"
"114","Normal/Others","WS/MP053/2024-2025/163090-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of road with drainage system from Icon school to the house of Pankaj jee in Buddhijivi colony Road no.1","02-Jan-2025","16-Jan-2025","1475019","Physical Inspection"
"115","Normal/Others","WS/MP053/2024-2025/163091-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road with drainage system from the house of Rajesh kumar to the house of Birju jee in Buddhjivi Colony Road no.1","02-Jan-2025","16-Jan-2025","1474247","Physical Inspection"
"116","Normal/Others","WS/MP053/2024-2025/163092-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the main road of Buddhijivi colony to the house of Suraj Kumar.","02-Jan-2025","16-Jan-2025","1476134","Physical Inspection"
"117","Normal/Others","WS/MP053/2023-2024/43855-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA","02-Nov-2023","28-Dec-2023","490269","Physical Inspection"
"118","Normal/Others","WS/MP053/2023-2024/43856-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA","02-Nov-2023","19-Dec-2023","489671","Physical Inspection"
"119","Normal/Others","WS/MP053/2023-2024/43857-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MD. ALAM HOUSE TO MURGI FARM VIA SHAMSHER HOUSE IN MUKARCHAK IN BAANK PANCHAYAT","02-Nov-2023","16-Feb-2024","489680","Physical Inspection"
"120","Normal/Others","WS/MP053/2023-2024/43858-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM RAJENDRA YADAV HOUSE TO NISHO YADAV IN ORA BAGICHA DHARAHARA","02-Nov-2023","07-Feb-2024","494293","Physical Inspection"
"121","Normal/Others","WS/MP053/2023-2024/43859-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BIPIN MODI HOUSE TO PANKAJ MANDAL HOUSE VIA DEEPAK RAJAK HOUSE IN SOUTH OF DHARHARA BLOCK","02-Nov-2023","18-Dec-2023","396106","Physical Inspection"
"122","Normal/Others","WS/MP053/2023-2024/43869-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM JAGDISH SAH HOUSE NEAR RATAN SAW TO MANOHAR TANTI HOUSE IN WARD 4 DHARHARA DAKCHIN PANCHAYAT","02-Nov-2023","18-Dec-2023","396071","Physical Inspection"
"123","Normal/Others","WS/MP053/2023-2024/43870-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD IN VILLAGE SABAIYA ST TOLA IN BANGALWA PANCHAYAT FROM RAJESH MARANDI HOUSE TO SUBODH MARANDI HOUSE","02-Nov-2023","18-Dec-2023","395662","Physical Inspection"
"124","Normal/Others","WS/MP053/2023-2024/43871-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH NALA FROM ORTHO ROAD VIA PRAMOD YADAV HOUSE TO DAHI YADAV HOUSE IN MANGARH MAHARNNA PANCHAYAT","02-Nov-2023","18-Dec-2023","395118","Physical Inspection"
"125","Normal/Others","WS/MP053/2023-2024/43872-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MD. KASIM HOUSE TO MD. FIROJ HOUSE IN WARD 19 CHURAMBBA","02-Nov-2023","03-Feb-2024","398981","Physical Inspection"
"126","Normal/Others","WS/MP053/2023-2024/43873-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SAGAR JEE HOUSE TO AFTAB ALAM HOUSE AND CONSTRUCTION OF PIYAU NEAR KAHAR TOLI ASTHAN IN WARD 25","02-Nov-2023","18-Dec-2023","392528","Physical Inspection"
"127","Normal/Others","WS/MP053/2023-2024/43874-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SANJAY KUMAR HOUSE TO MANISH KUMAR HOUSE IN WARD 45","02-Nov-2023","19-Dec-2023","396663","Physical Inspection"
"128","Normal/Others","WS/MP053/2023-2024/43875-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM ADVOCATE VISHWNATH SINGH HOUSE TO FR MALLIK HOUSE VIA KABRISTAN IN WARD 30","02-Nov-2023","19-Dec-2023","397482","Physical Inspection"
"129","Normal/Others","WS/MP053/2023-2024/43876-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BHARI MIRJAPUR MASJID TO MD. HAFIJ HOUSE IN WARD 36","02-Nov-2023","06-Jan-2024","397224","Physical Inspection"
"130","Normal/Others","WS/MP053/2023-2024/43877-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD IN WARD 7 FROM MUNNA YADAV HOUSE TO SURESH YADAV HOUSE","02-Nov-2023","18-Dec-2023","398663","Physical Inspection"
"131","Normal/Others","WS/MP053/2023-2024/43878-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD WITH NALA IN WARD 37 FROM BAM POLICE ROAD IN BARI MIRJAPUR TO SUMAN YADAV HOUSE","02-Nov-2023","19-Dec-2023","393594","Physical Inspection"
"132","Normal/Others","WS/MP053/2023-2024/43889-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM LAL DARWAJA DURGA ASTHAN JAI RAM YADAV TO BIRJU YADAV IN WARD NO. 2","02-Nov-2023","28-Dec-2023","151469","Physical Inspection"
"133","Normal/Others","WS/MP053/2023-2024/43891-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SANJEEV KUMAR SAHA HOUSE TO MAIN ROAD AKHARA GALI IN CHANDAN BAG WARD 39","02-Nov-2023","03-Feb-2024","397246","Physical Inspection"
"134","Normal/Others","WS/MP053/2023-2024/43892-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM SAKET KUMAR HOUSE CHANDAN KUMAR HOUSE IN WARD 45","02-Nov-2023","03-Feb-2024","392375","Physical Inspection"
"135","Normal/Others","WS/MP053/2023-2024/43893-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM HERU DIARA BANDH TO JAHURI YADAV HOUSE IN WARD 43","02-Nov-2023","18-Jan-2024","400000","Sanction"
"136","Normal/Others","WS/MP053/2023-2024/43894-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD TO ASARFI JHA HOUSE IN WARD 30","02-Nov-2023","18-Dec-2023","398714","Physical Inspection"
"137","Normal/Others","WS/MP053/2023-2024/43900-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM DHARMENDRA MANDAL SELFI RESTORENT TO KAMLESH SHARMA HOUSE IN WARD 27","02-Nov-2023","18-Dec-2023","397628","Physical Inspection"
"138","Normal/Others","WS/MP053/2023-2024/43901-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BISHNUDEV YADAV HOUSE TO SUNIL YADAV HOUSE IN WARD 43","02-Nov-2023","28-Dec-2023","398449","Physical Inspection"
"139","Normal/Others","WS/MP053/2023-2024/43902-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD IN NEW GANGA NAGAR TINKU YADAV HOUSE TO ROSHAN YADAV HOUSE IN WARD NO. 1","02-Nov-2023","18-Dec-2023","397190","Physical Inspection"
"140","Normal/Others","WS/MP053/2023-2024/43903-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF BRICK SOLING AND BEAUTIFICATION IN HASANGANJ NEAR KALI ASTHAN IN WARD 44","02-Nov-2023","30-Jan-2024","348058","Physical Inspection"
