"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"13","Normal/Others","WS/MP053/2025-2026/272282-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from biology block to towards play ground in A.N college","04-Mar-2026","13-Mar-2026","1495300","Physical Inspection"
"14","Normal/Others","WS/MP053/2025-2026/272283-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of Kala Manch in A.N college,Patna","04-Mar-2026","13-Mar-2026","991500","Physical Inspection"
"15","Normal/Others","WS/MP053/2025-2026/272327-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Pappu Singh to the house of Binod singh","05-Mar-2026","20-Mar-2026","1494800","Physical Inspection"
"16","Normal/Others","WS/MP053/2025-2026/272328-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Basudeo Rai to the house of rohit rai in ward no. 15","05-Mar-2026","20-Mar-2026","1495600","Physical Inspection"
"17","Normal/Others","WS/MP053/2025-2026/272329-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of upendra Ram towards the house of Shankar Singh in ward no. 15","05-Mar-2026","20-Mar-2026","1495800","Physical Inspection"
"18","Normal/Others","WS/MP053/2025-2026/272330-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from visar plant towards the house of Sudhir Kumar in ward no. 05","05-Mar-2026","20-Mar-2026","997578","Physical Inspection"
"19","Normal/Others","WS/MP053/2025-2026/272331-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Sudhir kumar towards the house of Mukesh Kumar","05-Mar-2026","20-Mar-2026","1495322","Physical Inspection"
"20","Normal/Others","WS/MP053/2025-2026/272332-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Mukesh jee towards the boundary of Dhirendra Kumar","05-Mar-2026","20-Mar-2026","999238","Physical Inspection"
"21","Normal/Others","WS/MP053/2026-2027/275275-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from Buddhadev Chak main road to the house of Ranjeet Kumar","21-Mar-2026","10-Apr-2026","1496000","Work Completed"
"22","Normal/Others","WS/MP053/2026-2027/275276-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of Pcc road from the house of Dhirendra Kumar to the Buddhadev Chak in ward no. 05","21-Mar-2026","10-Apr-2026","1000000","Work Completed"
"23","Normal/Others","WS/MP053/2026-2027/275277-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the patna university Boys hostel towards patna College Gate","21-Mar-2026","10-Apr-2026","1495000","Work Completed"
"24","Normal/Others","WS/MP053/2026-2027/275279-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from patna science college gate towards patna university police post block","21-Mar-2026","10-Apr-2026","1496000","Work Completed"
"25","Normal/Others","WS/MP053/2026-2027/275281-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from police post Patna university gate towards SESQUICENTENNIAL gate","21-Mar-2026","10-Apr-2026","1495000","Work Completed"
"26","Normal/Others","WS/MP053/2026-2027/275362-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from Patna College SESQUICENTENNIAL gate towards backside of Faraday Hostel","23-Mar-2026","10-Apr-2026","1498000","Work Completed"
"27","Normal/Others","WS/MP053/2026-2027/275363-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from Patna University Gate to the backside of Faraday Hostel","23-Mar-2026","10-Apr-2026","1496000","Work Completed"
"28","Normal/Others","WS/MP053/2025-2026/191075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road with drainage system from the house of Birju jee to  Triveni Nivas in Buddhjivi colony.","13-Apr-2025","16-May-2025","1482800","Physical Inspection"
"29","Normal/Others","WS/MP053/2025-2026/191076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Vimla Kumari to the house of Arun Ojha jee in Laxminagar East.","13-Apr-2025","16-May-2025","1480034","Physical Inspection"
"30","Normal/Others","WS/MP053/2025-2026/191077-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Kamlesh Kumar to the house of Shailesh Mistri  in Laxminagar East.","13-Apr-2025","16-May-2025","494823","Physical Inspection"
"31","Normal/Others","WS/MP053/2025-2026/196422-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Ram jee towards gas godownin Lakshminagar","03-May-2025","19-May-2025","1283915","Physical Inspection"
"32","Normal/Others","WS/MP053/2025-2026/196423-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of PN singh towards SDM Road in lakshminagar","03-May-2025","19-May-2025","1285029","Physical Inspection"
"33","Normal/Others","WS/MP053/2025-2026/196424-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Rajnish kumar to the house of Manoj Kumar","03-May-2025","19-May-2025","1480179","Physical Inspection"
"34","Normal/Others","WS/MP053/2025-2026/196425-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the boundary of Awadh singh to the house of Ravishankar Kumar in ward no.1 village -Chainpur","03-May-2025","19-May-2025","1480440","Physical Inspection"
"35","Normal/Others","WS/MP053/2025-2026/196426-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the cement factory to towards the house of Nirmala Devi.","03-May-2025","19-May-2025","1385841","Physical Inspection"
"36","Normal/Others","WS/MP053/2025-2026/196445-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the farm house of Vijay Sarpanch jee to the boundary of Bishop School","03-May-2025","19-May-2025","1480080","Physical Inspection"
"37","Normal/Others","WS/MP053/2025-2026/196446-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Brajesh kumar to the house of biren singh in ward no. 01","03-May-2025","19-May-2025","1336700","Physical Inspection"
"38","Normal/Others","WS/MP053/2025-2026/196447-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from primary school to the boundary wall of sudama singh in ward no.14 Rampur","03-May-2025","19-May-2025","1277400","Physical Inspection"
"39","Normal/Others","WS/MP053/2025-2026/196448-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of munna jee to the house of Dinkar jee in ward no.14 Rampur","03-May-2025","19-May-2025","1475100","Physical Inspection"
"40","Normal/Others","WS/MP053/2025-2026/196449-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Ram Babu Singh to the boundary wall of Isranandan Singh in ward no.14 Rampur","03-May-2025","19-May-2025","1479600","Physical Inspection"
"41","Normal/Others","WS/MP053/2025-2026/196452-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the  Shahpur Main Road towards the house of Sunder Paswan in jaganpura","03-May-2025","10-Jun-2025","997200","Physical Inspection"
"42","Normal/Others","WS/MP053/2025-2026/196453-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Shambhu Singh towards Sita Nawal Path","03-May-2025","10-Jun-2025","1492700","Physical Inspection"
"43","Normal/Others","WS/MP053/2025-2026/196454-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Sanjeev jee to the plot of Bulkan Shah","03-May-2025","10-Jun-2025","1491500","Physical Inspection"
"44","Normal/Others","WS/MP053/2025-2026/196455-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Ramprakash singh to the house of Prabhat Kumar","03-May-2025","10-Jun-2025","1492700","Physical Inspection"
"45","Normal/Others","WS/MP053/2025-2026/196456-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of lalan prasad towards the plot of Kush singh","03-May-2025","10-Jun-2025","1492600","Physical Inspection"
"46","Normal/Others","WS/MP053/2025-2026/196459-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of rajesh kumar to the house of Kishor Sharma in Aashirvaad colony","03-May-2025","10-Jun-2025","1492400","Physical Inspection"
"47","Normal/Others","WS/MP053/2025-2026/196460-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Shivkumar jee to the boundary of Anuj Thakur","03-May-2025","10-Jun-2025","1492200","Physical Inspection"
"48","Normal/Others","WS/MP053/2025-2026/200098-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the plot of Manoj Singh to the Chhath Ghat in Chainpur Village","16-May-2025","10-Jun-2025","1366904","Physical Inspection"
"49","Normal/Others","WS/MP053/2025-2026/220152-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Dhananjay Singh towards the house of Kundan jee","19-Jul-2025","25-Aug-2025","1489200","Physical Inspection"
"50","Normal/Others","WS/MP053/2025-2026/220153-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC Road from Kalindi residence towards the house of shashi jee","19-Jul-2025","25-Aug-2025","1497200","Physical Inspection"
"51","Normal/Others","WS/MP053/2025-2026/220154-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of keshri Bhavan towards the house of Naveen Kumar","19-Jul-2025","25-Aug-2025","1495900","Physical Inspection"
"52","Normal/Others","WS/MP053/2025-2026/220155-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Ashok Mahto towards the house of shyam singh","19-Jul-2025","25-Aug-2025","1494900","Physical Inspection"
"53","Normal/Others","WS/MP053/2025-2026/220156-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of pcc road from the house of yash jee towards  the house of mukh sadak","19-Jul-2025","25-Aug-2025","1493100","Physical Inspection"
"54","Normal/Others","WS/MP053/2025-2026/220169-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Akhilesh jee to the house of Prakash jee","19-Jul-2025","25-Aug-2025","1490900","Physical Inspection"
"55","Normal/Others","WS/MP053/2025-2026/220170-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the house of Raju Kumar to the house of Dinesh Mahto","19-Jul-2025","25-Aug-2025","1484200","Physical Inspection"
"56","Normal/Others","WS/MP053/2025-2026/220171-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of tuntun kumar towards the house of ram khelawal mahto","19-Jul-2025","25-Aug-2025","1478900","Physical Inspection"
"57","Normal/Others","WS/MP053/2025-2026/220172-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of manoj Mahto to the house of Ram Jee","19-Jul-2025","25-Aug-2025","1484200","Physical Inspection"
"58","Normal/Others","WS/MP053/2025-2026/220173-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of pcc road from the house of dina jee to the house of Rajeev Yadav","19-Jul-2025","25-Aug-2025","1489100","Physical Inspection"
"59","Normal/Others","WS/MP053/2025-2026/220194-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the house of Mukesh Kumar towards the house of Rajendra Mahto","19-Jul-2025","25-Aug-2025","1492400","Physical Inspection"
"60","Normal/Others","WS/MP053/2025-2026/220195-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC from the house of Mithlesh jee to the house of Balram Yadav","19-Jul-2025","25-Aug-2025","1486900","Physical Inspection"
"61","Normal/Others","WS/MP053/2025-2026/220196-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Ritesh Yadav to the house of Karn Sharma","19-Jul-2025","25-Aug-2025","1489700","Physical Inspection"
"62","Normal/Others","WS/MP053/2025-2026/220197-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the house of Sinha jee to the house of Dharmendra Kumar","19-Jul-2025","25-Aug-2025","616800","Physical Inspection"
"63","Normal/Others","WS/MP053/2025-2026/229738-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from Nehru Path near kotwali Thana  to Shiv Mandir","28-Aug-2025","12-Sep-2025","1298000","Physical Inspection"
"64","Normal/Others","WS/MP053/2025-2026/229739-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the back gate of kotwali thana to the main building","28-Aug-2025","12-Sep-2025","1298100","Physical Inspection"
"65","Normal/Others","WS/MP053/2025-2026/229740-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the Garage of kotwali thana to quarters in kotwali thana","28-Aug-2025","12-Sep-2025","1247500","Physical Inspection"
"66","Normal/Others","WS/MP053/2025-2026/229741-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the Shiv Mandir to the Staff quarters.","28-Aug-2025","12-Sep-2025","1147900","Physical Inspection"
"67","Normal/Others","WS/MP053/2025-2026/229754-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the sampatchak main road to the house of ramesh singh","28-Aug-2025","12-Sep-2025","1498043","Physical Inspection"
"68","Normal/Others","WS/MP053/2025-2026/229755-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of pcc road in ward 4 lakshmichak tola from the house of prakash jee to the house of Dharmendra jee","28-Aug-2025","12-Sep-2025","1497044","Physical Inspection"
"69","Normal/Others","WS/MP053/2025-2026/229756-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road in  in ward no.11 varuna village from the house of Sunil jee to the the house of Ramaikbal jee","28-Aug-2025","12-Sep-2025","1496012","Physical Inspection"
"70","Normal/Others","WS/MP053/2025-2026/229757-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in ward no.11,Varuna village from the house of Satish Kumar to the house of Chandan Kumar","28-Aug-2025","12-Sep-2025","1495722","Physical Inspection"
"71","Normal/Others","WS/MP053/2025-2026/229758-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road in Ward no.13 from the house of Sudhir Kumar to the house of Vikki Kumar.","28-Aug-2025","12-Sep-2025","1496908","Physical Inspection"
"72","Normal/Others","WS/MP053/2025-2026/229767-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road in ward no.1 from the house of shashi singh to the house of yugal singh","28-Aug-2025","12-Sep-2025","1495894","Physical Inspection"
"73","Normal/Others","WS/MP053/2025-2026/229768-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Nagendra jee to the house of sunil jee in ward no. 02","28-Aug-2025","12-Sep-2025","998043","Physical Inspection"
"74","Normal/Others","WS/MP053/2023-2024/118850-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD IN ROAD No.1 TO THE HOUSE OF SHAILESH SINGH.","02-Mar-2024","11-Mar-2024","1459268","Physical Inspection"
