"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"147","Normal/Others","WS/MP18364/2025-2026/147433-Construction of community centers and community halls","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Community Hall.","29-Oct-2024","19-Jun-2025","2000000","Physical Inspection"
"148","Normal/Others","WS/MP086/2026-2027/220619-Construction of community centers and community halls","Karnataka","SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Construction of Samudhaya Bhavan at the premises of Shivamogga Jilla Okkaligara sangha, Balaraja Aras road, Shivamogga district","21-Jul-2025","19-May-2026","1000000","Vendor Identification"
"149","Normal/Others","WS/MP18364/2025-2026/221359-Construction of community centers and community halls","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of communioty Hall in Pattadakallu village of Badami taluk.","11-Aug-2025","08-Jan-2026","500000","Work partially Completed"
"150","Normal/Others","WS/MP834/2026-2027/149093-Construction of public libraries and reading rooms","Karnataka","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","construction of digital library building at Pandit Nehru High School premises","23-Oct-2024","30-Jun-2026","500000","Physical Inspection"
"151","Normal/Others","WS/MP086/2025-2026/166610-Crematoriums/energy efficient crematoriums or structures on burial/cremation ground","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Construction of Boundary wall of cremation Centre at Chak Padla Village","20-Jan-2025","22-Apr-2025","250000","Work Completed"
"152","Normal/Others","WS/MP18364/2025-2026/150624-Construction of common work sheds/ common covered sitting area","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Truss Work.","04-Nov-2024","03-Apr-2025","499075","Physical Inspection"
"153","Normal/Others","WS/MP086/2025-2026/230880-Construction of common work sheds/ common covered sitting area","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","construction of common public shed at Guhna village, District Kaithal","02-Sep-2025","14-Jan-2026","1200000","Sanction"
"154","Normal/Others","WS/MP086/2025-2026/230921-Construction of common work sheds/ common covered sitting area","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Construction of Public Shed at Cremation Ground at Jagdishpura Village, Kaithal District","02-Sep-2025","14-Jan-2026","350000","Physical Inspection"
"155","Normal/Others","WS/MP18296/2025-2026/251338-Construction of common work sheds/ common covered sitting area","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of a Public Shed.","29-Nov-2025","14-Jan-2026","200000","Sanction"
"156","Normal/Others","WS/MP18296/2025-2026/162117-Construction of additional rooms and halls in the existing public and community building","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of hall at Ravidasia Dharmashala.","28-Dec-2024","22-Apr-2025","600000","Vendor Identification"
"157","Normal/Others","WS/MP18296/2025-2026/162121-Construction of additional rooms and halls in the existing public and community building","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of one room at Ravidasia Dharmashala.","28-Dec-2024","22-Apr-2025","400000","Sanction"
"158","Normal/Others","WS/MP18421/2025-2026/166592-Construction of additional rooms and halls in the existing public and community building","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of One Room, Toilet and Bathroom at Parshuram Dharmshala of Sanghan Village.","20-Jan-2025","22-Apr-2025","500000","Work partially Completed"
"159","Normal/Others","WS/MP084/2025-2026/193058-Construction of additional rooms and halls in the existing public and community building","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of building at Sri Madava vidya Mandira, Higher Primary School, Bhavani Nagar, Sira, Sira Taluk, Tumakuru District, Karnataka.","21-Apr-2025","04-Jan-2026","1000000","Vendor Identification"
"160","Normal/Others","WS/MP18296/2026-2027/251336-Construction of additional rooms and halls in the existing public and community building","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of Community Hall and Toilet.","29-Nov-2025","18-Jun-2026","1100000","Sanction"
"161","Normal/Others","WS/MP18296/2025-2026/251339-Construction of additional rooms and halls in the existing public and community building","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of additional room at SC Chaupal","29-Nov-2025","14-Jan-2026","400000","Sanction"
"162","Normal/Others","WS/MP092/2026-2027/275418-Construction of rooms and halls in school and colleges","Karnataka","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Upgrade the infrastructure of Dakshin Kannada Higher Primary School, Borugudde, Tokuru 62 Grama, Jokatte Grama Panchayat, Dakshina Kannada","23-Mar-2026","01-Aug-2026","1500000","Sanction"
"163","Normal/Others","WS/MP092/2026-2027/275432-Construction of rooms and halls in school and colleges","Karnataka","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Construction of Classroom at Govt Higher Primary School, Heroor, Udupi","23-Mar-2026","05-Aug-2026","1000000","Sanction"
"164","Normal/Others","WS/MP092/2026-2027/275433-Construction of rooms and halls in school and colleges","Karnataka","UDUPI(DEPUTY COMMISSIONER UDUPI_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Construction of Classrooms at Belmannu PU College, Karkala, Udupi","23-Mar-2026","05-Aug-2026","2000000","Sanction"
"165","Normal/Others","WS/MP086/2026-2027/278894-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Development of college at Bangalore BTM layout, jakkasandra ward no 173, Government Higher primary school and work to be undertaken by Executive Engineer-3, KRIDL","23-Apr-2026","14-Jul-2026","4500000","Work partially Completed"
"166","Repair and Renovation","WS/MP086/2026-2027/278895-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Development of Essentials at Bangalore District, BTM layout constituency, Rajendranagar GOvernment Junior Primary School","23-Apr-2026","19-Aug-2026","500000","Sanction"
"167","Normal/Others","WS/MP086/2026-2027/278896-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Developmental work in Bangalore District, BTM layout Constituency, Rajendranagar government Lower primary school","23-Apr-2026","01-Aug-2026","500000","Sanction"
"168","Normal/Others","WS/MP092/2026-2027/281911-Construction of rooms and halls in school and colleges","Karnataka","Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Repair Work of Government Higher Primary School in Sarathi Village at Harihara Taluk","19-May-2026","24-Jul-2026","4500000","Sanction"
"169","Normal/Others","WS/MP084/2025-2026/135314-Construction of toilet blocks","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of Toilet blocks at Government aided Siddeshwarswamy Vidhya Peeta School,Chennakeshavapura, Hariharapura village, Nidagal Hobli, Pavagada Taluk, Tumakuru District.","10-Aug-2024","30-Aug-2025","495000","Physical Inspection"
"170","Normal/Others","WS/MP084/2025-2026/135315-Construction of toilet blocks","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Providing water and sewer Pipeline to Toilet blocks and other developmental work at Government aided Siddeshwarswamy Vidhya Peeta School,Chennakeshavapura, Hariharapura village, Nidagal Hobli, Pavagada Taluk, Tumakuru District.","10-Aug-2024","30-Aug-2025","495000","Physical Inspection"
"171","Normal/Others","WS/MP18364/2025-2026/200419-Purchase of IT systems, including hardware and software for educational purposes","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Purchase of IT systems, including hardware and software for educational purposes to government school.","19-May-2025","10-Sep-2025","475000","Vendor Identification"
"172","Normal/Others","WS/MP834/2026-2027/230374-Development of playground","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Lahar Singh Siroya (2022-28) (2022-2028)","Elected MP","COnstruction of Compound wall at GOvt Model Primary School, Sy No 156, Harinagara,KOthanur villaage, Bangalore SOuth","30-Aug-2025","02-Jul-2026","2500000","Work partially Completed"
"173","Normal/Others","WS/MP18364/2024-2025/163814-Construction of boundary walls of existing public and community buildings","Karnataka","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Boundary wall between Government Sanskrit Mahavidyalaya and PWD Road, at Lapthang ward, under Linkey-Parkha (GPU) of Pakyong District.","07-Jan-2025","20-Mar-2025","2500000","Physical Inspection"
"174","Normal/Others","WS/MP086/2025-2026/171396-Construction of boundary walls of existing public and community buildings","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Bangalore District, BTM constituency, KSRP 3 Betalian, Jakkasandra, Providing additional facilities to the existing community building","01-Feb-2025","05-Apr-2025","499650","Physical Inspection"
"175","Normal/Others","WS/MP086/2025-2026/214777-Construction of boundary walls of existing public and community buildings","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Construction of Boundary wall of Brahmin Chaupal at village Nawach","04-Jul-2025","14-Jan-2026","700000","Sanction"
"176","Normal/Others","WS/MP18364/2025-2026/241443-Construction of boundary walls of existing public and community buildings","Karnataka","Pakyong(DISTRICT COLLECTOR PAKYONG_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Boundary Wall at Government Junior High School, in Pakyong Bazar village, Pakyong district of Sikkim state.","10-Oct-2025","15-Nov-2025","2500000","Work Completed"
"177","Normal/Others","WS/MP084/2025-2026/133710-Construction of buildings for community cultural activities","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of Building (Rangamandira)for community cultural activities at Hesaraghatta Village, Yelahanka Assembly, Yelahanka Taluk, Bengaluru Urban District.","19-Jul-2024","09-Apr-2025","2499396","Physical Inspection"
"178","Trust and Society","WS/MP18364/2026-2027/150061-Construction of buildings for community cultural activities","Karnataka","DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of cultural Hall.","04-Nov-2024","02-Apr-2026","500000","Sanction"
"179","Trust and Society","WS/MP18364/2025-2026/172649-Construction of buildings for community cultural activities","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of cultural Hall.","12-Feb-2025","06-Sep-2025","300000","Physical Inspection"
"180","Normal/Others","WS/MP084/2025-2026/193033-Construction of buildings for community cultural activities","Karnataka","MANDYA(DEPUTY COMMISSIONER MANDYA_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of community building work at Basaveshwara Grameenabirudhi Trust (R), H.Kodihalli, Kasaba Hobli, Mandya Taluk, Mandya District, Karnataka","21-Apr-2025","22-Aug-2025","500000","Vendor Identification"
"181","Normal/Others","WS/MP084/2025-2026/193655-Construction of buildings for community cultural activities","Karnataka","MYSURU(DEPUTY COMMISSIONER MYSORE_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of Building at Swamy Vivekananda Cultural Yuva Kendra, Shri Ramakrishna Ashrama, Yadavagiri, ward.No.18, Mysore, Mysore District, Karnataka.","22-Apr-2025","26-Nov-2025","1000000","Physical Inspection"
"182","Repair and Renovation","WS/MP18296/2025-2026/199782-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Karnataka","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Renovation and Repair of Ballari District Government Wakf Bhavan office.","15-May-2025","13-Sep-2025","4100000","Work partially Completed"
"183","Normal/Others","WS/MP18421/2025-2026/188622-Construction of cycle tracks, cycle stand and segregated non-motorized vehicle (NMV) lanes","Karnataka","KAITHAL(DC CUM NODAL OFFICERS MPLADS)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of Pathway (Walking Track) around the village pond at Jaswanti Village.","01-Apr-2025","22-Apr-2025","500000","Work Completed"
"184","Repair and Renovation","WS/MP833/2024-2025/16120-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","For the development work at lower Primary Govt. school Ambedkar Nagara.","04-Sep-2023","01-Aug-2024","250000","Work partially Completed"
"185","Normal/Others","WS/MP833/2025-2026/16152-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","For construction of Compound wall at Govt first grade college, Kalasa village Panchayath.","04-Sep-2023","29-Aug-2025","1000000","Work Completed"
"186","Normal/Others","WS/MP833/2024-2025/16187-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","For construction of Compound wall at Govt PUcollege Mutthinakoppa","04-Sep-2023","01-Aug-2024","1000000","Work partially Completed"
"187","Normal/Others","WS/MP084/2024-2025/38002-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction of room in Basava Residential School, Huskuru Village, Bangalore North Taluk, Bangalore Urban.","17-Oct-2023","23-Dec-2024","497300","Physical Inspection"
"188","Normal/Others","WS/MP084/2024-2025/38072-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Construction work of Room-2, Basava Residential High School, Huskuru village, Bangalore North Taluk, Bangalore Urban","18-Oct-2023","18-Sep-2024","496560","Physical Inspection"
"189","Normal/Others","WS/MP086/2024-2025/152809-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Continued work of construction of library room VGS Elite International School at Bangalore North Taluk, Nagaruru Village, Dasanpura Hobli, Madnayakanahalli post","16-Nov-2024","07-Jan-2025","1000000","Physical Inspection"
"190","Normal/Others","WS/MP18296/2025-2026/155198-Construction of rooms and halls in school and colleges","Karnataka","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of Meeting Hall above the Library at SC ST Girls Hostel","26-Nov-2024","13-Sep-2025","1150000","Work partially Completed"
"191","Normal/Others","WS/MP18296/2025-2026/162735-Construction of rooms and halls in school and colleges","Karnataka","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","Dr. Syed Naseer Hussain (2024-30) (2024-2030)","Elected MP","Construction of Additional Class rooms at Kenchappa Govt. School","31-Dec-2024","13-Sep-2025","1850000","Work partially Completed"
"192","Repair and Renovation","WS/MP18364/2025-2026/178645-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and Renovation work of Government Model Primary School building.","19-Mar-2025","16-Jun-2025","300000","Physical Inspection"
"193","Repair and Renovation","WS/MP18364/2025-2026/190509-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and Renovation work of Government Model Primary School.","11-Apr-2025","16-Jun-2025","250000","Physical Inspection"
"194","Repair and Renovation","WS/MP18364/2025-2026/190512-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and Renovation work of Government Higher Primary School.","11-Apr-2025","09-Jun-2025","350000","Physical Inspection"
"195","Trust and Society","WS/MP18364/2025-2026/195531-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of School Rooms.","05-May-2025","09-Jun-2025","600000","Physical Inspection"
"196","Normal/Others","WS/MP086/2025-2026/209971-Purchase of smart boards, visual display units and projectors","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","construction of Smart TV for government higher primary school, at ward no.148, ejipura, Bangalore BTM vidhanasabha constituency","18-Jun-2025","16-Dec-2025","498999","Physical Inspection"
"197","Normal/Others","WS/MP086/2025-2026/209975-Purchase of smart boards, visual display units and projectors","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","installation of smart TV at ward No. 145, Bangalore chikkapete vidhansabha constituency","18-Jun-2025","19-Dec-2025","498999","Physical Inspection"
"198","Repair and Renovation","WS/MP18421/2026-2027/223550-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of rooms and provide basic infrastructure to Government Higher Primary School.","01-Aug-2025","01-Sep-2026","5000000","Sanction"
"199","Repair and Renovation","WS/MP18421/2026-2027/225730-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of Rooms and Provide Basic Infrastructure to Government Higher Primary School","07-Aug-2025","15-May-2026","5000000","Work partially Completed"
"200","Normal/Others","WS/MP18421/2026-2027/225847-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of New Urdu Higher Primary School Building","14-Nov-2025","01-Sep-2026","2500000","Sanction"
"201","Normal/Others","WS/MP18421/2026-2027/225848-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of New Urdu Higher Primary School Building","14-Nov-2025","01-Sep-2026","2500000","Sanction"
"202","Normal/Others","WS/MP18421/2026-2027/225855-Construction of rooms and halls in school and colleges","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Ajay Makan (2024-30) (2024-2030)","Elected MP","Construction of New Girls Higher Primary School Building","14-Nov-2025","01-Sep-2026","2500000","Sanction"
"203","Normal/Others","WS/MP833/2025-2026/234923-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Construction of New Government Higher Primary School Building","19-Sep-2025","12-Dec-2025","1300000","Vendor Identification"
"204","Normal/Others","WS/MP833/2025-2026/234924-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Construction of New Government Higher Primary School Building","19-Sep-2025","12-Dec-2025","1300000","Vendor Identification"
"205","Normal/Others","WS/MP833/2025-2026/234925-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Construction of New Government Higher Primary Urdu School Building","19-Sep-2025","12-Dec-2025","1300000","Vendor Identification"
"206","Normal/Others","WS/MP833/2025-2026/234926-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Construction of New Government Higher Primary School Building","19-Sep-2025","12-Dec-2025","1200000","Vendor Identification"
"207","Normal/Others","WS/MP833/2025-2026/235091-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Hosavirapur Village Hirekeruru Taluku, Haveri District","19-Sep-2025","12-Dec-2025","1300000","Vendor Identification"
"208","Normal/Others","WS/MP833/2025-2026/235092-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Rattihalli Taluku, Haveri District","19-Sep-2025","12-Dec-2025","1200000","Vendor Identification"
"209","Normal/Others","WS/MP833/2025-2026/235104-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Batthikoppa Village Rattihalli Taluku","19-Sep-2025","12-Dec-2025","1200000","Vendor Identification"
"210","Normal/Others","WS/MP833/2025-2026/235110-Construction of rooms and halls in school and colleges","Karnataka","HAVERI(DEPUTY COMMISSIONER HAVERI_IDA)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","Varaha Plat-1, Hirekeruru Taluku, Haveri","19-Sep-2025","12-Dec-2025","1200000","Vendor Identification"
"211","Repair and Renovation","WS/MP18364/2025-2026/200413-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and renovation work of government school building.","19-May-2025","14-Nov-2025","1400000","Work partially Completed"
"212","Repair and Renovation","WS/MP18364/2025-2026/200415-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and renovation work of government school building.","19-May-2025","10-Sep-2025","800000","Work partially Completed"
"213","Repair and Renovation","WS/MP18364/2025-2026/200423-Construction of rooms and halls in school and colleges","Karnataka","BAGALKOTE(DEPUTY COMMISSIONER BAGALKOT_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Repair and renovation work of government school building.","03-Jun-2025","13-Nov-2025","100000","Vendor Identification"
"214","Normal/Others","WS/MP833/2024-2025/16123-Purchase of training equipment","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","To buy equipments For Sri Tungabadra education Instistution (R) (SCP. )","04-Sep-2023","01-Aug-2024","1000000","Work partially Completed"
"215","Normal/Others","WS/MP092/2024-2025/141524-Setting up of laboratories","Karnataka","DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","SETTING UP OF BIONEST - BIO - INCUBATION CENTRE AT IIT DHARWAD","18-Sep-2024","20-Jan-2025","31900000","Physical Inspection"
"216","Normal/Others","WS/MP092/2025-2026/164729-Setting up of farmers’ training and assistance centers","Karnataka","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers training center and common facility center for Agro processing through NABARD","10-Jan-2025","15-Sep-2025","4786000","Work Completed"
"217","Normal/Others","WS/MP092/2025-2026/164730-Setting up of farmers’ training and assistance centers","Karnataka","KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers Training Center and Common Facility Center for agro processing through NABARD","10-Jan-2025","19-Feb-2026","5000000","Work Completed"
"218","Normal/Others","WS/MP092/2025-2026/164731-Setting up of farmers’ training and assistance centers","Karnataka","Vijayanagara(DEPUTY COMMISSIONER VIJAYANAGARA_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers Training Center and Common Facility Center for agro processing","10-Jan-2025","28-Jan-2026","5000000","Work Completed"
"219","Normal/Others","WS/MP092/2025-2026/164733-Setting up of farmers’ training and assistance centers","Karnataka","KALABURAGI(DEPUTY COMMISSIONER GULBARGA_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers Training Center and Common Facility Center for agro processing","10-Jan-2025","02-Jan-2026","5000000","Work Completed"
"220","Normal/Others","WS/MP092/2025-2026/164734-Setting up of farmers’ training and assistance centers","Karnataka","YADGIR(Deputy Commsioner Yadgir_ida)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers Training Center and Common Facility Center for agro processing","10-Jan-2025","12-Sep-2025","5000000","Work Completed"
"221","Normal/Others","WS/MP092/2025-2026/164735-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Smt. Nirmala Sitharaman (2022-28) (2022-2028)","Elected MP","Setting up of Farmers Training Center and Common Facility Center for agro processing","10-Jan-2025","20-Aug-2025","5000000","Work Completed"
"222","Normal/Others","WS/MP833/2025-2026/178271-Setting up of farmers’ training and assistance centers","Karnataka","CHIKKAMAGALURU(DEPUTY COMMISSIONER CHIKMAGALUR)","Shri Jairam Ramesh (2022-28) (2022-2028)","Elected MP","At Halanduru Village  Manase Village  Panchayath Limit of    Sringeri Tq","28-Feb-2025","06-Jan-2026","1000000","Work partially Completed"
