"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"295","Normal/Others","WS/MP18364/2024-2025/147681-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road development works.","29-Oct-2024","499516","23-Dec-2024"
"296","Normal/Others","WS/MP18364/2024-2025/147683-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road development works.","29-Oct-2024","499516","23-Dec-2024"
"297","Normal/Others","WS/MP18364/2024-2025/147693-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road development works.","29-Oct-2024","499516","23-Dec-2024"
"298","Normal/Others","WS/MP18364/2024-2025/147727-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road development works.","29-Oct-2024","499458","23-Dec-2024"
"299","Normal/Others","WS/MP18364/2024-2025/147762-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499246","23-Dec-2024"
"300","Normal/Others","WS/MP18364/2024-2025/147764-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road development works.","29-Oct-2024","499516","23-Dec-2024"
"301","Normal/Others","WS/MP18364/2024-2025/148138-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"302","Normal/Others","WS/MP18364/2024-2025/148139-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"303","Normal/Others","WS/MP18364/2024-2025/148140-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"304","Normal/Others","WS/MP18364/2024-2025/148311-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"305","Normal/Others","WS/MP18364/2024-2025/148313-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"306","Normal/Others","WS/MP18364/2024-2025/148316-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","499516","23-Dec-2024"
"307","Normal/Others","WS/MP18364/2024-2025/148318-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Construction of Road Development works.","29-Oct-2024","498707","23-Dec-2024"
"308","Normal/Others","WS/MP18364/2024-2025/137933-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Donekal Main road to Ramesh's house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District. Bangalore.","03-Sep-2024","499575","24-Oct-2024"
"309","Normal/Others","WS/MP18364/2024-2025/138033-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Narayanappa’s house to Venkataramanappa house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"310","Normal/Others","WS/MP18364/2024-2025/138035-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Jaishankar’s house to Mallikarjuna’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"311","Normal/Others","WS/MP18364/2024-2025/138036-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Shrinivas’s house to Bhimaiah’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"312","Normal/Others","WS/MP18364/2024-2025/138038-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Thippeswamy’s house to Venkatachalaiah’s  house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"313","Normal/Others","WS/MP18364/2024-2025/138181-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Manjunath’s house to Girish’s  house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499150","24-Oct-2024"
"314","Normal/Others","WS/MP18364/2024-2025/138183-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Shrinivasaiah’s house to Hanumanthuraju’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499150","24-Oct-2024"
"315","Normal/Others","WS/MP18364/2024-2025/138184-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Venkatesh’s house to Lakshmamma’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499150","24-Oct-2024"
"316","Normal/Others","WS/MP18364/2024-2025/138185-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Muneshwara temple main road to Lokesh’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499150","24-Oct-2024"
"317","Normal/Others","WS/MP18364/2024-2025/138186-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Nagaraj’s house to Venkatesh’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499150","24-Oct-2024"
"318","Normal/Others","WS/MP18364/2024-2025/138212-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Balu’s house to Shrinivas Naik’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"319","Normal/Others","WS/MP18364/2024-2025/138213-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Thimanna’s house to Ramesh’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"320","Normal/Others","WS/MP18364/2024-2025/138214-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Krishnamurthy’s house to Ravikumar’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"321","Normal/Others","WS/MP18364/2024-2025/138215-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Rajanna’s house to Ramkrishnappa’s house in Donekal village in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"322","Normal/Others","WS/MP18364/2024-2025/138216-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Nagapura main road to Hesarghatta farm main road in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499575","24-Oct-2024"
"323","Normal/Others","WS/MP18364/2024-2025/138220-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Hesarghatta Sparsha Trust main road to Bhimanna’s house in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499466","20-Nov-2024"
"324","Normal/Others","WS/MP18364/2024-2025/138221-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Hesarghatta Sparsha Trust main road to Chamundeshwari Temple road in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499466","20-Nov-2024"
"325","Normal/Others","WS/MP18364/2024-2025/138222-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Chandrappa’s house to Rajanna’s house in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499466","20-Nov-2024"
"326","Normal/Others","WS/MP18364/2024-2025/138223-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Ramesh’s house to Ramachandra’s house in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499466","20-Nov-2024"
"327","Normal/Others","WS/MP18364/2024-2025/138224-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","Formation and improvements to the road from Jayaramaiah’s house to Kumar’s house in Hesarghatta Panchayath limits, Yelahanka Taluk, Bangalore Urban District, Bangalore","03-Sep-2024","499466","20-Nov-2024"
"328","Normal/Others","WS/MP084/2024-2025/133707-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development work at Gangondanahalli village, Madanayakanahalli city Municipal council, Yelahanka Assembly, Bangalore North Taluk, Bengaluru Urban District.","19-Jul-2024","3500000","07-Dec-2024"
"329","Normal/Others","WS/MP084/2024-2025/133708-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development work at K.G.Lakkenahalli village, Madanayakanahalli city Municipal council, Yelahanka Assembly, Bangalore North Taluk, Bengaluru Urban District.","19-Jul-2024","3500000","07-Dec-2024"
"330","Normal/Others","WS/MP084/2024-2025/133709-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work of B.G.S Main Road, Nagarur Village, Dasanapura Gram Panchayat, Yelahanka Assembly, Bengaluru North, Bengaluru Urban District.","19-Jul-2024","3500000","07-Dec-2024"
"331","Normal/Others","WS/MP084/2024-2025/139540-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work at Madavara Village, Madanaiyakanahalli City Council, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","06-Sep-2024","4000000","30-Dec-2024"
"332","Normal/Others","WS/MP084/2024-2025/139541-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work at Narayanappana Palya Village, Dasanapura Gram Panchayat, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","06-Sep-2024","5000000","30-Dec-2024"
"333","Normal/Others","WS/MP084/2024-2025/139542-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work at Giddenahalli (Mahimanna Palya), Kadabagere Grama Panchayat, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","06-Sep-2024","1000000","30-Dec-2024"
"334","Normal/Others","WS/MP084/2023-2024/50291-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Concrete road and drainage construction work, Aditya Nagar, Machohalli Gram Panchayat, Bangalore North Taluk, Bangalore Urban District.","18-Nov-2023","498900","15-Mar-2024"
"335","Normal/Others","WS/MP084/2023-2024/50293-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Concrete Road Construction work, Aditya Nagar, Machohalli Gram Panchayat, Bangalore North Taluk, Bangalore Urban District.","18-Nov-2023","497900","15-Mar-2024"
"336","Normal/Others","WS/MP084/2024-2025/133781-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work at Kanshiram Nagar, Abbagere village, Bengaluru North Taluk, T.Dasarahalli Assembly, Bengaluru Urban District.","20-Jul-2024","3000000","19-Nov-2024"
"337","Normal/Others","WS/MP084/2024-2025/133782-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","Road Development Work at Hesaraghatta Village, Yelahanka Taluk, Yelahanka Assembly, Bengaluru Urban District.","20-Jul-2024","2000000","19-Nov-2024"
"338","Normal/Others","WS/MP086/2025-2026/170927-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","construction of concrete drainage system at H hosahalli village, Hennagara grama panchayat, Anekal Taluk, Jigani Hobali","31-Jan-2025","499595","21-Jun-2025"
"339","Normal/Others","WS/MP086/2025-2026/159379-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work behind Yallappanapalya Village Bus Stand, Bangalore South Taluk, Bangalore urban","17-Dec-2024","499784","09-Apr-2025"
"340","Normal/Others","WS/MP086/2025-2026/159380-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work in front of Yellappanapallya Milk Producers Association, Bangalore Urban District, Bangalore South Taluk","17-Dec-2024","499327","09-Apr-2025"
"341","Normal/Others","WS/MP086/2025-2026/159382-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development works near Maramma temple at Yallappanapalya village, Bangalore South taluk, Bangalore Urban district.","17-Dec-2024","498202","09-Apr-2025"
"342","Normal/Others","WS/MP086/2025-2026/159383-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work in Yallappanapalya Village, Bangalore South Taluk, Bangalore Urban District","17-Dec-2024","499327","09-Apr-2025"
"343","Normal/Others","WS/MP086/2025-2026/159385-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work from Yallappanapalya village main road to Raju's house, Bangalore Urban District, Bangalore South Taluk","17-Dec-2024","499054","09-Apr-2025"
"344","Normal/Others","WS/MP086/2025-2026/159386-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work from Raju's house to Ramakka's house in Yallappanapalya village, Bangalore Urban District, Bangalore South Taluk","17-Dec-2024","499509","09-Apr-2025"
"345","Normal/Others","WS/MP086/2025-2026/159390-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work from Raju's house to Lingaya's house in Yallappanapalya village, Bangalore Urban District, Bangalore South Taluk.","17-Dec-2024","498972","09-Apr-2025"
"346","Normal/Others","WS/MP086/2025-2026/159394-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Development Work in Bangalore Urban District, Bangalore South Taluk, Kempagondanahalli Village Main Road to Majeed House Road","17-Dec-2024","499109","09-Apr-2025"
"347","Normal/Others","WS/MP086/2025-2026/159395-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri G.C. Chandrashekhar (2024-30) (2024-2030)","Elected MP","Road development work from Ratnamma house to Bairamma house in Yallappanapalya village, Bangalore Urban district, Bangalore South taluk.","17-Dec-2024","499587","09-Apr-2025"
"348","Normal/Others","WS/MP18364/2024-2025/149974-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"349","Normal/Others","WS/MP18364/2024-2025/149975-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"350","Normal/Others","WS/MP18364/2024-2025/149984-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"351","Normal/Others","WS/MP18364/2024-2025/149985-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"352","Normal/Others","WS/MP18364/2024-2025/149987-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"353","Normal/Others","WS/MP18364/2024-2025/149954-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"354","Normal/Others","WS/MP18364/2024-2025/149955-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"355","Normal/Others","WS/MP18364/2024-2025/149956-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Road Development work.","04-Nov-2024","499534","17-Mar-2025"
"356","Normal/Others","WS/MP18364/2025-2026/149957-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","499643","21-Jun-2025"
"357","Normal/Others","WS/MP18364/2025-2026/149959-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","499643","21-Jun-2025"
"358","Normal/Others","WS/MP18364/2025-2026/149970-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","499643","21-Jun-2025"
"359","Normal/Others","WS/MP18364/2025-2026/149971-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","499643","21-Jun-2025"
"360","Normal/Others","NA-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","500000","NA"
"361","Normal/Others","WS/MP18364/2024-2025/149994-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Narayanasa K. Bhandage (2024-30) (2024-2030)","Elected MP","C.C.Drain Development work.","04-Nov-2024","499429","17-Mar-2025"
"362","Normal/Others","WS/MP084/2024-2025/38001-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","CC Drainage work in Journalist's Layout, Rajanukunte Village, Rajanukunte Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","17-Oct-2023","499065","30-Aug-2024"
"363","Normal/Others","WS/MP084/2024-2025/38467-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Shri Jaggesh (2022-28) (2022-2028)","Elected MP","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","19-Oct-2023","499327","02-Jul-2024"
