"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"131","Normal/Others","WS/MP092/2025-2026/164729-Setting up of farmers’ training and assistance centers","Karnataka","RAICHUR(DEPUTY COMMISSIONER RAICHUR_IDA)","Setting up of Farmers training center and common facility center for Agro processing through NABARD","Smt. Nirmala Sitharaman (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","4786000"
"132","Normal/Others","WS/MP092/2025-2026/164733-Setting up of farmers’ training and assistance centers","Karnataka","KALABURAGI(DEPUTY COMMISSIONER GULBARGA_IDA)","Setting up of Farmers Training Center and Common Facility Center for agro processing","Smt. Nirmala Sitharaman (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2026","4823000"
"133","Normal/Others","WS/MP092/2025-2026/259247-Setting up of farmers’ training and assistance centers","Karnataka","BALLARI(DEPUTY COMMISSIONER BELLARY_IDA)","Setting up of Farmers Training Center and Common Facility Center for Agro Processing","Smt. Nirmala Sitharaman (2022-28) (NaN-NaN)","Elected MP","Images","23-Jan-2026","5000000"
"134","Normal/Others","WS/MP092/2025-2026/164731-Setting up of farmers’ training and assistance centers","Karnataka","Vijayanagara(DEPUTY COMMISSIONER VIJAYANAGARA_IDA)","Setting up of Farmers Training Center and Common Facility Center for agro processing","Smt. Nirmala Sitharaman (2022-28) (NaN-NaN)","Elected MP","Images","28-Jan-2026",""
"135","Normal/Others","WS/MP092/2025-2026/164730-Setting up of farmers’ training and assistance centers","Karnataka","KOPPAL(DEPUTY COMMISSIONER KOPPAL_IDA)","Setting up of Farmers Training Center and Common Facility Center for agro processing through NABARD","Smt. Nirmala Sitharaman (2022-28) (NaN-NaN)","Elected MP","Images","19-Feb-2026","4886000"
"136","Normal/Others","WS/MP838/2024-2025/75008-Construction of road under bridge","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Construction of Road","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","25-Nov-2024","499174"
"137","Normal/Others","WS/MP838/2024-2025/74999-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Road Development","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","25-Nov-2024","499174"
"138","Normal/Others","WS/MP838/2024-2025/80167-Construction of rooms and halls in school and colleges","Karnataka","MANDYA(DEPUTY COMMISSIONER MANDYA_IDA)","Construction of buildings","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","18-Dec-2024","2000000"
"139","Normal/Others","WS/MP838/2024-2025/92072-Construction of New Building","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Construction of New building for  Vaddanakera Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","02-Aug-2025","999424"
"140","Normal/Others","WS/MP838/2024-2025/92069-Construction of New Building","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Construction of New building for Sikindrapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","02-Aug-2025","999424"
"141","Normal/Others","WS/MP838/2024-2025/133313-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","HASSAN(DEPUTY COMMISSIONER HASSAN_IDA)","Construction of Roads","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","27-Mar-2026","498261"
"142","Normal/Others","WS/MP838/2024-2025/80191-Construction of community centers and community halls","Karnataka","MYSURU(DEPUTY COMMISSIONER MYSORE_IDA)","Construction of Community Hall","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","12-Mar-2025","986986"
"143","Normal/Others","WS/MP838/2024-2025/149184-Construction of rooms and halls in school and colleges","Karnataka","Davanagere(DEPUTY COMMISSIONER DAUANAGERE_IDA)","Govt School Building Renovation","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","18-Apr-2026","491972"
"144","Normal/Others","WS/MP838/2025-2026/137805-Construction of community centers and community halls","Karnataka","Narayanpet(DISTRICT COLLECTOR NARAYANPET_IDA)","Construction of Children's orphanage center","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","03-Jul-2025","951770"
"145","Normal/Others","WS/MP838/2024-2025/94924-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Muganoora Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"146","Normal/Others","WS/MP838/2024-2025/93928-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Gudapalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"147","Normal/Others","WS/MP838/2024-2025/93930-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Sunkanala Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"148","Normal/Others","WS/MP838/2024-2025/93931-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Musthapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"149","Normal/Others","WS/MP838/2024-2025/93934-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Shambelli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"150","Normal/Others","WS/MP838/2024-2025/93936-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Bembra Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"151","Normal/Others","WS/MP838/2024-2025/93952-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Bhopalaghada Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"152","Normal/Others","WS/MP838/2024-2025/93963-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Ekamba Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"153","Normal/Others","WS/MP838/2024-2025/93969-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Lingadalli K Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"154","Normal/Others","WS/MP838/2024-2025/93971-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Mudhola K Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"155","Normal/Others","WS/MP838/2024-2025/93972-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Chandoori Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"156","Normal/Others","WS/MP838/2024-2025/93994-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Hippalagaon Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"157","Normal/Others","WS/MP838/2024-2025/93966-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Bhorala Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","13-Aug-2025","21600"
"158","Normal/Others","WS/MP838/2024-2025/94180-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Yelladagundi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"159","Normal/Others","WS/MP838/2024-2025/94185-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Siragura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"160","Normal/Others","WS/MP838/2024-2025/94186-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Ekamba Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"161","Normal/Others","WS/MP838/2024-2025/94192-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Hipparaga Ghat Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"162","Normal/Others","WS/MP838/2024-2025/94202-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Gundura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"163","Normal/Others","WS/MP838/2024-2025/94211-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Bagadoori Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"164","Normal/Others","WS/MP838/2024-2025/94237-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Dhannura R Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"165","Normal/Others","WS/MP838/2024-2025/94240-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Chicknagaon Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"166","Normal/Others","WS/MP838/2024-2025/94241-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Yalavanthagi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"167","Normal/Others","WS/MP838/2024-2025/94242-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Ekalora Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"168","Normal/Others","WS/MP838/2024-2025/94248-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Umapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","21600"
"169","Normal/Others","WS/MP838/2024-2025/94267-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Maasi Mooda Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"170","Normal/Others","WS/MP838/2024-2025/94269-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Baradapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"171","Normal/Others","WS/MP838/2024-2025/94271-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Haranala Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"172","Normal/Others","WS/MP838/2024-2025/94273-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Chandapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"173","Normal/Others","WS/MP838/2024-2025/94290-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Nelagi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"174","Normal/Others","WS/MP838/2024-2025/94298-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Byalahalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"175","Normal/Others","WS/MP838/2024-2025/94316-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Halahipparaga Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"176","Normal/Others","WS/MP838/2024-2025/94329-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Vilasapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"177","Normal/Others","WS/MP838/2024-2025/94334-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Yaranalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"178","Normal/Others","WS/MP838/2024-2025/94347-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Srimandala Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"179","Normal/Others","WS/MP838/2024-2025/94368-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Phathepura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"180","Normal/Others","WS/MP838/2024-2025/94374-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Daddapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"181","Normal/Others","WS/MP838/2024-2025/94400-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Thadapalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"182","Normal/Others","WS/MP838/2024-2025/94402-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Patharapalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"183","Normal/Others","WS/MP838/2024-2025/94406-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Shekhapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"184","Normal/Others","WS/MP838/2024-2025/94411-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Honnaddi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"185","Normal/Others","WS/MP838/2024-2025/94426-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Sindhola Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"186","Normal/Others","WS/MP838/2024-2025/94490-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Barura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"187","Normal/Others","WS/MP838/2024-2025/94514-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Gunnalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"188","Normal/Others","WS/MP838/2024-2025/94525-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Kadwada Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"189","Normal/Others","WS/MP838/2024-2025/94527-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Sirsi A Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"190","Normal/Others","WS/MP838/2024-2025/94534-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Baapura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"191","Normal/Others","WS/MP838/2024-2025/94536-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Kholara K Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"192","Normal/Others","WS/MP838/2024-2025/94550-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Anadurawadi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"193","Normal/Others","WS/MP838/2024-2025/94553-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Kanakatta Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"194","Normal/Others","WS/MP838/2024-2025/94575-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Sonakera Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"195","Normal/Others","WS/MP838/2024-2025/94578-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Chandanahalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"196","Normal/Others","WS/MP838/2024-2025/94579-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Kumarachincholli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"197","Normal/Others","WS/MP838/2024-2025/94828-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Muthangi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"198","Normal/Others","WS/MP838/2024-2025/94833-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to GudiThanda Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"199","Normal/Others","WS/MP838/2024-2025/94839-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Hallikheda B Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"200","Normal/Others","WS/MP838/2024-2025/94840-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Kandagola Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"201","Normal/Others","WS/MP838/2024-2025/94841-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Shamathabada Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"202","Normal/Others","WS/MP838/2024-2025/94865-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Belakera Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"203","Normal/Others","WS/MP838/2024-2025/94866-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Sirakattanalli Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"204","Normal/Others","WS/MP838/2024-2025/94867-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Benachincholi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"205","Normal/Others","WS/MP838/2024-2025/94869-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Nandagaon Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"206","Normal/Others","WS/MP838/2024-2025/94870-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Mustari Wadi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"207","Normal/Others","WS/MP838/2024-2025/94904-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Hudagi Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"208","Normal/Others","WS/MP838/2024-2025/94908-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Rampura Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
"209","Normal/Others","WS/MP838/2024-2025/94909-Setting up of farmers’ training and assistance centers","Karnataka","BIDAR(DEPUTY COMMISSIONER BIDAR_IDA)","Providing Stainless Steel Cans (6 No's) to Mudanala  Milk Producers Cooperative Society","Dr. Dharmasthala Veerendra Heggade (2022-28) (NaN-NaN)","Elected MP","Images","19-Aug-2025","21600"
