"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1","Normal/Others","WS/MP084/2024-2025/38107-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","498227"
"2","Normal/Others","WS/MP084/2024-2025/38106-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road work, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","498200"
"3","Normal/Others","WS/MP084/2024-2025/38105-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499200"
"4","Normal/Others","WS/MP084/2024-2025/38104-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road Works, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499200"
"5","Normal/Others","WS/MP084/2024-2025/38103-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499223"
"6","Normal/Others","WS/MP084/2024-2025/38083-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road Works, Ward No.6, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Banglaore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499000"
"7","Normal/Others","WS/MP084/2024-2025/38084-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road Works, Ward No.6, Hesaraghatta Grama Panchayat, Yelhanka Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","498452"
"8","Normal/Others","WS/MP084/2024-2025/38085-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Ward No.6, Hesaraghatta Grama Panchayat, Yelahanka Taluk, Banglore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499095"
"9","Normal/Others","WS/MP084/2024-2025/38086-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Kodagi Thirumalapura Village, Hurulichikkanahalli Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","499000"
"10","Normal/Others","WS/MP084/2024-2025/38399-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2024","499000"
"11","Normal/Others","WS/MP084/2024-2025/38398-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohali Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","11-Jul-2024","499000"
"12","Normal/Others","WS/MP084/2024-2025/38465-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jul-2024","476119"
"13","Normal/Others","WS/MP084/2024-2025/38467-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Jul-2024","499327"
"14","Normal/Others","WS/MP084/2024-2025/37999-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works from Gouramma house to Sonnappa house in Ward.No.6,Hesaraghatta Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","05-Sep-2024","499095"
"15","Normal/Others","WS/MP084/2024-2025/38000-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC road works near Mangala House in Rajanukunte Village, Rajanukunte Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","05-Sep-2024","499096"
"16","Normal/Others","WS/MP084/2024-2025/38001-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Drainage work in Journalist's Layout, Rajanukunte Village, Rajanukunte Grama Panchayat, Yelahanka Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","05-Sep-2024","499065"
"17","Normal/Others","WS/MP084/2024-2025/38082-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Rajanukunte Village, Yelahanka Taluk, Banglore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","05-Sep-2024","499096"
"18","Normal/Others","WS/MP084/2024-2025/38072-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction work of Room-2, Basava Residential High School, Huskuru village, Bangalore North Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","496560"
"19","Normal/Others","WS/MP084/2024-2025/38074-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","499096"
"20","Normal/Others","WS/MP084/2024-2025/38075-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development work from Hesarghatta-Gollahalli Road to Srinivas Murthy House in Gopalpura Village, Bangalore North Taluk.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","499095"
"21","Normal/Others","WS/MP084/2024-2025/38076-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","CC Road works, Hesaraghatta, Yelahanka Taluk, Bangalore Urban","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","499095"
"22","Normal/Others","WS/MP084/2024-2025/38760-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Link road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","499821"
"23","Normal/Others","WS/MP084/2024-2025/38759-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road development work, Ramohalli Village, Ramohalli Grama Panchayat, Bangalore South Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","18-Sep-2024","499821"
"24","Normal/Others","WS/MP084/2024-2025/38415-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C.Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","499420"
"25","Normal/Others","WS/MP084/2024-2025/38416-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","499420"
"26","Normal/Others","WS/MP084/2024-2025/38413-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","499210"
"27","Normal/Others","WS/MP084/2024-2025/39229-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","498420"
"28","Normal/Others","WS/MP084/2024-2025/39232-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","499365"
"29","Normal/Others","WS/MP084/2024-2025/39230-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Oct-2024","498901"
"30","Normal/Others","WS/MP084/2024-2025/36823-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","Bengaluru South(DEPUTY COMMISSIONER RAMANAGARA_IDA)","Repair and strengthening of existing road at Gollahalli Village, Harohalli Hobli, Kanakapura Taluk, Ramanagara District, Karnataka. ( Road towards Hullahalli to Jogi Katte)","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","05-Jun-2025","498928"
"31","Normal/Others","WS/MP084/2024-2025/133782-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work at Hesaraghatta Village, Yelahanka Taluk, Yelahanka Assembly, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","20-Nov-2024","2000000"
"32","Normal/Others","WS/MP084/2024-2025/133781-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work at Kanshiram Nagar, Abbagere village, Bengaluru North Taluk, T.Dasarahalli Assembly, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","20-Nov-2024","3000000"
"33","Normal/Others","WS/MP084/2024-2025/39231-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2024","499365"
"34","Normal/Others","WS/MP084/2024-2025/38414-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Banalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2024","499429"
"35","Normal/Others","WS/MP084/2024-2025/38619-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2024","491858"
"36","Normal/Others","WS/MP084/2024-2025/38618-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work,  Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","21-Nov-2024","499400"
"37","Normal/Others","WS/MP084/2024-2025/39235-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499365"
"38","Normal/Others","WS/MP084/2024-2025/39234-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499365"
"39","Normal/Others","WS/MP084/2024-2025/38396-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road Development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499400"
"40","Normal/Others","WS/MP084/2024-2025/38397-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499300"
"41","Normal/Others","WS/MP084/2024-2025/38616-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499400"
"42","Normal/Others","WS/MP084/2024-2025/38614-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Nov-2024","499400"
"43","Normal/Others","WS/MP084/2024-2025/39233-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road development work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","28-Nov-2024","498173"
"44","Normal/Others","WS/MP084/2023-2024/50293-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete Road Construction work, Aditya Nagar, Machohalli Gram Panchayat, Bangalore North Taluk, Bangalore Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","30-Nov-2024","497900"
"45","Normal/Others","WS/MP084/2023-2024/50291-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete road and drainage construction work, Aditya Nagar, Machohalli Gram Panchayat, Bangalore North Taluk, Bangalore Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","30-Nov-2024","498900"
"46","Normal/Others","WS/MP084/2024-2025/38466-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","02-Dec-2024","499000"
"47","Normal/Others","WS/MP084/2024-2025/38620-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","02-Dec-2024","499400"
"48","Normal/Others","WS/MP084/2024-2025/38762-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Concrete drain construction work.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","02-Dec-2024","494561"
"49","Normal/Others","WS/MP084/2024-2025/38003-Construction of community centers and community halls","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Truss work of community building, Dasanapura Village, Dasanapura Hobli, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","04-Dec-2024","498150"
"50","Normal/Others","WS/MP084/2024-2025/133707-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development work at Gangondanahalli village, Madanayakanahalli city Municipal council, Yelahanka Assembly, Bangalore North Taluk, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","07-Dec-2024","3500000"
"51","Normal/Others","WS/MP084/2024-2025/133709-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work of B.G.S Main Road, Nagarur Village, Dasanapura Gram Panchayat, Yelahanka Assembly, Bengaluru North, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","07-Dec-2024","3500000"
"52","Normal/Others","WS/MP084/2024-2025/133708-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development work at K.G.Lakkenahalli village, Madanayakanahalli city Municipal council, Yelahanka Assembly, Bangalore North Taluk, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","07-Dec-2024","3500000"
"53","Normal/Others","WS/MP084/2024-2025/38073-Construction of community centers and community halls","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction work of Zinc Sheet Roof of Community Hall.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","09-Dec-2024","497100"
"54","Normal/Others","WS/MP084/2024-2025/38002-Construction of rooms and halls in school and colleges","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Construction of room in Basava Residential School, Huskuru Village, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","497300"
"55","Normal/Others","WS/MP084/2024-2025/38615-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","24-Dec-2024","491134"
"56","Normal/Others","WS/MP084/2024-2025/139540-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work at Madavara Village, Madanaiyakanahalli City Council, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","31-Dec-2024","4000000"
"57","Normal/Others","WS/MP084/2024-2025/139541-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work at Narayanappana Palya Village, Dasanapura Gram Panchayat, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","31-Dec-2024","5000000"
"58","Normal/Others","WS/MP084/2024-2025/139542-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","Road Development Work at Giddenahalli (Mahimanna Palya), Kadabagere Grama Panchayat, Yelahanka Assembly, Bengaluru North Taluk, Bengaluru Urban District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","31-Dec-2024","1000000"
"59","Normal/Others","WS/MP084/2024-2025/38400-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jan-2025","499200"
"60","Normal/Others","WS/MP084/2024-2025/38417-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Road development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","03-Jan-2025","499400"
"61","Normal/Others","WS/MP084/2024-2025/38617-Providing drains and gutters for public drainage","Karnataka","BENGALURU URBAN(DEPUTY COMMISSIONER BANGALORE URBAN_IDA)","C.C Drainage development work, Machohalli Village, Machohalli Grama Panchayat, Bangalore North Taluk, Bangalore Urban.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jan-2025","491134"
"62","Normal/Others","WS/MP084/2024-2025/146264-Construction of public libraries and reading rooms","Karnataka","DAKSHINA KANNADA(DEPUTY COMMISSIONER DAKSHIN KANNAD MANGALORE_IDA)","Construction of School Library Room at D.K.G.P. Government Senior Primary School, Devachalla (Yelimale) Village, Nellur Kemraje Post, Sulya Taluk, Dakshina Kannada District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","Images","19-Feb-2025","500000"
"63","Normal/Others","WS/MP084/2024-2025/133844-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work from Thathegowda's Thota to Rangappa's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495992"
"64","Normal/Others","WS/MP084/2024-2025/133836-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work from Anadagu village Kemppamma Temple to Narayan House, Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495991"
"65","Normal/Others","WS/MP084/2024-2025/134113-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work, Jadiya Village,Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495991"
"66","Normal/Others","WS/MP084/2024-2025/133833-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work at Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","496463"
"67","Normal/Others","WS/MP084/2024-2025/133934-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work, Dasihalli village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495991"
"68","Normal/Others","WS/MP084/2024-2025/133840-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work from Chikkabeeranakere Main Road to Babu's Thota, Chikkabeeranakere village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495781"
"69","Normal/Others","WS/MP084/2024-2025/133835-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work : Anadagu village, Mayasandra Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","496062"
"70","Normal/Others","WS/MP084/2024-2025/133930-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work from Y.T.Road to Puttaswamy's House, Soravanahalli Gram Panchyat,Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495992"
"71","Normal/Others","WS/MP084/2024-2025/133933-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work, Jadiya Village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495992"
"72","Normal/Others","WS/MP084/2024-2025/133846-Construction of roads, link roads, pathways or any other road with or without drainage system","Karnataka","TUMAKURU(DEPUTY COMMISSIONER TUMKUR_IDA)","Road Development Work from Shivramaiah's Thota to Ramanna's Thota, Jadiya village, Soravanahalli Gram Panchayat, Turuvekere Taluk, Tumakuru District.","Shri Jaggesh (2022-28) (NaN-NaN)","Elected MP","N/A","22-Feb-2025","495985"
