"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"1","Normal/Others","WS/MP001/2023-2024/1216-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","P.C.C ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","23-Sep-2023","1486089"
"2","Normal/Others","WS/MP001/2023-2024/1215-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","P.C.C ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","23-Sep-2023","1484933"
"3","Normal/Others","WS/MP001/2023-2024/1217-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","P.C.C ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","23-Sep-2023","1484550"
"4","Normal/Others","WS/MP001/2023-2024/12794-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ????? ??? ??????? ??????? ???????? ????? ?? ????????? ?????? ?? ????? ????? ??? ????? ??????  ??  ???? ?????? ?? ???? ??  ??? ??? ??? ??? ??????? ????? | ???? - 15,00,000 (??????  ??? ?????  )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484400"
"5","Normal/Others","WS/MP001/2023-2024/12795-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ????? ??? ??????? ??????? ???????? ????? ?? ????????? ?????? ?? ????? ????? ??? ?????? ??? ?? ???? ?? ???? ???  ?? ???? ??  ??? ??? ??? ??? ??????? ????? | ???? - 15,00,000 (??????  ??? ????? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484894"
"6","Normal/Others","WS/MP001/2023-2024/12797-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ????? ??? ??????? ??????? ???????? ????? ?? ?????? ?????? ?? ???? ????? ??? ???? ?? ?? ???? ?? ?????  ??  ?? ???? ???? ?? ??? ??? ??? ??? ??? ??????? ????? | ???? - 15,00,000 (??????  ??? ????? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484900"
"7","Normal/Others","WS/MP001/2023-2024/12796-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ????? ??? ??????? ??????? ???????? ????? ?? ?????? ?????? ?? ???? ????? ??? ??????? ??? ?? ??????? ?? ?? ????? ??  ??? ??? ??? ??? ??????? ????? | ???? - 15,00,000 (??????  ??? ????? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","07-Jul-2024","1484974"
"8","Normal/Others","WS/MP001/2023-2024/37288-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC road from Bathani of Nunnu Lal Mahato to Durga Temple via water tank in village Salalpur of Dhanwa Mubarakpur Panchauat unde Barh Assembly Constituency.                          (estimated amount up to Rs15 lakh).","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","07-Jul-2024","1484810"
"9","Normal/Others","WS/MP001/2023-2024/37287-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC road from Ratan Paswan house to Mithlesh Mahato house via Ambika Mahato house in Village Salalpur of Dhanwa Mubarakpur, Panchayat under Barh Assembly Constituency. (estimated amount up to Rs15 lakh).","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484500"
"10","Normal/Others","WS/MP001/2023-2024/1411-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","???? ????? ??? ?? ???????  ???? ??? ???? ????? ??? ???? ??? ????? ????? ?? ?? ?? ??. ???  ??? ???? ?? ?? ?? ?? ???? ???? ???? ??? ??? ???? ???? ??? ??? ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484100"
"11","Normal/Others","WS/MP001/2023-2024/15564-Renovation of ponds and lakes","Bihar","NALANDA(DISTRICT PLANNING OFFICER NALANDA_IDA)","Construction Work of Chhat Ghat From Sanokhara Puliya to Near Baba Chauharmal Temple(Chhota Ahara)  in Village Barandi, Panchayat – Barandi, of Rahui Block, Bihar Sharif Assembly of Nalanda District(Estimated Amount 15 Lakhs)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","07-Dec-2023","1494114"
"12","Normal/Others","WS/MP001/2023-2024/49366-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of pcc road on the path going south from Bhim Rai house inBudhara village of Usmanpur panchayat of Athmalgola block of Barh Assembly of patna District.","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","25-Jul-2024","870958"
"13","Normal/Others","WS/MP001/2023-2024/1218-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","P.C.C ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484940"
"14","Normal/Others","WS/MP001/2023-2024/12725-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA)","??????? ???? ??  ?????? ????? ??? ??????? ???? ?????? ?? ???? ????? ??? ????? ???? ?? ??? (??????) ?? ?????? ?????? ?? ?? ?? ???? ?? ??? ??? ??? ??? ???? ?? ????? 10,00,000 (?? ??? ????? ?? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","29-Dec-2023","999553"
"15","Normal/Others","WS/MP001/2023-2024/12726-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA)","??????? ???? ?? ?????? ????? ??? ??????? ???? ?????? ?? ????? ??? ?????? ??? ??????  ?? ???? ??????? ??????  ?? ???? ??? ???? ?????? ?? ?? ??  ??? ??? ??? ??? ???? ?? ????? 8,00,000(??  ??? ?? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","29-Dec-2023","799941"
"16","Normal/Others","WS/MP001/2023-2024/12727-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SHEIKHPURA(DISTRICT PLANNING OFFICER SHEIKHPURA_IDA)","??????? ???? ?? ?????? ????? ??? ??????? ???? ?????? ?? ????? ???????  ??? ????? ?????? ?? ????? ?? ?????? ????? ?? ??? ?? ??? ??? ??? ??? ???? ?? ????? 6,00,000 (?? ??? ?? )","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","29-Dec-2023","599962"
"17","Normal/Others","WS/MP001/2023-2024/19313-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Construction Work of PCC Road  from Anganwadi Center to Cremation Ground in Kamtaul in Ward No.2 of Chakpahar Village of Chakpahar Panchayat of Morwa Block of Morwa Assembly of Samastipur District (Estimated Cost 15 Lakhs)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","08-Jan-2024","1491175"
"18","Normal/Others","WS/MP001/2023-2024/19312-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Construction Work of PCC road in the road going from Vivek Vihar Private School to Vibhutinagar Road(Upto Musapur Chowk) in Chakpahar Village of Chakpahar Panchayat of  Morwa Assembly of Samastipur District(Estimated Cost 15 Lakhs)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","10-Jan-2024","1491746"
"19","Normal/Others","WS/MP001/2023-2024/14253-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction Work of  P.C.C Road From Reo Road to Bhola Patel Gowas(Bathani) in village Nayak Tola of Harpur Panchayat of Adapur Block,Raxual Assembly of East Champaran District (Estimated Amount 15 Lakhs)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","26-Jan-2024","1484150"
"20","Normal/Others","WS/MP001/2023-2024/1490-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??0??0??0 ??? ?? ??????? ?????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","11-Jul-2024","897400"
"21","Normal/Others","WS/MP001/2023-2024/1493-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??0??0??0 ??? ??????? ?????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","1484800"
"22","Normal/Others","WS/MP001/2023-2024/1495-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ??????? ?????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","03-Mar-2024","989710"
"23","Normal/Others","WS/MP001/2023-2024/33229-Renovation of ponds and lakes","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction Work of Ladder Ghat on the pond in Kukurjari Village of Rohania Panchyat under Banjaria Block of East Champaran (Estimated Amount up to Ten Lakh)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","08-Feb-2024","996012"
"24","Normal/Others","WS/MP001/2023-2024/1488-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??0??0??0 ??? ?? ??????? ?????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","1486150"
"25","Normal/Others","WS/MP001/2023-2024/33332-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction work of PCC road from Ramgarhwa Reshma Devi Girls High School to the North in front of Rajendra Prasad under Ramgarhwa block of East Champaran district (Estimated Amount  up to Ten Lakh)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","01-Mar-2024","994307"
"26","Normal/Others","WS/MP001/2023-2024/1494-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??? ??????? ?????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","989898"
"27","Normal/Others","WS/MP001/2023-2024/82731-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road in the path Going North from Bathani of Sunil ji House in Chanda Village of Sabnima Panchayat of Athmalgola Block under Barh Assembly Constituency of Patna District (Total Amount Rs.6,00,000/- Six Lakh Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","25-Jul-2024","574168"
"28","Normal/Others","WS/MP001/2023-2024/33300-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction work of PCC road from the House of Santosh Pandey to the Land of Taponath Ojha in Ramgarhwa village of Ramgarhwa Panchayat of Ramgarhwa block of East Champaran district (Estimated Amount up to Ten Lakhs).","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","14-Mar-2024","989529"
"29","Normal/Others","WS/MP001/2023-2024/33285-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction Work of PCC road in the path going from Anil ji (Teacher) House towards Mahendra Shah ji House in Inarva Village of Shiv Nagar Panchayat of Ramgarhwa block of East Champaran district (Amount up to Ten Lakh).","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","20-Mar-2024","989749"
"30","Normal/Others","WS/MP001/2023-2024/14279-Construction of community centers and community halls","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction Work of Community Hall Near Baba Chauharmal Temple Located in Ward No -03 in Village Dariyapur of Dariyapur Panchayat of Mokama Block, Mokama Assembly of Patna District (Estimated Amount 15 Lakhs)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","23-Jun-2025","1491483"
"31","Normal/Others","WS/MP001/2023-2024/121691-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of underground drain and PCC road from Krishna Rai's house to Udresh Sharma's house on May Flower School Road No. 26 in Digha in Ward No. 1 of Digha Legislative Assembly constituency of Patna district.","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","460800"
"32","Normal/Others","WS/MP001/2023-2024/28834-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","SITAMARHI(DISTRICT PLANNING OFFICER SITAMARHI_IDA)","Construction work of pcc road from Budhwa pokhar to Dhunia tola main road in village shrirampur(ward no-7) of nagar utri panchyat of block parihar , distric-sitamarhi","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","27-Jun-2024","1482172"
"33","Normal/Others","WS/MP001/2023-2024/33338-Providing drains and gutters for public drainage","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction work of a Concrete Drain towards the canal from the house of Paras Thakur in Shrikhandi village of Bagahi Panchayat under Sugauli block of East Champaran district (Estimated Amount up to  Seven lakhs).","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","04-Jul-2024","696091"
"34","Normal/Others","WS/MP001/2023-2024/103702-Installation of multi-gym equipment","Bihar","SAMASTIPUR(DISTRICT PLANNING OFFICER SAMASTIPUR_IDA)","Installation Work of  Gym Equipment In Government Basic School Dhobgawan of Dhobgawan Panchayat of Pusa Block of Samastipur District.(Estimated  Amount  Rs:-15,00,000/-  Fifteen Lakh Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","19-Jul-2024","1499281"
"35","Normal/Others","WS/MP001/2024-2025/133793-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","2Sena Mahto House to Moli Mahto house by Sravan ji House , Blcok Pandarak, Gram Panchayat Raily, Gram Raily English,Under  Mokama Lagislative Assembly Constituency. (Estimated Amount 15,00,000/- Fifteen Laksh only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2024","1481756"
"36","Normal/Others","WS/MP001/2024-2025/133795-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","1 Bablu ji house to  Raj dev ji house by Yogendra saw house Block Pandarak, Gram Panchayat Raily ,Gram Raily Under Mokama Lagislative Assembly Constituency.  (Estimated Amount 15,00,000/-(Fifteen Lakhs Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","17-Nov-2024","1484127"
"37","Normal/Others","WS/MP001/2024-2025/133792-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","3 Suresh Mahto House to Dinesh Mahto house by Dev Raj Prasad House. Block Pandarak, Gram Panchyat Raily, Bind Toli, under Mokama Lagislative Assembly Constituency,(Estimated Amount 15,00,000/- ( Fifteen Lakhs only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","20-Nov-2024","1484806"
"38","Normal/Others","WS/MP001/2024-2025/133727-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","1Mahendra Prasad House to Lalan bihari house in Phulwari Municipal ward no-28 under Phulwarisarif  of Patna District  (Estimated Amount 14,99,500/-(Fourteen Lakhs ninty nine thousand five hundred only","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1493349"
"39","Normal/Others","WS/MP001/2024-2025/133637-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  2Abhay kumar house to Suryakant’s Plot in Phulwari Municipaol ward no-28 under Phulwarisarif of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1494650"
"40","Normal/Others","WS/MP001/2024-2025/133638-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  3Ravindranath thakur house to Lalji chaudary house in Vrindavan colony Road no-1 Under Phulwarisarif of  Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1495100"
"41","Normal/Others","WS/MP001/2023-2024/82807-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","LAKHISARAI(District Planning Officer Lakhisarai_IDA)","Construction work of PCC road from Rural Main Road to Satyanarayan Mandal House via Ashok Mandal House to Anant Mandal House in Khagaur village of Khagaur Panchayat under Lakhisarai Block of Lakhisarai District.(Total Amount Rs.4,00,000/- Four Lakh Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","17-Oct-2024","396136"
"42","Normal/Others","WS/MP001/2024-2025/133642-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  1 T.O.P Police both to shivnandan Girls hostel in the premises of Gangadevi Mahila College in ward no-35 Under Kumhrar  of Patna Distict","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2024","1497809"
"43","Normal/Others","WS/MP001/2024-2025/133640-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  5The Canteen in the Premises of Gangadevi Mahila College in ward no-35 Under Kumhrar of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2024","1497989"
"44","Normal/Others","WS/MP001/2024-2025/133639-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  4	Main Gate to The canteen in the premises of Gangadevi Mahila College in wardno-35 Under Kumhrar of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2024","1498259"
"45","Normal/Others","WS/MP001/2023-2024/1487-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","?????? ???? ????, ??? ?????? ??? ??0??0??0 ??? ?? ??????? ????? ?","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2024","1385546"
"46","Normal/Others","WS/MP001/2023-2024/1489-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","??0??0??0 ??? ?? ???????","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","11-Nov-2024","1198135"
"47","Normal/Others","WS/MP001/2024-2025/133794-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","4Kali Mandir to Suresh house Block Pandarak, Gram Panchyat Raily, Gram Raily English,Undrer Mokam Lagislative Assembly Constituency(Estimated Amount 15,00,000/- (Fifteen Lakhs only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","19-Nov-2024","1486100"
"48","Normal/Others","WS/MP001/2024-2025/133643-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  2Hostel to Vigyan bhawan in the premises of Gangadevi Mahila College in ward no-35 under Kumhrar  of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2024","1498379"
"49","Normal/Others","WS/MP001/2024-2025/133644-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road 3 Vigyan Bhawan to Examination Hall in  the Premises of Gangadevi Mahila College  in ward no-35 under Kumhrar of Patna  District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Nov-2024","1498187"
"50","Normal/Others","WS/MP001/2024-2025/133074-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road From 4	Ravi rai Farm to Rituraj singh school Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","17-Dec-2024","1495150"
"51","Normal/Others","WS/MP001/2024-2025/133073-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road From 3	Ashok rai Farm to vindo Singh Farm, Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1494080"
"52","Normal/Others","WS/MP001/2024-2025/133051-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road From 1 Mevindeshwar rai house to Yogendra rai house, Gram Hinduni Panchayat Nohasa, Block Phulwari of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1493330"
"53","Normal/Others","WS/MP001/2024-2025/133052-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road From 2	Vinod singh house to Upendra singh house, Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District  (","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1494100"
"54","Normal/Others","WS/MP001/2024-2025/133053-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road From 3	Police colony road vedha road to Prem rai  house , Gram Kurkuri ,Panchyat Kurkuri,  Phulwari Patna of District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","19-Jan-2025","1004780"
"55","Normal/Others","WS/MP001/2024-2025/136541-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  From 2	RWD Road to Manikpur Village and Road in Block Pandarak,Panchyat Kondi, Tarapur,  Mokama Lagislative Assembly Constituency. (Estimated Amount 15,00,000/- Fifteen Laksh only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Jan-2025","1484930"
"56","Normal/Others","WS/MP001/2024-2025/136542-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  From 1RWD Road to School and Mazar Road in  Block Pandarak, Panchyat  Kondi, Badhopur Chandravanshi Tola, Mokama Lagislative Assembly Constituency.  (Estimated Amount 15,00,000/-(Fifteen Lakhs Only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","15-Jan-2025","1484683"
"57","Normal/Others","WS/MP001/2024-2025/133645-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction work of PCC Road  4 Sudhansu Bhushan House to the main road via PNB Bank in sector 4 in ramnagari under digha of Patna District","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","22-Jan-2025","990400"
"58","Normal/Others","WS/MP001/2024-2025/151556-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Hatim Manzil to the house of Shri Arvind Kumar Singh  in house No-L-1/6 Ward No. 21 Shri Krishnapuri under Bankipur Assembly.","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","24-Feb-2025","1461722"
"59","Normal/Others","WS/MP001/2024-2025/151555-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","2. PCC construction work in the road leading from house number L-1/8 to house number L- 1/22 in Ward No. 21 Shri Krishnapuri under Bankipur Assembly. Estimated Amount 15,00,000/-( Fifteen Lakh only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1461589"
"60","Normal/Others","WS/MP001/2024-2025/151557-Installing hand pumps","Bihar","BHAGALPUR(DISTRICT PLANNING OFFICER BHAGALPUR_IDA)","1.Installation of a Hand Pump at a public place near Maharani Sthan located in Kajraili Bazar of Kajraili Panchayat under Nathnagar block of Nathnagar assembly constituency. 85,000/- (Eighty Five thousand only)","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","07-Feb-2025","84709"
"61","Normal/Others","WS/MP001/2024-2025/145760-Installation of multi-gym equipment","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","6.	Rameshwar+2 High School,Rajnagar Block- Rajnagar,District Madhubani. 1 Set, Estimated Amount 6,25,000/- (Six Lakh Twenty Five thousand only)  S.NO NAME QTY 1. Shoulder Press Double 01 2. Twister Sitting & Standing 01 3. Air Walker 01 4. Rotetor 01 5. Cross Walker 01 Main post- 114mm dia Galvanised pipe of 4mm thick, Paint- Epoxy coating of at least 100mm micron, Bearing - self lubricant for maintenance free usage","Shri Shambhu Sharan Patel (2022-28) (NaN-NaN)","Elected MP","N/A","11-Feb-2025","618000"
