"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"524","Normal/Others","WS/MP053/2023-2024/120096-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BIRENDRA SINGH TO THE SHYAM STORE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-May-2024","1286742"
"525","Normal/Others","WS/MP053/2023-2024/120075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF PRAMOD JEE TO THE HOUSE OF PAPPU JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","06-Jun-2024","1491901"
"526","Normal/Others","WS/MP053/2023-2024/118863-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD ASHOK RAJ PATH TO THE HOUSE OF RAJIV JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1433500"
"527","Normal/Others","WS/MP053/2023-2024/118852-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF REKHA DEVI TO THE HOUSE OF CHANDRAVANSHI JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","1446500"
"528","Normal/Others","WS/MP053/2023-2024/118850-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD IN ROAD No.1 TO THE HOUSE OF SHAILESH SINGH.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1459268"
"529","Normal/Others","WS/MP053/2023-2024/118862-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF ANKIT KUMAR TO THE HOUSE OF KANHAIYA KUMAR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1384893"
"530","Normal/Others","WS/MP053/2023-2024/118851-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BHAGAT JEE TO THE HOUSE OF RAVINDRA JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1373500"
"531","Normal/Others","WS/MP053/2023-2024/118860-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC FROM THE HOUSE OF VIRU JEE TO THE HOUSE OF MANOJ MEHTA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1351113"
"532","Normal/Others","WS/MP053/2023-2024/118854-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SANTOSH SINGH TO THE HOUSE OF S P GUPTA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1366245"
"533","Normal/Others","WS/MP053/2023-2024/118853-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD TO THE HOUSE OF AKANSHA SINHA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1454031"
"534","Normal/Others","WS/MP053/2023-2024/118861-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURENDRA PRASAD TO THE HOUSE OF KUNDAN JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-May-2024","1383100"
"535","Normal/Others","WS/MP053/2023-2024/43870-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN VILLAGE SABAIYA ST TOLA IN BANGALWA PANCHAYAT FROM RAJESH MARANDI HOUSE TO SUBODH MARANDI HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","15-Jul-2025","395662"
"536","Normal/Others","WS/MP053/2023-2024/43919-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD TO JHAKO YADAV HOUSE  IN JAFARNAGAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-May-2025","397332"
"537","Normal/Others","WS/MP053/2023-2024/43877-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN WARD 7 FROM MUNNA YADAV HOUSE TO SURESH YADAV HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","398663"
"538","Normal/Others","WS/MP053/2023-2024/43904-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM RANJEET HALDAR HOUSE TO ANIMESH MISHRA HOUSE IN WARD 15","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","24-Jul-2025","397542"
"539","Normal/Others","WS/MP053/2023-2024/43902-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD IN NEW GANGA NAGAR TINKU YADAV HOUSE TO ROSHAN YADAV HOUSE IN WARD NO. 1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","397190"
"540","Normal/Others","WS/MP053/2023-2024/43903-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF BRICK SOLING AND BEAUTIFICATION IN HASANGANJ NEAR KALI ASTHAN IN WARD 44","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","348058"
"541","Normal/Others","WS/MP053/2023-2024/43892-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SAKET KUMAR HOUSE CHANDAN KUMAR HOUSE IN WARD 45","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","392375"
"542","Normal/Others","WS/MP053/2023-2024/43937-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM DILIP PASWAN TO SEVO PASWAN HOUSE IN PASWAN TOLA KARHARIYA PURBI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","386933"
"543","Normal/Others","WS/MP053/2023-2024/43942-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM  NH-31 TO HALDHAR SHARMA HOUSE VIA TRIVENI BHAGAT HOUSE IN BARIYARPUR NAYA CHAWNI VILLAGE IN NIRPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","392558"
"544","Normal/Others","WS/MP053/2023-2024/43872-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MD. KASIM HOUSE TO MD. FIROJ HOUSE IN WARD 19 CHURAMBBA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","02-Jun-2024","398981"
"545","Normal/Others","WS/MP053/2023-2024/43891-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SANJEEV KUMAR SAHA HOUSE TO MAIN ROAD AKHARA GALI IN CHANDAN BAG WARD 39","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","08-Jun-2024","397246"
"546","Normal/Others","WS/MP053/2023-2024/43932-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA FROM PANI TANKI RAJENDRA CHOUDHARY HOUSE TO SURENDRA YADAV HOUSE IN WARD 4 RATANPUR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-Jun-2024","394957"
"547","Normal/Others","WS/MP053/2023-2024/43874-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SANJAY KUMAR HOUSE TO MANISH KUMAR HOUSE IN WARD 45","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","20-Jun-2024","396663"
"548","Normal/Others","WS/MP053/2023-2024/43858-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM RAJENDRA YADAV HOUSE TO NISHO YADAV IN ORA BAGICHA DHARAHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","494293"
"549","Normal/Others","WS/MP053/2023-2024/43934-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF SIRHI GHAT BEHIND C B L COLLEGE IN PARIA PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","448217"
"550","Normal/Others","WS/MP053/2023-2024/43911-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MUKESH MANDAL HOUSE TO RAJARAM GUPTA HOUSE IN WARD 14 ITAHRI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","387537"
"551","Normal/Others","WS/MP053/2023-2024/43935-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BISWARI SAH HOUSE TO BANO YADAV HOUSE VIA MURARI YADAV AND GUDDU YADAV HOUSE IN BARIYARPUR","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","29-Jun-2024","399656"
"552","Normal/Others","WS/MP053/2023-2024/120076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF DHIRENDRA KUMAR TO THE HOUSE OF RAVISHANKAR JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","02-Sep-2024","1479000"
"553","Normal/Others","WS/MP053/2023-2024/43901-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BISHNUDEV YADAV HOUSE TO SUNIL YADAV HOUSE IN WARD 43","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","398449"
"554","Normal/Others","WS/MP053/2023-2024/43941-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM PINTU SINGH HOUSE TO KEDAR MANDAL HOUSE VIA AWDESH SINGH HOUSE IN WARD 08 KARHRIA SOUTH KHARIA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","394859"
"555","Normal/Others","WS/MP053/2023-2024/43914-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM BOKU YADAV TO KAPIL YADAV GODOWN IN SHANKARPUR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Jul-2024","346702"
"556","Normal/Others","WS/MP053/2023-2024/43923-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF SIRHI AND BEAUTIFICATION IN TALAB BEHIND NAUGARHI HIGH SCHOOL","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","05-Jul-2024","448396"
"557","Normal/Others","WS/MP053/2023-2024/43878-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA IN WARD 37 FROM BAM POLICE ROAD IN BARI MIRJAPUR TO SUMAN YADAV HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","08-Jul-2025","393594"
"558","Normal/Others","WS/MP053/2023-2024/43855-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM IMLI GAACH VIA RANJAN YADAV HOUSE TO FOUR LANE IN WARD 1 PATAM WEST, DHARHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","490269"
"559","Normal/Others","WS/MP053/2023-2024/43856-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM GUHIYA POKHAR TO JOGI YADAV HOUSE KHAS PATAM IN PATAM EAST PANCHAYAT DHARAHARA","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","489671"
"560","Normal/Others","WS/MP053/2023-2024/43943-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM JAGO MANDAL HOUSE TO HARDEV MANDAL HOUSE IN JHAUA BAHIYAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","385542"
"561","Normal/Others","WS/MP053/2023-2024/43913-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH COVERED NALA FROM MAIN ROAD ANAND YADAV HOUSE TOI DEVAN YADAV HOUSE IN MAHULI PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","12-Nov-2024","394865"
"562","Normal/Others","WS/MP053/2023-2024/43857-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM MD. ALAM HOUSE TO MURGI FARM VIA SHAMSHER HOUSE IN MUKARCHAK IN BAANK PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","21-Nov-2024","489680"
"563","Normal/Others","WS/MP053/2023-2024/43936-Construction of buildings for community cultural activities","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF CHABUTRA NEAR PRASHANT KUMAR MISHRA AND JAI RAM JEE HOUSE IN WARD 05 HARINMAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","14-Aug-2025","339551"
"564","Normal/Others","WS/MP053/2023-2024/43921-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SITAKUND PATH TO SAHROOL HOUSE VIA MASJID AND CONSTRUCTION OF NALA WITH COVER IN SITAKUND HARCHAND","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","16-Dec-2024","394938"
"565","Normal/Others","WS/MP053/2024-2025/146972-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURAJ JEE TO THE HOUSE OF MANISH KUMAR JEE ON RANIPUR CHAKIA ROAD","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","969783"
"566","Normal/Others","WS/MP053/2024-2025/146930-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FRORANIPUR CHAKIYA MAIN ROAD TO THE LAND OF RADHE MAHTO","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","969582"
"567","Normal/Others","WS/MP053/2024-2025/146929-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD AND DRAINAGE SYSTEM FROM GURUGOVIND SINGH MAIN ROAD TO THE BOUNDARY WALL OF SUNIL SINGH IN SHRI RAM COLONY","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1464352"
"568","Normal/Others","WS/MP053/2024-2025/146926-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the house of Pankaj jee to the house of Rakesh jee in Rajendra Colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1455867"
"569","Normal/Others","WS/MP053/2024-2025/146927-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SUBODH SINGH TO THE HOUSE OF ASHOK JEE IN RAJENDRA COLONY","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1453347"
"570","Normal/Others","WS/MP053/2024-2025/146925-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from Kamal Path to the house of Surendra Mahto in Rajendra Colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1387358"
"571","Normal/Others","WS/MP053/2024-2025/146928-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF WAKIL SAHAB TO THE HOUSE OF DR. ARVIND JEE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1454459"
"572","Normal/Others","WS/MP053/2023-2024/43920-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD WITH NALA AND PULIA FROM SITAKUND MINI MALL TO SIBLEE HOUSE","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","07-Aug-2025","348337"
"573","Normal/Others","WS/MP053/2024-2025/156992-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from Kanti Bhavan to Mother Teresa School","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1479600"
"574","Normal/Others","WS/MP053/2024-2025/156991-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road towards south from Sahu Complex in Indrapuri West","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1481800"
"575","Normal/Others","WS/MP053/2024-2025/161176-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in Indrapuri  from Ashirvad house to the plot of Sanjay Singh","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1482700"
"576","Normal/Others","WS/MP053/2024-2025/161177-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from Janak Dwar to Saroj Kunj.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1481100"
"577","Normal/Others","WS/MP053/2024-2025/161178-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Ravi jee to the house of Dhananjay jee in Buddhjivi colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","27-Feb-2025","1009204"
"578","Normal/Others","WS/MP053/2024-2025/156957-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the house of VIjay Shankar jee to the house of Ravindra Pandey in ward No.1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","01-Jul-2025","1489938"
"579","Normal/Others","WS/MP053/2024-2025/156958-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road from the house of Vishwanath jee to the house of Baijnath jee towards south in ward no.1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","29-Jun-2025","1390866"
"580","Normal/Others","WS/MP053/2024-2025/156956-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC Road from the house of Subodh Jee to the House of Shekhar Paswan in Ward No.1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","1486637"
"581","Normal/Others","WS/MP053/2024-2025/156962-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in Babahnpura village of ward no.15 from the house of Kunal Kumar jee towards the house of Sudama Sharma jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","1493102"
"582","Normal/Others","WS/MP053/2024-2025/156960-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in babhanpura village from Shiv Mandir towards the house of Pujan jee in ward no.15","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","29-Jun-2025","1492700"
"583","Normal/Others","WS/MP053/2024-2025/156961-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road  in ward no.15 babhanpura village from the house of Bharat jee towards house of Birendra Prasad Jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","04-Sep-2025","1492793"
"584","Normal/Others","WS/MP053/2024-2025/156987-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC Road in Babhanpura in ward no.15 from the house of Ajay jee towards the house of Gopal Singh jee","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","23-Jul-2025","1493131"
"585","Normal/Others","WS/MP053/2023-2024/43928-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM SANTOSH PANDIT HOUSE TO PARSURAM YADAV HOUSE IN JANKINAGAR PANCHAYAT","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","26-Jul-2025","344989"
"586","Normal/Others","WS/MP053/2023-2024/43889-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","CONSTRUCTION OF PCC ROAD FROM LAL DARWAJA DURGA ASTHAN JAI RAM YADAV TO BIRJU YADAV IN WARD NO. 2","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Jan-2026","151469"
"587","Normal/Others","WS/MP053/2024-2025/163090-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of road with drainage system from Icon school to the house of Pankaj jee in Buddhijivi colony Road no.1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2025","1475019"
"588","Normal/Others","WS/MP053/2024-2025/163092-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road from the main road of Buddhijivi colony to the house of Suraj Kumar.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2025","1476134"
"589","Normal/Others","WS/MP053/2024-2025/163091-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","construction of PCC road with drainage system from the house of Rajesh kumar to the house of Birju jee in Buddhjivi Colony Road no.1","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","10-Mar-2025","1474247"
"590","Normal/Others","WS/MP053/2024-2025/156990-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road in Kothwan from the house of Bharat jee towards the house of Rita Devi","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","12-Dec-2025","1178500"
"591","Normal/Others","WS/MP053/2024-2025/156988-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road from the house of Avinash jee towards main road in RPS colony","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","20-Jun-2025","1202000"
"592","Normal/Others","WS/MP053/2025-2026/179156-Construction of public staircase/ stair ghat for public convenience","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Construction of Snan ghat in Nijamat Pokhra in ward no.13","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","N/A","24-Jul-2025","988810"
"593","Normal/Others","WS/MP053/2025-2026/191075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Construction of PCC road with drainage system from the house of Birju jee to  Triveni Nivas in Buddhjivi colony.","Shri Khiru Mahto (2022-28) (NaN-NaN)","Elected MP","Images","25-Jun-2025","1482800"
