"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"492","Normal/Others","WS/MP053/2023-2024/43943-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM JAGO MANDAL HOUSE TO HARDEV MANDAL HOUSE IN JHAUA BAHIYAR PANCHAYAT","02-Nov-2023","23-Feb-2024","385542","Physical Inspection"
"493","Normal/Others","WS/MP001/2023-2024/49366-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of pcc road on the path going south from Bhim Rai house inBudhara village of Usmanpur panchayat of Athmalgola block of Barh Assembly of patna District.","14-Nov-2023","01-Dec-2023","870958","Physical Inspection"
"494","Normal/Others","WS/MP053/2023-2024/50996-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from bridge in ward no.2 of karhariya East panchayat to the house of Babua jee","21-Nov-2023","20-Jan-2024","395710","Physical Inspection"
"495","Normal/Others","WS/MP053/2023-2024/50997-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MUNGER(DISTRICT PLANNING OFFICER MUNGER_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","construction of PCC road from the house of Niranjan jee to the Railway Bridge in karhariya East Panchayat","21-Nov-2023","20-Jan-2024","390226","Physical Inspection"
"496","Normal/Others","WS/MP041/2023-2024/59030-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Dr. Arvind Kumar Sharma towards Kamal Khushboo Kunj in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1187600","Physical Inspection"
"497","Normal/Others","WS/MP041/2023-2024/59031-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Rajendra Pasad ji's house towards Panna ji's house in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1300000","Physical Inspection"
"498","Normal/Others","WS/MP041/2023-2024/59032-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Manoj Kumar's house to Suraj Raj Niwas in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1384800","Physical Inspection"
"499","Normal/Others","WS/MP041/2023-2024/59033-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Rampravesh Singh's house towards Renu Niwas in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1285700","Physical Inspection"
"500","Normal/Others","WS/MP041/2023-2024/59034-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Renu Niwas towards Gauri Sadan in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1286800","Physical Inspection"
"501","Normal/Others","WS/MP041/2023-2024/59035-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Gauri Sadan towards Rahul Kumar's house in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1286100","Physical Inspection"
"502","Normal/Others","WS/MP041/2023-2024/59036-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Vardhan House towards Veeru Kumar in Ward No. 56 under Patna Sahib Assembly.","08-Dec-2023","03-Jan-2024","1385500","Physical Inspection"
"503","Normal/Others","WS/MP041/2023-2024/59037-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC construction work from Kumari Divya's house to Satranjan's house in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1392700","Physical Inspection"
"504","Normal/Others","WS/MP041/2023-2024/59038-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Ranjan ji's house to Sushil Kumar's house in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1394500","Physical Inspection"
"505","Normal/Others","WS/MP041/2023-2024/59039-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Gayatri Jewelers to Mangalam Bhawan in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1295100","Physical Inspection"
"506","Normal/Others","WS/MP041/2023-2024/59040-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from Tej Narayan Complex towards Suresh Bhawan in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1393000","Physical Inspection"
"507","Normal/Others","WS/MP041/2023-2024/59041-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from 8L/47 to 8L/36 in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1293500","Physical Inspection"
"508","Normal/Others","WS/MP041/2023-2024/59042-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","PCC road construction work from 8L/34 towards the park in Ward No. 46 of Kumhrar Assembly.","08-Dec-2023","03-Jan-2024","1295000","Physical Inspection"
"509","Normal/Others","WS/MP041/2023-2024/59043-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Construction of 20 feet wide PCC road in the T point road north from the house of Shri Bablu Singh in Ward No. 32 Ayodhya Nagar New Mithila Colony under Danapur Municipal Council of Patna district.","08-Dec-2023","31-Jan-2024","1336000","Physical Inspection"
"510","Normal/Others","WS/MP041/2023-2024/59044-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Construction of 220 feet drain and PCC road from Ward No. 32 Ayodhyanagari main road under Danapur Municipal Council of Patna district to the house of Late Gajendra Singh via Mundarika Babu's house.","08-Dec-2023","31-Jan-2024","1336000","Physical Inspection"
"511","Normal/Others","WS/MP052/2023-2024/71825-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of p.c.c. road in banuchhapar bettiah ward no. 27 from hazma tola devi nagar board to Shitla mata mandir","30-Dec-2023","23-Feb-2024","992160","Physical Inspection"
"512","Normal/Others","WS/MP052/2024-2025/81406-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from Mohan wasi das house to Narayan vaypari's house in sanichari bangali colony Ward No.2  of yogapatti block west champaran bihar. Estimated amount rs. 600000.","13-Jan-2024","09-Oct-2024","596968","Physical Inspection"
"513","Normal/Others","WS/MP052/2023-2024/81477-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from vaiju yadav's house to nareah's yadav house in dakshin teluhwa, vill- Naurahi Ward No.15  of  Nautan block west champaran bihar. Estimated amount rs. 1000000.","13-Jan-2024","01-Mar-2024","995385","Physical Inspection"
"514","Normal/Others","WS/MP052/2024-2025/81491-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from rajdev paswan's house to uday ojha's house in Badhadwa Kala Purvi of Kotwa block east champaran bihar. Estimated amount rs. 1000000.","13-Jan-2024","11-Jul-2024","989459","Physical Inspection"
"515","Normal/Others","WS/MP001/2023-2024/82731-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road in the path Going North from Bathani of Sunil ji House in Chanda Village of Sabnima Panchayat of Athmalgola Block under Barh Assembly Constituency of Patna District (Total Amount Rs.6,00,000/- Six Lakh Only)","16-Jan-2024","30-Jan-2024","574168","Physical Inspection"
"516","Normal/Others","WS/MP001/2023-2024/82807-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","LAKHISARAI(District Planning Officer Lakhisarai_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC road from Rural Main Road to Satyanarayan Mandal House via Ashok Mandal House to Anant Mandal House in Khagaur village of Khagaur Panchayat under Lakhisarai Block of Lakhisarai District.(Total Amount Rs.4,00,000/- Four Lakh Only)","16-Jan-2024","12-Mar-2024","396136","Physical Inspection"
"517","Normal/Others","WS/MP052/2023-2024/90233-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from main road to going on sree Ram Janaki mandir in vill- harsari ward no. 11, narkatiyaganj block west champaran bihar. Estimated amount rs. 300000/-","27-Jan-2024","12-Mar-2024","292471","Physical Inspection"
"518","Normal/Others","WS/MP052/2023-2024/92273-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the road leading to Shri Ramjanaki temple from Senuri main road, village Semri, ward number 8 of Gram Panchayat Rajya Semri, block Narkatiaganj. Estimated Amount Rs. 5 lakh","30-Jan-2024","12-Mar-2024","498538","Physical Inspection"
"519","Normal/Others","WS/MP052/2024-2025/93006-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of PCC road from Gorakh Bin's house to Ramagya Bin's house in Village Chapainiya of Village Panchayat Suryapur of Block Sikta. Estimated Amount Rs. 500000","01-Feb-2024","10-Jun-2024","498426","Physical Inspection"
"520","Normal/Others","WS/MP052/2024-2025/93010-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of PCC road in the path leading from PWD road to the house of Shri Shambhu Gosai in Village Nyatola Bilwari Patti of Village Panchayat Jagiraha of Block Thakraha. Estimated Amount Rs. 510300","01-Feb-2024","09-Jan-2025","265067","Physical Inspection"
"521","Normal/Others","WS/MP053/2023-2024/118850-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD IN ROAD No.1 TO THE HOUSE OF SHAILESH SINGH.","02-Mar-2024","11-Mar-2024","1459268","Physical Inspection"
"522","Normal/Others","WS/MP053/2023-2024/118851-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BHAGAT JEE TO THE HOUSE OF RAVINDRA JEE","02-Mar-2024","11-Mar-2024","1373500","Physical Inspection"
"523","Normal/Others","WS/MP053/2023-2024/118852-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF REKHA DEVI TO THE HOUSE OF CHANDRAVANSHI JEE","02-Mar-2024","11-Mar-2024","1446500","Physical Inspection"
"524","Normal/Others","WS/MP053/2023-2024/118853-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD TO THE HOUSE OF AKANSHA SINHA","02-Mar-2024","11-Mar-2024","1454031","Physical Inspection"
"525","Normal/Others","WS/MP053/2023-2024/118854-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SANTOSH SINGH TO THE HOUSE OF S P GUPTA","02-Mar-2024","11-Mar-2024","1366245","Physical Inspection"
"526","Normal/Others","WS/MP053/2023-2024/118860-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC FROM THE HOUSE OF VIRU JEE TO THE HOUSE OF MANOJ MEHTA","02-Mar-2024","11-Mar-2024","1351113","Physical Inspection"
"527","Normal/Others","WS/MP053/2023-2024/118861-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF SURENDRA PRASAD TO THE HOUSE OF KUNDAN JEE","02-Mar-2024","11-Mar-2024","1383100","Physical Inspection"
"528","Normal/Others","WS/MP053/2023-2024/118862-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF ANKIT KUMAR TO THE HOUSE OF KANHAIYA KUMAR","02-Mar-2024","11-Mar-2024","1384893","Physical Inspection"
"529","Normal/Others","WS/MP053/2023-2024/118863-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM MAIN ROAD ASHOK RAJ PATH TO THE HOUSE OF RAJIV JEE","02-Mar-2024","11-Mar-2024","1433500","Physical Inspection"
"530","Normal/Others","WS/MP053/2023-2024/120073-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF RAGHVENDRA NARAYAN PRASAD TO THE HOUSE OF RAMESHWAR SHARMA","04-Mar-2024","14-Mar-2024","1493591","Physical Inspection"
"531","Normal/Others","WS/MP053/2023-2024/120074-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF CHANDAN BABA TO THE HOUSE OF PAPPU JEE","04-Mar-2024","14-Mar-2024","1494463","Physical Inspection"
"532","Normal/Others","WS/MP053/2023-2024/120075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF PRAMOD JEE TO THE HOUSE OF PAPPU JEE","04-Mar-2024","14-Mar-2024","1491901","Physical Inspection"
"533","Normal/Others","WS/MP053/2023-2024/120076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF DHIRENDRA KUMAR TO THE HOUSE OF RAVISHANKAR JEE","04-Mar-2024","14-Mar-2024","1479000","Physical Inspection"
"534","Normal/Others","WS/MP053/2023-2024/120096-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF BIRENDRA SINGH TO THE SHYAM STORE","04-Mar-2024","11-Mar-2024","1286742","Physical Inspection"
"535","Normal/Others","WS/MP053/2023-2024/120097-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC FROM THE HOUSE OF TARKESHWAR SHAH TO THE ATTA CHAKKI","04-Mar-2024","11-Mar-2024","1287500","Physical Inspection"
"536","Normal/Others","WS/MP053/2023-2024/120098-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM BHARTI BHAWAN TO THE HOUSE OF MANOJ PASWAN","04-Mar-2024","11-Mar-2024","1288341","Physical Inspection"
"537","Normal/Others","WS/MP053/2023-2024/120099-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","CONSTRUCTION OF PCC ROAD FROM THE HOUSE OF GOPAL JEE TO THE HOUSE OF Dr. ASHOK JEE","04-Mar-2024","12-Mar-2024","1287273","Physical Inspection"
"538","Normal/Others","WS/MP001/2023-2024/121691-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of underground drain and PCC road from Krishna Rai's house to Udresh Sharma's house on May Flower School Road No. 26 in Digha in Ward No. 1 of Digha Legislative Assembly constituency of Patna district.","06-Mar-2024","15-Mar-2024","460800","Physical Inspection"
"539","Normal/Others","WS/MP041/2024-2025/128352-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Bisfi prakhand ke rathaus panchayat ke gram sibaul me sunil ke ghar se paschim wali nadi me puliya ka nirman","14-Mar-2024","04-Jul-2024","1399959","Physical Inspection"
"540","Normal/Others","WS/MP041/2024-2025/128353-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Bisfi prakhand ke simri me madarsa akhlakiya me 2 room ke bhawan ka nirman","14-Mar-2024","07-Oct-2024","1304487","Physical Inspection"
"541","Normal/Others","WS/MP041/2024-2025/128354-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Bisfi prakhand ke gram parsauni dakshin me madarsa reyatul uloom me 2 room ke bhawan ka nirman","14-Mar-2024","07-Oct-2024","1313692","Physical Inspection"
"542","Normal/Others","WS/MP041/2024-2025/128355-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Bisfi prakhand ke gram Osauthu Dih me madarsa darul falah kanijiya me 2 room ke bhawan ka nirman","14-Mar-2024","07-Oct-2024","1255411","Physical Inspection"
"543","Normal/Others","WS/MP041/2024-2025/128356-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Madhubani jila ke bisfi prakhand ke gram Aunsi bichla tola madarsa mohammadiya ka boundary gherabandi ka nirman","14-Mar-2024","07-Oct-2024","1295366","Physical Inspection"
"544","Normal/Others","WS/MP041/2025-2026/128357-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Madhubani jila ke bisfi prakhand ke parsauni dakshni me md asmatullah and abul hasan secretary ke talab me dakshin-paschim kona ke samne masjid ke pichhe hokar abbas ke ghar tak boundary wall ka nirman","14-Mar-2024","07-Aug-2025","1278656","Physical Inspection"
"545","Normal/Others","WS/MP041/2024-2025/128358-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Madhubani jila ke bisfi prakhand ke madarsa nure rahman bengra banhi Dih me 2 room ke bhawan ka nirman","14-Mar-2024","07-Oct-2024","1299800","Physical Inspection"
"546","Normal/Others","WS/MP041/2024-2025/128359-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Madhubani jila ke bisfi prakhand ke madarsa mazharul uloom madarsa no-128  islampur chhachhuwa me pustakalaya  bhawan ka nirman","14-Mar-2024","07-Oct-2024","1261808","Physical Inspection"
"547","Normal/Others","WS/MP041/2023-2024/128361-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Jaldhari chowk se ranti chowk jane wali pradhanmantri sarak ke kinare rupan das ke ghar ke bagal se rajkumar yadav ke ghar tak ward no-21 new chakdah me P.C.C sarak and nala nirman","14-Mar-2024","16-Mar-2024","1050558","Physical Inspection"
"548","Normal/Others","WS/MP041/2024-2025/128362-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","MADHUBANI(DISTRICT PLANNING OFFICER MADHUBANI_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Rahika prakhand ke kakraul dakshni panchayat gram kharauwa me Jay Jay Ram Yadav ke ghar se Ram Sahay Yadav ke ghar hote hue pratmik vidyalay kharauwa tak P.C.C and nala ka nirman","14-Mar-2024","06-Jul-2024","996691","Physical Inspection"
"549","Normal/Others","WS/MP001/2024-2025/133051-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road From 1 Mevindeshwar rai house to Yogendra rai house, Gram Hinduni Panchayat Nohasa, Block Phulwari of Patna District","05-Jul-2024","09-Aug-2024","1493330","Physical Inspection"
"550","Normal/Others","WS/MP001/2024-2025/133052-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road From 2	Vinod singh house to Upendra singh house, Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District  (","05-Jul-2024","09-Aug-2024","1494100","Physical Inspection"
"551","Normal/Others","WS/MP001/2024-2025/133053-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road From 3	Police colony road vedha road to Prem rai  house , Gram Kurkuri ,Panchyat Kurkuri,  Phulwari Patna of District","05-Jul-2024","09-Aug-2024","1004780","Physical Inspection"
"552","Normal/Others","WS/MP001/2024-2025/133073-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road From 3	Ashok rai Farm to vindo Singh Farm, Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District","06-Jul-2024","09-Aug-2024","1494080","Physical Inspection"
"553","Normal/Others","WS/MP001/2024-2025/133074-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road From 4	Ravi rai Farm to Rituraj singh school Gram Hinduni , Panchayat Nohasa, Block Phulwari of Patna District","06-Jul-2024","09-Aug-2024","1495150","Physical Inspection"
"554","Normal/Others","WS/MP001/2024-2025/133637-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Construction work of PCC Road  2Abhay kumar house to Suryakant’s Plot in Phulwari Municipaol ward no-28 under Phulwarisarif of Patna District","17-Jul-2024","09-Aug-2024","1494650","Physical Inspection"
