"Sr. No.","Work category","Work","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","Sanction Date","Sanction Amount ( ₹ )","Work Status"
"764","Normal/Others","WS/MP18300/2025-2026/189197-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","1494288","Physical Inspection"
"765","Normal/Others","WS/MP18300/2025-2026/189198-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","1490500","Physical Inspection"
"766","Normal/Others","WS/MP18300/2025-2026/189199-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","1490110","Physical Inspection"
"767","Normal/Others","WS/MP18300/2025-2026/189200-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","997143","Physical Inspection"
"768","Normal/Others","WS/MP18300/2025-2026/189201-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","997119","Physical Inspection"
"769","Normal/Others","WS/MP18300/2025-2026/189202-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","1250696","Physical Inspection"
"770","Normal/Others","WS/MP18300/2025-2026/189203-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","03-Apr-2025","29-Apr-2025","1489990","Physical Inspection"
"771","Normal/Others","WS/MP053/2025-2026/191075-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road with drainage system from the house of Birju jee to  Triveni Nivas in Buddhjivi colony.","13-Apr-2025","16-May-2025","1482800","Physical Inspection"
"772","Normal/Others","WS/MP053/2025-2026/191076-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Vimla Kumari to the house of Arun Ojha jee in Laxminagar East.","13-Apr-2025","16-May-2025","1480034","Physical Inspection"
"773","Normal/Others","WS/MP053/2025-2026/191077-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Kamlesh Kumar to the house of Shailesh Mistri  in Laxminagar East.","13-Apr-2025","16-May-2025","494823","Physical Inspection"
"774","Normal/Others","WS/MP041/2025-2026/191495-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur) Winsome Empire Apartment ke samne Anant path se Sanjay Chaudhary ke makan tak 20 fit chaura and 600 fit lamba PCC Sadak ka nirman Karye.","15-Apr-2025","15-Sep-2025","1483000","Physical Inspection"
"775","Normal/Others","WS/MP041/2025-2026/191496-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Faiyaz Ahmad (2022-28) (2022-2028)","Elected MP","Patna Jila ke Ward no. 34 me Sangam Vihar Colony, Mithila Nagar, Biscuit factory road (Danapur)  me Sanjay Chaudhary ke makan se Winsome Empire Apartment Mukhye Nala tak RCC Nala ka nirman Karye.","15-Apr-2025","15-Sep-2025","1483800","Physical Inspection"
"776","Normal/Others","WS/MP001/2025-2026/191959-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","P.C.C.Roadconstructionworkfrom Uday Kumar Singh houseDr Ravi Vikramsingh,136DGyandevSinghshouse.DrRaviVikaramsingh.WardNo.21ShriKrishnapuri under BankipurAssemblyDistrict Patna","17-Apr-2025","22-May-2025","1485400","Physical Inspection"
"777","Normal/Others","WS/MP001/2025-2026/191960-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","4P.C.C. Road construction work fromRamtabmayaSinghHousetoArjun SharmaHouse  andRadhika House to Rajbalam Singh House. BlockMasaurhi,BhimpurPnachayat Noora, District Patna","17-Apr-2025","03-Jun-2025","1488591","Physical Inspection"
"778","Normal/Others","WS/MP001/2025-2026/191961-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","1P.C.C. Road construction MainroadtoArwindKumarshouse. House no L116 ward no21Shri KrishnapuriunderBankipurAssembly District patna","17-Apr-2025","22-May-2025","1489100","Physical Inspection"
"779","Normal/Others","WS/MP001/2025-2026/191962-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","3P.C.CRoadconstructionworkfromBasantMaltiKunjtoRadhamohanNiwas.WardNo.21ShriKrishnapuriunderBankipurAssembly,DistrictPatna","17-Apr-2025","22-May-2025","1491600","Physical Inspection"
"780","Normal/Others","WS/MP001/2025-2026/191993-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","P.C.CRoadconstructionworkwith drainage fromShCheekuSharmas house to Late Vinod Kumar Jhas house inRohininagarJakariyapur UnderPatnaSahibAssembly,District Patna","17-Apr-2025","26-May-2025","1245100","Physical Inspection"
"781","Normal/Others","WS/MP001/2025-2026/191994-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","P.C.C Road construction workwith drainage from  Late Vinod Kumar JhashousetoShNagendrKumarshouse in Rohini nagar Jakariyapur ,Under Patna  Sahib Assembly, District Patna","17-Apr-2025","26-May-2025","1244600","Physical Inspection"
"782","Normal/Others","WS/MP001/2025-2026/191995-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","PCC road construction work towards Mahendra Narayan Singhs house from Er. Sunil Kumar Sinhas House in Ward noPanchayatKurkuri,BlockPhulwari,UnderPhulwariAssembly,District Patna.","17-Apr-2025","03-Jun-2025","1494400","Physical Inspection"
"783","Normal/Others","WS/MP18332/2025-2026/192540-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","RCC DRAIN- PATNA, DANAPUR NAGAR PARISHAD PANCHYAT - LAKHANI BIGHA WARD NO-8 DWARIKAPURI COLONY ROAD NO 5B  me  Dhruv Narayan Prasad ke ghar se Surya Nikunjam ki taram Nala Nirman.","19-Apr-2025","09-Jun-2025","1484615","Physical Inspection"
"784","Normal/Others","WS/MP18332/2025-2026/192542-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","RCC DRAIN- PATNA, DANAPUR NAGAR PARISHAD PANCHYAT - LAKHANI BIGHA WARD NO-8 DWARIKAPURI COLONY ROAD NO 5B  me  Sukhchandra ke Bhawan Se Surendra Ray ke Ghar ki ore RCC Nala Nirman.","19-Apr-2025","09-Jun-2025","1482274","Physical Inspection"
"785","Normal/Others","WS/MP18332/2025-2026/192543-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SADAR WARD NO 5 NAGESHWAR COLONY ME BSNL OFFICE SE JHOPRI TAK PCC ROAD.","19-Apr-2025","16-May-2025","990500","Physical Inspection"
"786","Normal/Others","WS/MP18332/2025-2026/192545-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SADAR WARD NO 25 RAMDULARI SINHA MORE SE PINTU JI KE GHAR TAK PCC ROAD.","19-Apr-2025","16-May-2025","990100","Physical Inspection"
"787","Normal/Others","WS/MP18332/2025-2026/192563-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA PHULWARI SHARIF WARD NO-10 me Ram Lakhan Singh College main gate se Play Ground Tak PCC road Nirman.","19-Apr-2025","16-May-2025","1495101","Physical Inspection"
"788","Normal/Others","WS/MP18332/2025-2026/192564-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA PHULWARI SHARIF WARD NO-11 me Krishna  Vihar Colony ke Lalan Babu Ke Ghar Se Ashok  Singh ke ghar tak PCC road Nirman.","19-Apr-2025","16-May-2025","1494909","Physical Inspection"
"789","Normal/Others","WS/MP18332/2025-2026/192568-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA PHULWARI SHARIF WARD NO-11 me Krishna Vihar Colony me Devi Market se Lakshmi Prasad Ke Makan Tak PCC road Nirman.","19-Apr-2025","16-May-2025","1493302","Physical Inspection"
"790","Normal/Others","WS/MP18332/2025-2026/192570-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA PHULWARI SHARIF WARD NO-11 me Kishan Colony Phase 2  me Vijay Kumar ke Ghar Se Brijesh Kumar ke Ghar Tak PCC road Nirman.","19-Apr-2025","16-May-2025","1493908","Physical Inspection"
"791","Normal/Others","WS/MP18332/2025-2026/192589-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","phulwari sharif- pcc road ward no 11 Krishna  vihar colony me ajit jee ke ghar se mahindra jee ke ghar tak","19-Apr-2025","05-Jun-2025","1491100","Physical Inspection"
"792","Normal/Others","WS/MP18300/2025-2026/192590-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road from the house of Nilesh Paswan to the house of Khakhnu Ji in East Bhikhachak, Ward No. 13,","19-Apr-2025","23-May-2025","731100","Physical Inspection"
"793","Normal/Others","WS/MP18300/2025-2026/192592-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage from the house of Ranjan Gupta to DPS Public School in East Tejpratap Nagar, ward no 13","19-Apr-2025","23-May-2025","905100","Physical Inspection"
"794","Normal/Others","WS/MP18300/2025-2026/192595-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","1479200","Physical Inspection"
"795","Normal/Others","WS/MP18300/2025-2026/192597-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","1478100","Physical Inspection"
"796","Normal/Others","WS/MP18300/2025-2026/192600-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","1475500","Physical Inspection"
"797","Normal/Others","WS/MP18300/2025-2026/192604-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","875100","Physical Inspection"
"798","Normal/Others","WS/MP18300/2025-2026/192607-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","689500","Physical Inspection"
"799","Normal/Others","WS/MP18300/2025-2026/192608-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","1275400","Physical Inspection"
"800","Normal/Others","WS/MP18300/2025-2026/192610-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","860500","Physical Inspection"
"801","Normal/Others","WS/MP18300/2025-2026/192613-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of PCC road and drainage","19-Apr-2025","23-May-2025","268100","Physical Inspection"
"802","Normal/Others","WS/MP18332/2025-2026/194218-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SAHIB WARD NO 61 VISHNU COLONY ME PANKAJ KUMAR KE GAR SE RATAN MATO JI KE GAR KI ORE PCC ROAD.","24-Apr-2025","05-Jun-2025","1481400","Physical Inspection"
"803","Normal/Others","WS/MP18332/2025-2026/194219-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SAHIB WARD NO 61 VISHNU VIHAR COLONY ME JAI BAKSI KE GAR SE CHHUNU JI KE GHAR KI ORE- PCC ROAD.","24-Apr-2025","05-Jun-2025","1481600","Physical Inspection"
"804","Normal/Others","WS/MP18332/2025-2026/194221-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SAHIB WARD NO 61 VIJAY KUMAR JI KE GHAR SE LEKAR GYANDRA SING JI KE GAR KI ORE - PCC ROAD.","24-Apr-2025","05-Jun-2025","989600","Physical Inspection"
"805","Normal/Others","WS/MP18332/2025-2026/194222-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD- PATNA SAHIB WARD NO 61 KE UMESH JI KE GHAR SE TARKESHWAR MEHTA JI KE GHAR TAK - PCC ROAD.","24-Apr-2025","05-Jun-2025","990900","Physical Inspection"
"806","Normal/Others","WS/MP18332/2025-2026/194238-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Dharmshila Gupta (2024-30) (2024-2030)","Elected MP","PCC ROAD - PATNA PHULWARDI VIDHAN SABHA, WARD NO 11 SAKET VIHAR COLONY ME DINES PRASAD KE GHAR SE B B SINHA MAKAN NO 165 TAK.","25-Apr-2025","05-Jun-2025","1494604","Physical Inspection"
"807","Normal/Others","WS/MP001/2025-2026/195853-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","1R.E.O Road to Bhola Mahto House ,Arjun mahto house. Block Pandarak Panchyatd Dervebhadaur, Village Hariharpur,, District Patna","01-May-2025","19-May-2025","1483339","Physical Inspection"
"808","Normal/Others","WS/MP001/2025-2026/195854-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","2Bhagirath house to Krishna Ram House. .BlockPandarakPanchyatd Dervebhadaur, Village Janpur, District Patna","01-May-2025","22-May-2025","1484129","Physical Inspection"
"809","Normal/Others","WS/MP001/2025-2026/195855-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Raja Jee House Ram Sharma jee houseBlockPandarakPanchyatdKhushalchak, Village Basavanchak ,District Patna","01-May-2025","19-May-2025","1484483","Physical Inspection"
"810","Normal/Others","WS/MP001/2025-2026/196235-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Shambhu Sharan Patel (2022-28) (2022-2028)","Elected MP","Mhato Tola House to Virendra Singh Agriculture  Land. Block Pandarak, PanchayatKondi, Village Manipur, District Patna","04-May-2025","19-Jun-2025","592636","Physical Inspection"
"811","Normal/Others","WS/MP053/2025-2026/196422-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Ram jee towards gas godownin Lakshminagar","03-May-2025","19-May-2025","1283915","Physical Inspection"
"812","Normal/Others","WS/MP053/2025-2026/196423-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of PN singh towards SDM Road in lakshminagar","03-May-2025","19-May-2025","1285029","Physical Inspection"
"813","Normal/Others","WS/MP053/2025-2026/196424-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Rajnish kumar to the house of Manoj Kumar","03-May-2025","19-May-2025","1480179","Physical Inspection"
"814","Normal/Others","WS/MP053/2025-2026/196425-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the boundary of Awadh singh to the house of Ravishankar Kumar in ward no.1 village -Chainpur","03-May-2025","19-May-2025","1480440","Physical Inspection"
"815","Normal/Others","WS/MP053/2025-2026/196426-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the cement factory to towards the house of Nirmala Devi.","03-May-2025","19-May-2025","1385841","Physical Inspection"
"816","Normal/Others","WS/MP053/2025-2026/196445-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the farm house of Vijay Sarpanch jee to the boundary of Bishop School","03-May-2025","19-May-2025","1480080","Physical Inspection"
"817","Normal/Others","WS/MP053/2025-2026/196446-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Brajesh kumar to the house of biren singh in ward no. 01","03-May-2025","19-May-2025","1336700","Physical Inspection"
"818","Normal/Others","WS/MP053/2025-2026/196447-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from primary school to the boundary wall of sudama singh in ward no.14 Rampur","03-May-2025","19-May-2025","1277400","Physical Inspection"
"819","Normal/Others","WS/MP053/2025-2026/196448-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of munna jee to the house of Dinkar jee in ward no.14 Rampur","03-May-2025","19-May-2025","1475100","Physical Inspection"
"820","Normal/Others","WS/MP053/2025-2026/196449-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Ram Babu Singh to the boundary wall of Isranandan Singh in ward no.14 Rampur","03-May-2025","19-May-2025","1479600","Physical Inspection"
"821","Normal/Others","WS/MP053/2025-2026/196452-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC Road from the  Shahpur Main Road towards the house of Sunder Paswan in jaganpura","03-May-2025","10-Jun-2025","997200","Physical Inspection"
"822","Normal/Others","WS/MP053/2025-2026/196453-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Shambhu Singh towards Sita Nawal Path","03-May-2025","10-Jun-2025","1492700","Physical Inspection"
"823","Normal/Others","WS/MP053/2025-2026/196454-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Sanjeev jee to the plot of Bulkan Shah","03-May-2025","10-Jun-2025","1491500","Physical Inspection"
"824","Normal/Others","WS/MP053/2025-2026/196455-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of Ramprakash singh to the house of Prabhat Kumar","03-May-2025","10-Jun-2025","1492700","Physical Inspection"
"825","Normal/Others","WS/MP053/2025-2026/196456-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the plot of lalan prasad towards the plot of Kush singh","03-May-2025","10-Jun-2025","1492600","Physical Inspection"
"826","Normal/Others","WS/MP053/2025-2026/196459-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of rajesh kumar to the house of Kishor Sharma in Aashirvaad colony","03-May-2025","10-Jun-2025","1492400","Physical Inspection"
"827","Normal/Others","WS/MP053/2025-2026/196460-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Shri Khiru Mahto (2022-28) (2022-2028)","Elected MP","Construction of PCC road from the house of Shivkumar jee to the boundary of Anuj Thakur","03-May-2025","10-Jun-2025","1492200","Physical Inspection"
"828","Normal/Others","WS/MP18300/2025-2026/198603-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","11-May-2025","17-Jun-2025","1194042","Physical Inspection"
"829","Normal/Others","WS/MP18300/2025-2026/198647-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","11-May-2025","17-Jun-2025","895500","Physical Inspection"
"830","Normal/Others","WS/MP18300/2025-2026/198648-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PATNA(DISTRICT PLANNING OFFICER PATNA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","CONSTRUCTION OF PCC ROAD AND UNDERGROUND DRAIN","11-May-2025","17-Jun-2025","896104","Physical Inspection"
"831","Normal/Others","WS/MP18300/2025-2026/198848-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","ROHTAS(District Planning Officer Rohtas_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","230 feet length  3 feet width  construction of slab over drain","13-May-2025","04-Sep-2025","135000","Physical Inspection"
