"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"1","Normal/Others","NA-Construction of common work sheds/ common covered sitting area","Bihar","ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet × 15 feet covered community chaupal.","28-Oct-2024","530000","NA"
"2","Normal/Others","WS/MP18300/2025-2026/172323-Construction of common work sheds/ common covered sitting area","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered community Chaupal","04-Feb-2025","524531","24-Jun-2025"
"3","Normal/Others","WS/MP18300/2025-2026/233634-Construction of additional rooms and halls in the existing public and community building","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction of one room and staircase on the third floor of the already constructed Community Hall","13-Sep-2025","290000","08-Jan-2026"
"4","Normal/Others","WS/MP18300/2026-2027/297523-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III)","21-Jul-2026","85000","14-Aug-2026"
"5","Normal/Others","WS/MP18300/2025-2026/216901-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"6","Normal/Others","WS/MP18300/2025-2026/216902-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"7","Normal/Others","WS/MP18300/2025-2026/216903-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"8","Normal/Others","WS/MP18300/2025-2026/216904-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"9","Normal/Others","WS/MP18300/2025-2026/216905-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","85000","27-Aug-2025"
"10","Normal/Others","WS/MP18300/2025-2026/216906-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"11","Normal/Others","WS/MP18300/2025-2026/216907-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","85000","27-Aug-2025"
"12","Normal/Others","WS/MP18300/2025-2026/216908-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"13","Normal/Others","WS/MP18300/2025-2026/216909-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"14","Normal/Others","WS/MP18300/2025-2026/216910-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"15","Normal/Others","WS/MP18300/2025-2026/216911-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","85000","08-Jan-2026"
"16","Normal/Others","WS/MP18300/2025-2026/216922-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","85000","27-Aug-2025"
"17","Normal/Others","WS/MP18300/2025-2026/216923-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"18","Normal/Others","WS/MP18300/2025-2026/216924-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"19","Normal/Others","WS/MP18300/2025-2026/216925-Installing hand pumps","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Installing a big hand pump (India Mark III) at a public place","10-Jul-2025","84714","27-Aug-2025"
"20","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","AURANGABAD(DISTRICT PLANNING OFFICER AURANGABAD_IDA)","Shri Upendra Kushwaha (2026-32) (2026-2032)","Elected MP","Construction Of P.C.C. road from NH-2 via House Of Ramlakhan Singh up to the house of Basant Singh next to Katharua Health Care Hospital","14-Jul-2026","551110","NA"
"21","Normal/Others","NA-Construction of public libraries and reading rooms","Bihar","BANKA(DISTRICT PLANNING OFFICER BANKA_IDA)","Shri Ram Nath Thakur (2026-32) (2026-2032)","Elected MP","Library building in Chorvaiya village, Ballikitta Panchayat, Amarpur Block.","26-Jul-2026","1500000","NA"
"22","Normal/Others","WS/MP18300/2025-2026/172320-Construction of common work sheds/ common covered sitting area","Bihar","BANKA(DISTRICT PLANNING OFFICER BANKA_IDA)","Dr. Bhim Singh (2024-30) (2024-2030)","Elected MP","Construction work of 20 feet x 15 feet covered community Chaupal","04-Feb-2025","529900","04-Apr-2025"
"23","Normal/Others","WS/MP18459/2026-2027/294419-Construction of community centers and community halls","Bihar","BANKA(DISTRICT PLANNING OFFICER BANKA_IDA)","Shri Ram Nath Thakur (2026-32) (2026-2032)","Elected MP","Construction of a community hall in Village Gadichak Assi (Singhiya Tola), Ward No. 15, Batsar Panchayat, Dhoraiya Block","12-Jul-2026","1499300","10-Aug-2026"
"24","Normal/Others","NA-Construction of community centers and community halls","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Community Hall in Ahirwaliya, Chautarwa lagunhaha","30-Jul-2026","800000","NA"
"25","Normal/Others","WS/MP052/2025-2026/221741-Construction of community centers and community halls","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Samudayik Bhawan","24-Jul-2025","698600","11-Dec-2025"
"26","Normal/Others","WS/MP052/2025-2026/221743-Construction of community centers and community halls","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction Sanskriti manch","24-Jul-2025","499500","06-Oct-2025"
"27","Normal/Others","WS/MP052/2026-2027/282211-Construction of community centers and community halls","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Community Hall in Nagarparishad narkatiyaganj, ward no-19, west champaran bihar","20-May-2026","1499000","10-Jul-2026"
"28","Normal/Others","WS/MP052/2025-2026/256435-Construction of common work sheds/ common covered sitting area","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Shed in Village Lal Sariya","31-Dec-2025","299700","03-Feb-2026"
"29","Normal/Others","WS/MP052/2024-2025/19523-Construction of boundary walls of existing public and community buildings","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of boundary wall and shed of the cremation ground next to Haisi drain located in village Mushari ward number 02 of Gram Panchayat Raj Dhurmi Dharampur of Lauria block of West Champaran district. Established Amount Rs. 800000/-.","13-Sep-2023","792961","10-Jun-2024"
"30","Normal/Others","WS/MP052/2023-2024/92271-Construction of boundary walls of existing public and community buildings","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of damaged boundary wall and contact road in Sahu Jain sports ground of Lauria block. Estimated Amount Rs. 7 lakh","30-Jan-2024","690131","12-Mar-2024"
"31","Normal/Others","WS/MP052/2024-2025/93005-Construction of common work sheds/ common covered sitting area","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of a shed platform next to the Chhathi Mai ghat in village Kanchanpur of village Panchayat Jamunia of block Gaunaha. Estimated Amount Rs. - 6 lakh","01-Feb-2024","593863","15-Oct-2024"
"32","Normal/Others","WS/MP052/2025-2026/221703-Construction of toilet blocks","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Toilet in School","24-Jul-2025","500000","12-Feb-2026"
"33","Normal/Others","WS/MP052/2026-2027/266320-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Drainage in vill-Baswariya, ward no. - 12, Bagaha-1","05-Feb-2026","1400000","18-May-2026"
"34","Normal/Others","WS/MP052/2025-2026/234342-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Drainage System","15-Sep-2025","399763","06-Oct-2025"
"35","Normal/Others","WS/MP052/2025-2026/234344-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of R.C.C. Drainage work","15-Sep-2025","298276","26-Sep-2025"
"36","Normal/Others","WS/MP052/2023-2024/60513-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of drain from Shri Madan Prasad ji's house to the main road in front of Shri Kailash Yadav ji in Ward No. 28 Banuchhapar of Municipal Corporation Bettiah. Estimated amount rs. 900000.","12-Dec-2023","892859","15-Mar-2024"
"37","Normal/Others","WS/MP052/2024-2025/93007-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of drain from Santosh Mishra's house to Abdul Khair's house in village Maghiya of village Panchayat Parsauni of block Sikta. Estimated Amount Rs. 300000","01-Feb-2024","298650","10-Jun-2024"
"38","Normal/Others","WS/MP052/2025-2026/150768-Providing drains and gutters for public drainage","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of Drain work from Shri Ramji mishra's bamboo to pool near main road in village purainiya, village council - purainiya harsari, ward no. - 09, Block - narkatiyaganj , west champaran bihar. Estimated cost - 600000.","05-Nov-2024","586528","25-Apr-2025"
"39","Normal/Others","WS/MP052/2025-2026/208264-Construction of public irrigation facilities","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","construction of Culvert","12-Jun-2025","1372000","04-Jul-2025"
"40","Normal/Others","WS/MP052/2025-2026/208266-Construction of public irrigation facilities","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction Of Culvert","12-Jun-2025","1372000","14-Jul-2025"
"41","Normal/Others","WS/MP052/2024-2025/93013-Construction of public toilets and bathrooms","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of toilet on public land near Bairagi place in village Bairagi of village Bairagi Sonvarsha of Block Bagaha 2. Estimated Amount Rs.- 352000","01-Feb-2024","341392","15-Oct-2024"
"42","Normal/Others","WS/MP052/2023-2024/20465-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path leading to the house of Shri Ajay Dubey from near Pakdi tree in the main road in Ward No. 12 of Village Harsari of Gram Panchayat Raj Puraniya Harsari of Block Narkatiaganj. Estimated Amount 10 lacs.","15-Sep-2023","981168","01-Mar-2024"
"43","Normal/Others","WS/MP052/2023-2024/20488-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work on the path leading from village Peedadi main road of Village Panchayat Raj Sithi of Block Gaunaha towards Hira Mukhiya's house via Anganwadi Centre. Estimated Amount 10 lacs.","15-Sep-2023","998119","08-Nov-2023"
"44","Normal/Others","WS/MP052/2023-2024/18582-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path going from the hut of Shri Bawan Dash to the barn of Shri Ravindra Sah in village Somgarh of village Panchayat Raj Somgarh of block Narkatiaganj. Established Amount Rs. 9 lacs","11-Sep-2023","997095","12-Mar-2024"
"45","Normal/Others","WS/MP052/2023-2024/18586-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the road connecting Siswa main road to Vijbaniya main road of Village Panchayat Raj Puraniya Harsari of Block Narkatiaganj.Estimated Rs. 9 lacs.","11-Sep-2023","891123","31-Jan-2024"
"46","Normal/Others","WS/MP052/2023-2024/18588-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work from Shri Ambika Thakur's house in Ward No. 25 of Pipra Diulia of Narkatiaganj Municipal Council Narkatiaganj via Shri Suraj Srivastava's house to P. W.D Road Narkatiaganj. Estimated Amount Rs. 10 lacs.","11-Sep-2023","984916","23-Nov-2023"
"47","Normal/Others","WS/MP052/2023-2024/16045-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path leading from Ram Badhai Yadav's house to Dheba Yadav's house in Gram Panchayat Raj Bankat Puraina Ahir Toli Ward No. 4 of Block Chanpatia. Estimated Amount Rs. 1499000/-","04-Sep-2023","1487135","19-Sep-2023"
"48","Normal/Others","WS/MP052/2023-2024/16052-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path leading from village Mestar Toli ward number 03 to ward number 05 towards Panchayat building of Gram Panchayat Raj Bankat Puraina of block Chanpatia. Estimated Amount Rs. 1497000.","04-Sep-2023","1483564","19-Sep-2023"
"49","Normal/Others","WS/MP052/2023-2024/16058-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work on the path from Rambalak Yadav's house to primary school Tikulia in ward number 13 of Nagar Panchayat Chanpatia. Estimated Amount Rs. 1499999.","04-Sep-2023","1491583","19-Sep-2023"
"50","Normal/Others","WS/MP052/2023-2024/16060-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path leading from Mukhtar Mia's house to Bhupnarayan's house in Ward No. 02 of village Bairiya of Panchayat Gram Raj Bhasurari of Narkatiaganj. Estimated amount Rs. 999700/- Only.","04-Sep-2023","990847","15-Sep-2023"
"51","Normal/Others","WS/MP052/2023-2024/14791-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","?????? ?????????? ?? ????? ?????? ??? ??????? ?? ????? ?????? ????? ?????? 01 ??? ???? ??? ????? ????? ?? ???? ????? ?????? ?? ?? ???? ???? ?? ??? ?????? ??? ??????? ????? ????????? ???? 1199700? ??? ???? ???? ????? ?????? ???? ????","01-Sep-2023","1181541","15-Sep-2023"
"52","Normal/Others","WS/MP052/2023-2024/15242-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","P.C.C. Road construction work on the road from Mangar Musahar's house in village Zabka Tempu Tola Musahar Basti of Gram Panchayat Raj Saphi of Block Ramnagar to Madhubani Harijan Basti via the fields of Shri Suresh Dealer.","02-Sep-2023","685383","13-Mar-2024"
"53","Normal/Others","WS/MP052/2024-2025/15901-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the path leading from Champaran embankment to Munna Yadav's house in village Chandrapur Reta ward number 02 of Gram Panchayat Raj Chandrapur Ratwal of Block Bagaha 01 of District West Champaran. Estimated amount 10 lacs.","04-Sep-2023","997210","10-Jun-2024"
"54","Normal/Others","WS/MP052/2024-2025/15907-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Road construction work in the path leading from Mudrika Yadav's house to Shri Raghunath Sharma's house in Bagaha Municipal Council Ward No. 21 of Block. Bagaha 01.","04-Sep-2023","598629","10-Jun-2024"
"55","Normal/Others","WS/MP052/2023-2024/71825-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of p.c.c. road in banuchhapar bettiah ward no. 27 from hazma tola devi nagar board to Shitla mata mandir","30-Dec-2023","992160","23-Feb-2024"
"56","Normal/Others","WS/MP052/2024-2025/81406-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from Mohan wasi das house to Narayan vaypari's house in sanichari bangali colony Ward No.2  of yogapatti block west champaran bihar. Estimated amount rs. 600000.","13-Jan-2024","596968","09-Oct-2024"
"57","Normal/Others","WS/MP052/2023-2024/81477-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from vaiju yadav's house to nareah's yadav house in dakshin teluhwa, vill- Naurahi Ward No.15  of  Nautan block west champaran bihar. Estimated amount rs. 1000000.","13-Jan-2024","995385","01-Mar-2024"
"58","Normal/Others","WS/MP052/2024-2025/93006-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of PCC road from Gorakh Bin's house to Ramagya Bin's house in Village Chapainiya of Village Panchayat Suryapur of Block Sikta. Estimated Amount Rs. 500000","01-Feb-2024","498426","10-Jun-2024"
"59","Normal/Others","WS/MP052/2025-2026/185823-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of PCC Road From Shri Krishna Mohah Dubey to path leading form Brham Sthan Vill- Harsari, wardn No. 12, West Champaran Bihar","24-Mar-2025","346969","17-May-2025"
"60","Normal/Others","WS/MP052/2025-2026/186660-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of P.C.C. Road Work in Narkatiaganj Nagar praishad ward no 7","26-Mar-2025","728381","20-Jun-2025"
"61","Normal/Others","WS/MP052/2025-2026/187953-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of pcc road in Ankhwan, ward no. 14","30-Mar-2025","598826","13-May-2025"
"62","Normal/Others","WS/MP052/2025-2026/187955-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC Road work from Budhuwa pur to path goring to Kathari tola in vill Gauchari ward no 11 west champaran bihar","30-Mar-2025","988588","17-Jun-2025"
"63","Normal/Others","WS/MP052/2023-2024/90233-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction work of P. C. C. Road from main road to going on sree Ram Janaki mandir in vill- harsari ward no. 11, narkatiyaganj block west champaran bihar. Estimated amount rs. 300000/-","27-Jan-2024","292471","12-Mar-2024"
"64","Normal/Others","WS/MP052/2023-2024/92273-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","PCC road construction work in the road leading to Shri Ramjanaki temple from Senuri main road, village Semri, ward number 8 of Gram Panchayat Rajya Semri, block Narkatiaganj. Estimated Amount Rs. 5 lakh","30-Jan-2024","498538","12-Mar-2024"
"65","Normal/Others","WS/MP052/2024-2025/93010-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of PCC road in the path leading from PWD road to the house of Shri Shambhu Gosai in Village Nyatola Bilwari Patti of Village Panchayat Jagiraha of Block Thakraha. Estimated Amount Rs. 510300","01-Feb-2024","265067","09-Jan-2025"
"66","Normal/Others","WS/MP052/2024-2025/148493-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction Of P. C. C road  from the main road leading to belwa sathi nahar in the  village Village council of Madhopur ward no. 7 , gaunaha block in west champaran district. Estimated cost Rs. 600000","19-Oct-2024","598811","06-Mar-2025"
"67","Normal/Others","WS/MP052/2024-2025/148517-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of P. C. C. Road  work in the road leading from Motilal Sah's farm towards Gonauli in village Varwa of Gram Panchayat Raj Siswaniya of block Lauria of district West Champaran. Estimated Amount Rs. 1000000","19-Oct-2024","995979","15-Feb-2025"
"68","Normal/Others","WS/MP052/2024-2025/148518-Construction of roads, link roads, pathways or any other road with or without drainage system","Bihar","PASHCHIM CHAMPARAN(DISTRICT PLANNING OFFICER WEST CHAMPARANBETTIAH_IDA)","Shri Satish Chandra Dubey (2022-28) (2022-2028)","Elected MP","Construction of P. C. C. Road  work in the road leading from Dr. Madhavkant Rao's clinic towards Devi sthan in village council of mathiya in village parsa of block Lauria of district West Champaran. Estimated Amount Rs. 1000000","19-Oct-2024","995745","15-Feb-2025"
