"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"69","Normal/Others","WS/MP139/2024-2025/132404-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the internal streets at Krishna nagar west in Kamaraj nagar constituency","11-Jun-2024","2944058","12-Jun-2024"
"70","Normal/Others","WS/MP139/2024-2025/132405-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Construction of compound wall around the existing park area at co-operative nagar, Bahour in Bahour constituency","11-Jun-2024","1000000","14-Jun-2024"
"71","Normal/Others","WS/MP139/2024-2025/133777-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Reconstruction of canal at Gandhithirunallur in Indira nagar constituency, Puducherry. (Phase-I).","20-Jul-2024","3000000","04-Feb-2025"
"72","Normal/Others","WS/MP139/2025-2026/133778-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing road and drainage facilities to the Roja nagar at Kodathur Manavely village in Mannadipet Constituency.","20-Jul-2024","3000000","11-Apr-2025"
"73","Normal/Others","WS/MP139/2024-2025/134713-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing cement concrete road to the main road of Isravel nagar at Gorimedu in Indira nagar Constituency, Puducherry.","05-Aug-2024","2833040","06-Jan-2025"
"74","Normal/Others","WS/MP139/2025-2026/134714-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing cement concrete road to the cross roads of vannidasan street, Seliamedu in Embalam Constituency, Puducherry.","05-Aug-2024","1079000","29-Jul-2025"
"75","Normal/Others","WS/MP139/2024-2025/141428-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to road and drainage works in Amaithi nagar, Kurumampet of Oussudu Constituency","17-Sep-2024","2284583","13-Dec-2024"
"76","Normal/Others","WS/MP139/2025-2026/141429-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing and laying of CC roads and reconstruction of drains in Brahmandam nagar (Phase II) in Yanam region","17-Sep-2024","5400000","11-Dec-2025"
"77","Normal/Others","WS/MP139/2026-2027/145292-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the existing main road from main gate to canteen junction at Zone-A campus of Rajiv Gandhi Veterinary College, Kurumbapet in Oussudu Assembly Constituency, Puducherry.","03-Oct-2024","1219000","14-May-2026"
"78","Normal/Others","WS/MP139/2025-2026/152306-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the internal roads and drainage facilities at Tsunami Hamlet, Karaikalmedu of Karaikal North Constituency.","13-Nov-2024","10000000","07-Apr-2025"
"79","Normal/Others","WS/MP139/2025-2026/152311-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Upgradation and widening of branch road of Pillaiyarkuppam – Narambai link road – Phase -I in Bahour Assembly Constituency.","13-Nov-2024","3000000","22-Aug-2025"
"80","Normal/Others","WS/MP139/2026-2027/190730-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Forming and providing WBM Grade I to the main and internal streets of Lakshmi Narasimmar nagar near Gopalankadai in Oulgaret Constituency","12-Apr-2025","3500000","14-May-2026"
"81","Normal/Others","WS/MP139/2026-2027/190733-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing road facilities to internal streets of Annamalaiyar Nagar in Lawspet Constituency","12-Apr-2025","2100000","28-Aug-2026"
"82","Normal/Others","WS/MP139/2026-2027/197314-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing cement concrete road to the approach of burial ground and construction of bath rooms, additional facilities to existing Karumathi shed at Shanthi Nagar in lawspet constituency, Puducherry.","07-May-2025","2000000","28-Aug-2026"
"83","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Reconstruction of canal at Gandhithirunallur in Indira nagar constituency, Puducherry. (Phase-II).","16-May-2025","4000000","NA"
"84","Normal/Others","WS/MP139/2026-2027/237895-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the road at second cross street in Thuyathambi nagar, Reddiyarpalayam in Oulgaret Constituency","26-Sep-2025","500000","13-Jun-2026"
"85","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Beautification of the sea shore by providing walkway along the sea wall from fishing harbour to the state limit at Poozhithala beach in Mahe","26-May-2026","12920000","NA"
"86","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the cross roads including the cross roads connecting the canals at South in Sinthamani nagar in Oulgaret revenue village in Oulgaret Constituency","30-May-2026","2000000","NA"
"87","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing road and canal facilities to first and second cross roads in Thiruvarangam nagar  in Oulgaret revenue village in Oulgaret Constituency","30-May-2026","1000000","NA"
"88","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Providing CC road and raising drainage to the internal streets of Pavazhakaranchavady in Kadirkamam Constituency","14-Jun-2026","4500000","NA"
"89","Normal/Others","WS/MP139/2026-2027/292109-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to Throwpathy amman koil street at Vizhidhiyur Village in Neravy Commune Panchayat Karaikal","04-Jul-2026","810000","23-Jul-2026"
"90","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to Iyyanar Koil road at Vizhidhiyur Village in Neravy Commune Panchayat Karaikal","04-Jul-2026","740000","NA"
"91","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Regrading and covering  of 'U' drain along kamban nagar to vaiyalveli nagar road at Reddiarpalayam in Oulgaret constituency.","01-Aug-2026","4000000","NA"
"92","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Forming and metalling the First cross street at Venkateswara Nagar West in Thattanchavady constituency Puducherry.","31-Aug-2026","400000","NA"
"93","Normal/Others","NA-Construction of roads, link roads, pathways or any other road with or without drainage system","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Improvements to the graveyard road at Neravy Ward No 17 Kovilpathu in Neravy  T R Pattinam Constituency Karaikal","31-Aug-2026","4000000","NA"
"94","Normal/Others","WS/MP139/2023-2024/46813-Improvement of electricity distribution infrastructure","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Conversion of LT over head lines into LT underground cable for permanent removal of road crossing LT lines and consumer service connections from Throwbathi amman koil street to temple car starting point to end point.","07-Nov-2023","5000000","17-Feb-2024"
"95","Normal/Others","NA-Improvement of electricity distribution infrastructure","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Conversion of existing LT overhead lines into LT underground cable for permanent removal of road crossing LT lines and consumer service connections at Uthukattu mariamman koil street College road Seenuvasa counder street in Lawspet Puducherry","19-Jun-2026","2000000","NA"
"96","Normal/Others","WS/MP139/2023-2024/96922-Street lights","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Supply of LED lights to the streets of  all constituencies in Puducherry","05-Feb-2024","4278090","05-Feb-2024"
"97","Normal/Others","NA-Purchase Books for Library","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","""Kambaramayanam' Published by Kamban Kazhagam, Puducherry","30-Sep-2024","480000","NA"
"98","Normal/Others","NA-Purchase Books for Library","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","""Arikkamedu' Written by A. Ramadass & M.P. Raman @ Ramanuiam","30-Sep-2024","150000","NA"
"99","Normal/Others","NA-Purchase Books for Library","Puducherry","Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","""Puthucheriyin Adayaalangal' Written by A. Ramadass.","30-Sep-2024","150000","NA"
"100","Normal/Others","NA-Establishing public ground water recharging facilities","Puducherry","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Deepening / De-Silting of the pond in Keezhanthaangal lake at Rajanthaangal Village in Ward No. 12 of Kilpennathur Block in Thiruvannamalai District, Tamilnadu State, to augment water storage capacity in the area.","19-Aug-2024","2492724","NA"
"101","Normal/Others","NA-Construction of community centers and community halls","Puducherry","TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Construction of Community centre at Survey No.49-13 Rajanthaangal Village of Kilpennathur Union in Thiruvannamalai District, Tamilnadu State.","22-May-2026","2500000","NA"
"102","Normal/Others","NA-Purchase of IT systems, including hardware and software for educational purposes","Puducherry","Mayiladuthurai(District Collector Mayiladuthurai_IDA)","Shri S. Selvaganabathy (2021-27) (2021-2027)","Elected MP","Purchase of Interactive flat panel smart board with accessories and steel furnitures","24-Jun-2026","2497400","NA"
"Grand Total"," "," "," "," "," "," "," "," "," ","26,47,79,881"
