"Sr. No.","Work category","WORK","State","IDA","Hon'ble Members of Parliament","Elected/Nominated","Work description","Recommended date","RECOMMENDED AMOUNT   ( ₹ )","Sanction Date"
"66","Normal/Others","WS/MP233/2026-2027/281649-Setting up processing plants, cold storages,etc for fish and fisheries products for community use","Nagaland","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","Construction of Fishery Project at Longjung Village, Bhandari, Wokha The proposed fishery project aims to develop a sustainable and eco-friendly fish farming system in hilly areas by utilizing available natural water resources and suitable land conditions. The project will support livelihood generation, improve local fish production, and promote rural economic development. Site Development, Land clearing, levelling, and slope stabilization. Construction of access pathways and drainage systems.","18-May-2026","4680000","24-Jun-2026"
"67","Normal/Others","WS/MP233/2026-2027/285801-Construction of water tanks","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The completed water tank will enhance water availability and storage capacity for around 500 households in Shantham Ward, supporting improved sanitation, hygiene, and community welfare.. Construction of tank structure using suitable materials to ensure strength, durability, and water-tightness. Installation of inlet, outlet, overflow, and distribution arrangements. Plastering, waterproofing, and finishing works to maintain water quality and reduce leakage. Necessary pipeline connections.","16-Jun-2026","312000","15-Jul-2026"
"68","Normal/Others","WS/MP233/2026-2027/285812-Construction of buildings for community cultural activities","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The construction of a Traditional Hall at Shangnyu Village is undertaken to provide a common community space for cultural activities, traditional gatherings, meetings, and social events. The project aims to preserve and promote local traditions while providing a suitable facility for the villagers. The work includes site preparation, foundation construction, erection of the hall structure, roofing, flooring, electrical installation. Traditional Hall will serve as an important community asset.","16-Jun-2026","3000000","15-Jul-2026"
"69","Normal/Others","WS/MP233/2026-2027/285822-Construction of common work sheds/ common covered sitting area","Nagaland","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The marketing shed will help improve the livelihood opportunities of the villagers by providing a safe, organized, and weather-protected area for market activities. It will reduce difficulties faced by vendors during adverse weather conditions and encourage better participation of local producers in community trade. The project includes the development of a durable structure with necessary roofing, flooring, and other basic facilities to ensure long-term usability.","16-Jun-2026","700000","30-Jul-2026"
"70","Normal/Others","WS/MP233/2026-2027/285838-Construction of buildings for community cultural activities","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The Heritage Hall will stand as a symbol of cultural identity and community development, contributing to the preservation of heritage while meeting the growing needs of the people. The additional financial support will ensure that the project achieves its intended objectives and is to complete successfully for the long-term benefit of the community. The fund will be utilized for completing the remaining construction works, including structural finishing, electrical installations, interior works.","16-Jun-2026","3000000","15-Jul-2026"
"71","Normal/Others","WS/MP233/2026-2027/286110-Construction of roads, link roads, pathways or any other road with or without drainage system","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The road maintenance work includes repair of damaged road portions, filling of potholes, surface improvement, and necessary restoration works to enhance the durability and usability of the road. Proper attention will also be given to maintaining water drainage and preventing further deterioration of the road during adverse weather conditions. The project aims to provide better connectivity, reduce travel difficulties, and improve access to essential services, markets, schools etc...","16-Jun-2026","520000","15-Jul-2026"
"72","Normal/Others","WS/MP233/2026-2027/286222-Tree plantation for community","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The project involves the plantation of various suitable tree species, including indigenous, fruit-bearing, and shade-providing trees, along with necessary activities such as site preparation, sapling procurement, plantation, and initial maintenance. The initiative will contribute towards improving air quality, reducing soil erosion, supporting biodiversity, and creating a greener landscape for future generations. The project reflects the commitment towards sustainable development and environment","16-Jun-2026","520000","06-Aug-2026"
"73","Normal/Others","WS/MP233/2026-2027/297499-Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","NA","21-Jul-2026","9500000","24-Jul-2026"
"74","Normal/Others","WS/MP233/2026-2027/302520-Setting up processing plants, cold storages,etc for fish and fisheries products for community use","Nagaland","WOKHA(Deputy Commissioner Wokha_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","Construction of New fishery pond for the community at Baghty Town, Wokha district.","10-Aug-2026","312000","28-Aug-2026"
"75","Normal/Others","NA-Tree plantation for community","Nagaland","MOKOKCHUNG(Deputy Commissioner Mokokchung_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The proposed project aims to undertake large scale tree plantation to promote environmental conservation, improve green cover, and protect the local ecosystem. The project will include the procurement of suitable native and fruit-bearing saplings, site preparation, transportation, plantation, and installation of protective measures. Community members and local volunteers will be involved in planting and caring for the saplings. Regular watering, maintenance, and monitoring will be carried out.","10-Aug-2026","520000","NA"
"76","Normal/Others","NA-Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","Construction of building will be suitable for  CT scan room, control room, patient preparation area, waiting space, reporting room, electrical and equipment-support infrastructure, and other essential facilities as per required medical and safety standards. The construction will ensure a safe, hygienic, accessible, and technically suitable environment for the installation and operation of the CT Scan equipment. This facility will reduce the need for patients to travel to other districts or state","25-Aug-2026","5100000","NA"
"77","Normal/Others","NA-Providing drains and gutters for public drainage","Nagaland","MON(Deputy Commissioner Mon_IDA)","Smt. S. Phangnon Konyak (2022-28) (2022-2028)","Elected MP","The project aims to provide an effective drainage system for the proper disposal of surface and wastewater. The project will help prevent waterlogging, soil erosion, stagnant water, and damage to roads and residential areas, particularly during the monsoon season. The work will include site preparation, excavation, construction of the drainage channel, laying of suitable concrete structures, and provision of proper slope and outlets for smooth water flow.","26-Aug-2026","400000","NA"
"Grand Total"," "," "," "," "," "," "," "," "," ","20,41,71,000"
